id	taxonomy
cbb8c0515eceafccdf76a714aa67b2fe	Pyrobaculum_aerophilum_IM2 not found
33d26c60adb41cc8963fd822abeade92	Nitrosomonas_europaea_ATCC_19718 not found
a94ddc6a9cf9a43d04d134fc895c0ef8	Treponema_vincentii_ATCC_35580 not found
2f70e3f3d66aee68240fa1653eced0ca	Pyrobaculum_calidifontis_JCM_11548 not found
b59777e0695c8dfdfd0d1d5bc7d1a4e1	Thermoanaerobacter_pseudethanolicus_ATCC_33223 not found
7dc605ee802a8069bd012eae5c8e4e44	Sulfolobus_tokodaii_str.7 not found
39504264c544d74f4916440f27cd33d0	Chlorobium_limicola_DSM_245 not found
8dce550a9e0d36a712baf96c50db6f38	Persephonella_marina_EX-H1 not found
141c76e1cfcae6802d3665b36b2a6f8a	Shewanella_baltica_OS185 not found
d49806e178a36f821a584e6e13aad19c	other
daedd45154da4d0767e221ecbf7fbbcc	Dickeya_dadantii_3937 not found
ee23086481d97574681c47a9e25ddcf7	Archaeoglobus_fulgidus_DSM_4304 not found
ed19868a374e0c230d3c67385da5fb2e	Akkermansia_muciniphila_ATCC_BAA-835 not found
18015bc5bef6bc421def1d57c09e205b	other
697a333a921e984dc8559124340a1662	Dictyoglomus_turgidum_DSM_6724 not found
c62cc6315e9367bb1c1b131063cfa5fb	Ignicoccus_hospitalis_KIN4/I not found
b43b61f04dd0977c343cc2bd33a7d143	Chloroflexus_aurantiacus_J-10-fl not found
b9d9c3098ea09ed75be11be1352300f5	Thermoanaerobacter_pseudethanolicus_ATCC_33223 not found
ecd2e0c10de3cb18466a6a902478031e	Sulfurihydrogenibium_sp._YO3AOP1 not found
6239da9855d1969e0616715aa749bcf2	Herpetosiphon_aurantiacus_DSM_785 not found
d87c4c3d6f5ea2bf2b33ed274906fd56	other
f497603776b0d87ba949c1d0f54565c5	Methanococcus_maripaludis_S2 not found
5920db06106fe7e4aaf18342b054167a	other
379cb92a17430513e8ff985491f7c345	other
716ee1ef062bc8f9a71252245312ae94	Shewanella_baltica_OS185 not found
30c731fc8080d8734293f4a8e0b59d20	other
d9f8b03b10ed5e90d21fcb4bc569bbe3	Thermotoga_neapolitana_DSM_4359 not found
fc3eeb38eac7ca1fa4cd7c1b4753f1f5	Treponema_denticola_ATCC_35405 not found
f9a65b9e8e60f435ad11ab1a1f727ad0	Thermus_thermophilus_HB8 not found
e019c0ddaa904c0d691cc6d2b82b2472	other
eba3721d3145a2bc096b2ab0b0c4149c	Fusobacterium_nucleatum not found
0c1e8519e6aaa41cb0a5d3a6bd215c9e	Dickeya_dadantii_3937 not found
09c4d058552904ea57e5d427c234dd86	Acidobacterium_capsulatum_ATCC_51196 not found
a401b0bf035ee819c23393f2eeba3cbc	Bordetella_bronchiseptica_RB50 not found
70ff938396900290987d840816d05258	Fusobacterium_nucleatum not found
2cb6c9bb8ef9b8b7aa3428b821c2b39e	Nanoarchaeum_equitans_Kin4-M not found
b627cffa5fd2bcb8bf0eb14244ca3937	other
43177a8b8dacb9372cb684a48f329931	Hydrogenobaculum_sp._Y04AAS1 not found
a0404757f0e2e3388b9fed6975132605	Sulfitobacter_sp._EE-36 not found
745a93a306af6a6acfd3c93864d322e9	Pyrococcus_horikoshii_OT3 not found
ea4afd792e3210c1c867944c3ceb59c4	Chlorobium_tepidum_TLS not found
311030dd3480b4be74d627d8f927c1cb	other
a4e931915b9ab33ecefe941739e7b7bd	Chlorobium_phaeovibrioides_DSM_265 not found
7733c6a16f1569c892067ecb8aefb0dc	Ruegeria_pomeroyi_DSS-3 not found
33d5b48ba27a1ecd5455a8444bd5f1c0	other
74b24f87003511f730a7bc330a036010	Chloroflexus_aurantiacus_J-10-fl not found
7b1b68cac562006a3b12bf41054fe359	other
cbade9432f365e522b1c92922a97631b	Nitrosomonas_europaea_ATCC_19718 not found
29c7a85074c17909def47a10f72cd6bb	Caldicellulosiruptor_bescii_DSM_6725 not found
dbf81481147b0cb7854942af37a06065	Caldicellulosiruptor_saccharolyticus_DSM_8903 not found
5e2d0dbf2708c942e39bb1c48170f88d	other
d2fcaaaf82e2760ff208e4b9067d91b6	Clostridium_thermocellum_ATCC_27405 not found
886cf2e9c22e05f7a4bd435892cd67dd	other
