id	taxonomy
054bfb26de038f0017d90d314101cdd1	other
ec540c55fef63982f966bba4b7fb231a	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_purpurascens
d0d4787d4c9eb1c264a316e28c5fbc55	other
8246a28746d3c9f9184dbc2b4b01204b	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Debaryomyces;s__Debaryomyces_prosopidis
6fbf1b6701af624a055b6cf7a838619b	other
936f4a6c85343b64ed52e4c8a7cf05df	other
e1b27d94b7f7a3c6f6dc56f1c2d3799a	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Rhizinaceae;g__Rhizina;s__Rhizina_undulata
fb1b568615e94698f3621a2c9ecd2a8d	other
afb1f4cb4e9836ef82109f9878872819	NO-EXPECTED-TAXONOMY
8892b1c4ff431125930186e667be0618	other
03d16add1bd16879bfa2ac1ac0063c6c	other
a7fe8c460ed7006fd914f89353d92f28	k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales;f__Archaeorhizomycetaceae;g__Archaeorhizomyces;s__Archaeorhizomyces_finlayi
e2b17f7b0a20de83c66c8b5af89d3fe4	other
b8cdb9d70a2308233601db37408b7cb2	k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales;f__Archaeorhizomycetaceae;g__Archaeorhizomyces;s__Archaeorhizomyces_finlayi
28987921cb876144d25822dc3c4834b2	other
72dfa183b8bcb04daa0d1e3385e29048	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_poae
8dc19e2504a8eed7ef66940845eb0615	other
56d6d46f5d03649e2205d6b1c0105d3a	other
6d74ea23b3ccf8473651756f3ffc84fe	other
37cd4d4398003b56fcbb6ee68438bad7	other
04518aecd1070d1f0742ba9f11783e22	other
f7b4a5a86e856af0c39f006d0dfb8711	other
0eb90d18ced1b814ab634f6646a6fbc1	other
