# QIIME v1.5.0 OTU table
#OTU ID	blast_100.0	blast_0.0001	blast_1e-06	blast_1.0	blast_1e-10	blast_1e-30	mothur_0.0	mothur_0.1	mothur_0.2	mothur_0.3	mothur_0.4	mothur_0.5	mothur_0.6	mothur_0.7	mothur_0.8	mothur_0.9	mothur_1.0	rdp_0.0	rdp_0.1	rdp_0.2	rdp_0.3	rdp_0.4	rdp_0.5	rdp_0.6	rdp_0.7	rdp_0.8	rdp_0.9	rdp_1.0	rtax_single	Expected	taxonomy
11	0.0404899789712	0.0404899789712	0.0404899789712	0.0404899789712	0.0404899789712	0.0404823690265	0.0405153454534	0.0405153454534	0.0405153454534	0.0405077355088	0.0404950522676	0.0404823690265	0.0404620758407	0.0404570025443	0.040431636062	0.0400917251998	0.0392901443607	0.0405153454534	0.0405153454534	0.0405153454534	0.0405077355088	0.0405001255641	0.0404772957301	0.0404620758407	0.0404519292478	0.0404367093585	0.0400967984963	0.0378366449276	0.0404798323783	0.0416666	MockHiSeq.even;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium
12	0	0	0	0	0	0	2.28298340271e-05	2.28298340271e-05	0	0	0	0	0	0	0	0	0	2.28298340271e-05	2.28298340271e-05	2.28298340271e-05	0	0	0	0	0	0	0	0	0	0	MockHiSeq.even;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia
13	0	0	0	0	0	0	0.0171452053544	0.0171452053544	0.0171147655757	0.0171096922792	0.000190248616893	0.000147125597064	0	0	0	0	0	0.0171452053544	0.0171401320579	0.0171249121686	0.0171096922792	0.000169955431091	6.84895020813e-05	0	0	0	0	0	7.6099446757e-06	0.020833333	MockHiSeq.even;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Edwardsiella
14	0	0	0	0	0	0	8.6246039658e-05	8.6246039658e-05	0	0	0	0	0	0	0	0	0	8.6246039658e-05	8.6246039658e-05	0	0	0	0	0	0	0	0	0	0	0	MockHiSeq.even;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Halothiobacillaceae;g__Halothiobacillus
15	0	0	0	0	0	0	0	5.07329645047e-06	0	0	5.07329645047e-06	5.07329645047e-06	0	0	1.26832411262e-05	0	0	0	5.07329645047e-06	0	0	0	0	0	0	5.07329645047e-06	0	5.07329645047e-06	0	0	MockHiSeq.even;k__Bacteria;p__Actinobacteria;Other;Other;Other;Other
16	0.0468518927201	0.0468518927201	0.0468518927201	0.0468518927201	0.0468518927201	0.0468087697002	0.00923339953985	0.00903300433006	0.00865758039272	0.00838869568085	0.00546394027715	3.04397787028e-05	5.07329645047e-06	0	0	0	0	0.00923339953985	0.00904315092296	0.00889095202945	0.00831513288232	0.00548169681473	0.0054182806091	3.04397787028e-05	5.07329645047e-06	0	0	0	0.0419764548312	0	MockHiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__
17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.07329645047e-06	5.07329645047e-06	2.28298340271e-05	0	7.6099446757e-06	7.6099446757e-06	3.04397787028e-05	0	0	0	0	0	5.07329645047e-06	2.28298340271e-05	2.28298340271e-05	0	MockHiSeq.even;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other;Other;Other
18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.07329645047e-06	0	MockHiSeq.even;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__BF311
19	0	0	0	0	0	0	0.000233371636722	0.000233371636722	0.000233371636722	0.000233371636722	0.000187711968667	0	0	0	0	0	0	0.000233371636722	0.000233371636722	0.000233371636722	0.000233371636722	0.000187711968667	0.000134442355937	0	0	0	0	0	0	0	MockHiSeq.even;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Plesiomonas
20	1.77565375766e-05	1.77565375766e-05	1.77565375766e-05	1.77565375766e-05	1.77565375766e-05	1.77565375766e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MockHiSeq.even;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__
21	1.52198893514e-05	1.52198893514e-05	1.52198893514e-05	1.52198893514e-05	1.52198893514e-05	1.52198893514e-05	1.52198893514e-05	1.52198893514e-05	1.52198893514e-05	1.52198893514e-05	1.52198893514e-05	1.52198893514e-05	1.52198893514e-05	1.52198893514e-05	1.52198893514e-05	1.52198893514e-05	0	1.52198893514e-05	1.52198893514e-05	1.52198893514e-05	1.52198893514e-05	1.52198893514e-05	1.52198893514e-05	1.52198893514e-05	1.52198893514e-05	1.52198893514e-05	1.52198893514e-05	0	1.52198893514e-05	0	MockHiSeq.even;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Cloacibacterium
22	0	0	0	0	0	0	0	0	0	0	0	0	1.26832411262e-05	1.26832411262e-05	1.26832411262e-05	1.26832411262e-05	1.26832411262e-05	0	0	0	0	0	0	1.26832411262e-05	1.26832411262e-05	1.26832411262e-05	1.26832411262e-05	1.26832411262e-05	0	0	MockHiSeq.even;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;Other;Other
23	7.6099446757e-06	7.6099446757e-06	7.6099446757e-06	7.6099446757e-06	7.6099446757e-06	7.6099446757e-06	7.6099446757e-06	7.6099446757e-06	7.6099446757e-06	7.6099446757e-06	7.6099446757e-06	0	0	0	0	0	0	7.6099446757e-06	7.6099446757e-06	7.6099446757e-06	7.6099446757e-06	7.6099446757e-06	0	0	0	0	0	0	7.6099446757e-06	0	MockHiSeq.even;k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Prosthecobacter
24	0.000136979004163	0.000136979004163	0.000136979004163	0.000136979004163	0.000136979004163	0.000136979004163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136979004163	0	MockHiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__02d06
25	0	0	0	0	0	0	0	0	0	6.59528538561e-05	1.52198893514e-05	1.01465929009e-05	5.07329645047e-06	5.07329645047e-06	0	2.79031304776e-05	8.87826878832e-05	0	0	0	0	0	3.2976426928e-05	4.56596680542e-05	0	0	4.56596680542e-05	8.87826878832e-05	0	0	MockHiSeq.even;k__Bacteria;p__Firmicutes;c__Bacilli;Other;Other;Other
26	0	0	0	0	0	0	5.07329645047e-06	5.07329645047e-06	0	0	0	0	0	0	0	0	0	5.07329645047e-06	5.07329645047e-06	0	0	0	0	0	0	0	0	0	0	0	MockHiSeq.even;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Scardovia
27	0.000276494656551	0.000276494656551	0.000276494656551	0.000276494656551	0.000276494656551	0.000276494656551	0.000276494656551	0.000276494656551	0.000276494656551	0.000276494656551	0.000276494656551	0.000276494656551	0.000276494656551	0.000276494656551	0.0002714213601	0.000258738118974	7.6099446757e-06	0.000276494656551	0.000276494656551	0.000276494656551	0.000276494656551	0.000276494656551	0.000276494656551	0.000276494656551	0.000276494656551	0.0002714213601	0.000258738118974	7.6099446757e-06	0.000276494656551	0	MockHiSeq.even;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
28	0.000766067764021	0.000766067764021	0.000766067764021	0.000766067764021	0.000766067764021	0.00076099446757	0.000766067764021	0.000766067764021	0.000766067764021	0.000766067764021	0.00076099446757	0.00075592117112	0.00075592117112	0.000733091337093	0.000725481392417	0.000710261503066	0.000710261503066	0.000766067764021	0.000766067764021	0.000766067764021	0.000766067764021	0.00076099446757	0.00075592117112	0.000733091337093	0.000728018040642	0.000720408095966	0.000710261503066	0.000710261503066	0.000766067764021	0	MockHiSeq.even;k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella
29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00445689093174	0	0	0	0	0	0	0	0	0	0	0	0	0	MockHiSeq.even;Unknown;Other;Other;Other;Other;Other
30	1.52198893514e-05	1.52198893514e-05	1.52198893514e-05	1.52198893514e-05	1.52198893514e-05	7.6099446757e-06	5.07329645047e-06	5.07329645047e-06	0	0	0	0	0	0	0	0	0	5.07329645047e-06	5.07329645047e-06	0	0	0	0	0	0	0	0	0	0	0	MockHiSeq.even;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__[Chromatiaceae];g__
31	5.07329645047e-06	5.07329645047e-06	5.07329645047e-06	5.07329645047e-06	5.07329645047e-06	5.07329645047e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.07329645047e-06	0	MockHiSeq.even;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__
32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77565375766e-05	0	MockHiSeq.even;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__SHA-31;g__
33	0.0388589141624	0.0388589141624	0.0388589141624	0.0388589141624	0.0388589141624	0.0388538408659	6.84895020813e-05	6.34162056309e-05	5.32696127299e-05	3.80497233785e-05	1.26832411262e-05	7.6099446757e-06	7.6099446757e-06	0	0	0	0	6.84895020813e-05	5.83429091804e-05	5.32696127299e-05	2.79031304776e-05	1.26832411262e-05	7.6099446757e-06	0	0	0	0	0	1.77565375766e-05	0.020833333	MockHiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus
34	0	0	0	0	0	0	0	0	0	5.07329645047e-06	5.07329645047e-06	0	0	7.6099446757e-06	7.6099446757e-06	0	0	0	0	0	0	5.07329645047e-06	0	0	7.6099446757e-06	7.6099446757e-06	0	0	0	0	MockHiSeq.even;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;Other
35	0.000152198893514	0.000152198893514	0.000152198893514	0.000152198893514	0.000152198893514	0.000152198893514	0.0010755388475	0.0010755388475	0.0010755388475	0.0010755388475	0.000205468506244	0.000119222466586	7.10261503066e-05	0	0	0	0	0.0010755388475	0.0010755388475	0.0010755388475	0.0010755388475	0.00059611233293	0.00010653922546	3.55130751533e-05	1.77565375766e-05	0	0	0	5.32696127299e-05	0	MockHiSeq.even;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Klebsiella
36	0.000172492079316	0.000172492079316	0.000172492079316	0.000172492079316	0.000172492079316	0.000172492079316	0.000172492079316	0.000172492079316	0.000172492079316	0.000172492079316	0.000172492079316	0.000167418782865	0.000167418782865	0.000167418782865	0.000167418782865	0.000167418782865	0	0.000172492079316	0.000172492079316	0.000172492079316	0.000172492079316	0.000172492079316	0.000167418782865	0.000167418782865	0.000167418782865	0.000167418782865	0.000167418782865	0	0.000172492079316	0	MockHiSeq.even;k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales;f__Victivallaceae;g__
37	0.00638220693469	0.00638220693469	0.00638220693469	0.00638220693469	0.00638220693469	0.00638220693469	0.00624522793053	0.00624522793053	0.00624522793053	0.00623000804117	0.00612346881572	0.00610571227814	0.00608288244411	0.00607527249944	0.00607019920299	0.00607019920299	0	0.00624522793053	0.00624522793053	0.00624522793053	0.0062325446894	0.00621986144827	0.00609810233346	0.00608288244411	0.00607019920299	0.00607019920299	0.00607019920299	0	0.00638220693469	0.062499999	MockHiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus
38	0	0	0	0	0	0	7.6099446757e-05	0	0	0	0	0	0	0	0	0	0	7.6099446757e-05	0	0	0	0	0	0	0	0	0	0	0	0	MockHiSeq.even;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Aquimonas
39	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MockHiSeq.even;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__
40	0	0	0	0	0	0	0	0	0	0	0	7.6099446757e-06	1.52198893514e-05	0	3.55130751533e-05	1.26832411262e-05	0	0	0	0	0	0	0	6.08795574056e-05	0	0	0	0	0	0	MockHiSeq.even;k__Bacteria;p__Verrucomicrobia;Other;Other;Other;Other
41	2.79031304776e-05	2.79031304776e-05	2.79031304776e-05	2.79031304776e-05	2.79031304776e-05	2.79031304776e-05	0.00104002577235	0.00104002577235	0.00100704934542	0.000286641249451	0.000169955431091	3.80497233785e-05	2.79031304776e-05	0	0	0	0	0.00104002577235	0.00104002577235	0.00104002577235	0.000294251194127	0.000180102023992	0.000169955431091	2.79031304776e-05	0	0	0	0	0	0	MockHiSeq.even;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Trabulsiella
42	0.00507836974692	0.00507836974692	0.00507836974692	0.00507836974692	0.00507836974692	0.00507836974692	0.0253081393432	0.0253081393432	0.0252878461574	0.0252675529716	0.0252675529716	0.0251077441334	0.0248946656824	0.00571506845145	0.00546140362893	0.00542081725733	0.00499973365194	0.0253081393432	0.0253081393432	0.0252675529716	0.0252675529716	0.0252675529716	0.0251026708369	0.0249073489236	0.0247703699194	0.00562121246712	0.00543096385023	0.00503524672709	5.58062609551e-05	0.020833333	MockHiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium
43	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MockHiSeq.even;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__YRC22
44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020833333	MockHiSeq.even;k__Bacteria;p__Firmicutes;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella
45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52198893514e-05	0	0	MockHiSeq.even;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];Other
46	0	0	0	0	0	0	0	0	0	0	0	0	0	7.6099446757e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MockHiSeq.even;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;Other
47	4.3123019829e-05	4.3123019829e-05	4.3123019829e-05	4.3123019829e-05	4.3123019829e-05	4.3123019829e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MockHiSeq.even;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__;g__
48	0.0236136583287	0.0236136583287	0.0236136583287	0.0236136583287	0.0236136583287	0.0236136583287	0.0024630854267	0.0024630854267	0.00234639960834	0.00228298340271	0.00119983461054	0.000720408095966	0	0	0	0	0	0.0024630854267	0.00245801213025	0.00234639960834	0.00230834988496	0.000996902752517	0.000705188206615	0	0	0	0	0	0.023098718739	0.020833333	MockHiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__
49	0	0	0	0	0	0	0	0	5.07329645047e-06	0	0	4.3123019829e-05	3.55130751533e-05	3.80497233785e-05	2.02931858019e-05	0	0	0	1.26832411262e-05	2.79031304776e-05	0	5.07329645047e-06	0	2.28298340271e-05	1.01465929009e-05	2.53664822523e-05	0.000154735541739	6.59528538561e-05	0	0	MockHiSeq.even;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;Other
50	0	0	0	0	0	0	2.53664822523e-05	2.53664822523e-05	2.53664822523e-05	2.53664822523e-05	2.53664822523e-05	0	2.53664822523e-05	0	0	0	0	2.53664822523e-05	2.53664822523e-05	2.53664822523e-05	2.53664822523e-05	2.53664822523e-05	2.53664822523e-05	0	0	0	0	0	0	0	MockHiSeq.even;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Dickeya
51	0	0	0	0	0	0	7.6099446757e-06	0	0	0	0	0	0	0	0	0	0	7.6099446757e-06	7.6099446757e-06	0	0	0	0	0	0	0	0	0	0	0	MockHiSeq.even;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__Oceanisphaera
52	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	0	MockHiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megasphaera
53	0	0	0	0	0	0	1.26832411262e-05	1.26832411262e-05	1.26832411262e-05	7.6099446757e-06	7.6099446757e-06	7.6099446757e-06	7.6099446757e-06	0	0	0	0	1.26832411262e-05	1.26832411262e-05	1.26832411262e-05	1.26832411262e-05	7.6099446757e-06	7.6099446757e-06	7.6099446757e-06	0	0	0	0	1.26832411262e-05	0	MockHiSeq.even;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus
54	0.000388107178461	0.000388107178461	0.000388107178461	0.000388107178461	0.000388107178461	0.000388107178461	0.0673632302693	0.0673581569729	0.0672592276921	0.0628150200015	0.0661963720857	0.000499719700371	0.000225761692046	0	1.77565375766e-05	0	0	0.0673632302693	0.0671755183006	0.0671171753915	0.0669066335888	0.0622062244274	0.000317081028154	0.000243518229622	1.77565375766e-05	0	0	0	0.000388107178461	0	MockHiSeq.even;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Serratia
55	1.26832411262e-05	1.26832411262e-05	1.26832411262e-05	1.26832411262e-05	1.26832411262e-05	1.26832411262e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26832411262e-05	0	MockHiSeq.even;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus
56	0	0	0	0	0	0	0	0	5.07329645047e-06	1.26832411262e-05	4.05863716037e-05	0.00108314879217	0.00113895505313	0.000454060032317	0.000273958008325	0.000487036459245	0.0415223947989	0	0	0	3.80497233785e-05	0.000928413250436	0.00021815174737	0.0002714213601	0.000220688395595	0.000322154324605	0.000530159479074	0.0225203629436	1.52198893514e-05	0	MockHiSeq.even;k__Bacteria;p__Bacteroidetes;Other;Other;Other;Other
57	2.79031304776e-05	2.79031304776e-05	2.79031304776e-05	2.79031304776e-05	2.79031304776e-05	2.79031304776e-05	5.07329645047e-06	5.07329645047e-06	5.07329645047e-06	5.07329645047e-06	5.07329645047e-06	5.07329645047e-06	5.07329645047e-06	5.07329645047e-06	5.07329645047e-06	5.07329645047e-06	5.07329645047e-06	5.07329645047e-06	5.07329645047e-06	5.07329645047e-06	5.07329645047e-06	5.07329645047e-06	5.07329645047e-06	5.07329645047e-06	5.07329645047e-06	5.07329645047e-06	5.07329645047e-06	5.07329645047e-06	5.07329645047e-06	0	MockHiSeq.even;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus
58	0.00010653922546	0.00010653922546	0.00010653922546	0.00010653922546	0.00010653922546	0.00010653922546	0.000101465929009	0.000101465929009	0.000101465929009	0.000101465929009	0.000101465929009	0.000101465929009	0.000101465929009	0.000101465929009	0.000101465929009	0.000101465929009	0	0.000101465929009	0.000101465929009	0.000101465929009	0.000101465929009	0.000101465929009	0.000101465929009	0.000101465929009	0.000101465929009	0.000101465929009	0.000101465929009	0	0.00010653922546	0	MockHiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes
59	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	0	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	1.01465929009e-05	0	MockHiSeq.even;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc
60	0.00589263382722	0.00589263382722	0.00589263382722	0.00589263382722	0.00589263382722	0.00589263382722	0.00608541909234	0.00608541909234	0.00608541909234	0.00608541909234	0.00608541909234	0.00608541909234	0.00608034579589	0.00607527249944	0.00603722277606	0.005991563108	0	0.00608541909234	0.00608541909234	0.00608541909234	0.00608541909234	0.00608541909234	0.00608541909234	0.00608034579589	0.00605244266541	0.00602961283138	0.00600931964558	0.00583175426981	0.00584697415916	0.020833333	MockHiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus
61	0	0	0	0	0	0	1.77565375766e-05	1.77565375766e-05	1.77565375766e-05	1.77565375766e-05	0	0	0	0	0	0	0	1.77565375766e-05	1.77565375766e-05	1.77565375766e-05	1.77565375766e-05	0	0	0	0	0	0	0	0	0	MockHiSeq.even;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas
62	1.52198893514e-05	1.52198893514e-05	1.52198893514e-05	1.52198893514e-05	1.52198893514e-05	1.52198893514e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52198893514e-05	0	MockHiSeq.even;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__;g__
