#Taxon	pc0	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10	pc11	pc12	pc13	pc14	pc15	pc16	pc17	pc18	pc19	pc20	pc21	pc22	pc23	pc24	pc25	pc26	pc27	pc28	pc29	pc30
MockMiSeq.even;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides	-0.000274821002944	1.19027632972e-05	-0.00221044761133	0.000115546686804	-0.000117210373543	0.000147635673039	-1.46551629329e-05	-6.29296573159e-06	6.31194433877e-05	1.90449471603e-05	8.90320651699e-07	-2.44421865771e-07	-1.94002290958e-06	-7.19739976947e-07	7.5025371375e-07	4.52381493919e-07	6.78750679943e-08	-2.32561550812e-07	1.28054811245e-07	1.57716099371e-08	-2.7958929421e-08	-1.27732986148e-08	8.26223092189e-09	2.85194799587e-09	-2.04646293885e-10	-2.37364946651e-09	-1.59087157912e-11	-2.15635943996e-11	1.42828126646e-10	4.45225629794e-12	-9.86503194276e-14
MockMiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	-0.0547424209118	0.017175366256	0.000237239842082	-0.00600936420062	0.000727279886013	0.00349059548926	-0.00343551002132	-0.000353451354022	0.000231818560604	-0.000590885268093	5.88840154082e-06	2.46194242864e-06	-6.98837296473e-06	-2.13045261125e-06	2.08902971611e-05	1.58887758259e-06	-3.333600762e-06	-1.31651084742e-06	-1.29730781205e-06	-5.44846611174e-09	4.81570796979e-10	-8.38288802906e-09	-1.17815498175e-08	2.63248776524e-09	2.38229070862e-09	-2.37364946651e-09	-1.59087157912e-11	-2.15635943998e-11	1.42828126646e-10	4.45225629796e-12	-9.86503194307e-14
MockMiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	-0.012589815044	-0.0169934366122	-0.00321090312907	0.000599568431483	-0.000291162891985	-9.95998535776e-05	0.000145524112103	6.32882321502e-05	-0.000166972669472	0.000103816771352	5.34087160571e-08	-3.77192582637e-06	2.20224044687e-06	3.4759258088e-07	-3.21360142987e-06	-5.3984194801e-07	5.43561900877e-07	2.3774091782e-07	-4.95037608873e-08	4.46123897599e-08	-2.57332386175e-08	-2.66400125401e-09	-4.48028550878e-09	-1.89844900639e-09	4.52717344367e-11	-2.37364946652e-09	-1.59087157912e-11	-2.15635943997e-11	1.42828126646e-10	4.45225629792e-12	-9.86503194277e-14
MockMiSeq.even;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;Other	0.131743253632	-0.0407549647145	0.0164875388049	0.000479738444425	-0.00425268488538	-0.00182824989573	-0.000114977200521	0.000204201796174	-0.000460673454017	-0.0022388385255	6.88672170905e-05	6.67254353129e-05	2.28381870586e-06	5.81820635732e-06	-3.41346728139e-05	1.36114958037e-05	8.83116102157e-06	1.96081678297e-06	-1.3931741547e-07	-8.14943781479e-07	-4.40335183864e-07	4.59471381891e-08	-8.54419288952e-08	-2.69000829876e-08	-7.70450819029e-09	-2.37364946652e-09	-1.59087157911e-11	-2.15635944e-11	1.42828126646e-10	4.45225629782e-12	-9.8650319425e-14
MockMiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;Other	0.107227142619	-0.0291117864007	0.020181150779	0.00279010693633	-0.0044982914057	0.00568519056922	0.00355235373951	0.000615103490972	-0.000456831465543	0.000357997094146	-2.61283920844e-05	-9.31494607289e-06	-2.99759790127e-05	-2.31400095891e-05	-8.67205425521e-06	-3.45418847512e-06	-1.0326332914e-05	-2.79280394375e-06	4.48573916448e-06	8.15214724773e-07	2.38377940322e-08	-1.1084840843e-07	2.15019647809e-07	4.57918663097e-08	-1.22098426107e-08	-2.3736494665e-09	-1.59087157915e-11	-2.15635943982e-11	1.42828126646e-10	4.45225629805e-12	-9.8650319427e-14
MockMiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__	-0.0624751077519	0.0270287962937	0.0537492880491	0.00426421657749	-0.00187329246694	0.00257784293038	-0.000215730456091	0.000753792190941	0.0017356764693	-0.000592053779616	-4.19244738272e-06	3.63617390897e-05	-2.76301047813e-05	-3.85426247505e-06	5.80204516767e-06	6.4282140186e-07	-6.63395192903e-06	-4.83404472945e-06	-1.25769023598e-06	-3.5455822866e-07	-2.59669690316e-07	-1.41736974427e-07	1.11002534922e-07	1.7903739962e-08	-7.62501953828e-09	-2.37364946651e-09	-1.59087157916e-11	-2.15635943997e-11	1.42828126646e-10	4.45225629815e-12	-9.86503194272e-14
MockMiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__	-0.0903822583393	-0.000400252183258	0.0766820039628	0.00382406415838	-0.000121483123669	0.00122805485079	0.000711558398263	0.0012741497855	-6.37971639387e-05	-0.000711164334635	1.37944170245e-05	-4.48844362275e-05	1.69069010131e-05	4.70001213917e-06	-2.81458343249e-05	-2.90550819793e-06	5.40517486022e-06	-2.02804575337e-07	-1.16277378162e-06	-1.47312362354e-08	3.45374802823e-08	2.50290726706e-08	6.14252400434e-09	-4.28195633638e-09	-1.11102263682e-09	-2.37364946652e-09	-1.59087157915e-11	-2.15635944004e-11	1.42828126646e-10	4.45225629808e-12	-9.86503194262e-14
MockMiSeq.even;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Edwardsiella	0.00213920079024	-0.00458460224625	-0.0367842415242	0.005504601344	-0.00517353295916	0.000531468564243	-0.000783616719925	8.61118871946e-05	0.000320639297868	-2.34583596968e-05	-1.12843983359e-05	2.21076183669e-05	-1.34041229732e-05	-2.60803312235e-06	3.18735075133e-05	7.55741529842e-07	-5.54856557847e-06	-8.26982313738e-07	-9.90736099456e-07	-2.14087511889e-08	-3.12220318712e-08	-6.3453175911e-09	-2.6533827136e-08	-1.57469552019e-09	6.53822842059e-10	-2.37364946652e-09	-1.59087157911e-11	-2.15635943995e-11	1.42828126646e-10	4.45225629785e-12	-9.8650319432e-14
MockMiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;Other	0.104927200851	-0.0138372434201	-0.00816423278273	0.0247206385062	0.00112233350743	-0.0111151921863	0.0051564570173	0.000134356338058	-0.00145483038364	0.00100589578415	-2.15547342971e-05	-1.63385729574e-05	2.69108828888e-05	5.92826740819e-06	-6.45383659799e-05	-5.26806995931e-06	1.10307430187e-05	3.40444172377e-06	2.86091257029e-06	1.76610698339e-08	8.769842379e-09	1.84651693986e-08	3.16313637809e-08	-6.61538404428e-09	-5.4170747169e-09	-2.37364946652e-09	-1.59087157912e-11	-2.15635943995e-11	1.42828126646e-10	4.45225629786e-12	-9.86503194188e-14
MockMiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus	-0.0691017692358	-0.104448200153	-0.0197633628245	0.00500892939319	-0.000363229422426	-0.00059215032517	0.000107639398617	0.000194080706937	-0.000841969728164	0.000591700063616	-9.8723550454e-06	-2.75823859221e-05	1.65339748816e-05	5.06126778031e-06	-1.19102920738e-05	-2.83533537557e-06	3.08385020095e-06	1.07463498204e-06	-6.36254026433e-07	-9.4870837519e-09	5.82330178475e-08	3.55240851494e-08	-3.07088527731e-08	-4.92468768244e-09	3.54937211167e-10	-2.37364946652e-09	-1.59087157912e-11	-2.15635943998e-11	1.42828126646e-10	4.45225629789e-12	-9.86503194287e-14
MockMiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;Other	0.143628158801	-0.0423538037178	0.0246837992076	-0.00209075368145	-0.0272006335001	-0.0103314191505	-0.00587525540066	-0.000558155064805	-0.00210546252374	0.00257384871614	-3.40730102905e-05	-0.000106475908815	3.27309209515e-05	2.94584087262e-05	0.000104041524166	-3.06359338298e-05	-7.74598029751e-06	-4.59205150933e-06	-1.35332994355e-05	5.26596170786e-07	6.75970671385e-07	5.96050788668e-08	-2.83216943803e-07	-2.72562497683e-08	3.16227221419e-08	-2.37364946652e-09	-1.59087157905e-11	-2.15635944004e-11	1.42828126646e-10	4.45225629761e-12	-9.86503194558e-14
MockMiSeq.even;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__	-0.0270075977161	-0.0280287375306	-0.00469942908686	0.00202571559941	-0.0042487995989	0.000987754976648	0.000746604879984	0.000549021777449	0.000167327965755	1.92442842044e-05	-4.96121997284e-06	3.65447806322e-06	-1.51555469669e-06	1.05846294535e-06	1.31699306312e-05	-4.34671088715e-07	-1.83515179865e-06	-2.33690711833e-07	-6.01925968994e-07	-6.67097992083e-09	1.03290713769e-08	1.31781579276e-08	-1.78470615185e-08	-6.91070395156e-10	-2.62109645055e-10	-2.37364946652e-09	-1.59087157912e-11	-2.15635943997e-11	1.42828126646e-10	4.45225629792e-12	-9.86503194305e-14
MockMiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus	-0.113897028727	-0.0192454669894	0.0744322585821	-0.00767450217469	0.00461123851774	-0.0115299573528	0.0055442987456	-0.00377871782317	0.000490262354452	-0.00101633640348	6.22978387593e-05	5.11029054376e-05	-2.61627911079e-06	-4.62334546414e-06	-3.67616547096e-07	1.97365776178e-06	4.18323530572e-06	-3.78791454951e-07	-5.16041760164e-07	-4.9435943342e-08	1.26108627158e-08	1.9611052056e-08	-1.1348404309e-11	2.79954766378e-09	-8.16236031549e-10	-2.37364946651e-09	-1.59087157916e-11	-2.15635944006e-11	1.42828126645e-10	4.45225629819e-12	-9.86503194289e-14
MockMiSeq.even;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Erwinia	-0.021505173538	0.037455193502	-0.0552856972738	-0.0112577783833	0.00151062733279	0.0053594168196	-0.00535357891536	-0.000902218719698	0.000767578476195	-0.000535380612814	0.000128399432343	-8.9258102934e-05	-4.11047398344e-05	-7.23249857005e-06	1.60505250191e-05	-1.62085896566e-05	-1.74457698044e-05	-1.74664646469e-05	-1.34816751358e-05	2.64348835351e-07	-6.31134698638e-07	-2.52644048177e-08	1.21986500218e-07	-1.9151992008e-08	8.86349785274e-09	-2.37364946652e-09	-1.59087157912e-11	-2.15635943998e-11	1.42828126646e-10	4.45225629782e-12	-9.86503194247e-14
MockMiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus	-0.0304776932563	-0.0442715813738	-0.0101253153065	0.00124902541529	-0.000747084359121	-0.00063351444959	0.000496456024064	0.000105969003743	-0.000660761977692	0.000278212048547	-2.98520612895e-06	-1.247532736e-05	9.54915751766e-06	2.49096078162e-06	-1.02843623664e-05	-2.19610296266e-06	2.04510871135e-06	5.53072411813e-07	-7.37648846696e-08	1.87425773437e-08	1.42275697102e-08	7.39852721461e-09	-6.93634312443e-09	-7.47461860008e-10	8.08529236774e-11	-2.37364946652e-09	-1.59087157912e-11	-2.15635943997e-11	1.42828126646e-10	4.45225629792e-12	-9.86503194275e-14
MockMiSeq.even;k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium]	0.00711925572617	0.0140997788063	0.00209929310296	-0.000191762781281	4.39855254027e-05	-1.00810321837e-05	-9.61623166691e-05	-3.785608513e-05	7.33371989193e-05	-9.11947796201e-05	1.00527720069e-06	3.26419182487e-06	-1.76357314467e-06	-6.09999105545e-07	1.21267658369e-06	3.78966480739e-07	-3.52234219703e-07	-1.26306873963e-07	5.31878150861e-08	5.57586730975e-10	-6.03785648974e-09	-3.48406635881e-09	3.25050918851e-09	4.1622380955e-10	-8.93699221918e-12	-2.37364946651e-09	-1.59087157912e-11	-2.15635943997e-11	1.42828126646e-10	4.45225629793e-12	-9.86503194277e-14
MockMiSeq.even;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Klebsiella	-0.0229353600177	0.0388189890629	-0.0584426594124	-0.0125976676982	0.00269753266726	0.00208424649575	-0.00590103625275	0.00255524696903	0.00205889677267	-5.19915198971e-06	-0.000407124004067	-4.77766563836e-05	-3.67063496738e-05	-1.09881564529e-05	3.12691579495e-05	-4.53336599403e-05	-7.19178882998e-07	-4.17423726103e-06	-2.90443507757e-06	2.53536684754e-07	3.73773870649e-07	-1.92610073977e-07	2.36816485293e-07	4.19804870451e-08	-3.43053489413e-08	-2.3736494665e-09	-1.59087157918e-11	-2.15635943983e-11	1.42828126646e-10	4.45225629809e-12	-9.86503194143e-14
MockMiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	-0.0316730805467	-0.056005831083	-0.0138519399885	0.0016270526197	-0.000441313570115	-0.000170991170881	0.000279790655317	0.000126240444262	-0.000472918454142	0.000383578038239	-2.03184904796e-06	-1.74869611154e-05	7.83502889476e-06	2.6446800355e-06	-6.97636494168e-06	-1.92648327521e-06	1.49995535194e-06	3.76900073241e-07	-4.54597386233e-07	3.04874054439e-09	2.68725659894e-08	1.40861951497e-08	-1.33025745142e-08	-2.33617350613e-09	2.54396990427e-10	-2.37364946652e-09	-1.59087157912e-11	-2.15635943997e-11	1.42828126646e-10	4.4522562979e-12	-9.8650319428e-14
MockMiSeq.even;k__Bacteria;Other;Other;Other;Other;Other	0.216307644906	-0.0992145528356	0.0562769793497	-0.0126265758836	0.0411920988886	0.00697213572527	-0.010551148244	-0.00319121919191	0.00744296506606	0.00155954003377	-4.11977687335e-05	2.29722043409e-05	-5.11409852953e-05	-9.82208845919e-06	0.000113231096581	1.81531407421e-05	-9.81435625703e-06	-7.82133165753e-07	-3.39553443895e-07	-2.60842247635e-07	2.28805399498e-07	7.65037102502e-08	-7.75447142959e-08	-1.43911218132e-09	4.37228712743e-09	-2.37364946651e-09	-1.59087157909e-11	-2.15635943995e-11	1.42828126646e-10	4.45225629783e-12	-9.86503194404e-14
MockMiSeq.even;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	-0.00313145116481	0.0153004470981	0.0125228148863	0.000259180422133	8.57149740499e-05	0.000132899051829	-3.70421689506e-05	0.000125423475609	6.40622312752e-05	-0.000187145630561	1.46071857958e-06	-1.32022465909e-06	6.97182153861e-07	4.4449715411e-07	-2.34307405367e-06	1.58021428743e-07	4.32267250396e-07	2.09852263785e-09	5.23662703449e-08	-3.66642749776e-09	1.14861211689e-09	7.88801316221e-10	2.90793130001e-09	-5.27237761876e-11	-1.21497297185e-10	-2.37364946651e-09	-1.59087157913e-11	-2.15635943998e-11	1.42828126646e-10	4.45225629796e-12	-9.86503194275e-14
MockMiSeq.even;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__	-0.0997142202478	0.0279279804366	0.09182396	-0.0100963745321	0.00573754463223	-0.0132197663363	0.00600624134346	-0.00453028147459	0.000893870977081	-0.00146594660575	7.5084716299e-05	7.05578673982e-05	-9.76465376713e-06	-7.4670186378e-06	4.90447633183e-06	3.78166158741e-06	3.3515835769e-06	-9.63880484989e-07	-4.41373610407e-07	-2.84003995905e-08	-8.49509856006e-09	2.76923854806e-09	1.18999851055e-08	4.61140302987e-09	-8.51733214799e-10	-2.37364946651e-09	-1.59087157916e-11	-2.15635944007e-11	1.42828126645e-10	4.45225629823e-12	-9.86503194287e-14
MockMiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium	-0.235632470488	-0.410986175117	-0.068966265204	0.00933873519991	-0.00331393444971	-0.000712305513852	0.00300174396532	0.00118236433784	-0.00287465839321	0.00261274383198	-3.30617109499e-05	-9.78442323599e-05	5.9145788074e-05	1.89880967479e-05	-4.25195977787e-05	-1.2459606664e-05	1.13560640819e-05	4.3532494046e-06	-1.5303770688e-06	-2.44989441654e-10	2.11906931881e-07	1.11986359494e-07	-1.05687865015e-07	-1.38733558497e-08	9.38253683125e-10	-2.37364946652e-09	-1.5908715791e-11	-2.15635943998e-11	1.42828126646e-10	4.45225629779e-12	-9.86503194314e-14
MockMiSeq.even;k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	-0.0106134164822	0.023624212387	-0.00253071117652	0.00204293313685	-0.00133312592555	-0.00054166798487	0.000290517110282	3.07403734388e-06	-0.000392897376657	-6.97240581335e-05	-1.07676995967e-06	2.05402850394e-06	5.39213546868e-06	-2.52544538492e-07	-8.04603750551e-06	1.39628160367e-06	2.42678179877e-06	-2.48089964682e-07	1.49879884927e-06	1.15604157447e-07	-1.15933351133e-07	-6.33473038101e-08	4.50510357481e-08	1.5666250537e-08	-6.41793038218e-10	-2.37364946651e-09	-1.59087157913e-11	-2.15635943993e-11	1.42828126646e-10	4.452256298e-12	-9.8650319426e-14
MockMiSeq.even;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;Other;Other	0.208129514245	-0.0942686651256	0.0586782108969	-0.0234216717159	0.0258259917269	0.00998217030187	-0.00399033269717	-0.000457049070698	0.00566127402731	0.00186927473842	-6.06889544775e-05	2.44927448314e-05	-1.91397989804e-05	3.37827662245e-06	7.38918703196e-05	-9.88747672959e-06	-3.10978372118e-06	5.70570525764e-06	5.6766673383e-06	-2.77233793049e-07	-1.0888989433e-08	-9.48175383843e-10	-4.8410929499e-08	1.77275126149e-09	-2.83025133613e-09	-2.37364946651e-09	-1.59087157911e-11	-2.15635943994e-11	1.42828126646e-10	4.45225629787e-12	-9.86503194347e-14
MockMiSeq.even;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other;Other;Other	0.113770072235	-0.0432196495291	0.0619696881638	-0.00309628948679	0.0236747563725	0.01711699145	-0.00740790376052	0.008196830988	-0.00725331789892	0.00212873021778	-9.01771712003e-05	-0.000402512979803	0.00024961567993	4.11867277617e-05	-0.000268812698631	-3.94880704442e-05	3.24308828129e-05	2.12903422528e-06	1.73437094079e-06	3.77337163732e-07	-1.02374762259e-07	-1.19839184e-07	2.33975669035e-07	-1.20266374495e-08	-5.53724883455e-09	-2.37364946652e-09	-1.59087157914e-11	-2.15635943996e-11	1.42828126646e-10	4.45225629788e-12	-9.86503193927e-14
MockMiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other;Other	0.213458687329	-0.0972711639647	0.0630443928987	-0.0583969255415	-0.00963293988175	0.0174424845489	0.0139687122571	0.00363926379193	0.00542124992683	0.00211868075554	-5.32898408467e-05	5.00591153859e-05	-4.04424707895e-05	1.31162716035e-05	8.81577740059e-05	2.26265685213e-05	-7.28242977605e-06	1.44433009729e-06	-2.0132209533e-06	8.77930595578e-08	8.28783267821e-07	-3.71479691161e-08	-9.36082264827e-08	-3.74094770474e-09	7.57324870477e-08	-2.37364946651e-09	-1.59087157902e-11	-2.15635943998e-11	1.42828126646e-10	4.4522562976e-12	-9.86503194475e-14
