#NodeID	NodeType	Abundance	mock	k	p	c	o	f	g
24	otu	0.00039037085231	Mock.2	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium
25	otu	0.000104098893949	Mock.2	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium
26	otu	2.60247234873e-05	Mock.2	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Incertae_sedis	Other
27	otu	0.00265452179571	Mock.2	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Aspergillus
28	otu	0.0	Mock.2	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__unidentified	g__unidentified
29	otu	5.23883539362	Mock.2	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Dipodascaceae	g__Galactomyces
30	otu	0.10081977879	Mock.2	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	Other
31	otu	0.0	Mock.2	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	Other	Other
32	otu	0.0617046193884	Mock.2	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	Other
33	otu	0.0	Mock.2	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Penicillium
34	otu	0.00538711776187	Mock.2	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	Other
35	otu	0.752114508783	Mock.2	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Dipodascaceae	g__Galactomyces
36	otu	4.08847267403	Mock.2	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Incertae_sedis	g__Candida
37	otu	0.000130123617437	Mock.2	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium
38	otu	0.0	Mock.2	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Penicillium
39	otu	2.60247234873e-05	Mock.2	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Debaryomyces
40	otu	0.0	Mock.2	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Dipodascaceae	g__unidentified
41	otu	0.0	Mock.2	k__Fungi	p__Ascomycota	c__unidentified	o__unidentified	f__unidentified	g__unidentified
42	otu	0.0	Mock.2	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Cyanonectria
43	otu	0.00421600520494	Mock.2	NO_HIT	Other	Other	Other	Other	Other
44	otu	0.0039037085231	Mock.2	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia
45	otu	0.0	Mock.2	k__Fungi	p__Ascomycota	c__Incertae_sedis	o__Incertae_sedis	f__Incertae_sedis	g__Ilyonectria
46	otu	0.00109303838647	Mock.2	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	g__Scopulariopsis
47	otu	0.00546519193234	Mock.2	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	Other	Other
48	otu	0.0032791151594	Mock.2	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__unidentified	g__unidentified
49	otu	0.108392973324	Mock.2	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Issatchenkia
50	otu	7.80741704619e-05	Mock.2	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	g__Bionectria
51	otu	0.000234222511386	Mock.2	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium
52	otu	7.80741704619e-05	Mock.2	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__unidentified	g__unidentified
53	otu	2.60247234873e-05	Mock.2	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	g__Bionectria
54	otu	0.0	Mock.2	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	Other
55	otu	0.0128822381263	Mock.2	k__Fungi	p__Ascomycota	c__Sordariomycetes	Other	Other	Other
56	otu	0.00234222511386	Mock.2	k__Fungi	p__Ascomycota	c__unidentified	o__unidentified	f__unidentified	g__unidentified
57	otu	0.706831489917	Mock.2	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified
58	otu	0.0	Mock.2	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified
59	otu	0.125	Mock.2	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Incertae_sedis	g__Candida
60	otu	0.372674040339	Mock.2	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia
61	otu	0.483253090436	Mock.2	k__Fungi	p__Ascomycota	c__unidentified	o__unidentified	f__unidentified	g__unidentified
62	otu	0.110761223162	Mock.2	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	Other
63	otu	1.92236824983	Mock.2	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Issatchenkia
64	otu	5.20494469746e-05	Mock.2	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium
65	otu	0.011216655823	Mock.2	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	Other	Other
66	otu	0.000624593363694	Mock.2	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia
67	otu	0.0	Mock.2	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium
68	otu	0.111750162654	Mock.2	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	g__Microascus
69	otu	2.31120364346	Mock.2	k__Fungi	Other	Other	Other	Other	Other
70	otu	0.000104098893949	Mock.2	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Nectria
71	otu	0.0	Mock.2	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	g__Claviceps
72	otu	0.1875	Mock.2	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Penicillium
73	otu	0.997579700716	Mock.2	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Dipodascaceae	g__Dipodascus
74	otu	5.20494469746e-05	Mock.2	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Incertae_sedis	g__Calcarisporium
75	otu	0.00156148340924	Mock.2	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Neosartorya
76	otu	0.0625	Mock.2	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	g__Scopulariopsis
77	otu	0.00270657124268	Mock.2	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Penicillium
78	otu	5.20494469746e-05	Mock.2	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Penicillium
79	otu	0.00455432661028	Mock.2	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia
80	otu	0.96335718933	Mock.2	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Penicillium
81	otu	1.81730644112	Mock.2	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Dipodascaceae	g__Galactomyces
82	otu	0.000104098893949	Mock.2	k__Fungi	p__Ascomycota	c__Eurotiomycetes	Other	Other	Other
83	otu	0.000130123617437	Mock.2	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Incertae_sedis	f__Magnaporthaceae	g__Gaeumannomyces
84	otu	0.350500975927	Mock.2	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Debaryomyces
85	otu	0.376577748862	Mock.2	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Zygosaccharomyces
86	otu	0.000104098893949	Mock.2	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Debaryomyces
87	otu	0.000156148340924	Mock.2	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Neonectria
88	otu	0.13918022121	Mock.2	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified
89	otu	1.64621990891	Mock.2	k__Fungi	p__Ascomycota	Other	Other	Other	Other
90	otu	0.00797577580748	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Nectria
91	otu	7.91640278658e-05	Mock.1	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Penicillium
92	otu	0.0625	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Debaryomyces
93	otu	0.608731792273	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	Other	Other
94	otu	0.5906230209	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Dipodascaceae	Other
95	otu	0.000494775174161	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Nectria
96	otu	0.000435402153262	Mock.1	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Penicillium
97	otu	1.97910069664e-05	Mock.1	k__Fungi	p__Ascomycota	c__unidentified	o__unidentified	f__unidentified	g__unidentified
98	otu	0.000296865104496	Mock.1	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Penicillium
99	otu	1.32251424953	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Kluyveromyces
100	otu	0.0625	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Zygosaccharomyces
101	otu	1.02297735909	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia
102	otu	0.162959151362	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Dipodascaceae	g__Galactomyces
103	otu	3.95820139329e-05	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Incertae_sedis	f__Magnaporthaceae	Other
104	otu	0.715939677011	Mock.1	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Penicillium
105	otu	0.0625	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium
106	otu	7.91640278658e-05	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium
107	otu	0.000118746041798	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Amphisphaeriaceae	g__Bartalinia
108	otu	0.000395820139329	Mock.1	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified
109	otu	0.05193160228	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Zygosaccharomyces
110	otu	0.360414027866	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Debaryomyces
111	otu	1.35489233692	Mock.1	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified
112	otu	0.00142495250158	Mock.1	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Aspergillus
113	otu	0.00055414819506	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium
114	otu	0.000158328055732	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium
115	otu	3.95820139329e-05	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Incertae_sedis	Other
116	otu	0.00302802406587	Mock.1	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Aspergillus
117	otu	1.97910069664e-05	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__unidentified	g__unidentified
118	otu	4.86767732742	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Dipodascaceae	g__Galactomyces
119	otu	0.104160069664	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	Other
120	otu	3.95820139329e-05	Mock.1	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	Other	Other
121	otu	0.0679623179227	Mock.1	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	Other
122	otu	5.93730208993e-05	Mock.1	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Penicillium
123	otu	0.00712476250792	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	Other
124	otu	0.553514882837	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Dipodascaceae	g__Galactomyces
125	otu	3.16070297656	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Incertae_sedis	g__Candida
126	otu	0.000474984167194	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium
127	otu	7.91640278658e-05	Mock.1	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Penicillium
128	otu	0.0	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Debaryomyces
129	otu	0.000118746041798	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Dipodascaceae	g__unidentified
130	otu	3.95820139328e-05	Mock.1	k__Fungi	p__Ascomycota	c__unidentified	o__unidentified	f__unidentified	g__unidentified
131	otu	0.0	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Cyanonectria
132	otu	0.00389882837239	Mock.1	NO_HIT	Other	Other	Other	Other	Other
133	otu	0.00439360354655	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia
134	otu	0.000296865104496	Mock.1	k__Fungi	p__Ascomycota	c__Incertae_sedis	o__Incertae_sedis	f__Incertae_sedis	g__Ilyonectria
135	otu	0.000593730208993	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	g__Scopulariopsis
136	otu	0.00672894236859	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	Other	Other
137	otu	0.00474984167194	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__unidentified	g__unidentified
138	otu	0.0976092463584	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Issatchenkia
139	otu	0.0	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	g__Bionectria
140	otu	0.000356238125396	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium
141	otu	0.000118746041799	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__unidentified	g__unidentified
142	otu	0.0	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	g__Bionectria
143	otu	9.8955034832e-05	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	Other
144	otu	0.0127256174795	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	Other	Other	Other
145	otu	0.00298844205193	Mock.1	k__Fungi	p__Ascomycota	c__unidentified	o__unidentified	f__unidentified	g__unidentified
146	otu	1.19848400887	Mock.1	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified
147	otu	3.95820139329e-05	Mock.1	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified
148	otu	0.125	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Incertae_sedis	g__Candida
149	otu	0.346778024065	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia
150	otu	0.553633628879	Mock.1	k__Fungi	p__Ascomycota	c__unidentified	o__unidentified	f__unidentified	g__unidentified
151	otu	0.100716434452	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	Other
152	otu	1.72605288157	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Issatchenkia
153	otu	0.0	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium
154	otu	0.0115579480684	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	Other	Other
155	otu	0.000237492083597	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia
156	otu	0.000197910069664	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium
157	otu	0.115381570614	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	g__Microascus
158	otu	2.32862967068	Mock.1	k__Fungi	Other	Other	Other	Other	Other
159	otu	7.91640278656e-05	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Nectria
160	otu	9.8955034832e-05	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	g__Claviceps
161	otu	0.1875	Mock.1	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Penicillium
162	otu	1.14265357821	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Dipodascaceae	g__Dipodascus
163	otu	0.0	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Incertae_sedis	g__Calcarisporium
164	otu	0.00189993666878	Mock.1	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Neosartorya
165	otu	0.0625	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	g__Scopulariopsis
166	otu	0.00263220392653	Mock.1	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Penicillium
167	otu	5.93730208992e-05	Mock.1	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Penicillium
168	otu	0.00512587080431	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia
169	otu	1.05749287524	Mock.1	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Penicillium
170	otu	3.08120250159	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Dipodascaceae	g__Galactomyces
171	otu	0.000138537048765	Mock.1	k__Fungi	p__Ascomycota	c__Eurotiomycetes	Other	Other	Other
172	otu	0.000197910069665	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Incertae_sedis	f__Magnaporthaceae	g__Gaeumannomyces
173	otu	0.30897720076	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Debaryomyces
174	otu	0.39946168461	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Zygosaccharomyces
175	otu	0.000158328055732	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Debaryomyces
176	otu	0.000118746041798	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Neonectria
177	otu	0.121971975935	Mock.1	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified
178	otu	1.83086605446	Mock.1	k__Fungi	p__Ascomycota	Other	Other	Other	Other
179	otu	0.00518300486307	Mock.3	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Nectria
180	otu	0.0	Mock.3	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Penicillium
181	otu	0.0625	Mock.3	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Debaryomyces
182	otu	0.680141412849	Mock.3	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	Other	Other
183	otu	0.667023931405	Mock.3	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Dipodascaceae	Other
184	otu	0.000271947786025	Mock.3	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Nectria
185	otu	7.99846429485e-05	Mock.3	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Penicillium
186	otu	4.79907857691e-05	Mock.3	k__Fungi	p__Ascomycota	c__unidentified	o__unidentified	f__unidentified	g__unidentified
187	otu	0.000239953928846	Mock.3	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Penicillium
188	otu	1.19325889429	Mock.3	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Kluyveromyces
189	otu	0.0625	Mock.3	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Zygosaccharomyces
190	otu	1.19426670079	Mock.3	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia
191	otu	0.206696314308	Mock.3	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Dipodascaceae	g__Galactomyces
192	otu	0.0	Mock.3	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Incertae_sedis	f__Magnaporthaceae	Other
193	otu	0.697866009726	Mock.3	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Penicillium
194	otu	0.0625	Mock.3	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium
195	otu	6.39877143588e-05	Mock.3	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium
196	otu	0.000351932428973	Mock.3	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Amphisphaeriaceae	g__Bartalinia
197	otu	0.0	Mock.3	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified
