Taxon	blast_100.0	blast_0.0001	blast_1e-06	blast_1.0	blast_1e-10	blast_1e-30	mothur_0.0	mothur_0.1	mothur_0.2	mothur_0.3	mothur_0.4	mothur_0.5	mothur_0.6	mothur_0.7	mothur_0.8	mothur_0.9	mothur_1.0	rdp_0.0	rdp_0.1	rdp_0.2	rdp_0.3	rdp_0.4	rdp_0.5	rdp_0.6	rdp_0.7	rdp_0.8	rdp_0.9	rdp_1.0	rtax_single	Expected
Other	0	0	0	0	0	0	0	0	0.0	0	0	2.28801537546e-05	1.14400768773e-05	3.43202306319e-05	0	2.28801537546e-05	1.14400768773e-05	0	0	3.43202306319e-05	0.0	0	1.14400768773e-05	0.0	2.28801537546e-05	2.28801537546e-05	2.28801537546e-05	1.14400768773e-05	0	0	
g__Acinetobacter	4.57603075093e-05	4.57603075093e-05	4.57603075093e-05	4.57603075093e-05	4.57603075093e-05	4.57603075093e-05	4.57603075093e-05	4.57603075093e-05	4.57603075093e-05	4.57603075093e-05	4.57603075093e-05	4.57603075093e-05	4.57603075093e-05	4.57603075093e-05	4.57603075093e-05	4.57603075093e-05	4.57603075093e-05	4.57603075093e-05	4.57603075093e-05	4.57603075093e-05	4.57603075093e-05	4.57603075093e-05	4.57603075093e-05	4.57603075093e-05	4.57603075093e-05	4.57603075093e-05	4.57603075093e-05	4.57603075093e-05	4.57603075093e-05	0	
g__Trichodesmium	0	0	0	0	0	0	2.28801537546e-05	0	0	0	0	0	0	0	0	0	0	2.28801537546e-05	0	0	0	0	0	0	0	0	0	0	0	0	
g__Collinsella	0.0122523223356	0.0122523223356	0.0122523223356	0.0122523223356	0.0122523223356	0.0122523223356	0.0122523223356	0.0122523223356	0.0122523223356	0.0122523223356	0.0122523223356	0.0122294421819	0.0122294421819	0.0122065620281	0.0120807211824	0.0119434402599	0.0117832791836	0.0122523223356	0.0122523223356	0.0122523223356	0.0122523223356	0.0122294421819	0.0122294421819	0.012218002105	0.0121722417975	0.0120692811056	0.0120349608749	0.0117832791836	0.0122523223356	0	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00439298952089	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	
g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	
g__	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Methylocella	0	0	0	0	0	0	1.14400768773e-05	0	0	0	0	0	0	0	0	0	0	1.14400768773e-05	0	0	0	0	0	0	0	0	0	0	0	0	
g__Parapedobacter	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	
g__Coprococcus	2.28801537546e-05	2.28801537546e-05	2.28801537546e-05	2.28801537546e-05	2.28801537546e-05	2.28801537546e-05	0.000148720999405	0.000137280922528	0.000114400768773	9.15206150185e-05	3.43202306319e-05	3.43202306319e-05	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	0	0.000148720999405	0.000137280922528	0.00012584084565	9.15206150185e-05	6.86404612639e-05	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	0	0	0.0147	
g__WH1-8	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	1.14400768773e-05	0	
g__Natronincola_Anaerovirgula	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	
g__Persicobacter	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Klebsiella	0.000503363382602	0.000503363382602	0.000503363382602	0.000503363382602	0.000503363382602	0.000503363382602	0.000709284766394	0.000709284766394	0.000709284766394	0.000423282844461	0.000400402690706	5.72003843866e-05	1.14400768773e-05	5.72003843866e-05	0	0	0	0.000709284766394	0.000709284766394	0.000709284766394	0.000411842767583	6.86404612639e-05	1.14400768773e-05	5.72003843866e-05	1.14400768773e-05	0	0	0	2.28801537546e-05	0	
g__Ignatzschineria	0	0	0	0	0	0	1.14400768773e-05	0	0	0	0	0	0	0	0	0	0	1.14400768773e-05	0	0	0	0	0	0	0	0	0	0	0	0	
g__Peptostreptococcus	0	0	0	0	0	0	0.00012584084565	0.00012584084565	2.28801537546e-05	0.0	0.0	0	0	0	0	0	0	0.000102960691896	4.57603075093e-05	1.14400768773e-05	0.0	0.0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	
g__Brenneria	0	0	0	0	0	0	3.43202306319e-05	3.43202306319e-05	0	0	0	0	0	0	0	0	0	3.43202306319e-05	3.43202306319e-05	0	0	0	0	0	0	0	0	0	0	0	
g__Ruminococcus	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	0.00563995790052	0.00563995790052	0.00563995790052	0.00563995790052	0.00561707774676	0.00560563766989	0.00560563766989	0.00560563766989	0.00559419759301	1.14400768773e-05	0.0	0.00563995790052	0.00563995790052	0.00563995790052	0.00563995790052	0.00561707774676	0.00560563766989	0.00560563766989	0.00560563766989	0.00558275751613	0.00557131743925	1.14400768773e-05	2.28801537546e-05	0.0735	
g__Hahella	0	0	0	0	0	0	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	0	0	0	0	0	0	0	0	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	0	0	0	0	0	0	0	0	0	0	
g__	0	0	0	0	0	0	3.43202306319e-05	3.43202306319e-05	1.14400768773e-05	0	0	0	0	0	0	0	0	3.43202306319e-05	3.43202306319e-05	1.14400768773e-05	1.14400768773e-05	0	0	0	0	0	0	0	0	0	
g__Crenothrix	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	
g__YRC22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	
g__Trabulsiella	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	0.000858005765799	0.000858005765799	0.000823685535167	0.000343202306319	0.00017160115316	0.000183041230037	1.14400768773e-05	1.14400768773e-05	0	0	0	0.000858005765799	0.000858005765799	0.000823685535167	0.000343202306319	0.000331762229442	0.00017160115316	1.14400768773e-05	0	0	0	0	0	0	
g__Faecalibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.013339129639	0.013339129639	0.013339129639	0.0133162494852	0.0132476090239	0.0132476090239	0.0120464009518	9.15206150185e-05	6.86404612639e-05	0.0	0.0	0.013339129639	0.013339129639	0.013339129639	0.0132933693314	0.0132933693314	0.0132018487164	0.0121493616437	0.0119548803368	0.0	0.0	0.0	0	0	
g__Collinsella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0294	
g__	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Oscillospira	0.00243673637487	0.00243673637487	0.00243673637487	0.00243673637487	0.00243673637487	0.00243673637487	0.00240241614424	0.00240241614424	0.00240241614424	0.00240241614424	0.00239097606736	0.00237953599048	0.0023680959136	0.0023680959136	0.0023680959136	0.00235665583673	0	0.00240241614424	0.00240241614424	0.00240241614424	0.00240241614424	0.00239097606736	0.00237953599048	0.00237953599048	0.00237953599048	0.0023680959136	0.00235665583673	0.00216217452981	0.00244817645175	0	
g__Rikenella	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__cc_115	0	0	0	0	0	0	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	0.0	0	0	0	0	0	0	0	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	0.0	0	0	0	0	0	0	0	0	0	
g__	2.28801537546e-05	2.28801537546e-05	2.28801537546e-05	2.28801537546e-05	2.28801537546e-05	2.28801537546e-05	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	1.14400768773e-05	0	
g__Kineosporia	0	0	0	0	0	0	3.43202306319e-05	3.43202306319e-05	0	0	0	0	0	0	0	0	0	3.43202306319e-05	3.43202306319e-05	0	0	0	0	0	0	0	0	0	0	0	
g__	0.0273417837368	0.0273417837368	0.0273417837368	0.0273417837368	0.0273417837368	0.0273417837368	0.00184185237725	0.00183041230037	0.00176177183911	0.00164737107033	0.000972406534572	0.000960966457695	0.000709284766394	1.14400768773e-05	0	0	0	0.00181897222349	0.00180753214662	0.00173889168535	0.00123552830275	0.00141856953279	0.000720724843271	0.000274561845056	1.14400768773e-05	0	0	0	0.0214844643756	0	
Other	0	0	0	0	0	0	0	0	2.28801537546e-05	4.57603075093e-05	1.14400768773e-05	1.14400768773e-05	0	0	0	0	4.57603075093e-05	0	0	4.57603075093e-05	4.57603075093e-05	5.72003843866e-05	1.14400768773e-05	1.14400768773e-05	0	0	0	0	0	0	
g__Dickeya	0	0	0	0	0	0	2.28801537546e-05	2.28801537546e-05	2.28801537546e-05	2.28801537546e-05	2.28801537546e-05	2.28801537546e-05	0	0	0	0	0	2.28801537546e-05	2.28801537546e-05	2.28801537546e-05	2.28801537546e-05	2.28801537546e-05	0	0	0	0	0	0	0	0	
g__Allobaculum	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28801537546e-05	0	
Other	0	0	0	0	0	0	0	1.14400768773e-05	2.28801537546e-05	2.28801537546e-05	0	0	0	0	0	0	0	0	2.28801537546e-05	4.57603075093e-05	2.28801537546e-05	0	0	0	0	0	0	0	0	0	
g__	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	
g__Desulfosporosinus	0.00596028005308	0.00596028005308	0.00596028005308	0.00596028005308	0.00596028005308	0.0059488399762	0.00578867889992	0.00578867889992	0.00577723882304	0.00577723882304	0.00573147851554	0.00552555713174	0.00552555713174	0.00552555713174	2.28801537546e-05	2.28801537546e-05	0	0.00578867889992	0.00578867889992	0.00578867889992	0.00575435866929	0.00573147851554	0.00573147851554	0.00552555713174	0.00552555713174	0.00552555713174	2.28801537546e-05	0	0.00592595982245	0	
g__Serratia	9.15206150185e-05	9.15206150185e-05	9.15206150185e-05	9.15206150185e-05	9.15206150185e-05	9.15206150185e-05	0.000251681691301	0.000240241614424	0.000205921383792	0.000148720999405	0.000137280922528	0	0	0	0	0	0	0.000251681691301	0.000240241614424	0.000148720999405	0.000148720999405	1.14400768773e-05	0.000137280922528	0	0	0	0	0	2.28801537546e-05	0	
g__Oceanospirillum	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Bacillus	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14400768773e-05	0	
Other	0	0	0	0	0	0	0	2.28801537546e-05	2.28801537546e-05	5.72003843866e-05	9.15206150185e-05	0.000137280922528	0.000148720999405	0.00017160115316	0.00046904315197	0.000720724843271	0.0214959044525	0	2.28801537546e-05	2.28801537546e-05	3.43202306319e-05	4.57603075093e-05	0.000183041230037	9.15206150185e-05	0.000114400768773	0.000572003843866	0.000789365304535	0.00302018029561	1.14400768773e-05	0	
g__	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	
g__Mesorhizobium	0	0	0	0	0	0	5.72003843866e-05	5.72003843866e-05	0	0	0	0	0	0	0	0	0	5.72003843866e-05	5.72003843866e-05	0	0	0	0	0	0	0	0	0	0	0	
g__Renibacterium	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Lactococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	
g__Anaerostipes	0	0	0	0	0	0	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	0	0	0	0	0	0	0	0	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	0	0	0	0	0	0	0	0	0	0	
g__Anaerotruncus	0.00604036059122	0.00604036059122	0.00604036059122	0.00604036059122	0.00604036059122	0.00604036059122	0.00638356289754	0.00638356289754	0.00638356289754	0.00638356289754	0.00638356289754	0.00638356289754	0.00638356289754	0.00632636251316	0.00631492243628	0.00625772205189	0.00597172012996	0.00638356289754	0.00638356289754	0.00638356289754	0.00638356289754	0.00638356289754	0.00638356289754	0.00638356289754	0.00636068274379	0.0063034823594	0.00599460028371	0.00597172012996	0.00601748043747	0.0147	
g__Thermotoga	0	0	0	0	0	0	1.14400768773e-05	0	0	0	0	0	0	0	0	0	0	1.14400768773e-05	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28801537546e-05	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	1.14400768773e-05	0	0	0	0.0	0.000217361460669	0.000217361460669	0.000217361460669	0.000217361460669	0.000217361460669	0	0	0	0	0	0.0	0	0.0	0.000217361460669	0.000217361460669	0.000217361460669	0.000217361460669	0	
g__Alloscardovia	0	0	0	0	0	0	5.72003843866e-05	5.72003843866e-05	4.57603075093e-05	1.14400768773e-05	0	0	0	0	0	0	0	5.72003843866e-05	5.72003843866e-05	4.57603075093e-05	1.14400768773e-05	0	0	0	0	0	0	0	0	0	
g__Catenibacterium	0.0632178648241	0.0632178648241	0.0632178648241	0.0632178648241	0.0632178648241	0.0631949846703	0.0632979453622	0.0632865052853	0.0632865052853	0.0632750652084	0.0632064247472	0.0628861025946	0.0628289022102	0.0627030613646	0.0625429002883	0.0621882579051	0.000308882075688	0.0632979453622	0.0632979453622	0.0632865052853	0.0632636251316	0.0631835445934	0.0628975426715	0.0628403422871	0.0627030613646	0.0624971399808	0.0612501716012	0.0602434448359	0.0632178648241	0	
Other	0	0	0	0	0	0	0	6.86404612639e-05	0.00012584084565	0.000343202306319	0.00046904315197	0.000537683613234	0.000709284766394	0.00109824738022	0.00134992907152	0.00252825698989	0.0396970667643	0	6.86404612639e-05	0.000102960691896	0.000274561845056	0.000480483228847	0.000652084382007	0.000686404612639	0.00123552830275	0.00151009014781	0.00203633368416	0.0314830915664	0.00883173934929	0	
g__Fusibacter	2.28801537546e-05	2.28801537546e-05	2.28801537546e-05	2.28801537546e-05	2.28801537546e-05	2.28801537546e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28801537546e-05	0	
g__	0.0	0.0	0.0	0.0	0.0	0.0	3.43202306319e-05	3.43202306319e-05	0	0	0	0	0	0	0	0	0	3.43202306319e-05	3.43202306319e-05	0	0	0	0	0	0	0	0	0	3.43202306319e-05	0	
g__Sporolactobacillus	0	0	0	0	0	0	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	0	0	0	0	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	0	0	0	0	0	0	0	0	
g__Terribacillus	0	0	0	0	0	0	8.00805381412e-05	2.28801537546e-05	0	0	0	0	0	0	0	0	0	8.00805381412e-05	2.28801537546e-05	0	0	0	0	0	0	0	0	0	0	0	
g__Microvirgula	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	1.14400768773e-05	5.72003843866e-05	0.000251681691301	0.000560563766989	0.0013613691484	0.00156729053219	0.00180753214662	0.0543289250904	0.0549352491649	0.154463917998	0	3.43202306319e-05	0.000148720999405	0.000491923305725	0.000869445842676	0.00152153022468	0.0017160115316	0.00157873060907	0.00155585045532	0.0560563766989	0.0628403422871	0.0	0	
g__Butyrivibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0147	
g__Anaerococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0147	
Other	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.000755045073903	0.000755045073903	0	0	0	0	0.0	0.0	0.0	0	2.28801537546e-05	0	0.00076648515078	0.00076648515078	0	0	0	
g__L7A_E11	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	1.14400768773e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	4.57603075093e-05	4.57603075093e-05	0	0	0	0	0	0	0	0	0	4.57603075093e-05	4.57603075093e-05	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	1.14400768773e-05	8.00805381412e-05	0.000137280922528	0.000388962613829	0.000915206150185	0.00120120807212	0.00147576991717	0.00255113714364	0.00205921383792	0.00584587928431	0	2.28801537546e-05	8.00805381412e-05	0.000240241614424	0.000423282844461	0.000674964535762	0.00140712945591	0.00243673637487	0.00316890129502	0.00785933281472	0.000560563766989	0	0	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.14400768773e-05	0	0	0	0	0	0	
g__	0	0	0	0	0	0	1.14400768773e-05	0	0	0	0	0	0	0	0	0	0	1.14400768773e-05	0	0	0	0	0	0	0	0	0	0	0	0	
g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0147	
g__Caloramator	4.57603075093e-05	4.57603075093e-05	4.57603075093e-05	4.57603075093e-05	4.57603075093e-05	4.57603075093e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28801537546e-05	0	
g__Paludibacter	2.28801537546e-05	2.28801537546e-05	2.28801537546e-05	2.28801537546e-05	2.28801537546e-05	0.0	2.28801537546e-05	2.28801537546e-05	0	0	0	0	0	0	0	0	0	2.28801537546e-05	2.28801537546e-05	2.28801537546e-05	0	0	0	0	0	0	0	0	0.0	0	
g__Lysobacter	0	0	0	0	0	0	0.000217361460669	0.000217361460669	0.000217361460669	0.000217361460669	0.000217361460669	0.000217361460669	0	0	0	0	0	0.000217361460669	0.000217361460669	0.000217361460669	0.000217361460669	0.000217361460669	0.000217361460669	0.000217361460669	0.000217361460669	0	0	0	0	0	
g__Wohlfahrtiimonas	0	0	0	0	0	0	1.14400768773e-05	1.14400768773e-05	0	0	0	0	0	0	0	0	0	1.14400768773e-05	1.14400768773e-05	0	0	0	0	0	0	0	0	0	0	0	
g__Nodularia	0	0	0	0	0	0	1.14400768773e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
