#Taxon	pc0	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10	pc11	pc12	pc13	pc14	pc15	pc16	pc17	pc18	pc19	pc20	pc21	pc22	pc23	pc24	pc25	pc26	pc27	pc28	pc29	pc30
EUK.Mock.1;Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Batrachochytrium;s__Batrachochytrium_dendrobatidis_jel423	-0.0491907742421	0.0231698528107	-0.0883527044281	0.00891449551305	0.00155096897146	0.011638430641	-0.00629517474115	0.00418006173783	0.0027849237803	-0.00322493163815	0.000126959724189	-0.00106897518915	0.0024808601204	-0.000855575604042	0.000165882604574	0.00019903323495	-2.66984276155e-05	0.000571346130547	-0.00021044329536	2.88830108667e-05	5.87318226503e-05	-8.65778046911e-07	-1.88917340003e-08	-2.21602626944e-05	8.23520754471e-06	-2.2988361296e-06	4.74482201041e-10	-1.27550490177e-09	-5.24864799522e-09	-1.29131941326e-10	1.70678353936e-11
EUK.Mock.1;Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Trichophyton;s__Trichophyton_tonsurans_cbs_112818	-0.0986986380168	0.024720277674	-0.0985839288302	0.0126296173289	0.00351495725126	0.0118362395938	-0.00560083026115	0.00354478599012	0.00551756388404	-0.00137800847841	9.01237160269e-05	-0.00103129217281	0.0028110630818	-0.000263605798653	7.10309834851e-05	0.000110230662806	0.000128166767681	0.00062098428807	-0.00045863434194	-5.85691884285e-05	6.64353293068e-05	1.63360351881e-05	-3.96267972951e-05	3.00803321437e-06	7.20172252145e-07	-1.85980754116e-06	2.02738919361e-09	-1.27550490177e-09	-5.24864799521e-09	-1.29131941326e-10	1.70678353938e-11
EUK.Mock.1;Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Rhizopus;Other	-0.353343220756	0.202200403752	0.181484872072	0.0342203855704	0.0662456728978	-0.000472215733822	-0.154099944014	-0.00608301039801	0.0107487715203	0.0113043742392	-0.00067920847434	-0.0159384158021	0.00491915586128	-0.00464786649177	0.00280504282133	-0.00130128266337	-0.00316910024006	0.00319559868474	0.000869576272777	9.25540779819e-05	0.000168673833835	-1.46383436182e-05	1.41952994091e-05	-5.04404192133e-05	5.16968248151e-05	1.24632436484e-05	5.63178022986e-09	-1.27550490177e-09	-5.24864799521e-09	-1.29131941327e-10	1.70678353939e-11
EUK.Mock.1;Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Phaeosphaeria;s__Phaeosphaeria_nodorum_sn15	-0.411145392757	0.2102243195	0.0775695812848	0.0199372495383	0.00247662930944	-0.012207229239	-0.00191042865887	0.00593552996233	-0.00650296370297	-0.00494059755049	0.000119962306612	-0.00104048024049	-0.000799288729029	-0.00145808679318	0.000692236347335	0.00139828906207	-0.000788066223464	0.000151135025353	0.000944932530467	-4.19693857394e-06	-3.7561575308e-05	-1.30615554582e-06	-8.43156251786e-06	1.01934136372e-05	-4.68307825694e-06	1.5916280112e-06	-3.63696641356e-10	-1.27550490177e-09	-5.24864799522e-09	-1.29131941325e-10	1.70678353934e-11
EUK.Mock.1;Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida;Other	0.0962040491095	-0.134705989716	0.067915491653	-0.0155226355989	0.000371513255028	0.0493005672593	0.021212986564	0.0143314123232	0.0147727032748	-0.00543607566333	0.000724277659577	-0.012504628081	0.015784584116	0.00038677207041	0.00104121770708	-8.50355948219e-05	0.00188625983068	0.00392302317988	-0.00213812456707	9.07722332622e-05	0.000275979486478	6.48024357792e-06	-2.35426623335e-05	-6.4420181828e-05	7.06137473554e-05	1.69378688923e-06	-5.16454659601e-09	-1.27550490177e-09	-5.24864799522e-09	-1.29131941323e-10	1.70678353932e-11
EUK.Mock.1;Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida;s__Candida_nanaspora	-0.182007593945	-0.278584461592	-0.0578599046472	-0.0255560641998	-0.00479566334644	-0.0120754786369	-0.0130325921097	-0.0213025148212	0.000286741170119	0.0143859103484	-0.000861558267437	0.0137620335894	-0.0116428882837	0.0026867132829	-0.00104819915638	-0.00150154203198	0.000214861465138	-0.00388137955775	0.000286364889712	-0.000155899968606	-0.000169895515937	-5.9416474243e-05	3.1414166042e-05	5.86390442423e-05	-6.06783565928e-05	-4.1463028121e-06	5.52535133762e-09	-1.27550490177e-09	-5.2486479952e-09	-1.29131941328e-10	1.70678353942e-11
EUK.Mock.1;Root;k__Eukaryota;p__Metazoa;c__Acanthocephala;g__Acanthocephaloides;s__Acanthocephaloides_propinquus	-0.201048013184	-0.252756337931	-0.0563977457524	0.0171564101216	-0.192200766227	-0.0278202187589	-0.0507332370745	-0.051127053369	0.00192074842604	0.0305214579976	0.0966340642937	0.00722617725535	-0.000449044900076	0.00878093023121	-0.00174842080784	-0.00817561625496	0.0054337810662	-0.002252737097	-0.0032159819221	0.000129025866262	0.000126437461662	-3.59909012846e-05	1.25395977268e-05	-7.4587913575e-05	3.57634251734e-05	7.35934356776e-06	-2.2862812718e-09	-1.27550490177e-09	-5.24864799522e-09	-1.29131941324e-10	1.70678353934e-11
EUK.Mock.1;Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Homo;s__Homo_sapiens_(human)	-0.0733902883883	0.0775302324055	-0.200078987819	0.00790990184062	0.00343113210567	0.0237664061548	-0.0139634592086	0.0077079711893	0.00699938821709	-0.00552805004774	0.0002251125777	-0.00181044491817	0.00525832869753	-0.00142023056406	0.000216300217641	0.000244334025643	3.87066475935e-05	0.00124657916555	-0.000552282500221	5.97036848064e-05	0.000119200540115	2.52133411187e-06	-9.67308486571e-06	-2.94741896102e-05	2.77066304016e-05	2.45455412886e-06	-1.59819014493e-09	-1.27550490177e-09	-5.24864799522e-09	-1.29131941325e-10	1.70678353934e-11
EUK.Mock.1;Root;k__Eukaryota;p__Metazoa;c__Acanthocephala;g__Acanthocephalus;s__Acanthocephalus_lucii	-0.20134874005	-0.252286695564	-0.0562329336908	0.0175064875082	-0.193084259073	-0.0275201095777	-0.0482667842405	-0.0514893690051	0.00230707136119	0.0233614702997	-0.118013160782	0.00479421925587	0.000981436981019	0.00901616873694	-0.00214583042482	-0.00808202591589	0.00581602356364	-0.00203180194433	-0.00361324243981	0.000138230192044	2.40897196417e-05	3.38007797109e-05	5.68842848113e-05	-3.24558528033e-05	3.46962521947e-05	-2.85345697314e-07	-5.49834475272e-09	-1.27550490177e-09	-5.24864799523e-09	-1.29131941323e-10	1.70678353933e-11
EUK.Mock.1;Root;k__Eukaryota;p__Fungi;Other;Other;Other	0.4905001605	0.193458348526	0.014953660744	-0.0873684220456	0.00168052610323	-0.0379371000262	0.0055117646779	-0.0100162567789	-0.0152931062234	0.0426687465238	-0.00147660946617	0.0241141168207	0.0201367694023	-0.00968012088925	-0.0119080739407	0.0042937944526	-0.00685881690567	0.00831867592852	0.00296060129705	-4.49783697762e-05	0.000145081301803	5.8050138131e-06	2.45594735326e-05	-4.67357872005e-05	3.30161191417e-05	-6.69606878715e-06	9.22675347524e-10	-1.27550490177e-09	-5.24864799522e-09	-1.29131941326e-10	1.70678353936e-11
EUK.Mock.1;Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida;s__	-0.128359263387	0.327358713444	-0.686135991596	-0.00282922482544	0.0116123876471	0.0719687223058	-0.0474828681158	0.0260750622795	0.0280865001415	-0.0137764110417	0.000592631963518	-0.00437163743	0.017203562035	-0.00400212340838	-5.23686537166e-05	3.51882161446e-05	0.000683040022308	0.00442529372611	-0.0022688766646	0.000189316705233	0.000416945853455	9.98248636646e-06	-1.73149306838e-05	-0.000106246411043	9.23080416104e-05	7.97701043613e-06	-4.53337566195e-09	-1.27550490177e-09	-5.24864799523e-09	-1.29131941323e-10	1.70678353931e-11
EUK.Mock.1;Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Scheffersomyces;s__Scheffersomyces_stipitis	-0.351725505177	0.0490747941574	0.00659048634663	0.00912268756742	-0.0540001717529	-0.0159483702117	0.0243796614769	-0.0050657779463	-0.00573499314893	0.00368664088365	-0.000277940151336	0.00883578156352	-0.00959893993772	-8.4070822417e-05	0.00688296303431	0.00202491401234	0.000945140295043	0.00572063312795	0.000798294534759	2.02007724623e-05	0.000192177666058	2.5443224743e-05	5.92391390104e-07	3.12975008413e-06	-4.51679170628e-06	5.11504399687e-06	1.63560049345e-08	-1.27550490176e-09	-5.24864799519e-09	-1.29131941331e-10	1.70678353944e-11
EUK.Mock.1;Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Vanderwaltozyma;s__Vanderwaltozyma_polyspora_dsm_70294	-0.3523507197	0.119670379933	0.0328647750651	0.00786381566729	-0.0163583810301	-0.0105207117601	0.0378003702782	0.00452980241991	-0.00708886373465	-0.00736742847587	-0.000629017512694	0.00413297551098	-0.00181938218769	-0.00055060785906	0.000288714461988	0.00128755649088	3.54066115889e-05	-0.000827453606409	0.000608526695434	-0.000188112986388	-0.00012721781751	-7.18106758219e-05	-6.00895649298e-06	3.10905378607e-05	-2.64061090166e-05	2.07735084446e-06	-1.27855706868e-09	-1.27550490177e-09	-5.24864799522e-09	-1.29131941324e-10	1.70678353934e-11
EUK.Mock.1;Root;k__Eukaryota;p__Environmental_samples;c__Uncultured_eukaryote;g__Environmental_samples;s__Uncultured_eukaryote	-0.411853975847	0.210355496504	0.0761643481915	0.0197610392976	0.00163405732989	-0.0123982653671	0.000262143244862	0.00597006466406	-0.00664789512112	-0.00530470473502	0.000135962286756	-0.000822221677581	-0.000795233589576	-0.00142460137583	0.000563580182417	0.00131019323059	-0.000846433280083	1.15084146621e-05	0.000943978721309	-4.70011422579e-06	-4.59888024345e-05	-1.11685700146e-06	-9.0334422153e-06	1.0953427494e-05	-5.86402141856e-06	1.43669584528e-06	-2.27272349533e-07	-1.27550490188e-09	-5.24864799564e-09	-1.29131941234e-10	1.7067835378e-11
EUK.Mock.1;Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Schizosaccharomyces;s__Schizosaccharomyces_octosporus_yfs286	-0.168923161548	-0.274148126401	-0.0519000455688	-0.0274435516157	0.0070703327688	-0.0178645568456	-0.00376481019529	-0.0270550742654	-0.000555015315846	0.0105331862829	-0.000430464709331	0.00511113696063	-0.00349779552831	0.00349351630584	0.000275300852878	-0.00292473323691	0.00194697586472	-0.000400091571186	-0.000966708775336	8.59627100899e-05	-0.000179192361935	2.28687625215e-05	2.9960380959e-05	-2.53543288228e-05	8.6154581279e-06	-1.15673548596e-06	-3.93074195456e-09	-1.27550490177e-09	-5.24864799522e-09	-1.29131941324e-10	1.70678353934e-11
EUK.Mock.1;Root;k__Unclassified_sequences;p__Fusarium_oxysporum_f._sp._lycopersici_4286;c__Fusarium_oxysporum_f._sp._lycopersici_4286;g__Unclassified_sequences;s__Fusarium_oxysporum_f._sp._lycopersici_4286	-0.128359263387	0.327358713444	-0.686135991596	-0.00282922482544	0.0116123876471	0.0719687223058	-0.0474828681158	0.0260750622795	0.0280865001415	-0.0137764110417	0.000592631963518	-0.00437163743	0.017203562035	-0.00400212340838	-5.23686537166e-05	3.51882161446e-05	0.000683040022308	0.00442529372611	-0.0022688766646	0.000189316705233	0.000416945853455	9.98248636646e-06	-1.73149306838e-05	-0.000106246411043	9.23080416104e-05	7.97701043613e-06	-4.53337566195e-09	-1.27550490177e-09	-5.24864799523e-09	-1.29131941323e-10	1.70678353931e-11
EUK.Mock.1;Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Coccidioides;s__Coccidioides_immitis_rmscc_2394	-0.128359263387	0.327358713444	-0.686135991596	-0.00282922482544	0.0116123876471	0.0719687223058	-0.0474828681158	0.0260750622795	0.0280865001415	-0.0137764110417	0.000592631963518	-0.00437163743	0.017203562035	-0.00400212340838	-5.23686537166e-05	3.51882161446e-05	0.000683040022308	0.00442529372611	-0.0022688766646	0.000189316705233	0.000416945853455	9.98248636646e-06	-1.73149306838e-05	-0.000106246411043	9.23080416104e-05	7.97701043613e-06	-4.53337566195e-09	-1.27550490177e-09	-5.24864799523e-09	-1.29131941323e-10	1.70678353931e-11
EUK.Mock.1;Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Schizosaccharomyces;s__	-0.128359263387	0.327358713444	-0.686135991596	-0.00282922482544	0.0116123876471	0.0719687223058	-0.0474828681158	0.0260750622795	0.0280865001415	-0.0137764110417	0.000592631963518	-0.00437163743	0.017203562035	-0.00400212340838	-5.23686537166e-05	3.51882161446e-05	0.000683040022308	0.00442529372611	-0.0022688766646	0.000189316705233	0.000416945853455	9.98248636646e-06	-1.73149306838e-05	-0.000106246411043	9.23080416104e-05	7.97701043613e-06	-4.53337566195e-09	-1.27550490177e-09	-5.24864799523e-09	-1.29131941323e-10	1.70678353931e-11
EUK.Mock.1;Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Saccharomyces;s__Saccharomyces_cerevisiae	-0.128359263387	0.327358713444	-0.686135991596	-0.00282922482544	0.0116123876471	0.0719687223058	-0.0474828681158	0.0260750622795	0.0280865001415	-0.0137764110417	0.000592631963518	-0.00437163743	0.017203562035	-0.00400212340838	-5.23686537166e-05	3.51882161446e-05	0.000683040022308	0.00442529372611	-0.0022688766646	0.000189316705233	0.000416945853455	9.98248636646e-06	-1.73149306838e-05	-0.000106246411043	9.23080416104e-05	7.97701043613e-06	-4.53337566195e-09	-1.27550490177e-09	-5.24864799523e-09	-1.29131941323e-10	1.70678353931e-11
EUK.Mock.1;Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Saccharomyces;s__Saccharomyces_cerevisiae_rm11-1a	-0.0987897476362	-0.224484642513	-0.0229350860063	-0.0200024470868	-0.00290261301976	0.000645865127839	0.00133372320092	-0.0135536378122	0.00610689860965	0.010079548181	-0.000482598826765	0.00202216289289	-0.00175260924535	-0.00187962733177	0.0017745226514	-0.000323381351418	0.000738153165643	-0.00337022515415	9.30689800565e-06	-0.000382245740986	6.15281977204e-05	-0.000115331920183	-0.000120789930836	0.0001227350263	-1.74171244975e-05	-3.38235653605e-05	3.90623873985e-09	-1.27550490177e-09	-5.24864799521e-09	-1.29131941329e-10	1.70678353943e-11
EUK.Mock.1;Root;k__Eukaryota;p__Metazoa;c__Chordata;Other;Other	0.41222193174	0.101489000466	0.028634310496	-0.0390439129546	-0.00291759810573	-0.0117796928326	0.00299711138608	0.00590714498137	0.00363108885309	0.00592139653637	-0.000227857909921	0.00351900665343	-0.000674354944211	0.000860726572972	-0.000646246113533	-0.00179509402535	0.00133835814655	0.000100397045164	-0.000203026705542	0.000379187544771	-8.75823304542e-06	-5.68804018068e-05	0.000172943733595	-9.38290653011e-05	6.0411959973e-05	1.51137157111e-05	-1.24297779759e-08	-1.27550490178e-09	-5.24864799524e-09	-1.2913194132e-10	1.70678353927e-11
EUK.Mock.1;Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Environmental_samples;s__Debaryomyces_sp._enrichment_culture_clone_mpsr02	-0.35903605447	0.202911025341	0.175243195434	0.0332625696593	0.0622617696091	-0.00125730377708	-0.1455293825	-0.00530783100161	0.00951747211543	0.0107268958344	-0.000497670208818	-0.015027342856	0.00432768939459	-0.00444276476237	0.00293157492578	-0.000790697594844	-0.00276890078525	0.00327236050267	0.000878039937566	7.77265971608e-05	0.000156481728161	-9.8101990014e-06	1.46756663251e-05	-4.61813316232e-05	5.15761709835e-05	1.05240141889e-05	4.57134205236e-09	-1.27550490177e-09	-5.24864799521e-09	-1.29131941327e-10	1.70678353938e-11
EUK.Mock.1;Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Papiliotrema;s__Papiliotrema_bandonii	-0.169691829899	-0.190784166377	-0.0266554251963	-0.0153449959654	-0.00923310777279	-0.00694906252171	-0.00146407837317	-0.0161235760314	0.00422460760392	0.0110784167124	-0.000482421665639	0.00346297938341	-0.00663688086708	-0.000120214191529	3.54143673502e-05	0.000265113033076	-0.000512141686734	-0.00164217444385	0.000197213123007	-0.000218503936713	-0.000561455508566	-0.000133704137212	-0.000152608180995	-5.54906559899e-05	-1.93239246705e-05	-1.85503123341e-05	-8.49223843711e-09	-1.27550490177e-09	-5.24864799523e-09	-1.29131941323e-10	1.70678353933e-11
EUK.Mock.1;Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida;s__Candida_sp._bg02-7-14-001k-1-1	-0.125343292152	-0.133046956172	0.00701815822431	-0.00710620841853	-0.00761195666266	0.00113207566893	0.0025889997744	-0.00807662127091	0.00256097285595	0.000353396594303	0.00489830712585	0.00121715798401	0.00158154296758	0.00269562178971	-0.00218002312492	-0.000368963000119	0.00165138925856	0.00204150526859	-0.00269429421149	1.97023325374e-05	-0.000833749885896	0.000297099949231	0.000284139057038	0.000272740441196	-5.76125359395e-05	-4.61499717499e-05	-1.14650688743e-08	-1.27550490178e-09	-5.24864799523e-09	-1.29131941322e-10	1.70678353933e-11
EUK.Mock.1;Root;k__Eukaryota;p__Metazoa;c__Acanthocephala;Other;Other	-0.19448310502	-0.291953996366	-0.0662786353459	-0.0417168953164	0.0492146777569	0.00577629755692	0.0269409688225	-0.0145780868319	0.0265364966004	0.0182366398273	-0.00209739084678	0.0255700316232	-0.0446579095688	-0.0146355574011	0.030691728938	-0.0271356042941	-0.0366393245026	0.0252179344997	0.0084282693788	0.000374345164831	-5.18654200749e-05	0.000264944485374	-1.7479595466e-05	-5.43097529591e-05	-9.84279390202e-05	4.02032227667e-05	1.50659309706e-07	-1.27550490169e-09	-5.24864799494e-09	-1.29131941385e-10	1.70678354036e-11
EUK.Mock.1;Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Equus;s__Equus_caballus_(horse)	-0.124898026842	-0.248748978248	-0.0318240321115	-0.0243660698034	0.00257251990455	-0.00399347825171	0.00125766164908	-0.0215039150928	0.00657644930669	0.00949134448757	-0.000255156418153	-0.000626508835671	-0.00286543849039	0.00258070613867	-0.00146464849416	0.000573146612257	-0.000316025941619	-2.16659179019e-05	-0.00107970692936	-0.000918257016523	5.25967224954e-05	0.000134330101068	-0.00031763506356	0.000194479099128	-0.000146668379705	-3.6736428239e-05	3.13396848537e-08	-1.27550490175e-09	-5.24864799515e-09	-1.2913194134e-10	1.70678353963e-11
EUK.Mock.1;Root;k__Eukaryota;p__Parabasalia;c__Trichonymphida;g__Trichonympha;s__Trichonympha_sp._hsjtcb	-0.201184532202	-0.252543137442	-0.0563229270933	0.0173153324747	-0.192601839725	-0.0276839801468	-0.0496135575314	-0.0512915314406	0.00209612493499	0.0272710849746	-0.000807939700467	0.0061221571078	0.000200341650913	0.00888771992489	-0.0019288302656	-0.00813312965776	0.00560730520539	-0.00215244060344	-0.00339632369423	0.000133204294142	7.99753232244e-05	-4.30802601831e-06	3.26704667585e-05	-5.54614961124e-05	3.52789676007e-05	3.88893372836e-06	-3.74444082838e-09	-1.27550490177e-09	-5.24864799523e-09	-1.29131941323e-10	1.70678353934e-11
