id	taxonomy
a9a1c30204696db9c655c27f3f38eaf8	other
e3338a6d212a227ebed5fef419540db4	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Eubacterium]; s__biforme
6c469cae2fc79fc2152d4091a9724849	other
aa31d21b81190b84a66ad5932eaa4a7f	other
acde4cd386fe3243b74078f76c0538ba	other
9d36bf52fd89c2ea09c7f8ad79c868ae	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
672d66003027cc8866b20555b9a9bc08	other
6b8891d5cff668485421026b6fa4bf7b	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__longicatena
9fb362cee1a00312771d8e424f194e84	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__ovatus
ccab85ff5cd8c004b61dd0700ffae1c5	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__indistinctus
c21b2df50ac1a409561531a73d61bb28	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__torques
d576931ccf5a703f450ace9f143ee8b4	other
fbbc2e6803c8d581b22c44868563cd3e	other
e1422f9cbb27723f9b51e306eea4fa80	other
30e570d4cfd1ff589e3013b60a2ad35a	other
eb8cc7bdabeb5e7dd1ed8af57f5b0daf	other
17f6385198e1538440b2a7fa0958b634	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Proteus; s__
47fd2931d25caf868858c1499f8cb590	other
3a4ad16e672a171006b1d474099b55af	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__bifidum
ae3fd1a9083ed263b3d55bf6c6572a66	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__ovatus
764da292321733abac7b8cb8a3edbf9d	other
eb407ae7857218ca60b7dcbaedda798b	other
c2df82b0dda444f77639a81c5adde8aa	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__ovatus
3db5bd5d40f91507d4ac0ec5af0aeedd	other
cf1b2275183b5e241f602660c32084a0	other
1d111d0630895431a16f05812883224f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__longicatena
ded73d99a8ef24dadc2e2ef82c6e41a9	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila
e982d34d5ab0e281529b2e6c3cc05a9a	other
