,Dataset,SampleID,Reference,Method,Parameters,Precision,Recall,F-measure,Pearson r,Pearson p,Spearman r,Spearman p,best N alignments,confidence,coverage,e value,e-value,max accepts,min consensus fraction,similarity
1768,B1-iter1,S1,gg_13_8_otus,sortmerna,0.76:0.8:1:0.8:1.0:partial-ref,0.982387475538,0.974757281553,0.978557504873,0.0287241124209,0.511766138441,0.196718550634,5.71295252066e-06,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
1904,F1-iter0,S1,unite-97-rep-set,sortmerna,0.76:0.8:1:0.8:1.0:partial-ref,0.979591836735,0.905660377358,0.941176470588,0.137192158318,0.156817431783,0.412662793295,9.07729243859e-06,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
2040,B2-iter0,S1,gg_13_8_otus,sortmerna,0.76:0.8:1:0.8:1.0:partial-ref,0.976470588235,0.944971537002,0.960462873674,0.0412128419764,0.339579119069,0.288531041373,8.55949298792e-12,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
2176,B2-iter4,S1,gg_13_8_otus,sortmerna,0.76:0.8:1:0.8:1.0:partial-ref,0.967676767677,0.935546875,0.95134061569,0.0442944365728,0.30967933804,0.262952028008,8.45366975208e-10,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
2312,F2-iter2,S1,unite-97-rep-set,sortmerna,0.76:0.8:1:0.8:1.0:partial-ref,0.977777777778,0.862745098039,0.916666666667,0.178077830357,0.0705162168016,0.478818988125,2.7253237081e-07,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
2448,B2-iter1,S1,gg_13_8_otus,sortmerna,0.76:0.8:1:0.8:1.0:partial-ref,0.982,0.947876447876,0.96463654224,0.0412353711931,0.344774719043,0.284966492447,2.64706726614e-11,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
2584,F1-iter4,S1,unite-97-rep-set,sortmerna,0.76:0.8:1:0.8:1.0:partial-ref,0.948453608247,0.859813084112,0.901960784314,0.161174773168,0.0895650768194,0.388778246936,2.27358785748e-05,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
1,F1-iter2,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.9875,0.782178217822,0.872928176796,0.23024446285,0.019908531868,0.59818867568,3.15638482057e-11,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
137,B1-iter0,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.993736951983,0.927875243665,0.959677419355,0.0485610911656,0.27086601232,0.336942849859,3.64710370689e-15,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
273,B1-iter3,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.993630573248,0.910505836576,0.950253807107,0.0564243080753,0.20023916401,0.351401545351,1.79900774965e-16,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
409,F2-iter4,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,1.0,0.845360824742,0.916201117318,0.19286266257,0.05840271856,0.554618423738,3.76090142712e-09,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
545,B2-iter2,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.990361445783,0.807465618861,0.88961038961,0.0854091008437,0.0532006563039,0.490187231818,2.2960871179e-32,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
681,B1-iter4,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.997991967871,0.944866920152,0.970703125,0.0413341420686,0.343619384382,0.311557061073,2.5132475698e-13,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
817,F1-iter1,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.987951807229,0.77358490566,0.867724867725,0.220622501743,0.0223981786069,0.522952293774,7.53669256841e-09,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
953,B1-iter2,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.99381443299,0.914611005693,0.95256916996,0.0514906240748,0.236654819802,0.320003395997,4.38477803468e-14,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1089,F2-iter0,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,1.0,0.8,0.888888888889,0.215142660151,0.0315854490525,0.576863441194,3.35185977051e-10,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1225,F2-iter3,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.987951807229,0.803921568627,0.886486486486,0.208783314099,0.0343071503357,0.528547953153,9.55056276377e-09,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1361,F2-iter1,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.977272727273,0.819047619048,0.891191709845,0.1995893831,0.039292954171,0.518754503098,1.04060944904e-08,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1497,B2-iter3,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.995249406176,0.80732177264,0.891489361702,0.0838528669471,0.0557800819414,0.498024813986,5.23155328477e-34,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1633,F1-iter3,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,1.0,0.719626168224,0.836956521739,0.26343719589,0.00611381663656,0.639564770453,1.21737742209e-13,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1769,B1-iter1,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,1.0,0.916504854369,0.956433637285,0.0545246064534,0.216729062615,0.36761640886,6.34455692116e-18,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1905,F1-iter0,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,1.0,0.811320754717,0.895833333333,0.205168458948,0.034876285527,0.547674929158,1.23464806118e-09,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
2041,B2-iter0,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.992907801418,0.796963946869,0.884210526316,0.0856162821907,0.0488384242138,0.520581776182,3.81041167015e-38,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
2177,B2-iter4,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.992718446602,0.798828125,0.885281385281,0.0864373679019,0.0499397007986,0.512134202014,8.89021749275e-36,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
2313,F2-iter2,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.9875,0.774509803922,0.868131868132,0.239560784172,0.0148012817252,0.600013385648,2.11290094759e-11,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
2449,B2-iter1,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.997635933806,0.814671814672,0.896918172157,0.0832575013562,0.0580321041332,0.512551364167,4.14580521635e-36,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
2585,F1-iter4,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.964285714286,0.757009345794,0.848167539267,0.227185386159,0.0169948147583,0.5240629847,4.21496205186e-09,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
2,F1-iter2,S1,unite-97-rep-set,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.975609756098,0.792079207921,0.874316939891,0.219956119835,0.0255830539413,0.554225409217,1.25242150312e-09,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
138,B1-iter0,S1,gg_13_8_otus,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.995680345572,0.898635477583,0.944672131148,0.0585263027095,0.184812294833,0.401211565482,2.44251264892e-21,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
274,B1-iter3,S1,gg_13_8_otus,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.995670995671,0.894941634241,0.94262295082,0.0618183391606,0.160861949571,0.382631669944,1.95055406902e-19,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
410,F2-iter4,S1,unite-97-rep-set,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,1.0,0.824742268041,0.90395480226,0.207491004523,0.0414192701079,0.589841741692,2.05435815292e-10,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
546,B2-iter2,S1,gg_13_8_otus,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.992840095465,0.817288801572,0.896551724138,0.0828536261121,0.0610126974711,0.479825578585,7.6868004892e-31,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
682,B1-iter4,S1,gg_13_8_otus,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.99377593361,0.910646387833,0.950396825397,0.0530094618455,0.223532143386,0.373086720614,6.48133106544e-19,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
818,F1-iter1,S1,unite-97-rep-set,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.978260869565,0.849056603774,0.909090909091,0.177321961822,0.0663697015476,0.527340490926,4.52847407052e-09,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
954,B1-iter2,S1,gg_13_8_otus,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.995670995671,0.872865275142,0.93023255814,0.0645468159756,0.138177702238,0.404884329378,2.75525467301e-22,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
1090,F2-iter0,S1,unite-97-rep-set,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,1.0,0.82,0.901098901099,0.197528364977,0.0488493444519,0.502168497553,1.01991384902e-07,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
1226,F2-iter3,S1,unite-97-rep-set,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.988505747126,0.843137254902,0.910052910053,0.185934763196,0.0600488454955,0.518654249774,1.9988899113e-08,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
1362,F2-iter1,S1,unite-97-rep-set,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.989130434783,0.866666666667,0.92385786802,0.172218344896,0.0775154414436,0.526235316335,6.89696971696e-09,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
1498,B2-iter3,S1,gg_13_8_otus,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,1.0,0.797687861272,0.887459807074,0.0867951133131,0.0481216813332,0.52539964256,3.61245256221e-38,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
1634,F1-iter3,S1,unite-97-rep-set,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,1.0,0.794392523364,0.885416666667,0.21746598001,0.0244448732577,0.581215596567,5.24662539812e-11,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
1770,B1-iter1,S1,gg_13_8_otus,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,1.0,0.914563106796,0.95537525355,0.0548803961354,0.213740626954,0.359704681277,3.55070733187e-17,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
1906,F1-iter0,S1,unite-97-rep-set,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,1.0,0.820754716981,0.901554404145,0.199165787049,0.0406799057472,0.544090119998,1.66010727303e-09,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
2042,B2-iter0,S1,gg_13_8_otus,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.997630331754,0.798861480076,0.887249736565,0.0856307654231,0.0492298923155,0.532410489775,5.50841374261e-40,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
2178,B2-iter4,S1,gg_13_8_otus,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.992857142857,0.814453125,0.894849785408,0.0822461543019,0.0621691019233,0.489894825081,1.91898283768e-32,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
2314,F2-iter2,S1,unite-97-rep-set,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,1.0,0.764705882353,0.866666666667,0.249839079429,0.0113268683314,0.642242911889,3.45594473524e-13,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
2450,B2-iter1,S1,gg_13_8_otus,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.990697674419,0.822393822394,0.898734177215,0.0810615951677,0.0642203866087,0.506217132877,2.55356360583e-35,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
2586,F1-iter4,S1,unite-97-rep-set,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.966292134831,0.803738317757,0.877551020408,0.202821038756,0.0335829351622,0.523295581059,4.48088810784e-09,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
3,F1-iter2,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.978260869565,0.891089108911,0.932642487047,0.15237143023,0.124412067579,0.419816129045,1.01285021992e-05,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
139,B1-iter0,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.987951807229,0.959064327485,0.973293768546,0.0362551127401,0.409810047452,0.272920041311,2.5656148248e-10,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
275,B1-iter3,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.978217821782,0.961089494163,0.969578017664,0.0359381484217,0.411219671715,0.228642765957,1.1791507727e-07,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
411,F2-iter4,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.978260869565,0.927835051546,0.952380952381,0.123971221786,0.221497885549,0.364249653113,0.0002102377842,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
547,B2-iter2,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.961770623742,0.939096267191,0.950298210736,0.0442186810446,0.310508344309,0.279975474603,5.77172907559e-11,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
683,B1-iter4,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.977011494253,0.969581749049,0.973282442748,0.0298686481369,0.489351272864,0.227125957516,1.00592457221e-07,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
819,F1-iter1,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.958762886598,0.877358490566,0.916256157635,0.154194397321,0.107755288999,0.453088815057,6.68615720963e-07,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
955,B1-iter2,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.982456140351,0.956356736243,0.969230769231,0.0357524946184,0.408769039229,0.229086579227,8.19251637416e-08,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1091,F2-iter0,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.988764044944,0.88,0.931216931217,0.159990156155,0.11000283186,0.47670154878,4.66970821156e-07,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1227,F2-iter3,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.978947368421,0.911764705882,0.944162436548,0.133594156321,0.176374962952,0.380104362039,6.89379996581e-05,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1363,F2-iter1,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.960396039604,0.92380952381,0.941747572816,0.12206653561,0.206067158938,0.358318124771,0.000130421566238,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1499,B2-iter3,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.971887550201,0.932562620424,0.951819075713,0.0460476484202,0.288617378833,0.308812067264,3.06040059284e-13,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1635,F1-iter3,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.979381443299,0.88785046729,0.93137254902,0.149372654399,0.121086819892,0.402283960064,1.44960630594e-05,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1771,B1-iter1,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.982387475538,0.974757281553,0.978557504873,0.0287241124209,0.511766138441,0.196718550634,5.71295252066e-06,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1907,F1-iter0,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.979591836735,0.905660377358,0.941176470588,0.137192158318,0.156817431783,0.412662793295,9.07729243859e-06,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2043,B2-iter0,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.976470588235,0.944971537002,0.960462873674,0.0412128419764,0.339579119069,0.288531041373,8.55949298792e-12,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2179,B2-iter4,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.967676767677,0.935546875,0.95134061569,0.0442944365728,0.30967933804,0.262952028008,8.45366975208e-10,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2315,F2-iter2,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.977777777778,0.862745098039,0.916666666667,0.178077830357,0.0705162168016,0.478818988125,2.7253237081e-07,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
