	Dataset	Level	SampleID	Reference	Method	Parameters	Precision	Recall	F-measure	Pearson r	Pearson p	Spearman r	Spearman p	best N alignments	confidence	coverage	e value	e-value	max accepts	min consensus fraction	similarity
43	sake	3	Moromi.J	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9790057654475509	0.020994234552449094	0.7999999999999999	0.20000000000000007					[0.0, '.', 0.0, 0.0, 1.0]			
44	sake	3	Moromi.K	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9990510130072259	0.000948986992774126	1.0	0.0					[0.0, '.', 0.0, 0.0, 1.0]			
45	sake	3	Moromi.L	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9930896276668577	0.006910372333142291	1.0	0.0					[0.0, '.', 0.0, 0.0, 1.0]			
46	sake	3	Moromi.M	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9987074072617574	0.00129259273824256	1.0	0.0					[0.0, '.', 0.0, 0.0, 1.0]			
47	sake	3	Moromi.N	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.997508688307314	0.0024913116926860166	1.0	0.0					[0.0, '.', 0.0, 0.0, 1.0]			
48	sake	3	Moromi.O	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9996594646648651	0.0003405353351348951	1.0	0.0					[0.0, '.', 0.0, 0.0, 1.0]			
49	sake	3	Moromi.P	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9989614180149875	0.001038581985012499	1.0	0.0					[0.0, '.', 0.0, 0.0, 1.0]			
50	sake	3	Moromi.Q	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9998860832243021	0.00011391677569794203	1.0	0.0					[0.0, '.', 0.0, 0.0, 1.0]			
51	sake	3	Moromi.R	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.998884703934368	0.0011152960656319881	1.0	0.0					[0.0, '.', 0.0, 0.0, 1.0]			
52	sake	3	Moromi.S	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9959435774963644	0.0040564225036355825	1.0	0.0					[0.0, '.', 0.0, 0.0, 1.0]			
53	sake	3	Moromi.T	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9998401556872731	0.00015984431272686456	1.0	0.0					[0.0, '.', 0.0, 0.0, 1.0]			
54	sake	3	Moto.B	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.994727540705331	0.005272459294669019	0.7999999999999999	0.20000000000000007					[0.0, '.', 0.0, 0.0, 1.0]			
55	sake	3	Moto.C	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9973039956539282	0.0026960043460717564	1.0	0.0					[0.0, '.', 0.0, 0.0, 1.0]			
56	sake	3	Moto.D	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9573153403990585	0.042684659600941484	1.0	0.0					[0.0, '.', 0.0, 0.0, 1.0]			
57	sake	3	Moto.F	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9858066206624204	0.014193379337579585	1.0	0.0					[0.0, '.', 0.0, 0.0, 1.0]			
58	sake	3	Moto.I	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9861532023347422	0.013846797665257763	1.0	0.0					[0.0, '.', 0.0, 0.0, 1.0]			
59	sake	3	Moto.J	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.998748530717344	0.0012514692826559595	1.0	0.0					[0.0, '.', 0.0, 0.0, 1.0]			
60	sake	3	Moto.M	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9771402051538235	0.022859794846176517	1.0	0.0					[0.0, '.', 0.0, 0.0, 1.0]			
61	sake	3	Moto.N	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.999358344782282	0.0006416552177179737	1.0	0.0					[0.0, '.', 0.0, 0.0, 1.0]			
62	sake	4	Koji.10	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9779040432709764	0.00013774492135220574	1.0	0.0					[0.0, '.', 0.0, 0.0, 1.0]			
63	sake	4	Koji.8	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9993616349999991	6.500387697531546e-10	1.0	0.0					[0.0, '.', 0.0, 0.0, 1.0]			
64	sake	4	Koji.9	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9976440647860432	3.263340160251784e-08	0.9940297973880048	5.296153515645123e-07					[0.0, '.', 0.0, 0.0, 1.0]			
65	sake	4	Moromi.A	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9891273871672565	3.1870845706814487e-06	0.9761904761904763	3.3143960262001043e-05					[0.0, '.', 0.0, 0.0, 1.0]			
66	sake	4	Moromi.B	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9976468512715755	3.2517814916516556e-08	1.0	0.0					[0.0, '.', 0.0, 0.0, 1.0]			
67	sake	4	Moromi.C	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.987571237160834	4.755175780821787e-06	0.9761904761904763	3.3143960262001043e-05					[0.0, '.', 0.0, 0.0, 1.0]			
68	sake	4	Moromi.D	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9858133299607617	7.062346321944607e-06	0.9285714285714287	0.0008629681828999769					[0.0, '.', 0.0, 0.0, 1.0]			
69	sake	4	Moromi.E	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9961783775810269	1.3913542577740926e-07	0.9761904761904763	3.3143960262001043e-05					[0.0, '.', 0.0, 0.0, 1.0]			
70	sake	4	Moromi.F	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9477555187418225	0.0003426784629123626	0.9523809523809524	0.00026040002438725105					[0.0, '.', 0.0, 0.0, 1.0]			
71	sake	4	Moromi.G	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9648813337326421	0.00010544945381471054	0.9761904761904763	3.3143960262001043e-05					[0.0, '.', 0.0, 0.0, 1.0]			
72	sake	4	Moromi.H	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9974311501303074	4.229792622914784e-08	1.0	0.0					[0.0, '.', 0.0, 0.0, 1.0]			
73	sake	4	Moromi.I	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9935467425033316	6.686096720628713e-07	1.0	0.0					[0.0, '.', 0.0, 0.0, 1.0]			
74	sake	4	Moromi.J	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9937801453971745	5.987596998191648e-07	0.9047619047619048	0.0020082755054294677					[0.0, '.', 0.0, 0.0, 1.0]			
75	sake	4	Moromi.K	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9995070342642466	2.993847178351013e-10	1.0	0.0					[0.0, '.', 0.0, 0.0, 1.0]			
76	sake	4	Moromi.L	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9991830827162451	1.3620973173051545e-09	0.9761904761904763	3.3143960262001043e-05					[0.0, '.', 0.0, 0.0, 1.0]			
77	sake	4	Moromi.M	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9994416987670169	4.3487445898029205e-10	0.9523809523809524	0.00026040002438725105					[0.0, '.', 0.0, 0.0, 1.0]			
78	sake	4	Moromi.N	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9984119405663815	1.0000526310829701e-08	0.9761904761904763	3.3143960262001043e-05					[0.0, '.', 0.0, 0.0, 1.0]			
79	sake	4	Moromi.O	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9999690539321995	7.408773997622423e-14	1.0	0.0					[0.0, '.', 0.0, 0.0, 1.0]			
80	sake	4	Moromi.P	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9994405522628035	4.375587085126506e-10	0.9285714285714287	0.0008629681828999769					[0.0, '.', 0.0, 0.0, 1.0]			
81	sake	4	Moromi.Q	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9998536537149342	7.834971968893815e-12	0.9761904761904763	3.3143960262001043e-05					[0.0, '.', 0.0, 0.0, 1.0]			
82	sake	4	Moromi.R	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9985915774932778	6.977181370597822e-09	0.9761904761904763	3.3143960262001043e-05					[0.0, '.', 0.0, 0.0, 1.0]			
83	sake	4	Moromi.S	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.997147262448042	5.791563272158611e-08	0.9761904761904763	3.3143960262001043e-05					[0.0, '.', 0.0, 0.0, 1.0]			
84	sake	4	Moromi.T	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9998242976310606	1.3558624332803794e-11	0.9523809523809524	0.00026040002438725105					[0.0, '.', 0.0, 0.0, 1.0]			
85	sake	4	Moto.B	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9143902770350353	0.001469598982976083	0.9047619047619048	0.0020082755054294677					[0.0, '.', 0.0, 0.0, 1.0]			
86	sake	4	Moto.C	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9654824864059126	0.0001001721574668551	0.8571428571428572	0.006530017254715292					[0.0, '.', 0.0, 0.0, 1.0]			
87	sake	4	Moto.D	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9896782244485294	2.727942034565064e-06	1.0	0.0					[0.0, '.', 0.0, 0.0, 1.0]			
88	sake	4	Moto.F	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9969834892000173	6.846547141833495e-08	1.0	0.0					[0.0, '.', 0.0, 0.0, 1.0]			
89	sake	4	Moto.I	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9757667694918621	3.493389667911587e-05	0.9761904761904763	3.3143960262001043e-05					[0.0, '.', 0.0, 0.0, 1.0]			
90	sake	4	Moto.J	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9997784064251737	2.7198147170324854e-11	0.9761904761904763	3.3143960262001043e-05					[0.0, '.', 0.0, 0.0, 1.0]			
91	sake	4	Moto.M	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.9938674254225537	5.73943140252579e-07	1.0	0.0					[0.0, '.', 0.0, 0.0, 1.0]			
92	sake	4	Moto.N	gg_13_8_otus	blast	0.001	1.0	1.0	1.0	0.999477560689572	3.5635049499069484e-10	1.0	0.0					[0.0, '.', 0.0, 0.0, 1.0]			
93	sake	5	Koji.10	gg_13_8_otus	blast	0.001	0.875	1.0	0.9333333333333333	0.9783591053462537	2.492814320957762e-05	1.0	0.0					[0.0, '.', 0.0, 0.0, 1.0]			
94	sake	5	Koji.8	gg_13_8_otus	blast	0.001	0.8888888888888888	1.0	0.9411764705882353	0.9993666601811841	2.1037705796671696e-11	0.8833333333333333	0.0015905004234978686					[0.0, '.', 0.0, 0.0, 1.0]			
95	sake	5	Koji.9	gg_13_8_otus	blast	0.001	0.8888888888888888	1.0	0.9411764705882353	0.9975384601801716	2.430643573792898e-09	0.8954053273686237	0.0010985258735882657					[0.0, '.', 0.0, 0.0, 1.0]			
96	sake	5	Moromi.A	gg_13_8_otus	blast	0.001	0.8888888888888888	1.0	0.9411764705882353	0.5296889327914467	0.14246433260347013	0.38333333333333336	0.30849527238037144					[0.0, '.', 0.0, 0.0, 1.0]			
97	sake	5	Moromi.B	gg_13_8_otus	blast	0.001	0.8888888888888888	1.0	0.9411764705882353	0.8170080469114719	0.007180357832989005	0.65	0.05807305801714863					[0.0, '.', 0.0, 0.0, 1.0]			
98	sake	5	Moromi.C	gg_13_8_otus	blast	0.001	0.8888888888888888	1.0	0.9411764705882353	0.9864988841066828	9.292155075858316e-07	0.7333333333333334	0.02455415007146968					[0.0, '.', 0.0, 0.0, 1.0]			
99	sake	5	Moromi.D	gg_13_8_otus	blast	0.001	0.8888888888888888	1.0	0.9411764705882353	0.9815401844066116	2.763838097879171e-06	0.6	0.0876228290414024					[0.0, '.', 0.0, 0.0, 1.0]			
100	sake	5	Moromi.E	gg_13_8_otus	blast	0.001	0.8888888888888888	1.0	0.9411764705882353	0.9806981453257168	3.2281635803406587e-06	0.6333333333333333	0.06708578689234565					[0.0, '.', 0.0, 0.0, 1.0]			
101	sake	5	Moromi.F	gg_13_8_otus	blast	0.001	0.8888888888888888	1.0	0.9411764705882353	0.8042840284310141	0.008965312434919893	0.5	0.17047066078705375					[0.0, '.', 0.0, 0.0, 1.0]			
102	sake	5	Moromi.G	gg_13_8_otus	blast	0.001	0.8888888888888888	1.0	0.9411764705882353	0.9447603227243957	0.00012355443931411796	0.6333333333333333	0.06708578689234565					[0.0, '.', 0.0, 0.0, 1.0]			
103	sake	5	Moromi.H	gg_13_8_otus	blast	0.001	0.8888888888888888	1.0	0.9411764705882353	0.9693130797416056	1.6175022428571343e-05	0.65	0.05807305801714863					[0.0, '.', 0.0, 0.0, 1.0]			
104	sake	5	Moromi.I	gg_13_8_otus	blast	0.001	0.8888888888888888	1.0	0.9411764705882353	0.9801000834464869	3.5899134298167596e-06	0.8833333333333333	0.0015905004234978686					[0.0, '.', 0.0, 0.0, 1.0]			
105	sake	5	Moromi.J	gg_13_8_otus	blast	0.001	0.8888888888888888	1.0	0.9411764705882353	0.9921460207626652	1.4029115732295027e-07	0.6833333333333333	0.04244227208707231					[0.0, '.', 0.0, 0.0, 1.0]			
106	sake	5	Moromi.K	gg_13_8_otus	blast	0.001	0.8888888888888888	1.0	0.9411764705882353	0.9995287562692271	7.476487391274207e-12	0.9	0.0009430623223403293					[0.0, '.', 0.0, 0.0, 1.0]			
107	sake	5	Moromi.L	gg_13_8_otus	blast	0.001	0.8888888888888888	1.0	0.9411764705882353	0.9914589545381625	1.8802423864067757e-07	0.7333333333333334	0.02455415007146968					[0.0, '.', 0.0, 0.0, 1.0]			
108	sake	5	Moromi.M	gg_13_8_otus	blast	0.001	0.8888888888888888	1.0	0.9411764705882353	0.9994644554691796	1.1697564828219921e-11	0.9166666666666666	0.0005066190663052084					[0.0, '.', 0.0, 0.0, 1.0]			
109	sake	5	Moromi.N	gg_13_8_otus	blast	0.001	0.8888888888888888	1.0	0.9411764705882353	0.9983284127137675	6.277442546586223e-10	0.6333333333333333	0.06708578689234565					[0.0, '.', 0.0, 0.0, 1.0]			
110	sake	5	Moromi.O	gg_13_8_otus	blast	0.001	0.8888888888888888	1.0	0.9411764705882353	0.99983288673293	1.9861165841738975e-13	0.75	0.019942126131992522					[0.0, '.', 0.0, 0.0, 1.0]			
111	sake	5	Moromi.P	gg_13_8_otus	blast	0.001	0.8888888888888888	1.0	0.9411764705882353	0.9994562035677227	1.234055394944495e-11	0.9333333333333332	0.00023589981215941676					[0.0, '.', 0.0, 0.0, 1.0]			
112	sake	5	Moromi.Q	gg_13_8_otus	blast	0.001	0.8888888888888888	1.0	0.9411764705882353	0.9997592388393355	7.128331431969304e-13	0.7333333333333334	0.02455415007146968					[0.0, '.', 0.0, 0.0, 1.0]			
113	sake	5	Moromi.R	gg_13_8_otus	blast	0.001	0.8888888888888888	1.0	0.9411764705882353	0.9978428057253943	1.5319276901322202e-09	0.6333333333333333	0.06708578689234565					[0.0, '.', 0.0, 0.0, 1.0]			
114	sake	5	Moromi.S	gg_13_8_otus	blast	0.001	0.8888888888888888	1.0	0.9411764705882353	0.9971435595227849	4.089954496519569e-09	0.6333333333333333	0.06708578689234565					[0.0, '.', 0.0, 0.0, 1.0]			
115	sake	5	Moromi.T	gg_13_8_otus	blast	0.001	0.8888888888888888	1.0	0.9411764705882353	0.9997864408685109	4.685547903873354e-13	0.7999999999999999	0.00962792472537983					[0.0, '.', 0.0, 0.0, 1.0]			
116	sake	5	Moto.B	gg_13_8_otus	blast	0.001	0.8888888888888888	1.0	0.9411764705882353	0.9246318056683395	0.0003592821114556716	0.9	0.0009430623223403293					[0.0, '.', 0.0, 0.0, 1.0]			
117	sake	5	Moto.C	gg_13_8_otus	blast	0.001	0.8888888888888888	1.0	0.9411764705882353	0.9160169891966436	0.0005202393071548618	0.6333333333333333	0.06708578689234565					[0.0, '.', 0.0, 0.0, 1.0]			
118	sake	5	Moto.D	gg_13_8_otus	blast	0.001	0.8888888888888888	1.0	0.9411764705882353	0.9681352695079005	1.8432797706422204e-05	0.75	0.019942126131992522					[0.0, '.', 0.0, 0.0, 1.0]			
119	sake	5	Moto.F	gg_13_8_otus	blast	0.001	0.8888888888888888	1.0	0.9411764705882353	0.9498374814402698	8.861188961567486e-05	0.65	0.05807305801714863					[0.0, '.', 0.0, 0.0, 1.0]			
120	sake	5	Moto.I	gg_13_8_otus	blast	0.001	0.8888888888888888	1.0	0.9411764705882353	0.8130758114339542	0.0077034642675346855	0.5166666666666667	0.1543901209862251					[0.0, '.', 0.0, 0.0, 1.0]			
121	sake	5	Moto.J	gg_13_8_otus	blast	0.001	0.8888888888888888	1.0	0.9411764705882353	0.998492979538197	4.368351588161631e-10	0.9333333333333332	0.00023589981215941676					[0.0, '.', 0.0, 0.0, 1.0]			
122	sake	5	Moto.M	gg_13_8_otus	blast	0.001	0.8888888888888888	1.0	0.9411764705882353	0.9915752861951048	1.7923281986086675e-07	0.75	0.019942126131992522					[0.0, '.', 0.0, 0.0, 1.0]			
123	sake	5	Moto.N	gg_13_8_otus	blast	0.001	0.8888888888888888	1.0	0.9411764705882353	0.9811355971139774	2.980544336613284e-06	0.75	0.019942126131992522					[0.0, '.', 0.0, 0.0, 1.0]			
124	sake	6	Koji.10	gg_13_8_otus	blast	0.001	0.0	0.0	0.0	-0.13724406071920472	0.4948359641202369	-0.7550269442749509	5.330387202048507e-06					[0.0, '.', 0.0, 0.0, 1.0]			
125	sake	6	Koji.8	gg_13_8_otus	blast	0.001	0.0	0.0	0.0	-0.10280459618533837	0.5887878066320087	-0.7616086121896368	1.0176606233868234e-06					[0.0, '.', 0.0, 0.0, 1.0]			
126	sake	6	Koji.9	gg_13_8_otus	blast	0.001	0.0	0.0	0.0	-0.10758706354258347	0.5714712950780361	-0.7617484466922729	1.0102913422345202e-06					[0.0, '.', 0.0, 0.0, 1.0]			
127	sake	6	Moromi.A	gg_13_8_otus	blast	0.001	0.0	0.0	0.0	-0.17127623558305105	0.3654816979667168	-0.7616086121896368	1.0176606233868234e-06					[0.0, '.', 0.0, 0.0, 1.0]			
128	sake	6	Moromi.B	gg_13_8_otus	blast	0.001	0.0	0.0	0.0	-0.2003285189011822	0.2884956576083678	-0.7616086121896368	1.0176606233868234e-06					[0.0, '.', 0.0, 0.0, 1.0]			
129	sake	6	Moromi.C	gg_13_8_otus	blast	0.001	0.0	0.0	0.0	-0.1365087111880078	0.47195832453377906	-0.7616086121896368	1.0176606233868234e-06					[0.0, '.', 0.0, 0.0, 1.0]			
130	sake	6	Moromi.D	gg_13_8_otus	blast	0.001	0.0	0.0	0.0	-0.09511768178237139	0.6170892804458384	-0.7616086121896368	1.0176606233868234e-06					[0.0, '.', 0.0, 0.0, 1.0]			
131	sake	6	Moromi.E	gg_13_8_otus	blast	0.001	0.0	0.0	0.0	-0.152913186380924	0.41983220235478746	-0.7616086121896368	1.0176606233868234e-06					[0.0, '.', 0.0, 0.0, 1.0]			
132	sake	6	Moromi.F	gg_13_8_otus	blast	0.001	0.0	0.0	0.0	-0.22889466670009453	0.22373035332227736	-0.7616086121896368	1.0176606233868234e-06					[0.0, '.', 0.0, 0.0, 1.0]			
133	sake	6	Moromi.G	gg_13_8_otus	blast	0.001	0.0	0.0	0.0	-0.12289580641928374	0.517641355557384	-0.7616086121896368	1.0176606233868234e-06					[0.0, '.', 0.0, 0.0, 1.0]			
134	sake	6	Moromi.H	gg_13_8_otus	blast	0.001	0.0	0.0	0.0	-0.11166082100928659	0.5569042104618411	-0.7616086121896368	1.0176606233868234e-06					[0.0, '.', 0.0, 0.0, 1.0]			
135	sake	6	Moromi.I	gg_13_8_otus	blast	0.001	0.0	0.0	0.0	-0.18390996989160455	0.33063007269698175	-0.7616086121896368	1.0176606233868234e-06					[0.0, '.', 0.0, 0.0, 1.0]			
136	sake	6	Moromi.J	gg_13_8_otus	blast	0.001	0.0	0.0	0.0	-0.10172438345210126	0.5927305273819634	-0.7616086121896368	1.0176606233868234e-06					[0.0, '.', 0.0, 0.0, 1.0]			
