,Dataset,SampleID,Reference,Method,Parameters,Precision,Recall,F-measure,Pearson r,Pearson p,Spearman r,Spearman p,best N alignments,confidence,coverage,e value,e-value,max accepts,min consensus fraction,similarity
137,B1-iter0,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.992227979275,0.908659549229,0.948606811146,0.0871118370446,0.0111068433564,0.327802244177,1.02354420464e-22,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
273,B1-iter3,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.99209486166,0.891124260355,0.938902743142,0.103196503159,0.00257773379635,0.384807545044,2.0146774305e-31,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
409,F2-iter4,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.96682464455,0.731182795699,0.832653061224,0.301408897304,2.03287714659e-07,0.552319585227,3.0627082065e-24,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
545,B2-iter2,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.990783410138,0.760613207547,0.860573715811,0.155310624337,5.121861868e-06,0.512167829495,2.74514761362e-58,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
681,B1-iter4,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.992307692308,0.915976331361,0.952615384615,0.084412944602,0.0137678323839,0.341993022751,9.29824463088e-25,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
817,F1-iter1,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.986175115207,0.727891156463,0.837573385519,0.289156133273,3.95839252843e-07,0.502133743037,2.23999945549e-20,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
953,B1-iter2,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.98712998713,0.88876013905,0.935365853659,0.0946458527167,0.00513026481298,0.348138198414,2.82222236896e-26,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1089,F2-iter0,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.972602739726,0.71,0.820809248555,0.27759093566,8.08618911655e-07,0.556475330441,2.81005575658e-26,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1225,F2-iter3,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.980952380952,0.722807017544,0.832323232323,0.28364255235,9.48317542258e-07,0.543585392759,1.27668461279e-23,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1361,F2-iter1,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.981132075472,0.729824561404,0.837022132797,0.290809409737,4.86671767356e-07,0.541714295967,1.93608443099e-23,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1497,B2-iter3,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.99251497006,0.777256740914,0.871794871795,0.146337823186,1.68187431147e-05,0.495599507878,2.22727268314e-54,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1633,F1-iter3,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.985365853659,0.703832752613,0.821138211382,0.292474244643,3.96880871917e-07,0.523150073027,8.93858101138e-22,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1769,B1-iter1,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.997343957503,0.88665879575,0.93875,0.103412285407,0.00255425781827,0.388840017781,4.95556829719e-32,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1905,F1-iter0,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.967592592593,0.723183391003,0.827722772277,0.289737763194,3.91647338543e-07,0.513042573516,2.83480810387e-21,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
2041,B2-iter0,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.991004497751,0.772196261682,0.868023637557,0.14725196354,1.42027595534e-05,0.514111310879,2.51646697787e-59,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
2177,B2-iter4,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.99251497006,0.786476868327,0.877564526803,0.144593423842,2.37203061576e-05,0.51116081539,1.24100855822e-57,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
2313,F2-iter2,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.971698113208,0.707903780069,0.819085487078,0.314438433365,3.07416161458e-08,0.537669641977,1.18959657817e-23,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
2449,B2-iter1,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.996983408748,0.78224852071,0.876657824934,0.148714871757,1.3871569148e-05,0.517831113362,2.76292765815e-59,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
2585,F1-iter4,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.977578475336,0.746575342466,0.846601941748,0.278146825938,1.11759740037e-06,0.501129086758,2.73761553488e-20,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
2,F1-iter2,S1,unite-97-rep-set,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.957547169811,0.712280701754,0.816901408451,0.302053207493,1.2852944098e-07,0.560878382722,9.24940241221e-26,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
138,B1-iter0,S1,gg_13_8_otus,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.994666666667,0.884934756821,0.936597614564,0.099894905469,0.00361131995862,0.378531155091,3.02312303501e-30,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
274,B1-iter3,S1,gg_13_8_otus,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.993234100135,0.868639053254,0.926767676768,0.114749974069,0.000803280955503,0.426960220074,5.57106970679e-39,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
410,F2-iter4,S1,unite-97-rep-set,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.963470319635,0.756272401434,0.847389558233,0.279966134822,1.44323572703e-06,0.5085206351,2.79672404387e-20,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
546,B2-iter2,S1,gg_13_8_otus,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.993930197269,0.772405660377,0.869276708693,0.150360083946,1.04569120707e-05,0.493151786743,2.04102549802e-53,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
682,B1-iter4,S1,gg_13_8_otus,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.992052980132,0.886390532544,0.93625,0.0997834012937,0.00356980455175,0.401044588105,3.19418939111e-34,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
818,F1-iter1,S1,unite-97-rep-set,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.973568281938,0.751700680272,0.848368522073,0.273844322303,1.4669306924e-06,0.50753237617,4.7965836532e-21,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
954,B1-iter2,S1,gg_13_8_otus,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.993243243243,0.8516801854,0.917030567686,0.112588399459,0.000891022407233,0.417550248977,6.06845536161e-38,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
1090,F2-iter0,S1,unite-97-rep-set,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.977272727273,0.716666666667,0.826923076923,0.271210060872,1.52879828812e-06,0.545824254133,4.44322623351e-25,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
1226,F2-iter3,S1,unite-97-rep-set,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.981481481481,0.743859649123,0.84630738523,0.272038777387,2.68663251364e-06,0.528506574956,3.40321248683e-22,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
1362,F2-iter1,S1,unite-97-rep-set,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.972602739726,0.747368421053,0.845238095238,0.277525147515,1.51963445566e-06,0.531086008363,1.40487417544e-22,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
1498,B2-iter3,S1,gg_13_8_otus,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.995419847328,0.764361078546,0.864721485411,0.153597499509,6.35798038567e-06,0.531508283299,1.39629006289e-63,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
1634,F1-iter3,S1,unite-97-rep-set,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.981735159817,0.749128919861,0.849802371542,0.270331701896,2.88174590597e-06,0.525765614305,4.38011095326e-22,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
1770,B1-iter1,S1,gg_13_8_otus,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.996005326232,0.883116883117,0.936170212766,0.104060897609,0.00238425782429,0.374576413649,1.05314977774e-29,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
1906,F1-iter0,S1,unite-97-rep-set,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.972972972973,0.747404844291,0.845401174168,0.276687609828,1.38851978297e-06,0.520927846366,6.3846667084e-22,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
2042,B2-iter0,S1,gg_13_8_otus,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.99552238806,0.779205607477,0.874180865007,0.144690082567,2.07259635943e-05,0.505462672151,6.69991295724e-57,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
2178,B2-iter4,S1,gg_13_8_otus,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.993948562784,0.779359430605,0.873670212766,0.14651274382,1.86203533511e-05,0.507420532604,1.27888893064e-56,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
2314,F2-iter2,S1,unite-97-rep-set,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.981566820276,0.731958762887,0.838582677165,0.294053129194,2.70039616258e-07,0.49906190438,5.51545492951e-20,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
2450,B2-iter1,S1,gg_13_8_otus,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.992526158445,0.785798816568,0.87714663144,0.148986306878,1.29095540666e-05,0.524545493469,2.89882776202e-61,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
2586,F1-iter4,S1,unite-97-rep-set,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.96875,0.743150684932,0.841085271318,0.284177602208,5.83194976145e-07,0.523384606861,1.98510878503e-22,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
3,F1-iter2,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.932806324111,0.828070175439,0.877323420074,0.212911059156,0.000193401579499,0.39680584682,7.87103154382e-13,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
139,B1-iter0,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.979343863913,0.956109134045,0.967587034814,0.0611762597862,0.0729552674648,0.261776807866,6.08909504313e-15,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
275,B1-iter3,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.973525872443,0.957396449704,0.965393794749,0.0624165594543,0.0662118201628,0.242704271531,4.33476847366e-13,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
411,F2-iter4,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.923664122137,0.867383512545,0.894639556377,0.188150455742,0.00107912194021,0.350992389647,4.27720558073e-10,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
547,B2-iter2,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.958536585366,0.926886792453,0.942446043165,0.0789779260952,0.0189830568272,0.294707339057,3.91905880398e-19,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
683,B1-iter4,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.972520908005,0.963313609467,0.967895362663,0.0543877489361,0.109323921762,0.230834049703,5.81227501573e-12,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
819,F1-iter1,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.942528735632,0.836734693878,0.886486486486,0.210431474223,0.00019465067544,0.395757403158,4.98412136404e-13,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
955,B1-iter2,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.971698113208,0.954808806489,0.963179427236,0.0591286810634,0.0783977321562,0.236138383258,1.04939148604e-12,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1091,F2-iter0,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.940298507463,0.84,0.887323943662,0.186475934881,0.000865356449342,0.386849518338,1.01096555311e-12,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1227,F2-iter3,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.93023255814,0.842105263158,0.883977900552,0.200108711025,0.00045766386166,0.401269816995,3.77138118837e-13,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1363,F2-iter1,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.922222222222,0.873684210526,0.897297297297,0.181649200176,0.00141708738124,0.366536894793,3.65937528992e-11,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1499,B2-iter3,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.965936739659,0.930832356389,0.948059701493,0.0754505952226,0.0251226846035,0.280887602928,1.94531778365e-17,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1635,F1-iter3,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.961089494163,0.8606271777,0.908088235294,0.192756395903,0.000840004474551,0.401846891786,5.93568940624e-13,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1771,B1-iter1,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.97619047619,0.968122786305,0.972139893302,0.0525001595438,0.122420013096,0.205278366977,1.05566613384e-09,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1907,F1-iter0,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.950943396226,0.871972318339,0.909747292419,0.187580448757,0.00105510874589,0.377828975824,1.10469025794e-11,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2043,B2-iter0,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.964114832536,0.941588785047,0.952718676123,0.0674676148131,0.0446776137911,0.248124924031,6.74839362788e-14,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2179,B2-iter4,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.964460784314,0.933570581257,0.948764315853,0.0731924913987,0.030683965349,0.26886737374,6.61815545654e-16,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
