,Dataset,SampleID,Reference,Method,Parameters,Precision,Recall,F-measure,Pearson r,Pearson p,Spearman r,Spearman p,best N alignments,confidence,coverage,e value,e-value,max accepts,min consensus fraction,similarity
1,F1-iter2,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,1.0,0.8461538461538461,0.9166666666666666,0.22202442216221713,0.2756665627501896,0.6190232326835814,0.0007474791636237602,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
137,B1-iter0,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,1.0,0.9496124031007752,0.9741550695825051,0.05022288137111985,0.4218078100650897,0.2871090434525786,2.754284219047132e-06,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
273,B1-iter3,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.995850622406639,0.9302325581395349,0.9619238476953909,0.06127654391681231,0.32594910970917634,0.30414002410693125,6.047347005333629e-07,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
409,F2-iter4,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,1.0,0.7931034482758621,0.8846153846153846,0.24710752021374358,0.19624242298019787,0.6696513011554436,7.097173374465746e-05,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
545,B2-iter2,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,1.0,0.8260869565217391,0.9047619047619047,0.10157236452275288,0.10701025347697235,0.4865544906672911,1.9271083745577254e-16,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
681,B1-iter4,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.9960159362549801,0.9541984732824428,0.9746588693957116,0.047320163039651954,0.4447618163418152,0.2897823061131197,1.7525008883532597e-06,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
817,F1-iter1,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,1.0,0.75,0.8571428571428571,0.28028841594842624,0.1485504681890524,0.7155253981205985,1.8690201417412292e-05,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
953,B1-iter2,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.9958847736625515,0.937984496124031,0.9660678642714571,0.055335475075430685,0.3751260646000426,0.2812851871660034,4.2628802742335775e-06,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1089,F2-iter0,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,1.0,0.8846153846153846,0.9387755102040816,0.1876683073919354,0.3585897631833558,0.5077953051811507,0.008090797111751983,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1225,F2-iter3,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,1.0,0.7666666666666667,0.8679245283018869,0.27082352618588873,0.14774472500517938,0.6462566009764241,0.00011437268567960508,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1361,F2-iter1,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,1.0,0.8928571428571429,0.9433962264150945,0.17801819497613336,0.364774117404287,0.47263581686602574,0.011091782406422761,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1497,B2-iter3,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,1.0,0.8455598455598455,0.9163179916317992,0.09349303643349428,0.13344899970379615,0.4486013574982081,3.1516951925762655e-14,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1633,F1-iter3,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,1.0,0.75,0.8571428571428571,0.29181558948781633,0.13187276041571017,0.7017341387745865,3.1676327925966654e-05,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1769,B1-iter1,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,1.0,0.9420849420849421,0.970178926441352,0.055348271890105716,0.37501546971706845,0.2984984891291002,9.949254954187683e-07,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1905,F1-iter0,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,1.0,0.7,0.8235294117647058,0.3076597051448788,0.09814534331961611,0.7977240352174657,1.3002866289263646e-07,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
2041,B2-iter0,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.9954954954954955,0.8277153558052435,0.9038854805725972,0.09754955468309699,0.11109454693253751,0.49485582495873537,5.8304213792160775e-18,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
2177,B2-iter4,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.9952153110047847,0.8387096774193549,0.9102844638949672,0.09730630119711764,0.12567606027013642,0.48163281419259535,7.261630940779136e-16,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
2313,F2-iter2,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,1.0,0.8214285714285714,0.9019607843137255,0.22865015394899402,0.241870373164875,0.5779181463744401,0.0012784941538373986,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
2449,B2-iter1,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.9953271028037384,0.8452380952380952,0.9141630901287554,0.09545103474430763,0.1299795361652802,0.5016356661842569,1.5751242728383088e-17,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
2585,F1-iter4,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:partial-ref,0.92,0.7931034482758621,0.851851851851852,0.23163247413395943,0.2099100424976293,0.484603842921096,0.005731655596085302,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
2,F1-iter2,S1,unite-97-rep-set,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,1.0,0.8461538461538461,0.9166666666666666,0.22202442216221713,0.2756665627501896,0.6190232326835814,0.0007474791636237602,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
138,B1-iter0,S1,gg_13_8_otus,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,1.0,0.9341085271317829,0.965931863727455,0.05804717473512369,0.3530800762433941,0.34156600216201394,1.8026098755252884e-08,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
274,B1-iter3,S1,gg_13_8_otus,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,1.0,0.937984496124031,0.9680000000000001,0.05775819280492862,0.35548596319441683,0.2912946622286291,1.937961266867762e-06,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
410,F2-iter4,S1,unite-97-rep-set,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,1.0,0.7931034482758621,0.8846153846153846,0.24710752021374358,0.19624242298019787,0.6696513011554436,7.097173374465746e-05,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
546,B2-iter2,S1,gg_13_8_otus,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,1.0,0.8142292490118577,0.8976034858387799,0.10586733690605118,0.09289710361962018,0.5097513479099965,3.885458974683367e-18,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
682,B1-iter4,S1,gg_13_8_otus,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.9917355371900827,0.916030534351145,0.9523809523809524,0.06469112887788003,0.2949999474757805,0.36000104181824694,1.6934426954913563e-09,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
818,F1-iter1,S1,unite-97-rep-set,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,1.0,0.8571428571428571,0.923076923076923,0.2018531071028681,0.3029815694763198,0.6008190225827067,0.0007226539066157828,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
954,B1-iter2,S1,gg_13_8_otus,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.9956521739130435,0.8875968992248062,0.9385245901639344,0.07675433946863984,0.2182906380461847,0.4011542987096346,1.9647653444042328e-11,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
1090,F2-iter0,S1,unite-97-rep-set,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,1.0,0.8846153846153846,0.9387755102040816,0.1876683073919354,0.3585897631833558,0.5077953051811507,0.008090797111751983,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
1226,F2-iter3,S1,unite-97-rep-set,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,1.0,0.8666666666666667,0.9285714285714286,0.1946422085223333,0.3026821067484681,0.5246503599288248,0.002916298409062514,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
1362,F2-iter1,S1,unite-97-rep-set,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,1.0,0.9285714285714286,0.962962962962963,0.1431779576675609,0.4673224593121712,0.4128125496922689,0.029018757827329017,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
1498,B2-iter3,S1,gg_13_8_otus,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,1.0,0.8262548262548263,0.9048625792811839,0.10047008478224857,0.10670621363141201,0.4957641676260491,1.7972808883297958e-17,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
1634,F1-iter3,S1,unite-97-rep-set,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,1.0,0.8214285714285714,0.9019607843137255,0.23687866997506093,0.22487669474925484,0.6254398380475041,0.00037229102303124566,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
1770,B1-iter1,S1,gg_13_8_otus,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,1.0,0.9459459459459459,0.9722222222222222,0.05279047569153304,0.39751760352203436,0.2507880531991034,4.465891963324057e-05,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
1906,F1-iter0,S1,unite-97-rep-set,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,1.0,0.8,0.888888888888889,0.23555547525141593,0.21017256289718242,0.652791209833867,9.231008693082696e-05,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
2042,B2-iter0,S1,gg_13_8_otus,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,1.0,0.8239700374531835,0.9034907597535934,0.09930157426826941,0.10544894906095728,0.5155358836159903,1.5683877667294614e-19,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
2178,B2-iter4,S1,gg_13_8_otus,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.9952153110047847,0.8387096774193549,0.9102844638949672,0.09686252775842627,0.12741864062900585,0.4595388644621732,2.0586720285500545e-14,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
2314,F2-iter2,S1,unite-97-rep-set,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,1.0,0.8214285714285714,0.9019607843137255,0.22865015394899402,0.241870373164875,0.5779181463744401,0.0012784941538373986,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
2450,B2-iter1,S1,gg_13_8_otus,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.9907407407407407,0.8492063492063492,0.9145299145299146,0.09347652688062134,0.137364503989728,0.47975737607484564,5.014136202128601e-16,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
2586,F1-iter4,S1,unite-97-rep-set,sortmerna,0.76:0.8:3:0.9:1.0:partial-ref,0.96,0.8275862068965517,0.888888888888889,0.2161044878650053,0.2513921695056886,0.4916717110314273,0.005789994903618046,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
3,F1-iter2,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,1.0,0.8846153846153846,0.9387755102040816,0.18869250263389273,0.3559249498146161,0.554438752580718,0.003289970841009052,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
139,B1-iter0,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.9960629921259843,0.9806201550387597,0.98828125,0.030675246764648303,0.6231441658645235,0.18553146631020978,0.002722299468314695,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
275,B1-iter3,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.996031746031746,0.9728682170542635,0.9843137254901961,0.037557925914051236,0.5473563423320322,0.19740658376234355,0.0014076849914123498,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
411,F2-iter4,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,1.0,0.896551724137931,0.9454545454545454,0.1647456524156349,0.39309657609488224,0.46915759783466315,0.010245719238637924,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
547,B2-iter2,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.9838709677419355,0.9644268774703557,0.9740518962075848,0.04209102378232093,0.5017244605068618,0.20980367086549864,0.0007123989800136294,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
683,B1-iter4,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.9770114942528736,0.9732824427480916,0.9751434034416827,0.03515615141330738,0.5666324949300923,0.21496735915200002,0.0003937426931307317,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
819,F1-iter1,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.9615384615384616,0.8928571428571429,0.9259259259259259,0.16479886877447897,0.3929416156401463,0.4876794750733065,0.007284625583788489,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
955,B1-iter2,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.9844357976653697,0.9806201550387597,0.9825242718446603,0.030131357522905154,0.6273239393696128,0.16743873555957292,0.006598067001445154,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1091,F2-iter0,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,1.0,0.9230769230769231,0.9600000000000001,0.15000426408616424,0.4645279834376732,0.40588345532966086,0.03965393040189374,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1227,F2-iter3,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,1.0,0.9,0.9473684210526316,0.16541406990402893,0.3823620330036812,0.44586707051509267,0.0135320302544016,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1363,F2-iter1,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,1.0,0.9285714285714286,0.962962962962963,0.1431779576675609,0.4673224593121712,0.4128125496922689,0.029018757827329017,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1499,B2-iter3,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.988,0.9536679536679536,0.9705304518664047,0.04810105670362114,0.43815666292836997,0.2620958297910221,1.727592122941246e-05,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1635,F1-iter3,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,1.0,0.8928571428571429,0.9433962264150945,0.17566864022269044,0.3712403357156354,0.4446023594571832,0.017765402414253978,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1771,B1-iter1,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.9884169884169884,0.9884169884169884,0.9884169884169884,0.023736012075864246,0.7021515260559628,0.11140769402145476,0.0718169281204254,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1907,F1-iter0,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,1.0,0.9,0.9473684210526316,0.15742131287808775,0.40609060299073807,0.46420708254852755,0.00976304049218967,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
