#NodeID	NodeType	Abundance	mock	k	p	c	o	f	g
76	otu	0.00108588686416	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Neonectria
77	otu	0.0625	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Debaryomyces
78	otu	0.87797346364	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Dipodascaceae	Other
79	otu	0.653873562049	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	Other	Other
80	otu	0.000542943432081	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Issatchenkia
81	otu	0.0	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Nectria
82	otu	0.0	Mock.1	k__Fungi	p__Ascomycota	c__unidentified	o__unidentified	f__unidentified	g__unidentified
83	otu	1.89724159286	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Kluyveromyces
84	otu	0.0625	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Zygosaccharomyces
85	otu	0.00013573585802	Mock.1	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Sporidiobolales	f__Incertae_sedis	g__Sporobolomyces
86	otu	1.37157054871	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia
87	otu	0.217516712478	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Dipodascaceae	g__Galactomyces
88	otu	0.779632834504	Mock.1	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Penicillium
89	otu	0.0625	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium
90	otu	0.0	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	Other	Other	Other
91	otu	0.00210390579931	Mock.1	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__unidentified	f__unidentified	g__unidentified
92	otu	0.0320336624928	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Zygosaccharomyces
93	otu	0.572194509485	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Debaryomyces
94	otu	0.000203603787031	Mock.1	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Penicillium
95	otu	0.00658318911398	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	Other
96	otu	1.64993722216	Mock.1	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified
97	otu	0.000407207574061	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Dipodascaceae	g__Geotrichum
98	otu	0.00142522650922	Mock.1	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Aspergillus
99	otu	0.00403814177611	Mock.1	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Aspergillus
100	otu	3.60043605145	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Dipodascaceae	g__Galactomyces
101	otu	0.141708235773	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	Other
102	otu	0.00410600970512	Mock.1	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	Other
103	otu	0.00892463266483	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	Other
104	otu	0.435881774068	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Dipodascaceae	g__Galactomyces
105	otu	4.48406164105	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Incertae_sedis	g__Candida
106	otu	0.000678679290102	Mock.1	k__Fungi	p__Microspora	c__Microsporea	o__Microsporida	f__Incertae_sedis	g__Microsporidium
107	otu	0.000678679290102	Mock.1	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Tremellaceae	g__Bullera
108	otu	0.000237537751536	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium
109	otu	6.78679290102e-05	Mock.1	k__Fungi	p__Basidiomycota	c__Pucciniomycetes	o__Pucciniales	f__Pucciniaceae	g__Puccinia
110	otu	0.0142522650921	Mock.1	NO_HIT	Other	Other	Other	Other	Other
111	otu	0.00346126437952	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia
112	otu	0.000542943432082	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	g__Scopulariopsis
113	otu	0.00756727408464	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	Other	Other
114	otu	0.00407207574061	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__unidentified	g__unidentified
115	otu	0.000101801893515	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium
116	otu	0.314805388715	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Issatchenkia
117	otu	0.59241915233	Mock.1	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified
118	otu	0.00027147171604	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	Other	Other	Other
119	otu	0.00251111337338	Mock.1	k__Fungi	p__Basidiomycota	Other	Other	Other	Other
120	otu	0.0625	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Incertae_sedis	g__Candida
121	otu	0.344701211442	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia
122	otu	0.702806338864	Mock.1	k__Fungi	p__Ascomycota	c__unidentified	o__unidentified	f__unidentified	g__unidentified
123	otu	0.0	Mock.1	k__Fungi	p__Zygomycota	c__Incertae_sedis	Other	Other	Other
124	otu	0.108215412806	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	Other
125	otu	0.0	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Nectria
126	otu	6.78679290102e-05	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Incertae_sedis	g__Candida
127	otu	1.67793274288	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Issatchenkia
128	otu	0.0	Mock.1	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Gigasporaceae	g__Gigaspora
129	otu	0.0	Mock.1	k__Fungi	p__Zygomycota	c__Incertae_sedis	o__Entomophthorales	f__Entomophthoraceae	g__Pandora
130	otu	6.78679290102e-05	Mock.1	k__Fungi	p__Basidiomycota	c__Pucciniomycetes	o__Pucciniales	Other	Other
131	otu	0.141504631986	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	g__Microascus
132	otu	2.2841290848	Mock.1	k__Fungi	Other	Other	Other	Other	Other
133	otu	0.1875	Mock.1	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Penicillium
134	otu	0.824289931792	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Dipodascaceae	g__Dipodascus
135	otu	0.00101801893515	Mock.1	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Neosartorya
136	otu	0.0625	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	g__Scopulariopsis
137	otu	0.00118768875768	Mock.1	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Penicillium
138	otu	0.00478468899521	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia
139	otu	1.1387220469	Mock.1	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Penicillium
140	otu	1.52282059113	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Dipodascaceae	g__Galactomyces
141	otu	0.000237537751536	Mock.1	k__Fungi	p__Ascomycota	c__Eurotiomycetes	Other	Other	Other
142	otu	0.548983677764	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Zygosaccharomyces
143	otu	0.500492042485	Mock.1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Debaryomyces
144	otu	6.78679290102e-05	Mock.1	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium
145	otu	0.128881197191	Mock.1	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified
146	otu	1.79948420374	Mock.1	k__Fungi	p__Ascomycota	Other	Other	Other	Other
147	otu	0.00563269583443	Mock.3	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Nectria
148	otu	0.0172910662824	Mock.3	k__Fungi	p__Ascomycota	c__unidentified	o__unidentified	f__unidentified	g__unidentified
149	otu	0.000916950484674	Mock.3	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Neonectria
150	otu	0.0625	Mock.3	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Debaryomyces
151	otu	0.809143306262	Mock.3	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Dipodascaceae	Other
152	otu	0.579119727535	Mock.3	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	Other	Other
153	otu	0.0	Mock.3	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Issatchenkia
154	otu	0.000196489389573	Mock.3	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Nectria
155	otu	6.5496463191e-05	Mock.3	k__Fungi	p__Ascomycota	c__unidentified	o__unidentified	f__unidentified	g__unidentified
156	otu	1.38841040084	Mock.3	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Kluyveromyces
157	otu	0.0625	Mock.3	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Zygosaccharomyces
158	otu	0.0	Mock.3	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Sporidiobolales	f__Incertae_sedis	g__Sporobolomyces
159	otu	1.26462208541	Mock.3	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia
160	otu	0.244170814776	Mock.3	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Dipodascaceae	g__Galactomyces
161	otu	0.714435420487	Mock.3	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Penicillium
162	otu	0.0625	Mock.3	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium
163	otu	6.5496463191e-05	Mock.3	k__Fungi	p__Ascomycota	c__Saccharomycetes	Other	Other	Other
164	otu	0.000589468168719	Mock.3	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__unidentified	f__unidentified	g__unidentified
165	otu	0.0227927691904	Mock.3	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Zygosaccharomyces
166	otu	0.481857479696	Mock.3	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Debaryomyces
167	otu	0.0	Mock.3	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Penicillium
168	otu	0.00458475242337	Mock.3	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	Other
169	otu	1.73749017553	Mock.3	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified
170	otu	0.000392978779146	Mock.3	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Dipodascaceae	g__Geotrichum
171	otu	0.00157191511658	Mock.3	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Aspergillus
172	otu	0.00445375949699	Mock.3	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Aspergillus
173	otu	3.64848048205	Mock.3	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Dipodascaceae	g__Galactomyces
174	otu	0.107414199633	Mock.3	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	Other
175	otu	0.00445375949699	Mock.3	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	Other
176	otu	0.00851454021483	Mock.3	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	Other
177	otu	0.465483363898	Mock.3	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Dipodascaceae	g__Galactomyces
178	otu	4.76547353943	Mock.3	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Incertae_sedis	g__Candida
179	otu	0.000261985852764	Mock.3	k__Fungi	p__Microspora	c__Microsporea	o__Microsporida	f__Incertae_sedis	g__Microsporidium
180	otu	0.000523971705528	Mock.3	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Tremellaceae	g__Bullera
181	otu	0.000392978779146	Mock.3	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium
182	otu	0.000130992926382	Mock.3	k__Fungi	p__Basidiomycota	c__Pucciniomycetes	o__Pucciniales	f__Pucciniaceae	g__Puccinia
183	otu	0.0108069164265	Mock.3	NO_HIT	Other	Other	Other	Other	Other
184	otu	0.00275085145402	Mock.3	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia
185	otu	0.0	Mock.3	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	g__Scopulariopsis
186	otu	0.00733560387739	Mock.3	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	Other	Other
187	otu	0.00471574534975	Mock.3	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__unidentified	g__unidentified
188	otu	0.0	Mock.3	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium
189	otu	0.365535761067	Mock.3	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Issatchenkia
190	otu	0.544668587896	Mock.3	k__Fungi	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified
191	otu	0.000458475242337	Mock.3	k__Fungi	p__Ascomycota	c__Sordariomycetes	Other	Other	Other
192	otu	0.00189939743254	Mock.3	k__Fungi	p__Basidiomycota	Other	Other	Other	Other
193	otu	0.0625	Mock.3	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Incertae_sedis	g__Candida
194	otu	0.390620906471	Mock.3	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia
195	otu	0.927757401102	Mock.3	k__Fungi	p__Ascomycota	c__unidentified	o__unidentified	f__unidentified	g__unidentified
196	otu	0.0	Mock.3	k__Fungi	p__Zygomycota	c__Incertae_sedis	Other	Other	Other
197	otu	0.125098244695	Mock.3	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	Other
198	otu	0.000130992926382	Mock.3	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Nectria
199	otu	0.0	Mock.3	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Incertae_sedis	g__Candida
200	otu	1.94832329054	Mock.3	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Issatchenkia
