#Taxon	pc0	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10	pc11	pc12	pc13	pc14	pc15	pc16	pc17	pc18	pc19	pc20	pc21	pc22	pc23	pc24	pc25	pc26	pc27	pc28	pc29	pc30
Even3;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea	-0.0613532494684	-0.00724478798886	-0.0118551534428	-0.00531963030948	0.0025293701603	-0.000144490418467	-0.000389036867166	0.000788385240291	-0.000180232572511	9.43520287276e-06	-0.000373801360053	9.02543482602e-05	-0.000106031136758	-8.32003515954e-06	-1.45980814858e-05	5.21917739225e-05	-3.9253774335e-05	2.08535064114e-05	-4.3249503538e-06	1.25566105359e-05	2.72065372539e-06	-4.25987774327e-06	-1.81765159376e-06	2.04441991665e-07	5.25855309144e-07	-6.35828168521e-09	-1.20363826372e-09	-1.09213568991e-09	1.71852376344e-10	3.13981369468e-10	1.55115795333e-10
Even3;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	-0.0540706461716	-0.0213372840395	0.0351312402322	0.000909548487793	-0.00238716935449	0.000957648633118	-0.000387963674898	-0.000185062972173	0.000395583974309	0.000120696107544	0.000156271150134	0.000101528005274	0.000102914179925	5.06387024978e-05	6.09008515367e-05	-8.99902611162e-06	1.39696997699e-05	-6.36294255826e-06	3.56883060797e-06	4.59375222506e-06	3.08550237511e-06	5.21505703002e-07	-7.39021648881e-07	-7.38930748999e-07	1.03904774304e-07	5.46842386434e-08	-5.31949256784e-10	-1.09213568991e-09	1.71852376344e-10	3.13981369468e-10	1.55115795333e-10
Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea	-0.0614325423417	-0.00992907331763	-0.0112118593875	-0.00600747017554	0.00291545506882	-0.000160417745018	-0.000278169949046	0.000870978830678	-0.000347197961201	4.41967337928e-05	-0.00048503240218	6.40731513568e-05	-0.000130185388088	-2.36825790257e-05	-3.0827688511e-05	5.52438136382e-05	-4.36283375229e-05	2.13540145548e-05	-7.26248119647e-06	9.92296035816e-06	2.8053536371e-06	-5.90294105953e-06	-2.30809022241e-06	2.51081749917e-07	4.4072258364e-07	-8.69450111292e-08	-2.07726296937e-09	-1.09213568991e-09	1.71852376344e-10	3.13981369469e-10	1.55115795333e-10
Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	-0.0568708801551	-0.0202893545378	0.0379021635755	0.00119907631981	-0.00130801719099	0.000899752423783	-0.000314193294529	3.27261857214e-05	0.000342160037869	0.000227747000691	0.000221570170287	0.000115868533345	8.05506198806e-05	6.33099400889e-05	7.8855725641e-05	-1.82380660075e-05	9.91685847754e-06	-4.99219433938e-06	2.83515718159e-06	7.69847830198e-06	5.58878636394e-06	8.88787277476e-07	-1.03891812405e-06	-8.68074741679e-07	3.79274509789e-07	1.96522365866e-07	-3.74739254523e-11	-1.09213568991e-09	1.71852376344e-10	3.13981369468e-10	1.55115795333e-10
Even2;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea	-0.0610080659885	-0.0095469992978	-0.0108736952522	-0.00569688089022	0.00272102529922	-0.000142483624529	-0.000262737964678	0.000871398359166	-0.000314159674798	2.45998311204e-05	-0.000467479846748	3.562724158e-05	-0.000127613965472	-1.93521273233e-05	-3.02036999766e-05	4.76486603929e-05	-4.39870488736e-05	2.03652529449e-05	-5.97917087234e-06	8.29244009706e-06	2.8523995612e-06	-5.9049677012e-06	-2.03364446862e-06	3.3639673354e-07	5.41817266632e-07	-5.12310690427e-08	-1.75175038591e-09	-1.09213568991e-09	1.71852376344e-10	3.13981369468e-10	1.55115795333e-10
Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;Other	0.156404715747	-0.0271290128769	-0.022030807226	0.00579338234611	-0.00505763541477	-0.00087904412514	-0.000287393699778	-0.000976181287451	0.000795956092656	-0.000174258059783	0.000907103700877	0.000355028791716	0.000197705987927	0.0001364108236	0.000159981726085	-0.000128611496948	8.56555017998e-06	1.98270206182e-05	2.34881367879e-05	1.87005385001e-05	-8.95915463238e-07	1.87839312953e-05	4.62304132103e-07	1.43768848721e-06	2.86327133147e-06	1.93751773106e-06	1.25117168886e-08	-1.0921356899e-09	1.71852376345e-10	3.13981369467e-10	1.55115795332e-10
Even3;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;Other	0.170509799722	-0.0229597529022	-0.0202707775414	0.00500647612823	-0.00507119844163	-0.000775667570764	-8.23828136105e-05	-0.000915623094841	0.000521820337969	-0.000158820271965	0.000816504906956	0.000316245087596	0.00016663480403	9.72316549828e-05	0.000135685592792	-0.000138075623965	1.65409051735e-05	1.96866145036e-05	1.71932804383e-05	1.32415516567e-05	9.9249237413e-07	1.51169140005e-05	4.61285642343e-07	1.02860246216e-06	2.45233705914e-06	1.68075747777e-06	1.04584877541e-08	-1.09213568991e-09	1.71852376345e-10	3.13981369467e-10	1.55115795332e-10
Even2;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;Other	0.150653752182	-0.0282805806661	-0.0224009336773	0.0056605468641	-0.00458254748492	-0.000958347158168	-0.000430945781628	-0.000941565120945	0.000837612501329	-0.000180636077835	0.000956707030725	0.000406861526018	0.000221148579888	0.000135027471234	0.000182098758212	-0.000131700817343	2.34147095255e-05	1.96638791526e-05	2.06483081785e-05	1.89253873016e-05	-1.22123588639e-06	1.85979909111e-05	3.46157819048e-07	9.39064468134e-07	2.50540949365e-06	1.82434470884e-06	1.18432421793e-08	-1.0921356899e-09	1.71852376345e-10	3.13981369467e-10	1.55115795332e-10
Even3;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus]	-0.049922596183	-0.00272011371852	-0.0170987449584	-0.00134703870799	-0.00112588056459	-5.60806079666e-05	0.00024996581034	-5.1881954585e-05	-4.38857651389e-05	5.18139700431e-05	7.14624458167e-05	-1.10636769999e-05	5.83746461165e-05	1.31468809946e-05	1.76594516931e-05	-2.77130168152e-05	3.80357125101e-06	1.51949259983e-06	7.26848005704e-06	2.59583275422e-06	-4.65208712258e-06	-1.14076938762e-06	-9.23960647106e-07	-3.77003727195e-07	-2.5281122724e-07	-6.61898218451e-08	-9.77611763532e-10	-1.09213568991e-09	1.71852376344e-10	3.13981369468e-10	1.55115795333e-10
Even2;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Anaerococcus	-0.0249163077457	0.00247955528771	-0.0159617949524	-0.00177765069425	-0.000284173885975	0.00257778725737	0.000353127995791	-9.93711861127e-06	-2.81546609813e-06	7.15863088121e-05	6.8823202664e-05	-3.26456866153e-05	4.17613348029e-05	-4.70603799724e-05	-4.7352539146e-05	-4.46481794939e-05	3.21028374245e-05	1.92768158485e-05	1.73879200553e-06	3.25854970085e-06	-3.13376817674e-06	1.26085588085e-06	-1.47809800761e-06	-1.50575504219e-07	1.42451957112e-07	3.21087108765e-07	7.81556367346e-10	-1.09213568991e-09	1.71852376344e-10	3.13981369468e-10	1.55115795333e-10
Even3;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	-0.0440050469653	-0.00668834009639	-0.0116127457627	0.00110554279565	-0.00186750196017	0.000155206452429	0.000560312005793	-8.08450845562e-05	-3.86274292223e-05	-0.000115968510389	0.000110481408421	-4.77153048896e-05	8.35670571398e-06	-3.47428827933e-05	-1.1264509291e-05	-9.01496019011e-06	5.58973860725e-06	2.87427032818e-06	-3.62949546905e-07	1.38198090112e-06	-6.94404896187e-07	-2.9801007352e-07	-2.21538061886e-07	-1.83008596154e-08	4.88740477377e-08	7.23715158505e-08	-7.0729471562e-12	-1.09213568991e-09	1.71852376344e-10	3.13981369468e-10	1.55115795333e-10
Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__	-0.127640644319	0.111301797042	0.00385032702062	-0.00351612300546	-0.000772038751743	3.44494779893e-05	0.00153250706259	0.000313755489381	-0.00105636831773	-0.000120628341066	-0.00046463913572	-0.000420593883792	-0.000284842398566	-0.000223892731918	-0.000149598059448	5.6921122695e-05	1.87872635796e-05	-2.3942170423e-05	-3.64126258343e-05	-1.51831336304e-05	8.625847246e-06	-1.50778706479e-05	7.16884802614e-06	-7.09017777001e-07	-1.86732544645e-06	-1.33924801142e-06	-6.27950032846e-09	-1.09213568992e-09	1.71852376344e-10	3.13981369469e-10	1.55115795333e-10
Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus]	-0.0497290118286	-0.00361076903378	-0.0171811338995	-0.00148607027743	-0.00106544217074	-6.21115469112e-05	0.000210356220196	-4.52491054939e-05	-5.17476120179e-05	6.05876877024e-05	6.42257062615e-05	-7.69944117547e-06	6.07072129932e-05	1.85311341206e-05	1.79626535146e-05	-2.97619237061e-05	4.82632025936e-06	3.34901101091e-06	7.61675744412e-06	3.15751623347e-06	-5.28597838762e-06	-1.44242867457e-06	-1.02175793061e-06	-3.9599986666e-07	-2.74602569283e-07	-7.90670997746e-08	-1.03426109021e-09	-1.09213568991e-09	1.71852376344e-10	3.13981369468e-10	1.55115795333e-10
Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Anaerococcus	-0.0249349606475	0.00213094566264	-0.0159884949945	-0.00182967644082	-0.000250455259994	0.00256786298947	0.000343777368748	-3.27988219844e-06	-1.56354851896e-05	7.56660645835e-05	6.59891831634e-05	-3.24771565355e-05	4.25318849566e-05	-4.4776265588e-05	-4.54801632778e-05	-4.48119800715e-05	3.25059868258e-05	2.26348605927e-05	8.42768084329e-07	3.48104606879e-06	-3.58490410422e-06	1.23910636739e-06	-1.4323400156e-06	-1.99499543006e-07	1.29479494927e-07	3.22899547876e-07	8.60936847587e-10	-1.09213568991e-09	1.71852376344e-10	3.13981369468e-10	1.55115795333e-10
Even2;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	-0.0116269766079	0.000384882969787	-0.00737560180539	-0.00082771116527	-0.000431252712603	-0.000112406109576	0.000138354363245	-9.56863972625e-06	-9.73386619444e-05	-3.47748131106e-05	5.19471421032e-06	3.16703659656e-05	9.39267724278e-07	-2.00649053515e-06	8.94402026389e-06	-1.11239867096e-05	-3.05571344824e-07	1.08095927453e-06	4.59015476782e-07	1.74131806057e-06	-1.33944780871e-07	2.97526826835e-07	-2.90431825857e-07	-7.78660726996e-09	1.24671312118e-07	9.18641940852e-08	1.53878502949e-10	-1.09213568991e-09	1.71852376344e-10	3.13981369468e-10	1.55115795333e-10
Even2;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	-0.044015949627	-0.00725861173513	-0.010328563374	0.00137013693817	-0.00179264241734	0.000161691704316	0.000540128479296	-8.73232455622e-05	-2.38997489342e-05	-0.000109199590802	0.000111513479551	-5.24491859737e-05	1.09056273452e-05	-3.43987553407e-05	-1.2765842719e-05	-6.94542359718e-06	6.23838973989e-06	1.95989182055e-06	-2.4362718564e-07	1.01714704268e-06	-6.78088619299e-07	-2.14684262292e-07	-7.7093811834e-08	-7.80866403333e-08	-3.24202287802e-08	3.46971480898e-08	-1.41694830824e-10	-1.09213568991e-09	1.71852376344e-10	3.13981369468e-10	1.55115795333e-10
Even2;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__	-0.127650969637	0.109932139652	0.00390956661094	-0.00388587762651	-0.00063580191258	3.22223779865e-05	0.00157711795012	0.000338058236733	-0.00117986671569	-7.68590345705e-05	-0.000563016481058	-0.000432594672795	-0.000322835095635	-0.000225125138185	-0.000181473028066	6.97835376628e-05	9.25710852557e-07	-2.55254166098e-05	-3.27095602666e-05	-1.41334308355e-05	1.03424676982e-05	-1.63993910348e-05	5.97255035065e-06	-5.72997758897e-07	-1.91269229799e-06	-1.45920846002e-06	-7.94381114218e-09	-1.09213568992e-09	1.71852376344e-10	3.13981369469e-10	1.55115795334e-10
Even3;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__	-0.127736231843	0.111410896474	0.00395002085401	-0.00361615585303	-0.000903484584975	5.06042149752e-05	0.00151262957732	0.000306410466107	-0.00105107555611	-0.000124755928313	-0.000457653997851	-0.000410242449771	-0.00028269032991	-0.000219098577854	-0.000152863949652	5.64542547156e-05	1.69026821759e-05	-2.62825273036e-05	-3.30996615011e-05	-1.51661482839e-05	7.94307978703e-06	-1.34397470873e-05	7.03525201545e-06	-3.88566424186e-07	-1.71016845029e-06	-1.22987720952e-06	-5.57729605269e-09	-1.09213568991e-09	1.71852376344e-10	3.13981369469e-10	1.55115795333e-10
Even1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	-0.0436235206633	-0.00745440505971	-0.0102124062221	0.00154481471306	-0.00187041645384	0.000173459142124	0.000512905850218	-0.000116426566442	9.71839513304e-06	-0.000108087718985	0.000112320835908	-5.43906487123e-05	8.44472363397e-06	-2.87811881557e-05	-1.13552968062e-05	-4.59679801652e-06	6.96604156848e-06	2.25215282421e-06	-6.53029998633e-07	1.73559092204e-06	-2.81996686887e-07	9.11177860546e-08	1.31936837469e-07	-2.93111630268e-08	4.4791802089e-09	4.85229750685e-08	9.5276288474e-11	-1.09213568991e-09	1.71852376344e-10	3.13981369468e-10	1.55115795333e-10
Even3;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Anaerococcus	-0.0247399438372	0.0024086591433	-0.0159827795927	-0.00175897315578	-0.000290275527163	0.00258253189765	0.000356886964038	-4.45179250933e-06	-7.77272164114e-06	7.15740151073e-05	7.24702601552e-05	-3.61918944439e-05	4.38124823719e-05	-4.79940986626e-05	-4.77419713044e-05	-4.32482380647e-05	3.07581724863e-05	1.70192580805e-05	2.42106675245e-06	3.38919830401e-06	-2.9405990381e-06	1.20623116185e-06	-1.4172989133e-06	-1.08549650199e-07	1.47910960969e-07	3.10552440118e-07	7.47111835497e-10	-1.09213568991e-09	1.71852376344e-10	3.13981369468e-10	1.55115795333e-10
Even1;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	-0.0113619359974	0.000326447072628	-0.00693887828667	-0.000708939921882	-0.000470573323298	-0.000121306255133	0.000121654798968	-2.2544585194e-05	-7.88763172955e-05	-3.4617355085e-05	8.52859562904e-06	2.53701661074e-05	2.35300915987e-06	9.24639702772e-07	8.97720296958e-06	-9.03370409727e-06	-5.18368371625e-08	1.22852734691e-06	5.93547868061e-07	1.95488583003e-06	-1.36984502653e-07	8.94085089755e-08	-3.03941914032e-07	-3.09913657114e-08	9.68848785851e-08	6.73868471306e-08	1.30094699726e-11	-1.09213568991e-09	1.71852376344e-10	3.13981369468e-10	1.55115795333e-10
Even3;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	-0.0115699530983	0.000178875764247	-0.00650304381736	-0.00071571944671	-0.000365703597521	-0.00011124067812	0.000121705766033	-7.64168366473e-06	-8.95987056388e-05	-3.05369531057e-05	2.89707233699e-07	2.92459094641e-05	-2.64449853329e-07	-1.6883003374e-06	7.22935705017e-06	-1.03382296065e-05	-1.20542354639e-06	-3.54629339885e-07	1.25603203254e-06	1.31398025901e-06	-3.87191877927e-07	5.22195371146e-07	-1.89641895224e-07	1.24767429461e-07	1.66703764269e-07	1.07693788212e-07	3.51382259831e-10	-1.09213568991e-09	1.71852376344e-10	3.13981369468e-10	1.55115795333e-10
Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	-0.0137876103625	-0.0595391309789	0.00596897966321	-0.00395043268991	0.000110956910906	-0.00123167524714	-0.000589454589289	-0.000226152198153	-0.000251819494862	-0.000188582686341	-0.000285234205565	0.000264667065034	-2.39148854843e-05	8.29700242022e-05	7.43628625547e-05	-2.99894882421e-05	-6.71358387028e-06	-6.54224733784e-06	5.32589966934e-07	2.72479706976e-06	2.03521531453e-06	-2.64086363291e-07	-7.53189305163e-09	1.7248548573e-07	4.73389744495e-07	1.18221329742e-07	1.17331006134e-09	-1.09213568991e-09	1.71852376344e-10	3.13981369468e-10	1.55115795332e-10
Even2;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus]	-0.0499232237418	-0.00295892649446	-0.0170675144569	-0.00143834488509	-0.00115581279659	-5.00914480431e-05	0.000225497508785	-4.17808302249e-05	-6.2864493074e-05	4.77417249647e-05	7.0359101101e-05	-1.23012231418e-05	5.81316354442e-05	1.53368946659e-05	1.59663186497e-05	-3.18381896221e-05	6.03855614104e-06	6.29429514266e-07	8.49336474862e-06	3.1436774751e-06	-4.62879872256e-06	-1.33519125556e-06	-1.04664694178e-06	-3.81570929111e-07	-2.39227405645e-07	-6.22972799132e-08	-9.97891289336e-10	-1.09213568991e-09	1.71852376344e-10	3.13981369468e-10	1.55115795333e-10
Even3;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__	-0.145535338983	0.16765615819	0.0244695247754	-0.00334364115444	-0.0193154594618	0.00199008091073	-0.0011449299477	-0.00304775986636	0.00214941046016	-0.00100881657961	0.000397132145379	0.00012331014986	0.00013231222132	0.000124753684124	0.000120980924871	-1.40920062881e-05	8.46899706571e-05	-3.07411107752e-05	1.26364998348e-05	1.23905005362e-05	-2.7399482614e-06	1.2674955998e-05	-2.68897178398e-08	3.2884271914e-06	1.79935842701e-06	1.12114622642e-06	6.4390339961e-09	-1.09213568991e-09	1.71852376345e-10	3.13981369468e-10	1.55115795333e-10
Even3;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Proteus	-0.00686260856139	0.00236799917347	-0.00535278045155	-0.001047506189	1.92821695513e-05	-0.000100467953561	6.59268501236e-05	-8.53405827671e-05	-0.000103324952337	5.58331080811e-05	4.79525425368e-05	2.53745109909e-05	9.30546946188e-07	-1.48880232691e-05	4.47647709483e-07	3.62853414892e-07	9.26083466708e-06	9.3402880523e-07	1.10556000726e-06	-1.15769283269e-06	-8.43366819439e-07	6.1712744837e-08	-2.97006428668e-07	-2.33691121335e-07	-1.65183019214e-07	-3.03867382655e-08	-6.48229955899e-10	-1.09213568991e-09	1.71852376344e-10	3.13981369468e-10	1.55115795333e-10
Even2;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__	-0.146118711817	0.167699058006	0.0251079193391	-0.00411801949313	-0.0199418500431	0.00206843283881	-0.00121129309491	-0.00312786730204	0.0021575231863	-0.00103144306324	0.000369327188965	0.00014137256986	0.00014036565561	0.000131175240217	0.000124250117841	-1.26393955076e-05	8.76735537848e-05	-3.24250373663e-05	1.32328229406e-05	1.20849312412e-05	-3.40871669936e-06	1.33812506796e-05	7.35823256773e-08	3.33760304918e-06	1.9046690944e-06	1.19491704916e-06	7.05038076468e-09	-1.09213568991e-09	1.71852376345e-10	3.13981369468e-10	1.55115795333e-10
