Taxon	blast_100.0	blast_0.0001	blast_1e-06	blast_1.0	blast_1e-10	blast_1e-30	mothur_0.0	mothur_0.1	mothur_0.2	mothur_0.3	mothur_0.4	mothur_0.5	mothur_0.6	mothur_0.7	mothur_0.8	mothur_0.9	mothur_1.0	rdp_0.0	rdp_0.1	rdp_0.2	rdp_0.3	rdp_0.4	rdp_0.5	rdp_0.6	rdp_0.7	rdp_0.8	rdp_0.9	rdp_1.0	rtax_single	Expected
s__Candida_catenulata	0.157969017776	0.157969017776	0.157969017776	0.157969017776	0.157969017776	0.157969017776	0.157969017776	0.157969017776	0.157969017776	0.157969017776	0.157969017776	0.157901811217	0.157901811217	0.157868207937	0.157801001378	0.157733794818	0.157666588259	0.157969017776	0.157969017776	0.157969017776	0.157969017776	0.157969017776	0.157969017776	0.157969017776	0.157868207937	0.157868207937	0.157733794818	0	0.157969017776	0.0625	
s__Microsporidium_sp_JES2002G	0	0	0	0	0	0	0.000235222957761	0	0	0	0	0	0	0	0	0	0	0.000235222957761	0	0	0	0	0	0	0	0	0	0	0	0	
s__Bullera_sakaeratica	0	0	0	0	0	0	0.00010080983904	0	0	0	0	0	0	0	0	0	0	0.00010080983904	0	0	0	0	0	0	0	0	0	0	0	0	
s__Fusarium_sp_CBS_119875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000235222957761	0	
s__Puccinia_cerinthes_agropyrina	0	0	0	0	0	0	6.72065593602e-05	0	0	0	0	0	0	0	0	0	0	6.72065593602e-05	0	0	0	0	0	0	0	0	0	0	0	0	
NO_HIT	0.000672065593602	0.000672065593602	0.000672065593602	0.000672065593602	0.000672065593602	0.00789677072482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000705668873282	0	
Other	0	0	0	0	0	0	0	0	0	0	0.0010080983904	0.0010080983904	0.0010080983904	0	0	0	0	0	0	0	0	0.0010080983904	0.0010080983904	0.0010080983904	0	0	0	0	0	0	
s__Scopulariopsis_flava	0	0	0	0	0	0	3.36032796801e-05	3.36032796801e-05	3.36032796801e-05	3.36032796801e-05	3.36032796801e-05	3.36032796801e-05	3.36032796801e-05	0	0	0	0	3.36032796801e-05	3.36032796801e-05	3.36032796801e-05	3.36032796801e-05	3.36032796801e-05	3.36032796801e-05	3.36032796801e-05	3.36032796801e-05	0	0	0	3.36032796801e-05	0	
Other	0	0	0	0	0	0	0	0	0	0	0.00010080983904	0.00010080983904	0.00104170167008	0.00104170167008	0.000436842635841	0.000369636076481	0	0	0	0	0	6.72065593602e-05	0.000840081992002	0.000907288551363	0.00127692462784	0.00127692462784	0.000403239356161	0	0	0	
s__unculturedHypocreales	0.000504049195201	0.000504049195201	0.000504049195201	0.000504049195201	0.000504049195201	0.000504049195201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	6.72065593602e-05	6.72065593602e-05	0	0	0	0	0	0	0	0	0	6.72065593602e-05	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0	0	0	3.36032796801e-05	6.72065593602e-05	0.000201619678081	0.00010080983904	0.102120366948	0.102120366948	0	0	0	0	0	3.36032796801e-05	0.00010080983904	0.00010080983904	3.36032796801e-05	0	0.102120366948	0	0	0	
s__unculturedsoil_fungus	0.0913337141705	0.0913337141705	0.0913337141705	0.0913337141705	0.0913337141705	0.0913337141705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0913337141705	0	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013441311872	6.72065593602e-05	0	0	0	0	0	0	0	0	0	0	0.0001680163984	3.36032796801e-05	0	0	
Other	0	0	0	0	0	0	0	0.00010080983904	0.0001680163984	0.00013441311872	6.72065593602e-05	0	0	0	0	0	0	0	0.00010080983904	0.0001680163984	0.00010080983904	0.00013441311872	0	0	0	0	0	0	0	0	
s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	
s__Pichia_jadinii	0	0	0	0	0	0	0.0206660170033	0.0206660170033	0.0206660170033	0.0206660170033	0.0206660170033	0.0204307940455	0.0204307940455	0.0200947612487	0.0200947612487	0	0	0.0206660170033	0.0206660170033	0.0206660170033	0.0206660170033	0.0206660170033	0.0204307940455	0.0204307940455	0.0200947612487	0.0200947612487	0	0	0	0	
s__ascomycete_sp_VTT_D_041022	0	0	0	0	0	0	0.0873013206089	0.0872677173292	0.0870324943715	0	0.0872677173292	0.0872005107699	0	0	0	0	0	0.0873013206089	0.0872677173292	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0.00010080983904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0	0	3.36032796801e-05	3.36032796801e-05	3.36032796801e-05	0	0.0010080983904	0.00107530494976	0.00107530494976	0	0	0	3.36032796801e-05	3.36032796801e-05	3.36032796801e-05	3.36032796801e-05	0	0.00107530494976	0.103128465338	0	0	0	0	
s__Nectria_sp_FTJZZJ06	0	0	0	0	0	0	3.36032796801e-05	0	0	0	0	0	0	0	0	0	0	3.36032796801e-05	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	3.36032796801e-05	0	0	0	0	0	0	0	0	0	0	3.36032796801e-05	0	0	0	0	0	
s__Issatchenkia_sp_YS5	0	0	0	0	0	0	0.102321986626	0.102321986626	0.102321986626	0.102321986626	0.102321986626	0.102288383346	0.102120366948	0.102120366948	0	0	0	0.102321986626	0.102321986626	0.102321986626	0.102321986626	0.102321986626	0.102221176787	0.102120366948	0.102120366948	0	0	0	0	0	
s__Gigaspora_sp.	0	0	0	0	0	0	3.36032796801e-05	0	0	0	0	0	0	0	0	0	0	3.36032796801e-05	0	0	0	0	0	0	0	0	0	0	0	0	
s__Pandora_neoaphidis	0	0	0	0	0	0	0.00010080983904	0	0	0	0	0	0	0	0	0	0	0.00010080983904	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	6.72065593602e-05	0	0	0	0	0	0	0	0	0	0	6.72065593602e-05	0	0	0	0	0	0	0	0	0	0	0	
s__Scopulariopsis_brevicaulis	0	0	0	0	0	0	0.0114251150912	0.0114251150912	0.0114251150912	0.0114251150912	0.0114251150912	0	0	0	0	0	0	0.0114251150912	0.0114251150912	0.0114251150912	0.0114251150912	0.0114251150912	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0.000268826237441	0.000369636076481	0.000403239356161	0.000470445915521	0.000638462313922	0.0466077489163	0.0702980610908	0.137907859807	0.146107060049	0.830236231056	0	0.000369636076481	0.000369636076481	0.000436842635841	0.000403239356161	0.000604859034242	0.000873685271683	0.0471454013912	0.0712725562015	0.230753721563	0.769279881716	0.00141133774656	0	
s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1875	
s__Dipodascus_australiensis	0.0764138579925	0.0764138579925	0.0764138579925	0.0764138579925	0.0764138579925	0.0764138579925	0.012399610202	0.012399610202	0.012399610202	0.012399610202	0.012399610202	0.012399610202	0.012399610202	0.012399610202	0.012399610202	0.012399610202	0	0.012399610202	0.012399610202	0.012399610202	0.012399610202	0.012399610202	0.012399610202	0.012399610202	0.012399610202	0.012399610202	0.012399610202	0	0.136429315501	0	
s__Neosartorya_pseudofischeri	0.00010080983904	0.00010080983904	0.00010080983904	0.00010080983904	0.00010080983904	0.00010080983904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	
s__Penicillium_paneum	0	0	0	0	0	0	6.72065593602e-05	6.72065593602e-05	6.72065593602e-05	0	0	0	0	0	0	0	0	6.72065593602e-05	6.72065593602e-05	6.72065593602e-05	6.72065593602e-05	0	0	0	0	0	0	0	0	0	
s__Pichia_norvegensis	0	0	0	0	0	0	0.00104170167008	0.00104170167008	0.00104170167008	0.0010080983904	0	0	0	0	0	0	0	0.00104170167008	0.00104170167008	0.0010080983904	0.0010080983904	0	0	0	0	0	0	0	0	0	
s__Penicillium_concentricum	0.0645182969858	0.0645182969858	0.0645182969858	0.0645182969858	0.0645182969858	0.0645182969858	0.0645855035451	0.0645855035451	0.0645855035451	0.0645855035451	0.000571255754562	0.000571255754562	0.000235222957761	3.36032796801e-05	3.36032796801e-05	0	0	0.0645855035451	0.0645855035451	0.0645855035451	0.0645855035451	0.0645855035451	0.000571255754562	0.00013441311872	0.00013441311872	3.36032796801e-05	0	0	0.0640814543499	0	
s__Galactomyces_sp_3S_28C	0	0	0	0	0	0	0.0913337141705	0.0913337141705	0.0913337141705	0.0913337141705	0.0913337141705	0.0913001108908	0.0911993010518	0.0911993010518	0.0911993010518	0	0	0.0913337141705	0.0913337141705	0.0913337141705	0.0913337141705	0.0913337141705	0.0913001108908	0.0911993010518	0.0911993010518	0.0911993010518	0	0	0	0	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001680163984	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Zygosaccharomyces_pseudorouxii	0.0241271548103	0.0241271548103	0.0241271548103	0.0241271548103	0.0241271548103	0.0172720857556	0.0241271548103	0.0241271548103	0.0241271548103	0.0241271548103	0.0241271548103	0.0241271548103	0.0241271548103	0.0241271548103	0.0241271548103	0	0	0.0241271548103	0.0241271548103	0.0241271548103	0.0241271548103	0.0241271548103	0.0241271548103	0.0241271548103	0.0241271548103	0.0241271548103	0.00685506905474	0	0.00685506905474	0	
Other	0	0	0	0	0	0	0	0	3.36032796801e-05	0.0799758056386	0.0799758056386	0.0799758056386	0.0799758056386	0	0	0	0	0	0	0	0	0	0.0799758056386	0.0799758056386	0	0	0	0	0.0799758056386	0	
s__Fusarium_sp_LL_X4	0	0	0	0	0	0	6.72065593602e-05	0	0	0	0	0	0	0	0	0	0	6.72065593602e-05	0	0	0	0	0	0	0	0	0	0	0	0	
s__unculturedcompost_fungus	0.0010080983904	0.0010080983904	0.0010080983904	0.0010080983904	0.0010080983904	0.0010080983904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122988003629	0	
Other	0	0	0	0	0	0	0	3.36032796801e-05	0.000336032796801	0.0875701468463	0.000504049195201	0.000873685271683	0.0882422124399	0.0879397829228	0.0886790550758	0.125575456165	0.0115259249303	0	3.36032796801e-05	0.0873013206089	0.0874021304479	0.0877717665244	0.0878389730838	0.133875466246	0.11136126886	0.154575086528	0.128062098861	0.152054840552	0.0870324943715	0	
s__Nectria_cinnabarina	0	0	0	0	0	0	0.000678679290101	0.000678679290101	0.000678679290101	0.000644745325596	0	0	0	0	0	0	0	0.000678679290101	0.000678679290101	0.000678679290101	0.000542943432081	0	0	0	0	0	0	0	0	0	
s__Pezizomycotina_sp_11290	0.00013573585802	0.00013573585802	0.00013573585802	0.00013573585802	0.00013573585802	0	0.00108588686416	0.00108588686416	0.00105195289966	0.000848349112627	0.000814415148122	0.000610811361091	0.000610811361091	0.000610811361091	0.000610811361091	0.000610811361091	0	0.00108588686416	0.00108588686416	0.00108588686416	0.000950151006142	0.000678679290101	0.000610811361091	0.000610811361091	0.000610811361091	0.000610811361091	0.000610811361091	0	0.0	0	
s__Neonectria_punicea	0	0	0	0	0	0	0.000542943432081	0	0	0	0	0	0	0	0	0	0	0.000542943432081	0	0	0	0	0	0	0	0	0	0	0	0	
s__Debaryomyces_hansenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	
Other	0	0	0	0	0	0	0	0	0.000169669822525	6.78679290101e-05	0.073500967118	0.049848993858	0.049916861787	0.119719026774	0.0641691268791	0.148664698497	0	0	6.78679290101e-05	0.00013573585802	0.0237877091181	0.049916861787	0.049848993858	0.0557195697173	0.0642030608436	0.0641691268791	0.0640673249856	0	0	0	
Other	0	0	0	0	0	0	0	0.000101801893515	0.000101801893515	0.0438426821406	0.000101801893515	0.0239234449761	0.0238555770471	0.0723132783603	0.0714988632122	0.0857511283043	0	0	0.000101801893515	0.000101801893515	0.000271471716041	0.000237537751536	0.0242627846211	0.0239234449761	0.127693508433	0.0715327971767	0.0721096745733	0.0120126234348	0.00013573585802	0	
s__Issatchenkia_sp_YS16B	0	0	0	0	0	0	6.78679290101e-05	6.78679290101e-05	6.78679290101e-05	6.78679290101e-05	0	0	0	0	0	0	0	6.78679290101e-05	6.78679290101e-05	6.78679290101e-05	6.78679290101e-05	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	
s__Kluyveromyces_lactis	0.0655264854593	0.0655264854593	0.0655264854593	0.0655264854593	0.0655264854593	0.0655264854593	0.0655264854593	0.0655264854593	0.0655264854593	0.0655264854593	0.0655264854593	0.0655264854593	0.0655264854593	0.0655264854593	0.0655264854593	0.0655264854593	0	0.0655264854593	0.0655264854593	0.0655264854593	0.0655264854593	0.0655264854593	0.0655264854593	0.0655264854593	0.0655264854593	0.0655264854593	0.0655264854593	0.0655264854593	0.0655264854593	0.0625	
s__Zygosaccharomyces_rouxii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	
s__Sporobolomyces_gracilis	0	0	0	0	0	0	6.78679290101e-05	0	0	0	0	0	0	0	0	0	0	6.78679290101e-05	0	0	0	0	0	0	0	0	0	0	0	0	
s__Pichia_burtonii	0	0	0	0	0	0	0.0623366927958	0.0623366927958	0.0623366927958	0.0623366927958	0.0623366927958	0.0623366927958	0.0623366927958	0.0623366927958	0.0623366927958	0.0623366927958	0	0.0623366927958	0.0623366927958	0.0623366927958	0.0623366927958	0.0623366927958	0.0623366927958	0.0623366927958	0.0623366927958	0.0623366927958	0.0623366927958	0	0.0623366927958	0.0625	
s__Galactomyces_reessii	0	0	0	0	0	0	0.0435033424955	0	0	0	0	0	0	0	0	0	0	0.0435033424955	0.0435033424955	0.0435033424955	0.0435033424955	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0	0	0.000169669822525	0.0704469103125	0.0705147782415	0.0709219858156	0.0712273914961	0.0708201839221	0.0706505140996	0	0	0	0	0	0.000169669822525	0.0705147782415	0.0710237877091	0.0707862499576	0.0708201839221	0.0707523159931	0	0.000814415148122	0	
s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Dothideomycetes_sp_11351	6.78679290101e-05	6.78679290101e-05	6.78679290101e-05	6.78679290101e-05	6.78679290101e-05	0	6.78679290101e-05	6.78679290101e-05	6.78679290101e-05	6.78679290101e-05	6.78679290101e-05	6.78679290101e-05	6.78679290101e-05	6.78679290101e-05	6.78679290101e-05	6.78679290101e-05	0	6.78679290101e-05	6.78679290101e-05	6.78679290101e-05	6.78679290101e-05	6.78679290101e-05	6.78679290101e-05	6.78679290101e-05	6.78679290101e-05	6.78679290101e-05	6.78679290101e-05	0.0	0.000407207574061	0	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0160168312464	0	0.0160168312464	0	
s__Debaryomyces_sp_R344	0	0	0	0	0	0	0.0716006651057	0.0714988632122	0.0714988632122	0	0	0	0	0	0	0	0	0.0716006651057	0.0714988632122	0.0714988632122	0.0714988632122	0.0714988632122	0	0	0	0	0	0	0	0	
s__Penicillium_corylophilum	3.39339645051e-05	3.39339645051e-05	3.39339645051e-05	3.39339645051e-05	3.39339645051e-05	3.39339645051e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0.00658318911398	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	
s__unculturedfungus	0.269299942312	0.269299942312	0.269299942312	0.269299942312	0.269299942312	0.269299942312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0341375682921	0	
s__Geotrichum_sp_olrim943	0	0	0	0	0	0	6.78679290101e-05	6.78679290101e-05	6.78679290101e-05	0	0	0	0	0	0	0	0	6.78679290101e-05	6.78679290101e-05	6.78679290101e-05	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0	0	0	0	0.000237537751536	0.000237537751536	0	0	0	0	0	0	0	0	0	0.000237537751536	0.000237537751536	0.000237537751536	0.000237537751536	0	0	0	0	
s__Aspergillus_versicolor	0.000237537751536	0.000237537751536	0.000237537751536	0.000237537751536	0.000237537751536	0.000237537751536	0.000237537751536	0.000237537751536	0.000237537751536	0.000237537751536	0.000237537751536	0	0	0	0	0	0	0.000237537751536	0.000237537751536	0.000237537751536	0.000237537751536	0.000237537751536	0	0	0	0	0	0	0.000237537751536	0	
s__Galactomyces_geotrichum	0.249787912722	0.249787912722	0.249787912722	0.249787912722	0.249787912722	0.249720044793	0.165394142998	0.165394142998	0.165224473175	0.141572499915	0.0917913739862	0.0915538362347	0.0212087278157	0.0142522650921	0	0	0	0.165394142998	0.165326275069	0.165326275069	0.141572499915	0.0917235060572	0.0915538362347	0.0853099867658	0.0142522650921	0	0	0	0.0749261936272	0.25	
Other	0	0	0	0	0	0	0	0	0	0	0	0.0141504631986	0.0141504631986	0.0141843971631	0.0141843971631	0.0141843971631	3.39339645051e-05	0	0	0	0	0	0.0141504631986	0.0141504631986	0.0141504631986	0.0141843971631	0.0141843971631	0	0	0	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000237537751536	0.000644745325596	0.000780481183617	0.000475075503071	0	0	0	0	0	0	0	0.000339339645051	0.000407207574061	0.000746547219112	0.000475075503071	0	0	
Other	0	0	0	0	0	0	0	0.000542943432081	0.000542943432081	0.000610811361091	0.00122162272218	0.00122162272218	0.000407207574061	0.000339339645051	0	0	0	0	0.000542943432081	0.000576877396586	0.000712613254607	0.00122162272218	0.000542943432081	0.000441141538566	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0.0435033424955	0.0435712104245	0.02365197326	0.0435033424955	0.0436390783535	0.070345108419	0.00695646272354	0.0212087278157	0	0	0	0	0.0	0	0.06718924972	0.0436390783535	0.000509009467576	0.00695646272354	0.0212087278157	0	0	0	0	
