# QIIME v1.5.0 OTU table
#OTU ID	blast_100.0	blast_0.0001	blast_1e-06	blast_1.0	blast_1e-10	blast_1e-30	mothur_0.0	mothur_0.1	mothur_0.2	mothur_0.3	mothur_0.4	mothur_0.5	mothur_0.6	mothur_0.7	mothur_0.8	mothur_0.9	mothur_1.0	rdp_0.0	rdp_0.1	rdp_0.2	rdp_0.3	rdp_0.4	rdp_0.5	rdp_0.6	rdp_0.7	rdp_0.8	rdp_0.9	rdp_1.0	rtax_single	rtax_paired	Expected	taxonomy
11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62655623457e-06	2.62655623457e-06	0	HMPMockV1.1.Even1;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__
12	0	0	0	0	0	0	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	0	0	0	0	0	0	0	0	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	0	0	0	0	0	0	0	0	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Thalassobacillus
13	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Propionispora
14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	HMPMockV1.1.Even1;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;Other;Other
15	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.75103748971e-06	0	0	0	0	0	0	0.0	0.0	0.0	0.0	4.11493810082e-05	0	0	0	HMPMockV1.1.Even1;k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;Other
16	0.20512703777	0.20512703777	0.20512703777	0.20512703777	0.20512703777	0.20512703777	4.2900418498e-05	4.2900418498e-05	2.27634873663e-05	2.27634873663e-05	2.18879686214e-05	0.0	0	0	0	0	0	4.2900418498e-05	4.2900418498e-05	2.27634873663e-05	2.27634873663e-05	2.27634873663e-05	0	0	0	0	0	0	2.36390061111e-05	3.15186748148e-05	0	HMPMockV1.1.Even1;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__
17	1.48838186626e-05	1.48838186626e-05	1.48838186626e-05	1.48838186626e-05	1.48838186626e-05	1.48838186626e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48838186626e-05	1.48838186626e-05	0	HMPMockV1.1.Even1;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__
18	0	0	0	0	0	0	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	0	0	0	0	4.37759372428e-06	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	1.75103748971e-06	1.75103748971e-06	0	0	0	0	0	3.50207497943e-06	0.0	0	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium
19	0	0	0	0	0	0	0	1.31327811728e-05	1.40082999177e-05	0	8.75518744856e-07	8.75518744856e-07	0	0	0	0	1.75103748971e-06	0	1.31327811728e-05	1.40082999177e-05	1.31327811728e-05	8.75518744856e-07	8.75518744856e-07	0	0	0	0	1.75103748971e-06	0	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Actinobacteria;Other;Other;Other;Other
20	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__
21	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	HMPMockV1.1.Even1;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__
22	0	0	0	0	0	0	3.50207497943e-06	3.50207497943e-06	8.75518744856e-07	0	0	0	0	0	0	0	0	3.50207497943e-06	1.75103748971e-06	8.75518744856e-07	0	0	0	0	0	0	0	0	0	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
23	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	HMPMockV1.1.Even1;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__
24	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	0	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	0	HMPMockV1.1.Even1;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__
25	0	0	0	0	0	0	0	6.12863121399e-06	1.66348561523e-05	6.21618308848e-05	0.000154091299095	0.000238141098601	0.00315712059395	0.0132150799349	8.75518744856e-07	0	0	0	6.12863121399e-06	1.05062249383e-05	7.52946120576e-05	6.56639058642e-05	0.00315099196274	0.0132597313908	0.0132010716349	0.000117319511811	0	0	0	0.0	0	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;Other
26	0	0	0	0	0	0	4.37759372428e-06	3.50207497943e-06	2.62655623457e-06	8.75518744856e-07	0	0	0	0	0	0	0	4.37759372428e-06	4.37759372428e-06	3.50207497943e-06	1.75103748971e-06	0	0	0	0	0	0	0	0	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Tetragenococcus
27	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__
28	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Octadecabacter
29	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__
30	0	0	0	0	0	0	0	0	4.37759372428e-05	8.40497995062e-05	0.000132203330473	0.000148838186626	0.000316937785638	0.00160395034058	0.00166611217146	0.0274291267576	0.0271200686407	0	0	4.46514559877e-05	0.000115568474321	0.000132203330473	0.000296800854506	0.000358962685391	0.0261027158591	0.0273765956329	0.0274194960514	0.0271226951969	1.2257262428e-05	4.37759372428e-06	0	HMPMockV1.1.Even1;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;Other
31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	HMPMockV1.1.Even1;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium
32	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470241117862	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.0046630128351	0.00470416221611	0.00470416221611	0.214316331	HMPMockV1.1.Even1;k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter
33	0	0	0	0	0	0	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	0	HMPMockV1.1.Even1;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas
34	0	0	0	0	0	0	0	0.0	0.0	1.75103748971e-06	1.75103748971e-06	2.62655623457e-06	2.62655623457e-06	2.62655623457e-06	2.62655623457e-06	2.01369311317e-05	0.000112941918086	0	0.0	0.0	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	2.62655623457e-06	2.62655623457e-06	2.62655623457e-06	2.01369311317e-05	4.2900418498e-05	0	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other;Other;Other
35	0.00995727468525	0.00995727468525	0.00995727468525	0.00995727468525	0.00995727468525	0.00995727468525	0.00995114605404	0.00995114605404	0.00995114605404	0.00994939501655	0.0099485194978	0.00994676846031	0.00994501742282	0.00992400497295	0.00990824563554	0.00988198007319	0.00977516678632	0.00995114605404	0.00995114605404	0.00995114605404	0.00994939501655	0.0099485194978	0.0099485194978	0.00994326638533	0.00992575601044	0.00991087219177	0.00988460662943	0.00975765641142	0.00995727468525	0.00995289709153	0.021431633	HMPMockV1.1.Even1;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter
36	7.44190933128e-05	7.44190933128e-05	7.44190933128e-05	7.44190933128e-05	7.44190933128e-05	7.44190933128e-05	7.00414995885e-06	7.00414995885e-06	0	0	0	0	0	0	0	0	0	7.00414995885e-06	7.00414995885e-06	7.00414995885e-06	0	0	0	0	0	0	0	0	9.63070619342e-06	1.75103748971e-05	0	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anaerobacillus
37	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	8.75518744856e-07	8.75518744856e-07	0	0	0	0	0	0	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	8.75518744856e-07	8.75518744856e-07	0	0	0	0	0	8.75518744856e-07	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Macrococcus
38	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.75518744856e-07	8.75518744856e-07	0	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae;g__
39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	HMPMockV1.1.Even1;k__Bacteria;p__OP9;c__OPB46;o__;f__;g__
40	0	0	0	0	0	0	2.53900436008e-05	2.53900436008e-05	2.10124498766e-05	4.37759372428e-06	0	0	0	0	0	0	0	2.53900436008e-05	2.53900436008e-05	2.01369311317e-05	5.25311246914e-06	0	0	0	0	0	0	0	0	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Azorhizophilus
41	0	0	0	0	0	0	8.75518744856e-07	8.75518744856e-07	0	0	0	0	0	0	0	0	0	8.75518744856e-07	8.75518744856e-07	0	0	0	0	0	0	0	0	0	0	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae;g__Smithella
42	0.0597532788177	0.0597532788177	0.0597532788177	0.0597532788177	0.0597532788177	0.0597532788177	0.0597427725928	0.0597427725928	0.0597427725928	0.0597401460365	0.0597392705178	0.0597340174053	0.0597208846241	0.0596884904306	0.0596044406311	0.05936104642	0.0589092787477	0.0597427725928	0.0597427725928	0.0597427725928	0.0597401460365	0.0597340174053	0.0597305153303	0.0597208846241	0.0596779842056	0.0594661086694	0.0593522912326	0.0588935194103	0.0597541543364	0.0597462746677	0	HMPMockV1.1.Even1;k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus
43	0	0	0	0	0	0	0	3.50207497943e-06	6.82904620988e-05	0.000127825736749	0.000400987585144	0.000608485527675	0.00139732791679	0.00157418270325	0.0149687439808	0.0149057066312	0.00103661419391	0	5.25311246914e-06	2.71410810905e-05	0.000246020767305	0.000389605841461	0.000850128701255	0.00142534451663	0.00149100842249	0.0152033830044	0.0148190302754	0.039317795794	0.000358962685391	0.000849253182511	0	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;Other;Other
44	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62655623457e-06	4.37759372428e-06	0	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__02d06
45	0	0	0	0	0	0	0	0	0	0	0	0.0	0	1.75103748971e-06	0.0	8.75518744856e-07	2.62655623457e-06	0	0	0	1.75103748971e-06	0	0	0	8.75518744856e-07	0.0	0.0	1.75103748971e-06	0	0	0	HMPMockV1.1.Even1;k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales;Other;Other
46	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Aminobacter
47	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;Other
48	0	0	0	0	0	0	0	0.0	9.63070619342e-06	3.15186748148e-05	0.000277539442119	0.000765203383004	0.00132641089846	0.00240417447338	0.00277276786496	0.00399674307027	0.0432532525521	0	0.0	7.00414995885e-06	3.064315607e-05	0.000246896286049	0.000906161900926	0.00132465986097	0.00240942758584	0.00300127825737	0.00408692150099	0.0223029645065	0.000503423278292	0.000101560174403	0	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Bacilli;Other;Other;Other
49	0.00021450209249	0.00021450209249	0.00021450209249	0.00021450209249	0.00021450209249	0.00021450209249	0.20622231172	0.20622231172	0.20622231172	0.206221436201	0.206221436201	0.206219685163	0.206216183088	0.206211805495	0.206188166489	0.206174158189	0.205062249383	0.20622231172	0.20622231172	0.20622231172	0.20622231172	0.206221436201	0.206219685163	0.206216183088	0.206211805495	0.20618729097	0.206171531632	0.204954560577	0.00141133621671	0.000507800872017	0.002143163	HMPMockV1.1.Even1;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
50	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	2.62655623457e-06	3.50207497943e-06	1.92614123868e-05	4.11493810082e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HMPMockV1.1.Even1;Unknown;Other;Other;Other;Other;Other
51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000214316	HMPMockV1.1.Even1;k__Bacteria;p__Thermi;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus
52	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__[Chromatiaceae];g__
53	0	0	0	0	0	0	0	0	0.0	0	8.75518744856e-07	1.75103748971e-06	2.62655623457e-06	6.12863121399e-06	1.05062249383e-05	1.48838186626e-05	1.31327811728e-05	0	0	0	8.75518744856e-07	2.62655623457e-06	1.75103748971e-06	1.75103748971e-06	8.75518744856e-06	5.25311246914e-06	3.23941935597e-05	1.2257262428e-05	0	0	0	HMPMockV1.1.Even1;k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales;f__Deinococcaceae;Other
54	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella
55	0	0	0	0	0	0	1.75103748971e-06	8.75518744856e-07	0.0	0	0	0	0	0	0	0	0	8.75518744856e-07	8.75518744856e-07	0.0	0	0	0	0	0	0	0	0	0	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Kurthia
56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000214316	HMPMockV1.1.Even1;k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Incertae_sedis;g__Candida
57	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.75518744856e-07	8.75518744856e-07	0	HMPMockV1.1.Even1;k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__
58	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae;g__Gracilibacter
59	0	0	0	0	0	0	7.00414995885e-06	7.00414995885e-06	7.00414995885e-06	7.00414995885e-06	0	0	0	0	0	0	0	7.00414995885e-06	7.00414995885e-06	7.00414995885e-06	0	7.00414995885e-06	0	0	0	0	0	0	0	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus
60	0	0	0	0	0	0	0	2.62655623457e-06	1.75103748971e-05	0.000405365178868	0.000758199233046	0.000644381796214	0.000615489677634	0.000285419110823	0.000687282214712	0.0041026808384	0.00841723721305	0	0.0	2.36390061111e-05	0.000192614123868	0.000717049852037	0.000585722040309	0.000260029067222	0.000311684673169	0.000347580941708	0.000703917070864	0.00714160640179	4.37759372428e-06	2.01369311317e-05	0	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;Other
61	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	HMPMockV1.1.Even1;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__;g__
62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.75518744856e-07	0	HMPMockV1.1.Even1;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Hyphomonadaceae;g__
63	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodovulum
64	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Brenneria
65	0	0	0	0	0	0	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	0	0	0	0	0	0	0	0	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	0	0	0	0	0	0	0	0	0	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus
66	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Syntrophomonadaceae;g__Syntrophomonas
67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62655623457e-06	0	0	0	8.75518744856e-07	0	0	0	0	0	8.75518744856e-07	1.75103748971e-06	0	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;Other;Other;Other
