#Sample	OTU	Abundance
blast_0.0001	21	1.52198893514e-05
blast_0.0001	23	7.6099446757e-06
blast_0.0001	24	0.000136979004163
blast_0.0001	27	0.000276494656551
blast_0.0001	28	0.000766067764021
blast_0.0001	30	1.52198893514e-05
blast_0.0001	31	5.07329645047e-06
blast_0.0001	33	0.0388589141624
blast_0.0001	35	0.000152198893514
blast_0.0001	36	0.000172492079316
blast_0.0001	37	0.00638220693469
blast_0.0001	39	1.01465929009e-05
blast_0.0001	41	2.79031304776e-05
blast_0.0001	42	0.00507836974692
blast_0.0001	43	1.01465929009e-05
blast_0.0001	47	4.3123019829e-05
blast_0.0001	48	0.0236136583287
blast_0.0001	52	1.01465929009e-05
blast_0.0001	54	0.000388107178461
blast_0.0001	55	1.26832411262e-05
blast_0.0001	57	2.79031304776e-05
blast_0.0001	58	0.00010653922546
blast_0.0001	59	1.01465929009e-05
blast_0.0001	60	0.00589263382722
blast_0.0001	62	1.52198893514e-05
blast_0.0001	65	1.26832411262e-05
blast_0.0001	67	5.07329645047e-06
blast_0.0001	68	7.10261503066e-05
blast_0.0001	71	2.28298340271e-05
blast_0.0001	76	1.01465929009e-05
blast_0.0001	84	1.26832411262e-05
blast_0.0001	86	9.63926325589e-05
blast_0.0001	90	0.0855154849691
blast_0.0001	93	0.317471671981
blast_0.0001	95	0.0279665466832
blast_0.0001	98	0.0144005519747
blast_0.0001	99	0.000319617676379
blast_0.0001	102	3.80497233785e-05
blast_0.0001	104	5.07329645047e-06
blast_0.0001	105	0.018943688946
blast_0.0001	107	0.000448986735866
blast_0.0001	109	5.07329645047e-06
blast_0.0001	120	4.3123019829e-05
blast_0.0001	121	0.104474393804
blast_0.0001	123	0.00174775062719
blast_0.0001	125	1.52198893514e-05
blast_0.0001	129	1.26832411262e-05
blast_0.0001	130	5.07329645047e-06
blast_0.0001	133	0.081606510054
blast_0.0001	135	0.00385316865413
blast_0.0001	137	4.05863716037e-05
blast_0.0001	138	5.07329645047e-06
blast_0.0001	139	0.00473845888474
blast_0.0001	141	2.79031304776e-05
blast_0.0001	143	5.07329645047e-06
blast_0.0001	146	5.07329645047e-06
blast_0.0001	147	9.63926325589e-05
blast_0.0001	148	0.00532442462477
blast_0.0001	154	5.07329645047e-06
blast_0.0001	155	7.6099446757e-06
blast_0.0001	156	0.000279031304776
blast_0.0001	157	5.32696127299e-05
blast_0.0001	158	0.0226091456315
blast_0.0001	161	7.6099446757e-06
blast_0.0001	163	0.0648646317675
blast_0.0001	169	2.53664822523e-05
blast_0.0001	170	0.0218735176462
blast_0.0001	173	2.79031304776e-05
blast_0.0001	175	0.00505807656112
blast_1e-06	3	8.6246039658e-05
blast_1e-06	4	4.05863716037e-05
blast_1e-06	6	0.0312083831151
blast_1e-06	8	0.0170944723899
blast_1e-06	10	1.77565375766e-05
blast_1e-06	11	0.0404899789712
blast_1e-06	16	0.0468518927201
blast_1e-06	20	1.77565375766e-05
blast_1e-06	21	1.52198893514e-05
blast_1e-06	23	7.6099446757e-06
blast_1e-06	24	0.000136979004163
blast_1e-06	27	0.000276494656551
blast_1e-06	28	0.000766067764021
blast_1e-06	30	1.52198893514e-05
blast_1e-06	31	5.07329645047e-06
blast_1e-06	33	0.0388589141624
blast_1e-06	35	0.000152198893514
blast_1e-06	36	0.000172492079316
blast_1e-06	37	0.00638220693469
blast_1e-06	39	1.01465929009e-05
blast_1e-06	41	2.79031304776e-05
blast_1e-06	42	0.00507836974692
blast_1e-06	43	1.01465929009e-05
blast_1e-06	47	4.3123019829e-05
blast_1e-06	48	0.0236136583287
blast_1e-06	52	1.01465929009e-05
blast_1e-06	54	0.000388107178461
blast_1e-06	55	1.26832411262e-05
blast_1e-06	57	2.79031304776e-05
blast_1e-06	58	0.00010653922546
blast_1e-06	59	1.01465929009e-05
blast_1e-06	60	0.00589263382722
blast_1e-06	62	1.52198893514e-05
blast_1e-06	65	1.26832411262e-05
blast_1e-06	67	5.07329645047e-06
blast_1e-06	68	7.10261503066e-05
blast_1e-06	71	2.28298340271e-05
blast_1e-06	76	1.01465929009e-05
blast_1e-06	84	1.26832411262e-05
blast_1e-06	86	9.63926325589e-05
blast_1e-06	90	0.0855154849691
blast_1e-06	93	0.317471671981
blast_1e-06	95	0.0279665466832
blast_1e-06	98	0.0144005519747
blast_1e-06	99	0.000319617676379
blast_1e-06	102	3.80497233785e-05
blast_1e-06	104	5.07329645047e-06
blast_1e-06	105	0.018943688946
blast_1e-06	107	0.000448986735866
blast_1e-06	109	5.07329645047e-06
blast_1e-06	120	4.3123019829e-05
blast_1e-06	121	0.104474393804
blast_1e-06	123	0.00174775062719
blast_1e-06	125	1.52198893514e-05
blast_1e-06	129	1.26832411262e-05
blast_1e-06	130	5.07329645047e-06
blast_1e-06	133	0.081606510054
blast_1e-06	135	0.00385316865413
blast_1e-06	137	4.05863716037e-05
blast_1e-06	138	5.07329645047e-06
blast_1e-06	139	0.00473845888474
blast_1e-06	141	2.79031304776e-05
blast_1e-06	143	5.07329645047e-06
blast_1e-06	146	5.07329645047e-06
blast_1e-06	147	9.63926325589e-05
blast_1e-06	148	0.00532442462477
blast_1e-06	154	5.07329645047e-06
blast_1e-06	155	7.6099446757e-06
blast_1e-06	156	0.000279031304776
blast_1e-06	157	5.32696127299e-05
blast_1e-06	158	0.0226091456315
blast_1e-06	161	7.6099446757e-06
blast_1e-06	163	0.0648646317675
blast_1e-06	169	2.53664822523e-05
blast_1e-06	170	0.0218735176462
blast_1e-06	173	2.79031304776e-05
blast_1e-06	175	0.00505807656112
blast_1.0	3	8.6246039658e-05
blast_1.0	4	4.05863716037e-05
blast_1.0	6	0.0312083831151
blast_1.0	8	0.0170944723899
blast_1.0	10	1.77565375766e-05
blast_1.0	11	0.0404899789712
blast_1.0	16	0.0468518927201
blast_1.0	20	1.77565375766e-05
blast_1.0	21	1.52198893514e-05
blast_1.0	23	7.6099446757e-06
blast_1.0	24	0.000136979004163
blast_1.0	27	0.000276494656551
blast_1.0	28	0.000766067764021
blast_1.0	30	1.52198893514e-05
blast_1.0	31	5.07329645047e-06
blast_1.0	33	0.0388589141624
blast_1.0	35	0.000152198893514
blast_1.0	36	0.000172492079316
blast_1.0	37	0.00638220693469
blast_1.0	39	1.01465929009e-05
blast_1.0	41	2.79031304776e-05
blast_1.0	42	0.00507836974692
blast_1.0	43	1.01465929009e-05
blast_1.0	47	4.3123019829e-05
blast_1.0	48	0.0236136583287
blast_1.0	52	1.01465929009e-05
blast_1.0	54	0.000388107178461
blast_1.0	55	1.26832411262e-05
blast_1.0	57	2.79031304776e-05
blast_1.0	58	0.00010653922546
blast_1.0	59	1.01465929009e-05
blast_1.0	60	0.00589263382722
blast_1.0	62	1.52198893514e-05
blast_1.0	65	1.26832411262e-05
blast_1.0	67	5.07329645047e-06
blast_1.0	68	7.10261503066e-05
blast_1.0	71	2.28298340271e-05
blast_1.0	76	1.01465929009e-05
blast_1.0	84	1.26832411262e-05
blast_1.0	86	9.63926325589e-05
blast_1.0	90	0.0855154849691
blast_1.0	93	0.317471671981
blast_1.0	95	0.0279665466832
blast_1.0	98	0.0144005519747
blast_1.0	99	0.000319617676379
blast_1.0	102	3.80497233785e-05
blast_1.0	104	5.07329645047e-06
blast_1.0	105	0.018943688946
blast_1.0	107	0.000448986735866
blast_1.0	109	5.07329645047e-06
blast_1.0	120	4.3123019829e-05
blast_1.0	121	0.104474393804
blast_1.0	123	0.00174775062719
blast_1.0	125	1.52198893514e-05
blast_1.0	129	1.26832411262e-05
blast_1.0	130	5.07329645047e-06
blast_1.0	133	0.081606510054
blast_1.0	135	0.00385316865413
blast_1.0	137	4.05863716037e-05
blast_1.0	138	5.07329645047e-06
blast_1.0	139	0.00473845888474
blast_1.0	141	2.79031304776e-05
blast_1.0	143	5.07329645047e-06
blast_1.0	146	5.07329645047e-06
blast_1.0	147	9.63926325589e-05
blast_1.0	148	0.00532442462477
blast_1.0	154	5.07329645047e-06
blast_1.0	155	7.6099446757e-06
blast_1.0	156	0.000279031304776
blast_1.0	157	5.32696127299e-05
blast_1.0	158	0.0226091456315
blast_1.0	161	7.6099446757e-06
blast_1.0	163	0.0648646317675
blast_1.0	169	2.53664822523e-05
blast_1.0	170	0.0218735176462
blast_1.0	173	2.79031304776e-05
blast_1.0	175	0.00505807656112
blast_1e-10	3	8.6246039658e-05
blast_1e-10	4	4.05863716037e-05
blast_1e-10	6	0.0312083831151
blast_1e-10	8	0.0170944723899
blast_1e-10	10	1.77565375766e-05
blast_1e-10	11	0.0404899789712
blast_1e-10	16	0.0468518927201
blast_1e-10	20	1.77565375766e-05
blast_1e-10	21	1.52198893514e-05
blast_1e-10	23	7.6099446757e-06
blast_1e-10	24	0.000136979004163
blast_1e-10	27	0.000276494656551
blast_1e-10	28	0.000766067764021
blast_1e-10	30	1.52198893514e-05
blast_1e-10	31	5.07329645047e-06
blast_1e-10	33	0.0388589141624
blast_1e-10	35	0.000152198893514
blast_1e-10	36	0.000172492079316
blast_1e-10	37	0.00638220693469
blast_1e-10	39	1.01465929009e-05
blast_1e-10	41	2.79031304776e-05
blast_1e-10	42	0.00507836974692
blast_1e-10	43	1.01465929009e-05
blast_1e-10	47	4.3123019829e-05
blast_1e-10	48	0.0236136583287
blast_1e-10	52	1.01465929009e-05
blast_1e-10	54	0.000388107178461
blast_1e-10	55	1.26832411262e-05
blast_1e-10	57	2.79031304776e-05
blast_1e-10	58	0.00010653922546
blast_1e-10	59	1.01465929009e-05
blast_1e-10	60	0.00589263382722
blast_1e-10	62	1.52198893514e-05
blast_1e-10	65	1.26832411262e-05
blast_1e-10	67	5.07329645047e-06
blast_1e-10	68	7.10261503066e-05
blast_1e-10	71	2.28298340271e-05
blast_1e-10	76	1.01465929009e-05
blast_1e-10	84	1.26832411262e-05
blast_1e-10	86	9.63926325589e-05
blast_1e-10	90	0.0855154849691
blast_1e-10	93	0.317471671981
blast_1e-10	95	0.0279665466832
blast_1e-10	98	0.0144005519747
blast_1e-10	99	0.000319617676379
blast_1e-10	102	3.80497233785e-05
blast_1e-10	104	5.07329645047e-06
blast_1e-10	105	0.018943688946
blast_1e-10	107	0.000448986735866
blast_1e-10	109	5.07329645047e-06
blast_1e-10	120	4.3123019829e-05
blast_1e-10	121	0.104474393804
blast_1e-10	123	0.00174775062719
blast_1e-10	125	1.52198893514e-05
blast_1e-10	129	1.26832411262e-05
blast_1e-10	130	5.07329645047e-06
blast_1e-10	133	0.081606510054
blast_1e-10	135	0.00385316865413
blast_1e-10	137	4.05863716037e-05
blast_1e-10	138	5.07329645047e-06
blast_1e-10	139	0.00473845888474
blast_1e-10	141	2.79031304776e-05
blast_1e-10	143	5.07329645047e-06
blast_1e-10	146	5.07329645047e-06
blast_1e-10	147	9.63926325589e-05
blast_1e-10	148	0.00532442462477
blast_1e-10	154	5.07329645047e-06
blast_1e-10	155	7.6099446757e-06
blast_1e-10	156	0.000279031304776
blast_1e-10	157	5.32696127299e-05
blast_1e-10	158	0.0226091456315
blast_1e-10	161	7.6099446757e-06
blast_1e-10	163	0.0648646317675
blast_1e-10	169	2.53664822523e-05
blast_1e-10	170	0.0218735176462
blast_1e-10	173	2.79031304776e-05
blast_1e-10	175	0.00505807656112
blast_1e-30	3	8.6246039658e-05
blast_1e-30	4	4.05863716037e-05
blast_1e-30	6	0.0312033098186
blast_1e-30	8	0.0170893990934
blast_1e-30	11	0.0404823690265
blast_1e-30	16	0.0468087697002
blast_1e-30	20	1.77565375766e-05
blast_1e-30	21	1.52198893514e-05
blast_1e-30	23	7.6099446757e-06
blast_1e-30	24	0.000136979004163
blast_1e-30	27	0.000276494656551
blast_1e-30	28	0.00076099446757
blast_1e-30	30	7.6099446757e-06
blast_1e-30	31	5.07329645047e-06
blast_1e-30	33	0.0388538408659
blast_1e-30	35	0.000152198893514
blast_1e-30	36	0.000172492079316
blast_1e-30	37	0.00638220693469
blast_1e-30	41	2.79031304776e-05
blast_1e-30	42	0.00507836974692
blast_1e-30	47	4.3123019829e-05
blast_1e-30	48	0.0236136583287
blast_1e-30	52	1.01465929009e-05
blast_1e-30	54	0.000388107178461
blast_1e-30	55	1.26832411262e-05
blast_1e-30	57	2.79031304776e-05
blast_1e-30	58	0.00010653922546
blast_1e-30	59	1.01465929009e-05
blast_1e-30	60	0.00589263382722
blast_1e-30	62	1.52198893514e-05
blast_1e-30	65	1.26832411262e-05
blast_1e-30	67	5.07329645047e-06
blast_1e-30	68	7.10261503066e-05
blast_1e-30	71	2.28298340271e-05
blast_1e-30	76	1.01465929009e-05
blast_1e-30	84	1.26832411262e-05
blast_1e-30	86	9.63926325589e-05
blast_1e-30	90	0.085289723277
blast_1e-30	93	0.317289033309
blast_1e-30	95	0.0279665466832
blast_1e-30	98	0.0143777221406
blast_1e-30	99	0.000319617676379
blast_1e-30	102	3.80497233785e-05
blast_1e-30	104	5.07329645047e-06
blast_1e-30	105	0.0187661235703
blast_1e-30	107	0.000443913439416
blast_1e-30	109	5.07329645047e-06
blast_1e-30	120	4.3123019829e-05
blast_1e-30	121	0.104469320508
blast_1e-30	123	0.00168433442156
blast_1e-30	125	1.52198893514e-05
blast_1e-30	129	1.26832411262e-05
blast_1e-30	132	0.000994366104292
blast_1e-30	133	0.0815938268129
blast_1e-30	135	0.00385316865413
blast_1e-30	137	4.05863716037e-05
blast_1e-30	139	0.00473845888474
blast_1e-30	141	5.07329645047e-06
blast_1e-30	143	5.07329645047e-06
blast_1e-30	146	5.07329645047e-06
blast_1e-30	148	0.00531935132832
blast_1e-30	155	7.6099446757e-06
blast_1e-30	156	0.000279031304776
blast_1e-30	157	5.32696127299e-05
blast_1e-30	158	0.0225964623904
blast_1e-30	163	0.0648570218228
blast_1e-30	169	2.53664822523e-05
blast_1e-30	170	0.0218735176462
blast_1e-30	173	2.79031304776e-05
blast_1e-30	175	0.00504285667177
mothur_0.0	1	5.07329645047e-06
mothur_0.0	2	7.6099446757e-06
mothur_0.0	4	4.05863716037e-05
mothur_0.0	5	3.80497233785e-05
mothur_0.0	6	0.0305412446318
mothur_0.0	11	0.0405153454534
mothur_0.0	12	2.28298340271e-05
mothur_0.0	13	0.0171452053544
mothur_0.0	14	8.6246039658e-05
mothur_0.0	16	0.00923339953985
mothur_0.0	19	0.000233371636722
mothur_0.0	21	1.52198893514e-05
mothur_0.0	23	7.6099446757e-06
mothur_0.0	26	5.07329645047e-06
mothur_0.0	27	0.000276494656551
mothur_0.0	28	0.000766067764021
mothur_0.0	30	5.07329645047e-06
mothur_0.0	33	6.84895020813e-05
mothur_0.0	35	0.0010755388475
mothur_0.0	36	0.000172492079316
mothur_0.0	37	0.00624522793053
mothur_0.0	38	7.6099446757e-05
mothur_0.0	41	0.00104002577235
mothur_0.0	42	0.0253081393432
mothur_0.0	48	0.0024630854267
mothur_0.0	50	2.53664822523e-05
mothur_0.0	51	7.6099446757e-06
mothur_0.0	52	1.01465929009e-05
mothur_0.0	53	1.26832411262e-05
mothur_0.0	54	0.0673632302693
mothur_0.0	57	5.07329645047e-06
mothur_0.0	58	0.000101465929009
mothur_0.0	59	1.01465929009e-05
mothur_0.0	60	0.00608541909234
mothur_0.0	61	1.77565375766e-05
mothur_0.0	65	1.26832411262e-05
mothur_0.0	67	5.07329645047e-06
mothur_0.0	69	1.26832411262e-05
mothur_0.0	73	8.87826878832e-05
mothur_0.0	77	5.07329645047e-06
mothur_0.0	78	2.02931858019e-05
mothur_0.0	80	5.07329645047e-06
mothur_0.0	81	1.77565375766e-05
mothur_0.0	82	5.07329645047e-06
mothur_0.0	86	0.000101465929009
mothur_0.0	87	5.07329645047e-06
mothur_0.0	88	0.000403327067812
mothur_0.0	90	0.0874027512487
mothur_0.0	93	0.318643603461
mothur_0.0	95	0.0280984523909
mothur_0.0	97	5.07329645047e-06
mothur_0.0	98	0.0143599656031
mothur_0.0	99	0.0163030381436
mothur_0.0	100	5.07329645047e-06
mothur_0.0	102	0.000162345486415
mothur_0.0	105	0.0189817386694
mothur_0.0	106	3.55130751533e-05
mothur_0.0	107	0.000443913439416
mothur_0.0	113	0.000279031304776
mothur_0.0	114	0.000570745850678
mothur_0.0	115	3.2976426928e-05
mothur_0.0	117	3.80497233785e-05
mothur_0.0	120	0.00037796058556
mothur_0.0	121	0.00232103312609
mothur_0.0	123	0.000375423937335
mothur_0.0	125	0.00059103903648
mothur_0.0	126	5.07329645047e-06
mothur_0.0	133	0.115559546549
mothur_0.0	135	0.00385316865413
mothur_0.0	137	3.55130751533e-05
mothur_0.0	139	0.00471816569894
mothur_0.0	140	1.01465929009e-05
mothur_0.0	143	0.0165744595037
mothur_0.0	144	7.6099446757e-06
mothur_0.0	146	5.07329645047e-06
mothur_0.0	148	0.00384809535768
mothur_0.0	156	0.000114149170136
mothur_0.0	158	0.0236720012379
mothur_0.0	162	7.6099446757e-06
mothur_0.0	163	0.105674228415
mothur_0.0	164	5.07329645047e-06
mothur_0.0	166	5.07329645047e-06
mothur_0.0	167	7.6099446757e-06
mothur_0.0	170	0.0219217139625
mothur_0.0	171	5.07329645047e-06
mothur_0.0	172	5.07329645047e-06
mothur_0.0	173	1.26832411262e-05
mothur_0.0	175	0.00521027545463
mothur_0.1	1	5.07329645047e-06
mothur_0.1	2	7.6099446757e-06
mothur_0.1	4	4.05863716037e-05
mothur_0.1	5	1.77565375766e-05
mothur_0.1	6	0.0305412446318
mothur_0.1	11	0.0405153454534
mothur_0.1	12	2.28298340271e-05
mothur_0.1	13	0.0171452053544
mothur_0.1	14	8.6246039658e-05
mothur_0.1	15	5.07329645047e-06
mothur_0.1	16	0.00903300433006
mothur_0.1	19	0.000233371636722
mothur_0.1	21	1.52198893514e-05
mothur_0.1	23	7.6099446757e-06
mothur_0.1	26	5.07329645047e-06
mothur_0.1	27	0.000276494656551
mothur_0.1	28	0.000766067764021
mothur_0.1	30	5.07329645047e-06
mothur_0.1	33	6.34162056309e-05
mothur_0.1	35	0.0010755388475
mothur_0.1	36	0.000172492079316
mothur_0.1	37	0.00624522793053
mothur_0.1	41	0.00104002577235
mothur_0.1	42	0.0253081393432
mothur_0.1	48	0.0024630854267
mothur_0.1	50	2.53664822523e-05
mothur_0.1	52	1.01465929009e-05
mothur_0.1	53	1.26832411262e-05
mothur_0.1	54	0.0673581569729
mothur_0.1	57	5.07329645047e-06
mothur_0.1	58	0.000101465929009
mothur_0.1	59	1.01465929009e-05
mothur_0.1	60	0.00608541909234
mothur_0.1	61	1.77565375766e-05
mothur_0.1	64	6.59528538561e-05
mothur_0.1	65	1.26832411262e-05
mothur_0.1	66	7.6099446757e-06
mothur_0.1	67	5.07329645047e-06
mothur_0.1	69	1.26832411262e-05
mothur_0.1	73	8.87826878832e-05
mothur_0.1	77	5.07329645047e-06
mothur_0.1	78	2.02931858019e-05
mothur_0.1	80	5.07329645047e-06
mothur_0.1	82	5.07329645047e-06
mothur_0.1	85	5.07329645047e-06
mothur_0.1	86	9.63926325589e-05
mothur_0.1	88	0.000289177897677
mothur_0.1	89	7.6099446757e-06
mothur_0.1	90	0.0874027512487
mothur_0.1	91	7.6099446757e-06
mothur_0.1	93	0.318643603461
mothur_0.1	95	0.0280984523909
mothur_0.1	96	1.26832411262e-05
mothur_0.1	97	5.07329645047e-06
mothur_0.1	98	0.0143599656031
mothur_0.1	99	0.0162903549025
mothur_0.1	100	5.07329645047e-06
mothur_0.1	102	0.000126832411262
mothur_0.1	103	2.79031304776e-05
mothur_0.1	105	0.0189817386694
mothur_0.1	106	2.79031304776e-05
mothur_0.1	107	0.000443913439416
mothur_0.1	113	0.000246054877848
mothur_0.1	114	0.00043123019829
mothur_0.1	115	3.2976426928e-05
mothur_0.1	117	3.80497233785e-05
mothur_0.1	120	0.000370350640884
mothur_0.1	121	0.00166150458753
mothur_0.1	122	1.77565375766e-05
mothur_0.1	123	0.0002714213601
mothur_0.1	125	0.00059103903648
mothur_0.1	128	5.07329645047e-06
mothur_0.1	131	0.00043630349474
mothur_0.1	133	0.115468227213
mothur_0.1	135	0.00385316865413
mothur_0.1	137	3.55130751533e-05
mothur_0.1	139	0.00471816569894
mothur_0.1	140	1.01465929009e-05
mothur_0.1	143	0.0165744595037
mothur_0.1	144	7.6099446757e-06
mothur_0.1	145	7.6099446757e-06
mothur_0.1	146	5.07329645047e-06
mothur_0.1	148	0.00384809535768
mothur_0.1	150	7.6099446757e-06
mothur_0.1	153	0.000832020617877
mothur_0.1	158	0.0236720012379
mothur_0.1	163	0.105674228415
mothur_0.1	164	5.07329645047e-06
mothur_0.1	167	7.6099446757e-06
mothur_0.1	170	0.0219217139625
mothur_0.1	172	5.07329645047e-06
mothur_0.1	173	1.26832411262e-05
mothur_0.1	174	0.000134442355937
mothur_0.1	175	0.00521027545463
mothur_0.1	176	0.000104002577235
mothur_0.2	1	5.07329645047e-06
mothur_0.2	4	4.05863716037e-05
mothur_0.2	5	1.01465929009e-05
mothur_0.2	6	0.0305336346871
mothur_0.2	9	5.07329645047e-06
mothur_0.2	11	0.0405153454534
mothur_0.2	13	0.0171147655757
mothur_0.2	16	0.00865758039272
mothur_0.2	19	0.000233371636722
mothur_0.2	21	1.52198893514e-05
mothur_0.2	23	7.6099446757e-06
mothur_0.2	27	0.000276494656551
mothur_0.2	28	0.000766067764021
mothur_0.2	33	5.32696127299e-05
mothur_0.2	35	0.0010755388475
mothur_0.2	36	0.000172492079316
mothur_0.2	37	0.00624522793053
mothur_0.2	41	0.00100704934542
mothur_0.2	42	0.0252878461574
mothur_0.2	48	0.00234639960834
mothur_0.2	49	5.07329645047e-06
mothur_0.2	50	2.53664822523e-05
mothur_0.2	52	1.01465929009e-05
mothur_0.2	53	1.26832411262e-05
mothur_0.2	54	0.0672592276921
mothur_0.2	56	5.07329645047e-06
mothur_0.2	57	5.07329645047e-06
mothur_0.2	58	0.000101465929009
mothur_0.2	59	1.01465929009e-05
mothur_0.2	60	0.00608541909234
mothur_0.2	61	1.77565375766e-05
mothur_0.2	65	1.26832411262e-05
mothur_0.2	66	5.83429091804e-05
mothur_0.2	67	5.07329645047e-06
mothur_0.2	69	1.26832411262e-05
mothur_0.2	70	5.07329645047e-06
mothur_0.2	73	6.84895020813e-05
mothur_0.2	74	5.07329645047e-06
mothur_0.2	77	5.07329645047e-06
mothur_0.2	78	2.02931858019e-05
mothur_0.2	80	5.07329645047e-06
mothur_0.2	82	5.07329645047e-06
mothur_0.2	85	4.05863716037e-05
mothur_0.2	86	9.63926325589e-05
mothur_0.2	88	9.38559843337e-05
mothur_0.2	89	0.000367813992659
mothur_0.2	90	0.0874027512487
mothur_0.2	91	7.6099446757e-06
mothur_0.2	93	0.318610627034
mothur_0.2	95	0.0280984523909
mothur_0.2	97	5.07329645047e-06
mothur_0.2	98	0.0143599656031
mothur_0.2	99	0.0159276142062
mothur_0.2	102	3.80497233785e-05
mothur_0.2	105	0.0189817386694
mothur_0.2	107	0.000443913439416
mothur_0.2	108	2.28298340271e-05
mothur_0.2	110	8.6246039658e-05
mothur_0.2	112	5.07329645047e-06
mothur_0.2	114	0.000261274767199
mothur_0.2	115	3.2976426928e-05
mothur_0.2	116	0.000136979004163
mothur_0.2	117	7.6099446757e-06
mothur_0.2	120	1.01465929009e-05
mothur_0.2	121	0.000512402941497
mothur_0.2	122	1.77565375766e-05
mothur_0.2	123	5.07329645047e-05
mothur_0.2	125	0.00059103903648
mothur_0.2	127	1.01465929009e-05
mothur_0.2	131	0.00828722975184
mothur_0.2	133	0.108188046806
mothur_0.2	135	0.00385316865413
mothur_0.2	137	3.55130751533e-05
mothur_0.2	139	0.00471816569894
mothur_0.2	143	0.0165744595037
mothur_0.2	144	7.6099446757e-06
mothur_0.2	145	7.6099446757e-06
mothur_0.2	146	5.07329645047e-06
mothur_0.2	148	0.00384809535768
mothur_0.2	150	3.80497233785e-05
mothur_0.2	152	7.6099446757e-06
mothur_0.2	153	0.00280806958533
mothur_0.2	158	0.0236720012379
mothur_0.2	163	0.105674228415
mothur_0.2	164	5.07329645047e-06
mothur_0.2	167	7.6099446757e-06
mothur_0.2	170	0.0219217139625
mothur_0.2	173	1.26832411262e-05
mothur_0.2	174	0.000464206625218
mothur_0.2	175	0.00521027545463
mothur_0.2	176	0.00032469097283
mothur_0.3	4	4.05863716037e-05
mothur_0.3	5	1.01465929009e-05
mothur_0.3	6	0.030137917564
mothur_0.3	9	5.07329645047e-06
mothur_0.3	11	0.0405077355088
mothur_0.3	13	0.0171096922792
mothur_0.3	16	0.00838869568085
mothur_0.3	19	0.000233371636722
mothur_0.3	21	1.52198893514e-05
mothur_0.3	23	7.6099446757e-06
mothur_0.3	25	6.59528538561e-05
mothur_0.3	27	0.000276494656551
