	Dataset	Level	SampleID	Reference	Method	Parameters	Precision	Recall	F-measure	Pearson r	Pearson p	Spearman r	Spearman p	best N alignments	confidence	coverage	e value	max accepts	min consensus fraction	similarity
2601	mock-16	3	mock.1	gg_13_8_otus	rdp	0.0	0.7560975609756098	0.8857142857142857	0.8157894736842105	0.4378796788497493	0.0026276988397203943	0.4142387543056846	0.004670708614271758		[0.0, '.', 0.0]					
2602	mock-16	4	mock.1	gg_13_8_otus	rdp	0.0	0.660377358490566	0.8536585365853658	0.7446808510638298	0.4632578731122177	0.00022003149216297092	0.4551277874388784	0.0002926304150271151		[0.0, '.', 0.0]					
2603	mock-16	5	mock.1	gg_13_8_otus	rdp	0.0	0.46774193548387094	0.6304347826086957	0.5370370370370371	0.3462201803521743	0.0017750768918776824	0.07266882086137728	0.5244884884226058		[0.0, '.', 0.0]					
2604	mock-16	6	mock.1	gg_13_8_otus	rdp	0.0	0.2112676056338028	0.3	0.24793388429752067	-0.21318190672444726	0.028227836281701828	-0.54384679092926	1.6935970169288754e-09		[0.0, '.', 0.0]					
2925	mock-2	2	MockMiSeq.even	gg_13_8_otus	rdp	0.0	0.7	0.875	0.7777777777777777	0.6640234130617398	0.02586620328168194	0.5396282833942279	0.08665481688477626		[0.0, '.', 0.0]					
2926	mock-2	3	MockMiSeq.even	gg_13_8_otus	rdp	0.0	0.5384615384615384	0.875	0.6666666666666667	0.6568699763748492	0.01070577209789518	0.619726839465886	0.018084472057623136		[0.0, '.', 0.0]					
2927	mock-2	4	MockMiSeq.even	gg_13_8_otus	rdp	0.0	0.6111111111111112	0.8461538461538461	0.7096774193548387	0.3750956033969412	0.10318447094068679	0.6075011168269592	0.004496583152534562		[0.0, '.', 0.0]					
2928	mock-2	5	MockMiSeq.even	gg_13_8_otus	rdp	0.0	0.5882352941176471	0.8	0.6779661016949153	0.12804109716538442	0.4372732351658174	0.2095200739573687	0.2004939599130836		[0.0, '.', 0.0]					
2929	mock-2	6	MockMiSeq.even	gg_13_8_otus	rdp	0.0	0.3333333333333333	0.42857142857142855	0.375	-0.1529218678786128	0.22393106264729165	-0.39750248810511013	0.00104243233001713		[0.0, '.', 0.0]					
3250	mock-3	2	HMPMockV1.1.Even1	gg_13_8_otus	rdp	0.0	1.0	1.0	1.0	0.545083293422429	0.10321407112129506	0.4061811972299616	0.2441286818964912		[0.0, '.', 0.0]					
3251	mock-3	2	HMPMockV1.1.Even2	gg_13_8_otus	rdp	0.0	1.0	1.0	1.0	0.7543190536671701	0.01170413676044929	0.5222329678670935	0.12150291881711318		[0.0, '.', 0.0]					
3252	mock-3	2	HMPMockV1.2.Staggered1	gg_13_8_otus	rdp	0.0	1.0	0.7	0.8235294117647058	0.15241109331326064	0.6742379691132411	0.8210032962032697	0.003596582016915102		[0.0, '.', 0.0]					
3253	mock-3	2	HMPMockV1.2.Staggered2	gg_13_8_otus	rdp	0.0	1.0	0.6	0.7499999999999999	0.10271474653476537	0.7776670591768633	0.7675385182541397	0.009545537686588843		[0.0, '.', 0.0]					
3254	mock-3	3	HMPMockV1.1.Even1	gg_13_8_otus	rdp	0.0	1.0	1.0	1.0	-0.09759374638924327	0.7628519011998485	0.360163004829714	0.25014013246943373		[0.0, '.', 0.0]					
3255	mock-3	3	HMPMockV1.1.Even2	gg_13_8_otus	rdp	0.0	1.0	1.0	1.0	-0.08171107543536534	0.8006935473845959	0.360163004829714	0.25014013246943373		[0.0, '.', 0.0]					
3256	mock-3	3	HMPMockV1.2.Staggered1	gg_13_8_otus	rdp	0.0	1.0	0.75	0.8571428571428571	0.24258071872086118	0.4474511500231265	0.8177003958039568	0.0011573216564369792		[0.0, '.', 0.0]					
3257	mock-3	3	HMPMockV1.2.Staggered2	gg_13_8_otus	rdp	0.0	1.0	0.6666666666666666	0.8	0.19510941031102005	0.5433990203618211	0.7943377742597393	0.0020279345829693567		[0.0, '.', 0.0]					
3258	mock-3	4	HMPMockV1.1.Even1	gg_13_8_otus	rdp	0.0	1.0	0.9444444444444444	0.9714285714285714	-0.045636164320715066	0.8573012893054681	0.36281933150300355	0.13893334281691513		[0.0, '.', 0.0]					
3259	mock-3	4	HMPMockV1.1.Even2	gg_13_8_otus	rdp	0.0	1.0	1.0	1.0	-0.035068853370148305	0.8901260117554866	0.36281933150300355	0.13893334281691513		[0.0, '.', 0.0]					
3260	mock-3	4	HMPMockV1.2.Staggered1	gg_13_8_otus	rdp	0.0	1.0	0.6666666666666666	0.8	0.3913373176798045	0.10829118201730055	0.8348487482211919	1.6344365504899094e-05		[0.0, '.', 0.0]					
3261	mock-3	4	HMPMockV1.2.Staggered2	gg_13_8_otus	rdp	0.0	1.0	0.7222222222222222	0.8387096774193548	0.36369485462314055	0.1379117458966131	0.8282246122221176	2.1897353160205504e-05		[0.0, '.', 0.0]					
3262	mock-3	5	HMPMockV1.1.Even1	gg_13_8_otus	rdp	0.0	1.0	0.9444444444444444	0.9714285714285714	-0.045636164320715066	0.8573012893054681	0.36281933150300355	0.13893334281691513		[0.0, '.', 0.0]					
3263	mock-3	5	HMPMockV1.1.Even2	gg_13_8_otus	rdp	0.0	1.0	1.0	1.0	-0.03506885337014831	0.8901260117554866	0.36281933150300355	0.13893334281691513		[0.0, '.', 0.0]					
3264	mock-3	5	HMPMockV1.2.Staggered1	gg_13_8_otus	rdp	0.0	1.0	0.6666666666666666	0.8	0.39133731767980456	0.10829118201730055	0.8348487482211919	1.6344365504899094e-05		[0.0, '.', 0.0]					
3265	mock-3	5	HMPMockV1.2.Staggered2	gg_13_8_otus	rdp	0.0	1.0	0.7222222222222222	0.8387096774193548	0.3636948546231406	0.1379117458966131	0.8282246122221176	2.1897353160205504e-05		[0.0, '.', 0.0]					
3266	mock-3	6	HMPMockV1.1.Even1	gg_13_8_otus	rdp	0.0	0.3157894736842105	0.3	0.3076923076923077	-0.3092037624500267	0.07995506275102592	-0.6435768493701717	5.337528477320993e-05		[0.0, '.', 0.0]					
3267	mock-3	6	HMPMockV1.1.Even2	gg_13_8_otus	rdp	0.0	0.3333333333333333	0.35	0.3414634146341463	-0.2699408797783565	0.12259822136097492	-0.5888971487917841	0.00024840109624355293		[0.0, '.', 0.0]					
3268	mock-3	6	HMPMockV1.2.Staggered1	gg_13_8_otus	rdp	0.0	0.46153846153846156	0.3	0.3636363636363637	-0.07821211289365022	0.6981887927053128	-0.21288043320351455	0.2863795592364347		[0.0, '.', 0.0]					
3269	mock-3	6	HMPMockV1.2.Staggered2	gg_13_8_otus	rdp	0.0	0.35714285714285715	0.25	0.2941176470588235	-0.07139833272349654	0.7128364552596614	-0.2463830853890401	0.19759947321628046		[0.0, '.', 0.0]					
4550	mock-3	2	HMPMockV1.1.Even1	gg_13_8_otus_full16S	rdp	0.0	0.9	0.9	0.9	-0.5899040375121966	0.056097670431902384	-0.06741998624632421	0.8438617228056743		[0.0, '.', 0.0]					
4551	mock-3	2	HMPMockV1.1.Even2	gg_13_8_otus_full16S	rdp	0.0	0.9	0.9	0.9	-0.3060022238050278	0.36010725187375286	0.06741998624632421	0.8438617228056743		[0.0, '.', 0.0]					
4552	mock-3	2	HMPMockV1.2.Staggered1	gg_13_8_otus_full16S	rdp	0.0	1.0	0.7	0.8235294117647058	0.15241109331326064	0.6742379691132411	0.8210032962032697	0.003596582016915102		[0.0, '.', 0.0]					
4553	mock-3	2	HMPMockV1.2.Staggered2	gg_13_8_otus_full16S	rdp	0.0	1.0	0.6	0.7499999999999999	0.10271474653476537	0.7776670591768633	0.7675385182541397	0.009545537686588843		[0.0, '.', 0.0]					
4554	mock-3	3	HMPMockV1.1.Even1	gg_13_8_otus_full16S	rdp	0.0	0.9166666666666666	0.9166666666666666	0.9166666666666666	-0.40016800422381454	0.17545333142758826	0.08917313018968802	0.7720467395240449		[0.0, '.', 0.0]					
4555	mock-3	3	HMPMockV1.1.Even2	gg_13_8_otus_full16S	rdp	0.0	0.9166666666666666	0.9166666666666666	0.9166666666666666	-0.19102511951539838	0.5318715825071283	0.08917313018968802	0.7720467395240449		[0.0, '.', 0.0]					
4556	mock-3	3	HMPMockV1.2.Staggered1	gg_13_8_otus_full16S	rdp	0.0	1.0	0.75	0.8571428571428571	0.24258071872086118	0.4474511500231265	0.8177003958039568	0.0011573216564369792		[0.0, '.', 0.0]					
4557	mock-3	3	HMPMockV1.2.Staggered2	gg_13_8_otus_full16S	rdp	0.0	1.0	0.6666666666666666	0.8	0.19510941031102005	0.5433990203618211	0.7943377742597393	0.0020279345829693567		[0.0, '.', 0.0]					
4558	mock-3	4	HMPMockV1.1.Even1	gg_13_8_otus_full16S	rdp	0.0	0.9411764705882353	0.8888888888888888	0.9142857142857143	-0.20200482224710173	0.40691091896485876	0.10223296153888185	0.6770702181976631		[0.0, '.', 0.0]					
4559	mock-3	4	HMPMockV1.1.Even2	gg_13_8_otus_full16S	rdp	0.0	0.9444444444444444	0.9444444444444444	0.9444444444444444	-0.08235666872077235	0.73748677708556	0.10218811268322987	0.6772045954760468		[0.0, '.', 0.0]					
4560	mock-3	4	HMPMockV1.2.Staggered1	gg_13_8_otus_full16S	rdp	0.0	1.0	0.6666666666666666	0.8	0.39133731767980445	0.10829118201730055	0.8348487482211919	1.6344365504899094e-05		[0.0, '.', 0.0]					
4561	mock-3	4	HMPMockV1.2.Staggered2	gg_13_8_otus_full16S	rdp	0.0	1.0	0.7222222222222222	0.8387096774193548	0.36369485462314055	0.1379117458966131	0.8282246122221176	2.1897353160205504e-05		[0.0, '.', 0.0]					
4562	mock-3	5	HMPMockV1.1.Even1	gg_13_8_otus_full16S	rdp	0.0	0.9411764705882353	0.8888888888888888	0.9142857142857143	-0.20200482224710167	0.40691091896485876	0.10223296153888185	0.6770702181976631		[0.0, '.', 0.0]					
4563	mock-3	5	HMPMockV1.1.Even2	gg_13_8_otus_full16S	rdp	0.0	0.9444444444444444	0.9444444444444444	0.9444444444444444	-0.08235666872077231	0.73748677708556	0.10218811268322987	0.6772045954760468		[0.0, '.', 0.0]					
4564	mock-3	5	HMPMockV1.2.Staggered1	gg_13_8_otus_full16S	rdp	0.0	1.0	0.6666666666666666	0.8	0.39133731767980456	0.10829118201730055	0.8348487482211919	1.6344365504899094e-05		[0.0, '.', 0.0]					
4565	mock-3	5	HMPMockV1.2.Staggered2	gg_13_8_otus_full16S	rdp	0.0	1.0	0.7222222222222222	0.8387096774193548	0.36369485462314066	0.1379117458966131	0.8282246122221176	2.1897353160205504e-05		[0.0, '.', 0.0]					
4566	mock-3	6	HMPMockV1.1.Even1	gg_13_8_otus_full16S	rdp	0.0	0.3333333333333333	0.3	0.3157894736842105	-0.31800232234611325	0.07611456387026658	-0.6162977909888667	0.00017287115255691527		[0.0, '.', 0.0]					
4567	mock-3	6	HMPMockV1.1.Even2	gg_13_8_otus_full16S	rdp	0.0	0.35	0.35	0.35	-0.2817645981864166	0.11215503624737708	-0.5945569460141467	0.00026355147618494255		[0.0, '.', 0.0]					
4568	mock-3	6	HMPMockV1.2.Staggered1	gg_13_8_otus_full16S	rdp	0.0	0.5	0.3	0.37499999999999994	-0.021617389202695	0.9165199727327604	-0.10026130487046203	0.6260299499315249		[0.0, '.', 0.0]					
4569	mock-3	6	HMPMockV1.2.Staggered2	gg_13_8_otus_full16S	rdp	0.0	0.38461538461538464	0.25	0.30303030303030304	-0.028337442923345373	0.8861798910598412	-0.15637953360360596	0.42680948757758563		[0.0, '.', 0.0]					
4770	mock-3	2	HMPMockV1.1.Even1	gg_13_8_otus_trim150	rdp	0.0	0.9	0.9	0.9	-0.5564975740211721	0.07540330300577756	-0.06741998624632421	0.8438617228056743		[0.0, '.', 0.0]					
4771	mock-3	2	HMPMockV1.1.Even2	gg_13_8_otus_trim150	rdp	0.0	0.9	0.9	0.9	-0.26335594807744306	0.43394824859854225	0.06741998624632421	0.8438617228056743		[0.0, '.', 0.0]					
4772	mock-3	2	HMPMockV1.2.Staggered1	gg_13_8_otus_trim150	rdp	0.0	1.0	0.7	0.8235294117647058	0.011322706207290045	0.9752347553297651	0.6111227543167196	0.06050773127583378		[0.0, '.', 0.0]					
4773	mock-3	2	HMPMockV1.2.Staggered2	gg_13_8_otus_trim150	rdp	0.0	1.0	0.7	0.8235294117647058	-0.00646125055419929	0.9858666044601325	0.6111227543167196	0.06050773127583378		[0.0, '.', 0.0]					
4774	mock-3	3	HMPMockV1.1.Even1	gg_13_8_otus_trim150	rdp	0.0	0.8461538461538461	0.9166666666666666	0.8799999999999999	-0.27407148181343854	0.3430263484686555	-0.049638412687605396	0.8661774546883433		[0.0, '.', 0.0]					
4775	mock-3	3	HMPMockV1.1.Even2	gg_13_8_otus_trim150	rdp	0.0	0.8461538461538461	0.9166666666666666	0.8799999999999999	-0.08323788688090232	0.7772528994348797	0.052396102281361254	0.8588089713138608		[0.0, '.', 0.0]					
4776	mock-3	3	HMPMockV1.2.Staggered1	gg_13_8_otus_trim150	rdp	0.0	0.9	0.75	0.8181818181818182	0.09715897432846948	0.752183361332071	0.46879379348110184	0.1061109425620381		[0.0, '.', 0.0]					
4777	mock-3	3	HMPMockV1.2.Staggered2	gg_13_8_otus_trim150	rdp	0.0	0.8888888888888888	0.6666666666666666	0.761904761904762	0.09123685541415294	0.7669008142750215	0.4559659082252401	0.11735378677064667		[0.0, '.', 0.0]					
4778	mock-3	4	HMPMockV1.1.Even1	gg_13_8_otus_trim150	rdp	0.0	0.8888888888888888	0.8888888888888888	0.8888888888888888	-0.03884983382217083	0.8708213423969002	0.03230252087780333	0.8924584037755536		[0.0, '.', 0.0]					
4779	mock-3	4	HMPMockV1.1.Even2	gg_13_8_otus_trim150	rdp	0.0	0.85	0.9444444444444444	0.8947368421052632	0.0594708039330119	0.797898409661004	0.23080681667704345	0.3141270201700102		[0.0, '.', 0.0]					
4780	mock-3	4	HMPMockV1.2.Staggered1	gg_13_8_otus_trim150	rdp	0.0	0.9230769230769231	0.6666666666666666	0.7741935483870968	0.28698932786442094	0.23353747044901194	0.5621333678555399	0.012242780035199026		[0.0, '.', 0.0]					
4781	mock-3	4	HMPMockV1.2.Staggered2	gg_13_8_otus_trim150	rdp	0.0	0.9285714285714286	0.7222222222222222	0.8125000000000001	0.28400597133453287	0.2386489800791113	0.5583563931615945	0.012968854270872346		[0.0, '.', 0.0]					
4782	mock-3	5	HMPMockV1.1.Even1	gg_13_8_otus_trim150	rdp	0.0	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.0033601770208781076	0.988466706218668	0.04883773756627041	0.833493356614601		[0.0, '.', 0.0]					
4783	mock-3	5	HMPMockV1.1.Even2	gg_13_8_otus_trim150	rdp	0.0	0.8	0.8888888888888888	0.8421052631578948	0.07976093200775038	0.7242105275167974	0.204591202696918	0.3610761409635972		[0.0, '.', 0.0]					
4784	mock-3	5	HMPMockV1.2.Staggered1	gg_13_8_otus_trim150	rdp	0.0	0.8461538461538461	0.6111111111111112	0.7096774193548387	0.23204700019538796	0.32489415851316344	0.23026981339212135	0.3287178853075037		[0.0, '.', 0.0]					
4785	mock-3	5	HMPMockV1.2.Staggered2	gg_13_8_otus_trim150	rdp	0.0	0.8571428571428571	0.6666666666666666	0.75	0.23681753456808682	0.31476157113127406	0.21913586770306437	0.3532750554938072		[0.0, '.', 0.0]					
4786	mock-3	6	HMPMockV1.1.Even1	gg_13_8_otus_trim150	rdp	0.0	0.2631578947368421	0.25	0.25641025641025644	0.013505071237744963	0.9395740300265807	-0.6068285960536364	0.00014189121665105232		[0.0, '.', 0.0]					
4787	mock-3	6	HMPMockV1.1.Even2	gg_13_8_otus_trim150	rdp	0.0	0.2857142857142857	0.3	0.2926829268292683	0.04641726326961559	0.7911806096358978	-0.5615521204242105	0.0004482437010601872		[0.0, '.', 0.0]					
4788	mock-3	6	HMPMockV1.2.Staggered1	gg_13_8_otus_trim150	rdp	0.0	0.38461538461538464	0.25	0.30303030303030304	0.4364633854749413	0.020228875710730423	-0.2660876560154381	0.17111426044953182		[0.0, '.', 0.0]					
4789	mock-3	6	HMPMockV1.2.Staggered2	gg_13_8_otus_trim150	rdp	0.0	0.2857142857142857	0.2	0.23529411764705882	0.4462531533695437	0.013441715223670648	-0.30640950292660135	0.0995894723331908		[0.0, '.', 0.0]					
4990	mock-4	2	HMPMockV1.1.Even1	gg_13_8_otus	rdp	0.0	1.0	1.0	1.0	0.18996850569104298	0.5991185677147756	0.4061811972299616	0.2441286818964912		[0.0, '.', 0.0]					
4991	mock-4	2	HMPMockV1.1.Even2	gg_13_8_otus	rdp	0.0	1.0	1.0	1.0	0.1509212919675621	0.6772771488087644	0.4061811972299616	0.2441286818964912		[0.0, '.', 0.0]					
4992	mock-4	2	HMPMockV1.2.Staggered1	gg_13_8_otus	rdp	0.0	0.9090909090909091	1.0	0.9523809523809523	0.41166175042138464	0.20840607727093732	0.885853984055813	0.0002840889584498472		[0.0, '.', 0.0]					
4993	mock-4	2	HMPMockV1.2.Staggered2	gg_13_8_otus	rdp	0.0	1.0	1.0	1.0	0.3968894211929752	0.2561228999381554	0.8170883606475996	0.0039020358324549794		[0.0, '.', 0.0]					
4994	mock-4	3	HMPMockV1.1.Even1	gg_13_8_otus	rdp	0.0	0.9230769230769231	1.0	0.9600000000000001	0.22090599631214072	0.46828694124499237	0.40871018003607007	0.1655613292624995		[0.0, '.', 0.0]					
4995	mock-4	3	HMPMockV1.1.Even2	gg_13_8_otus	rdp	0.0	0.8571428571428571	1.0	0.923076923076923	0.30526229598530985	0.28855518391381146	0.5515379187511711	0.040897793495171114		[0.0, '.', 0.0]					
4996	mock-4	3	HMPMockV1.2.Staggered1	gg_13_8_otus	rdp	0.0	0.7058823529411765	1.0	0.8275862068965517	0.49191415411752293	0.04489128735631662	0.9391426276393376	2.344179941716126e-08		[0.0, '.', 0.0]					
4997	mock-4	3	HMPMockV1.2.Staggered2	gg_13_8_otus	rdp	0.0	0.8571428571428571	1.0	0.923076923076923	0.4833031420431592	0.07998881306485035	0.891840921648346	1.8239869765535787e-05		[0.0, '.', 0.0]					
4998	mock-4	4	HMPMockV1.1.Even1	gg_13_8_otus	rdp	0.0	0.8571428571428571	1.0	0.923076923076923	0.2699584671658351	0.23661689888648096	0.6778340867394345	0.0007341486384969655		[0.0, '.', 0.0]					
4999	mock-4	4	HMPMockV1.1.Even2	gg_13_8_otus	rdp	0.0	0.9	1.0	0.9473684210526316	0.22020124563660576	0.3508805346958449	0.6145934668255494	0.003933530488787407		[0.0, '.', 0.0]					
