	Dataset	SampleID	Reference	Method	Parameters	Precision	Recall	F-measure	Pearson r	Pearson p	Spearman r	Spearman p	best N alignments	confidence	coverage	e value	max accepts	min consensus fraction	similarity
588	mock-3	HMPMockV1.2.Staggered2	gg_13_8_otus_trim150	rdp	0.0	0.2857142857142857	0.2	0.23529411764705882	0.4462531535359734	0.013441715184847039	-0.3072724274315275	0.09859099360824447		[0.0, '.', 0.0]					
629	mock-4	HMPMockV1.1.Even1	gg_13_8_otus	rdp	0.0	0.2692307692307692	0.35	0.3043478260869565	-0.2924674033377914	0.04856594018867811	-0.8777804173225091	1.1718542162612694e-15		[0.0, '.', 0.0]					
630	mock-4	HMPMockV1.1.Even2	gg_13_8_otus	rdp	0.0	0.23076923076923078	0.3	0.2608695652173913	-0.29495331388168416	0.04659843205607763	-0.8777509314252798	1.1777201867255268e-15		[0.0, '.', 0.0]					
631	mock-4	HMPMockV1.2.Staggered1	gg_13_8_otus	rdp	0.0	0.23333333333333334	0.35	0.28	-0.07907686991616851	0.5851544610198036	-0.8420935419194112	1.8166839405683955e-14		[0.0, '.', 0.0]					
632	mock-4	HMPMockV1.2.Staggered2	gg_13_8_otus	rdp	0.0	0.25925925925925924	0.35	0.29787234042553196	-0.08668411427977948	0.5623421010515541	-0.8497299012264535	4.263045986190307e-14		[0.0, '.', 0.0]					
889	mock-5	HMPMockV1.1.Even1	gg_13_8_otus	rdp	0.0	0.23076923076923078	0.3	0.2608695652173913	-0.33491491847557764	0.022897747897008342	-0.8777509314252798	1.1777201867255268e-15		[0.0, '.', 0.0]					
890	mock-5	HMPMockV1.1.Even2	gg_13_8_otus	rdp	0.0	0.25	0.3	0.2727272727272727	-0.35649922536079465	0.01753462877331593	-0.8849338013692725	1.5821475112924994e-15		[0.0, '.', 0.0]					
891	mock-5	HMPMockV1.2.Staggered1	gg_13_8_otus	rdp	0.0	0.20689655172413793	0.3	0.24489795918367346	-0.08587864474619553	0.5573936126171699	-0.8448131424206295	2.335093471247442e-14		[0.0, '.', 0.0]					
892	mock-5	HMPMockV1.2.Staggered2	gg_13_8_otus	rdp	0.0	0.2222222222222222	0.3	0.25531914893617025	-0.09174690006331078	0.5396490513720699	-0.8497299012264535	4.263045986190307e-14		[0.0, '.', 0.0]					
1149	mock-6	Even1	gg_13_8_otus	rdp	0.0	0.08108108108108109	0.12	0.0967741935483871	-0.15739114045743488	0.08084892391927027	-0.8496928011304086	1.037796810531179e-35		[0.0, '.', 0.0]					
1150	mock-6	Even2	gg_13_8_otus	rdp	0.0	0.1	0.12	0.1090909090909091	-0.18046287966871316	0.059212824689666654	-0.8648964682047435	4.142818793587611e-34		[0.0, '.', 0.0]					
1151	mock-6	Even3	gg_13_8_otus	rdp	0.0	0.0967741935483871	0.12	0.10714285714285714	-0.17465606179861484	0.06549946334771836	-0.8630415217315254	2.077478518592041e-34		[0.0, '.', 0.0]					
1344	mock-7	Even1	gg_13_8_otus	rdp	0.0	0.5	0.52	0.5098039215686274	-0.33005427965892076	0.0007046608643959921	-0.8705855573307115	1.437835991636149e-32		[0.0, '.', 0.0]					
1345	mock-7	Even2	gg_13_8_otus	rdp	0.0	0.5	0.52	0.5098039215686274	-0.3382267695419931	0.0005072794458128601	-0.8705855573307115	1.437835991636149e-32		[0.0, '.', 0.0]					
1346	mock-7	Even3	gg_13_8_otus	rdp	0.0	0.5	0.52	0.5098039215686274	-0.34320896791839395	0.0004133331572225728	-0.8705855573307115	1.437835991636149e-32		[0.0, '.', 0.0]					
1539	mock-8	Even1	gg_13_8_otus	rdp	0.0	0.4716981132075472	0.5	0.4854368932038835	-0.3791083611164994	7.846471033348649e-05	-0.870049280041589	8.55500057325339e-33		[0.0, '.', 0.0]					
1540	mock-8	Even2	gg_13_8_otus	rdp	0.0	0.46296296296296297	0.5	0.4807692307692307	-0.36557366473662833	0.00013560974712925627	-0.8694560579350579	5.2126801222562736e-33		[0.0, '.', 0.0]					
1541	mock-8	Even3	gg_13_8_otus	rdp	0.0	0.44642857142857145	0.5	0.47169811320754723	-0.3782860852349649	6.384135388074536e-05	-0.8681123256561708	2.0703710381059766e-33		[0.0, '.', 0.0]					
1734	mock-9	Mock.1	unite_20.11.2016	rdp	0.0	0.13333333333333333	0.16666666666666666	0.14814814814814814	-0.10916125534562339	0.6034681116253822	-0.6108653276638335	0.001180602463683812		[0.0, '.', 0.0]					
1735	mock-9	Mock.2	unite_20.11.2016	rdp	0.0	0.125	0.16666666666666666	0.14285714285714288	-0.05469766867532915	0.790712013475565	-0.5814478263182923	0.0018370054524746275		[0.0, '.', 0.0]					
1736	mock-9	Mock.3	unite_20.11.2016	rdp	0.0	0.14285714285714285	0.16666666666666666	0.15384615384615383	-0.16347250144959596	0.44531282088069923	-0.6098987669736713	0.0015543892984112091		[0.0, '.', 0.0]					
1	mock-1	MockHiSeq.even	gg_13_8_otus	rdp	0.1	0.25	0.36363636363636365	0.2962962962962963	-0.21444788769829687	0.05454757152134739	-0.8491894138626064	1.3017275348424648e-23		[0.0, '.', 1.0]					
68	mock-10	Mock.1	unite_20.11.2016	rdp	0.1	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.04881717246640095	0.8291940501891762	-0.5538155538125187	0.007492435809699826		[0.0, '.', 1.0]					
69	mock-10	Mock.2	unite_20.11.2016	rdp	0.1	0.16666666666666666	0.16666666666666666	0.16666666666666666	-0.08082496994885037	0.7206729584180718	-0.5755080324781724	0.005071289832725561		[0.0, '.', 1.0]					
70	mock-10	Mock.3	unite_20.11.2016	rdp	0.1	0.16666666666666666	0.16666666666666666	0.16666666666666666	-0.1156921043207277	0.6081639900737347	-0.5886549892452351	0.003950948369128925		[0.0, '.', 1.0]					
261	mock-2	MockMiSeq.even	gg_13_8_otus	rdp	0.1	0.2608695652173913	0.36363636363636365	0.3037974683544304	-0.2544118126811443	0.023661175363588364	-0.8525894106334719	2.100658064095722e-23		[0.0, '.', 1.0]					
329	mock-3	HMPMockV1.1.Even1	gg_13_8_otus	rdp	0.1	0.21052631578947367	0.2	0.20512820512820512	-0.27977997687944783	0.08452440598095773	-0.9003063693837767	6.187739483608166e-15		[0.0, '.', 1.0]					
330	mock-3	HMPMockV1.1.Even2	gg_13_8_otus	rdp	0.1	0.23809523809523808	0.25	0.24390243902439024	-0.24407148310107876	0.12408485095668495	-0.894749146722136	3.1259304698048143e-15		[0.0, '.', 1.0]					
331	mock-3	HMPMockV1.2.Staggered1	gg_13_8_otus	rdp	0.1	0.3076923076923077	0.2	0.24242424242424246	-0.11752418340323352	0.5148163773976928	-0.8426660435819805	7.709866309738252e-10		[0.0, '.', 1.0]					
332	mock-3	HMPMockV1.2.Staggered2	gg_13_8_otus	rdp	0.1	0.21428571428571427	0.15	0.1764705882352941	-0.11036629430382422	0.5343547202284039	-0.8481980731426231	2.404551103792653e-10		[0.0, '.', 1.0]					
589	mock-3	HMPMockV1.1.Even1	gg_13_8_otus_trim150	rdp	0.1	0.2631578947368421	0.25	0.25641025641025644	0.013505071360455884	0.9395740294785488	-0.6533216879547433	2.802827525978563e-05		[0.0, '.', 1.0]					
590	mock-3	HMPMockV1.1.Even2	gg_13_8_otus_trim150	rdp	0.1	0.2857142857142857	0.3	0.2926829268292683	0.04641726339600675	0.7911806090798573	-0.609904123030017	0.00010038816672914898		[0.0, '.', 1.0]					
591	mock-3	HMPMockV1.2.Staggered1	gg_13_8_otus_trim150	rdp	0.1	0.38461538461538464	0.25	0.30303030303030304	0.4364633856734631	0.02022887564739297	-0.25726850233583975	0.18628591643330042		[0.0, '.', 1.0]					
592	mock-3	HMPMockV1.2.Staggered2	gg_13_8_otus_trim150	rdp	0.1	0.2857142857142857	0.2	0.23529411764705882	0.4462531535359734	0.013441715184847039	-0.3072724274315275	0.09859099360824447		[0.0, '.', 1.0]					
633	mock-4	HMPMockV1.1.Even1	gg_13_8_otus	rdp	0.1	0.2692307692307692	0.35	0.3043478260869565	-0.2924674033377914	0.04856594018867811	-0.8777804173225091	1.1718542162612694e-15		[0.0, '.', 1.0]					
634	mock-4	HMPMockV1.1.Even2	gg_13_8_otus	rdp	0.1	0.23076923076923078	0.3	0.2608695652173913	-0.29495331388168416	0.04659843205607763	-0.8777509314252798	1.1777201867255268e-15		[0.0, '.', 1.0]					
635	mock-4	HMPMockV1.2.Staggered1	gg_13_8_otus	rdp	0.1	0.23333333333333334	0.35	0.28	-0.07907686991616852	0.5851544610198036	-0.8420935419194112	1.8166839405683955e-14		[0.0, '.', 1.0]					
636	mock-4	HMPMockV1.2.Staggered2	gg_13_8_otus	rdp	0.1	0.25925925925925924	0.35	0.29787234042553196	-0.08668411427977947	0.5623421010515541	-0.8497299012264535	4.263045986190307e-14		[0.0, '.', 1.0]					
893	mock-5	HMPMockV1.1.Even1	gg_13_8_otus	rdp	0.1	0.23076923076923078	0.3	0.2608695652173913	-0.33491491847557764	0.022897747897008342	-0.8777509314252798	1.1777201867255268e-15		[0.0, '.', 1.0]					
894	mock-5	HMPMockV1.1.Even2	gg_13_8_otus	rdp	0.1	0.25	0.3	0.2727272727272727	-0.35649922536079465	0.01753462877331593	-0.8849338013692725	1.5821475112924994e-15		[0.0, '.', 1.0]					
895	mock-5	HMPMockV1.2.Staggered1	gg_13_8_otus	rdp	0.1	0.20689655172413793	0.3	0.24489795918367346	-0.08587864474619553	0.5573936126171699	-0.8448131424206295	2.335093471247442e-14		[0.0, '.', 1.0]					
896	mock-5	HMPMockV1.2.Staggered2	gg_13_8_otus	rdp	0.1	0.2222222222222222	0.3	0.25531914893617025	-0.09174690006331078	0.5396490513720699	-0.8497299012264535	4.263045986190307e-14		[0.0, '.', 1.0]					
1152	mock-6	Even1	gg_13_8_otus	rdp	0.1	0.08108108108108109	0.12	0.0967741935483871	-0.157308443241349	0.08101052310775517	-0.8496956628438513	1.0366866352296303e-35		[0.0, '.', 1.0]					
1153	mock-6	Even2	gg_13_8_otus	rdp	0.1	0.09836065573770492	0.12	0.10810810810810811	-0.1782058153872962	0.06130778409406401	-0.8639831010129954	2.912763313623422e-34		[0.0, '.', 1.0]					
1154	mock-6	Even3	gg_13_8_otus	rdp	0.1	0.0967741935483871	0.12	0.10714285714285714	-0.17444512640306345	0.0658307143618277	-0.863035452757247	2.08218899465573e-34		[0.0, '.', 1.0]					
1347	mock-7	Even1	gg_13_8_otus	rdp	0.1	0.5	0.52	0.5098039215686274	-0.33005427965892076	0.0007046608643959921	-0.8705855573307115	1.437835991636149e-32		[0.0, '.', 1.0]					
1348	mock-7	Even2	gg_13_8_otus	rdp	0.1	0.5	0.52	0.5098039215686274	-0.3382267695419931	0.0005072794458128601	-0.8705855573307115	1.437835991636149e-32		[0.0, '.', 1.0]					
1349	mock-7	Even3	gg_13_8_otus	rdp	0.1	0.5	0.52	0.5098039215686274	-0.34320896791839395	0.0004133331572225728	-0.8705855573307115	1.437835991636149e-32		[0.0, '.', 1.0]					
1542	mock-8	Even1	gg_13_8_otus	rdp	0.1	0.4716981132075472	0.5	0.4854368932038835	-0.3791083611164994	7.846471033348649e-05	-0.870049280041589	8.55500057325339e-33		[0.0, '.', 1.0]					
1543	mock-8	Even2	gg_13_8_otus	rdp	0.1	0.46296296296296297	0.5	0.4807692307692307	-0.36557366473662833	0.00013560974712925627	-0.8694560579350579	5.2126801222562736e-33		[0.0, '.', 1.0]					
1544	mock-8	Even3	gg_13_8_otus	rdp	0.1	0.44642857142857145	0.5	0.47169811320754723	-0.3782860852349649	6.384135388074536e-05	-0.8681123256561708	2.0703710381059766e-33		[0.0, '.', 1.0]					
1737	mock-9	Mock.1	unite_20.11.2016	rdp	0.1	0.13333333333333333	0.16666666666666666	0.14814814814814814	-0.10884163120286962	0.6045352484139587	-0.6108653276638335	0.001180602463683812		[0.0, '.', 1.0]					
1738	mock-9	Mock.2	unite_20.11.2016	rdp	0.1	0.125	0.16666666666666666	0.14285714285714288	-0.05452821794001353	0.7913463164911979	-0.5814478263182923	0.0018370054524746275		[0.0, '.', 1.0]					
1739	mock-9	Mock.3	unite_20.11.2016	rdp	0.1	0.15384615384615385	0.16666666666666666	0.16	-0.18690109421473933	0.39314840570142906	-0.6144239403892804	0.0018128434003672998		[0.0, '.', 1.0]					
2	mock-1	MockHiSeq.even	gg_13_8_otus	rdp	0.2	0.25	0.36363636363636365	0.2962962962962963	-0.21444788769829687	0.05454757152134739	-0.8491894138626064	1.3017275348424648e-23		[0.0, '.', 2.0]					
71	mock-10	Mock.1	unite_20.11.2016	rdp	0.2	0.08333333333333333	0.08333333333333333	0.08333333333333333	0.008663623115299838	0.9687047937019387	-0.6466913379363406	0.0008543918917842427		[0.0, '.', 2.0]					
72	mock-10	Mock.2	unite_20.11.2016	rdp	0.2	0.08333333333333333	0.08333333333333333	0.08333333333333333	-0.12605618001377547	0.5665600096945536	-0.6664642745279195	0.0005158327292472803		[0.0, '.', 2.0]					
73	mock-10	Mock.3	unite_20.11.2016	rdp	0.2	0.08333333333333333	0.08333333333333333	0.08333333333333333	-0.1429131026559253	0.5153577960745279	-0.6664642745279195	0.0005158327292472803		[0.0, '.', 2.0]					
262	mock-2	MockMiSeq.even	gg_13_8_otus	rdp	0.2	0.2608695652173913	0.36363636363636365	0.3037974683544304	-0.25572422212040435	0.022926237568366058	-0.8525894106334719	2.100658064095722e-23		[0.0, '.', 2.0]					
333	mock-3	HMPMockV1.1.Even1	gg_13_8_otus	rdp	0.2	0.21052631578947367	0.2	0.20512820512820512	-0.27977997687944783	0.08452440598095773	-0.9003063693837767	6.187739483608166e-15		[0.0, '.', 2.0]					
334	mock-3	HMPMockV1.1.Even2	gg_13_8_otus	rdp	0.2	0.23809523809523808	0.25	0.24390243902439024	-0.24407148310107876	0.12408485095668495	-0.894749146722136	3.1259304698048143e-15		[0.0, '.', 2.0]					
335	mock-3	HMPMockV1.2.Staggered1	gg_13_8_otus	rdp	0.2	0.3076923076923077	0.2	0.24242424242424246	-0.11752418340323352	0.5148163773976928	-0.8426660435819805	7.709866309738252e-10		[0.0, '.', 2.0]					
336	mock-3	HMPMockV1.2.Staggered2	gg_13_8_otus	rdp	0.2	0.21428571428571427	0.15	0.1764705882352941	-0.11036629430382422	0.5343547202284039	-0.8481980731426231	2.404551103792653e-10		[0.0, '.', 2.0]					
593	mock-3	HMPMockV1.1.Even1	gg_13_8_otus_trim150	rdp	0.2	0.2631578947368421	0.25	0.25641025641025644	0.013505071360455876	0.9395740294785488	-0.6533216879547433	2.802827525978563e-05		[0.0, '.', 2.0]					
594	mock-3	HMPMockV1.1.Even2	gg_13_8_otus_trim150	rdp	0.2	0.2857142857142857	0.3	0.2926829268292683	0.04641726339600674	0.7911806090798573	-0.609904123030017	0.00010038816672914898		[0.0, '.', 2.0]					
595	mock-3	HMPMockV1.2.Staggered1	gg_13_8_otus_trim150	rdp	0.2	0.38461538461538464	0.25	0.30303030303030304	0.43646338567346316	0.02022887564739297	-0.25726850233583975	0.18628591643330042		[0.0, '.', 2.0]					
596	mock-3	HMPMockV1.2.Staggered2	gg_13_8_otus_trim150	rdp	0.2	0.2857142857142857	0.2	0.23529411764705882	0.4462531535359733	0.01344171518484707	-0.3072724274315275	0.09859099360824447		[0.0, '.', 2.0]					
637	mock-4	HMPMockV1.1.Even1	gg_13_8_otus	rdp	0.2	0.2692307692307692	0.35	0.3043478260869565	-0.2924741675738591	0.04856049660200028	-0.8777804173225091	1.1718542162612694e-15		[0.0, '.', 2.0]					
638	mock-4	HMPMockV1.1.Even2	gg_13_8_otus	rdp	0.2	0.23076923076923078	0.3	0.2608695652173913	-0.29495331388168416	0.04659843205607763	-0.8777509314252798	1.1777201867255268e-15		[0.0, '.', 2.0]					
639	mock-4	HMPMockV1.2.Staggered1	gg_13_8_otus	rdp	0.2	0.23333333333333334	0.35	0.28	-0.07907864143759938	0.5851460279348042	-0.8420935419194112	1.8166839405683955e-14		[0.0, '.', 2.0]					
640	mock-4	HMPMockV1.2.Staggered2	gg_13_8_otus	rdp	0.2	0.25	0.35	0.2916666666666667	-0.08471777109774277	0.5669825254126546	-0.8473020677497014	3.1275861042202986e-14		[0.0, '.', 2.0]					
897	mock-5	HMPMockV1.1.Even1	gg_13_8_otus	rdp	0.2	0.23076923076923078	0.3	0.2608695652173913	-0.33491491847557764	0.022897747897008342	-0.8777509314252798	1.1777201867255268e-15		[0.0, '.', 2.0]					
898	mock-5	HMPMockV1.1.Even2	gg_13_8_otus	rdp	0.2	0.25	0.3	0.2727272727272727	-0.3564992253607947	0.01753462877331587	-0.8849338013692725	1.5821475112924994e-15		[0.0, '.', 2.0]					
899	mock-5	HMPMockV1.2.Staggered1	gg_13_8_otus	rdp	0.2	0.20689655172413793	0.3	0.24489795918367346	-0.0858786447461955	0.5573936126171699	-0.8448131424206295	2.335093471247442e-14		[0.0, '.', 2.0]					
900	mock-5	HMPMockV1.2.Staggered2	gg_13_8_otus	rdp	0.2	0.2222222222222222	0.3	0.25531914893617025	-0.09174690006331077	0.5396490513720752	-0.8497299012264535	4.263045986190307e-14		[0.0, '.', 2.0]					
1155	mock-6	Even1	gg_13_8_otus	rdp	0.2	0.08695652173913043	0.12	0.10084033613445377	-0.16345917682437594	0.0756876276918972	-0.8556407546721332	2.935653729933012e-35		[0.0, '.', 2.0]					
1156	mock-6	Even2	gg_13_8_otus	rdp	0.2	0.10526315789473684	0.12	0.11214953271028036	-0.18434136761931375	0.05733231046441468	-0.8673775253168957	1.3423412578654579e-33		[0.0, '.', 2.0]					
1157	mock-6	Even3	gg_13_8_otus	rdp	0.2	0.1	0.12	0.1090909090909091	-0.17670975568980965	0.06478524185978467	-0.8648835584351582	4.162754024419116e-34		[0.0, '.', 2.0]					
1350	mock-7	Even1	gg_13_8_otus	rdp	0.2	0.48148148148148145	0.52	0.5	-0.32762065431618237	0.0006865105242127325	-0.869458666810658	5.2077253180698165e-33		[0.0, '.', 2.0]					
1351	mock-7	Even2	gg_13_8_otus	rdp	0.2	0.4727272727272727	0.52	0.49523809523809526	-0.3310537468353934	0.0005616503328349733	-0.8688093317928287	3.2494381530439254e-33		[0.0, '.', 2.0]					
1352	mock-7	Even3	gg_13_8_otus	rdp	0.2	0.48148148148148145	0.52	0.5	-0.3394055441635705	0.00042401367245262494	-0.869458666810658	5.2077253180698165e-33		[0.0, '.', 2.0]					
1545	mock-8	Even1	gg_13_8_otus	rdp	0.2	0.46296296296296297	0.5	0.4807692307692307	-0.3749213056520372	8.807750041319224e-05	-0.8694560579350579	5.2126801222562736e-33		[0.0, '.', 2.0]					
1546	mock-8	Even2	gg_13_8_otus	rdp	0.2	0.45454545454545453	0.5	0.47619047619047616	-0.36162208544099705	0.00015048156786080512	-0.8688093317928287	3.2494381530439254e-33		[0.0, '.', 2.0]					
1547	mock-8	Even3	gg_13_8_otus	rdp	0.2	0.43859649122807015	0.5	0.46728971962616817	-0.37457127742451934	7.043871172536368e-05	-0.8673680628445744	1.3470346125098686e-33		[0.0, '.', 2.0]					
1740	mock-9	Mock.1	unite_20.11.2016	rdp	0.2	0.13333333333333333	0.16666666666666666	0.14814814814814814	-0.10877434113830901	0.6047600119954079	-0.6107398804240541	0.0011841284018541934		[0.0, '.', 2.0]					
1741	mock-9	Mock.2	unite_20.11.2016	rdp	0.2	0.125	0.16666666666666666	0.14285714285714288	-0.054482005934149605	0.7915193238303027	-0.5814478263182923	0.0018370054524746275		[0.0, '.', 2.0]					
1742	mock-9	Mock.3	unite_20.11.2016	rdp	0.2	0.16666666666666666	0.16666666666666666	0.16666666666666666	-0.21370765348658788	0.3395970198782249	-0.6188929898094795	0.002134702357471808		[0.0, '.', 2.0]					
3	mock-1	MockHiSeq.even	gg_13_8_otus	rdp	0.3	0.24	0.36363636363636365	0.2891566265060241	-0.21923029860074986	0.046449215049637095	-0.845575650690355	8.679044361718283e-24		[0.0, '.', 3.0]					
74	mock-10	Mock.1	unite_20.11.2016	rdp	0.3	0.07142857142857142	0.08333333333333333	0.07692307692307691	-0.02753041580380119	0.8960686579872447	-0.654015571192315	0.0003910429690608651		[0.0, '.', 3.0]					
75	mock-10	Mock.2	unite_20.11.2016	rdp	0.3	0.07142857142857142	0.08333333333333333	0.07692307692307691	-0.15796561787417066	0.45076161293249895	-0.6702308332879923	0.0002467015175990639		[0.0, '.', 3.0]					
76	mock-10	Mock.3	unite_20.11.2016	rdp	0.3	0.07142857142857142	0.08333333333333333	0.07692307692307691	-0.16807556910685298	0.421922121996427	-0.6702308332879923	0.0002467015175990639		[0.0, '.', 3.0]					
263	mock-2	MockMiSeq.even	gg_13_8_otus	rdp	0.3	0.27906976744186046	0.36363636363636365	0.31578947368421056	-0.25965331626650706	0.02350713387850197	-0.8573734250013937	4.8455045686493383e-23		[0.0, '.', 3.0]					
337	mock-3	HMPMockV1.1.Even1	gg_13_8_otus	rdp	0.3	0.21052631578947367	0.2	0.20512820512820512	-0.27977997687944783	0.08452440598095773	-0.9003063693837767	6.187739483608166e-15		[0.0, '.', 3.0]					
338	mock-3	HMPMockV1.1.Even2	gg_13_8_otus	rdp	0.3	0.23809523809523808	0.25	0.24390243902439024	-0.24407148310107876	0.12408485095668495	-0.894749146722136	3.1259304698048143e-15		[0.0, '.', 3.0]					
339	mock-3	HMPMockV1.2.Staggered1	gg_13_8_otus	rdp	0.3	0.3076923076923077	0.2	0.24242424242424246	-0.11752418340323352	0.5148163773976928	-0.8426660435819805	7.709866309738252e-10		[0.0, '.', 3.0]					
340	mock-3	HMPMockV1.2.Staggered2	gg_13_8_otus	rdp	0.3	0.21428571428571427	0.15	0.1764705882352941	-0.11036629430382419	0.5343547202284039	-0.8481980731426231	2.404551103792653e-10		[0.0, '.', 3.0]					
597	mock-3	HMPMockV1.1.Even1	gg_13_8_otus_trim150	rdp	0.3	0.2631578947368421	0.25	0.25641025641025644	0.013505071360455893	0.9395740294785488	-0.6533216879547433	2.802827525978563e-05		[0.0, '.', 3.0]					
598	mock-3	HMPMockV1.1.Even2	gg_13_8_otus_trim150	rdp	0.3	0.2857142857142857	0.3	0.2926829268292683	0.046417263396006755	0.7911806090798573	-0.609904123030017	0.00010038816672914898		[0.0, '.', 3.0]					
599	mock-3	HMPMockV1.2.Staggered1	gg_13_8_otus_trim150	rdp	0.3	0.38461538461538464	0.25	0.30303030303030304	0.4364633856734631	0.02022887564739297	-0.25726850233583975	0.18628591643330042		[0.0, '.', 3.0]					
600	mock-3	HMPMockV1.2.Staggered2	gg_13_8_otus_trim150	rdp	0.3	0.2857142857142857	0.2	0.23529411764705882	0.4462531535359734	0.013441715184847039	-0.3072724274315275	0.09859099360824447		[0.0, '.', 3.0]					
641	mock-4	HMPMockV1.1.Even1	gg_13_8_otus	rdp	0.3	0.2692307692307692	0.35	0.3043478260869565	-0.2995149570191192	0.043156678356067284	-0.8777804173225091	1.1718542162612694e-15		[0.0, '.', 3.0]					
642	mock-4	HMPMockV1.1.Even2	gg_13_8_otus	rdp	0.3	0.2222222222222222	0.3	0.25531914893617025	-0.2928051174849795	0.04578933163441817	-0.8740318283318292	1.051797654301612e-15		[0.0, '.', 3.0]					
643	mock-4	HMPMockV1.2.Staggered1	gg_13_8_otus	rdp	0.3	0.22580645161290322	0.35	0.2745098039215686	-0.07383089480380317	0.606629654468849	-0.8392813591366242	1.444495337596505e-14		[0.0, '.', 3.0]					
644	mock-4	HMPMockV1.2.Staggered2	gg_13_8_otus	rdp	0.3	0.25925925925925924	0.35	0.29787234042553196	-0.08270779623627356	0.5804715377714253	-0.8497565130835005	4.2473409618653234e-14		[0.0, '.', 3.0]					
901	mock-5	HMPMockV1.1.Even1	gg_13_8_otus	rdp	0.3	0.2222222222222222	0.3	0.25531914893617025	-0.2698914307287858	0.06655462877863284	-0.8740318283318292	1.051797654301612e-15		[0.0, '.', 3.0]					
902	mock-5	HMPMockV1.1.Even2	gg_13_8_otus	rdp	0.3	0.24	0.3	0.2666666666666666	-0.28714405505418944	0.055810987727079764	-0.8813909506411328	1.3477642014035386e-15		[0.0, '.', 3.0]					
903	mock-5	HMPMockV1.2.Staggered1	gg_13_8_otus	rdp	0.3	0.2	0.3	0.24	-0.0740599367845904	0.6092528426506505	-0.8420935419194112	1.8166839405683955e-14		[0.0, '.', 3.0]					
904	mock-5	HMPMockV1.2.Staggered2	gg_13_8_otus	rdp	0.3	0.21428571428571427	0.3	0.25	-0.07885316167054669	0.5942129805423328	-0.8473020677497014	3.1275861042202986e-14		[0.0, '.', 3.0]					
1158	mock-6	Even1	gg_13_8_otus	rdp	0.3	0.08333333333333333	0.1	0.0909090909090909	-0.1709432008940062	0.07417154516447994	-0.8648835584351582	4.162754024419116e-34		[0.0, '.', 3.0]					
1159	mock-6	Even2	gg_13_8_otus	rdp	0.3	0.09803921568627451	0.1	0.099009900990099	-0.18755273693867427	0.060364368216089544	-0.8710698749388749	2.4695302618157653e-32		[0.0, '.', 3.0]					
