Taxon	blast_100.0	blast_0.0001	blast_1e-06	blast_1.0	blast_1e-10	blast_1e-30	mothur_0.0	mothur_0.1	mothur_0.2	mothur_0.3	mothur_0.4	mothur_0.5	mothur_0.6	mothur_0.7	mothur_0.8	mothur_0.9	mothur_1.0	rdp_0.0	rdp_0.1	rdp_0.2	rdp_0.3	rdp_0.4	rdp_0.5	rdp_0.6	rdp_0.7	rdp_0.8	rdp_0.9	rdp_1.0	rtax_single	rtax_paired	Expected
g__Paenibacillus	4.14829318477e-06	4.14829318477e-06	4.14829318477e-06	4.14829318477e-06	4.14829318477e-06	1.38276439492e-06	2.07414659238e-05	2.07414659238e-05	1.10621151594e-05	0.0	0	0	0	0	0	0	0	2.07414659238e-05	1.93587015289e-05	5.53105757969e-06	1.38276439492e-06	0	0	0	0	0	0	0	0	5.53105757969e-06	0	
g__Truepera	6.91382197462e-06	6.91382197462e-06	6.91382197462e-06	6.91382197462e-06	6.91382197462e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	
Other	0	0	0	0	0	0	0	3.04208166883e-05	0.00106749411288	0.0141249382941	0.0129979853123	0.0129371436789	0.000121683266753	8.71141568802e-05	5.3927811402e-05	0	0	0	2.90380522934e-05	0.00113801509702	0.0142341766813	0.0126453803916	0.012955119616	0.000196352544079	6.36071621665e-05	5.3927811402e-05	0	0	0	4.14829318477e-06	0	
g__Schlegelella	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Methanobrevibacter	0.00335596918648	0.00335596918648	0.00335596918648	0.00335596918648	0.00335596918648	0.00335596918648	0.00335458642208	0.00335458642208	0.00335458642208	0.00335458642208	0.00334767260011	0.00334628983571	0.00334490707132	0.00334490707132	0.00334214154253	0.00323705144851	2.76552878985e-06	0.00335458642208	0.00335458642208	0.00335458642208	0.00335458642208	0.00335458642208	0.00334628983571	0.00334628983571	0.00334352430692	0.00324811356367	0.00323705144851	1.24448795543e-05	0.00335596918648	0.0033490553645	0.214316331	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38276439492e-06	0	
g__Stenotrophomonas	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	0	0	1.38276439492e-06	0	
Other	0	0	0	0	0	0	0	2.76552878985e-06	4.14829318477e-06	2.76552878985e-06	1.38276439492e-06	4.14829318477e-06	2.76552878985e-06	9.67935076446e-06	3.5951874268e-05	5.3927811402e-05	2.76552878985e-06	0	0.0	4.14829318477e-06	4.14829318477e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-05	2.62725235035e-05	3.04208166883e-05	5.3927811402e-05	4.14829318477e-06	0	0	0	
g__Virgibacillus	0	0	0	0	0	0	2.76552878985e-06	0.0	0	0	0	0	0	0	0	0	0	2.76552878985e-06	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	
g__Smithella	0	0	0	0	0	0	2.76552878985e-06	2.76552878985e-06	0	0	0	0	0	0	0	0	0	2.76552878985e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Deinococcus	0.0663339735532	0.0663339735532	0.0663339735532	0.0663339735532	0.0663339735532	0.0663215286737	0.066336739082	0.066336739082	0.066336739082	0.0663270597313	0.0663021699722	0.0662606870403	0.0659329718787	0.0661459175955	0.0656647155861	0.0653867799427	0.0649304676924	0.066336739082	0.066336739082	0.066336739082	0.0663229114381	0.0663132320873	0.0662648353335	0.0662136730509	0.0658818095961	0.0656896053452	0.0654324111678	0.0649235538704	0.0663298252601	0.0663035527366	0	
Other	0	0	0	0	0	0	0	2.35069947137e-05	0.000159017905416	0.000510240061727	0.00234378564939	0.00269362504131	0.0160829326774	0.0163940546662	0.0160276221016	0.0433178601998	0.0136575639287	0	2.48897591086e-05	0.000113386680384	0.00036781532905	0.00248482761768	0.0028872120566	0.0160359186879	0.0162488644047	0.0161368604888	0.0433745535399	0.406791309049	0.00147679237378	0.00112971851065	0	
g__Campylobacter	0	0	0	0	0	0	1.38276439492e-06	0	0	0	0	0	0	0	0	0	0	1.38276439492e-06	0	0	0	0	0	0	0	0	0	0	0	4.14829318477e-06	0	
g__Halochromatium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	
g__02d06	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76552878985e-06	0	0	
g__Methanobacterium	0	0	0	0	0	0	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	0.0	0.0	0	0	0	0	0	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	0.0	0.0	0	0	0	0	0	0	0	0	
g__Acinetobacter	0.164594594221	0.164594594221	0.164594594221	0.164594594221	0.164594594221	0.164590445928	0.164578001048	0.164578001048	0.164578001048	0.164576618284	0.164576618284	0.164566938933	0.164544814703	0.164496417949	0.164467379897	0.164409303792	0.163503593113	0.164578001048	0.164578001048	0.164578001048	0.164576618284	0.164571087226	0.164566938933	0.164547580231	0.164521307708	0.16447152819	0.164427279729	0.164067760986	0.163995857238	0.000336011747966	0.002143163	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	4.14829318477e-06	0.00100250418632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	
g__	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Shewanella	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	
g__Kurthia	0	0	0	0	0	0	2.07414659238e-05	1.7975937134e-05	1.10621151594e-05	2.76552878985e-06	0	0	0	0	0	0	0	2.07414659238e-05	1.7975937134e-05	1.10621151594e-05	2.76552878985e-06	1.38276439492e-06	0	0	0	0	0	0	0	0	0	
g__	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	
g__Rhodovulum	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	
g__	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38276439492e-06	0	0	
g__Brenneria	0	0	0	0	0	0	6.91382197462e-06	1.38276439492e-06	0.0	0	0	0	0	0	0	0	0	6.91382197462e-06	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	
g__Syntrophomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38276439492e-06	0	
g__Aquimonas	0	0	0	0	0	0	1.38276439492e-06	1.38276439492e-06	0	0	0	0	0	0	0	0	0	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	0	0	0	0	0	0	0	0	0	0	0	
g__Desulfonatronovibrio	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Oleispira	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	1.38276439492e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	0.0	2.76552878985e-06	4.14829318477e-06	9.67935076446e-06	2.35069947137e-05	7.74348061157e-05	0	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	6.91382197462e-06	4.14829318477e-06	1.38276439492e-05	2.48897591086e-05	5.80761045868e-05	0	0	0	
g__Crenothrix	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Trabulsiella	0	0	0	0	0	0	1.38276439492e-06	1.38276439492e-06	0.0	0	0	0	0	0	0	0	0	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	0	0	0	0	0	0	0	0	0	0	0	
g__	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0	0.0	6.91382197462e-06	1.24448795543e-05	1.65931727391e-05	3.5951874268e-05	8.57313924852e-05	0.000211562952423	0.000369198093444	0.000497795182172	0	0	0.0	4.14829318477e-06	6.91382197462e-06	2.62725235035e-05	4.14829318477e-05	0.000106472858409	0.00018805595771	0.000373346386629	0.00026687352822	0	0.0	0	
g__Oscillospira	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38276439492e-06	0	
g__	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	
g__Oleibacter	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38276439492e-06	0	0	
g__Pontibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76552878985e-06	0	
g__	3.45691098731e-05	3.45691098731e-05	3.45691098731e-05	3.45691098731e-05	3.45691098731e-05	3.45691098731e-05	2.07414659238e-05	2.07414659238e-05	1.93587015289e-05	1.7975937134e-05	8.29658636954e-06	0	0	0	0	0	0	2.07414659238e-05	1.93587015289e-05	1.7975937134e-05	1.7975937134e-05	8.29658636954e-06	5.53105757969e-06	0	0	0	0	0	0.000105090094014	1.38276439492e-05	0	
g__Desulfosporosinus	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	0	0	0	0	0	0	0	0	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	0	0	0	0	0	0	0	0	1.38276439492e-06	4.14829318477e-06	0	
g__R18-435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Helicobacter	0.0248814625222	0.0248814625222	0.0248814625222	0.0248814625222	0.0248814625222	0.0248814625222	0.0248717831715	0.0248717831715	0.0248717831715	0.0248704004071	0.0248648693495	0.0248510417056	0.0248289174752	0.0247680758419	0.0246159717584	0.0243007014764	0.0230009029451	0.0248704004071	0.0248704004071	0.0248704004071	0.0248704004071	0.0248662521139	0.0248482761768	0.0248275347108	0.0247500999047	0.0246311821668	0.024285491068	0.0233618044522	0.0248883763442	0.0248178553601	0.002143163	
g__Natronobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Comamonas	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	4.14829318477e-06	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	0	0	0	4.14829318477e-06	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	0	0	2.76552878985e-06	2.76552878985e-06	0	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.38276439492e-05	0.000225390596372	0	0	0	0	0	0	0	0.0	0.0	5.53105757969e-06	0.000164548962996	0	0	0	
g__Staphylococcus	0.466056591016	0.466056591016	0.466056591016	0.466056591016	0.466056591016	0.466024787435	0.466695428166	0.466680217758	0.466627672711	0.466500458386	0.466129877529	0.465721962032	0.465269798075	0.464611602223	0.463510921765	0.456566678973	0.437225953381	0.466685748815	0.466678834993	0.466601400187	0.466500458386	0.466074566953	0.465731641383	0.465301601656	0.464597774579	0.463620160152	0.456891628606	0.0121863026125	0.464853585992	0.464910279332	0.095187328	
g__	4.14829318477e-06	4.14829318477e-06	4.14829318477e-06	4.14829318477e-06	4.14829318477e-06	2.76552878985e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Marinomonas	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Thermosinus	0	0	0	0	0	0	2.76552878985e-06	0.0	0	0	0	0	0	0	0	0	0	2.76552878985e-06	0.0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	2.76552878985e-06	5.53105757969e-06	1.24448795543e-05	1.10621151594e-05	2.21242303188e-05	2.07414659238e-05	2.90380522934e-05	4.01001674528e-05	2.48897591086e-05	3.73346386629e-05	0	2.76552878985e-06	6.91382197462e-06	1.24448795543e-05	1.10621151594e-05	1.38276439492e-05	2.21242303188e-05	1.93587015289e-05	3.45691098731e-05	3.87174030578e-05	4.14829318477e-06	1.38276439492e-06	0.0	0	
g__Caldanaerobacter	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	
g__Tolumonas	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0	0	0	0	0	0	0	0	0	
g__Flexispira	0	0	0	0	0	0	1.24448795543e-05	1.24448795543e-05	1.24448795543e-05	6.91382197462e-06	6.91382197462e-06	6.91382197462e-06	2.76552878985e-06	0	0	0	0	1.24448795543e-05	1.24448795543e-05	1.24448795543e-05	8.29658636954e-06	6.91382197462e-06	4.14829318477e-06	0	0	0	0	0	0	9.67935076446e-06	0	
Other	0	0	0	0	0	0	0	0	0.0	1.38276439492e-06	0.0	4.14829318477e-06	1.38276439492e-06	8.29658636954e-06	2.21242303188e-05	1.52104083442e-05	0	0	0	0.0	1.38276439492e-06	0.0	6.91382197462e-06	4.14829318477e-06	8.29658636954e-06	2.35069947137e-05	5.53105757969e-06	1.38276439492e-06	0	0	0	
Other	0	0	0	0	0	0	0	0	0.0	0.0	2.76552878985e-06	0	0	0	0	0	0	0	1.38276439492e-06	0.0	0	1.38276439492e-06	0	0	0	0	0	0	0	0	0	
g__Marinilactibacillus	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.10621151594e-05	1.10621151594e-05	4.14829318477e-06	0	0	0	0	0	0	0	0	1.10621151594e-05	1.10621151594e-05	4.14829318477e-06	0	0	0	0	0	0	0	0	0	0	0	
g__Caloramator	6.91382197462e-06	6.91382197462e-06	6.91382197462e-06	6.91382197462e-06	6.91382197462e-06	6.91382197462e-06	6.91382197462e-06	6.91382197462e-06	6.91382197462e-06	4.14829318477e-06	1.38276439492e-06	0	0	0	0	0	0	6.91382197462e-06	6.91382197462e-06	6.91382197462e-06	5.53105757969e-06	0.0	0	0	0	0	0	0	8.29658636954e-06	8.29658636954e-06	0	
Other	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	
g__	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	2.76552878985e-06	1.38276439492e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	
g__	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0.0	0.0	0	
Other	0	0	0	0	0	0	0	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	0	8.29658636954e-06	6.91382197462e-06	6.91382197462e-06	6.91382197462e-06	5.94588689817e-05	0.000105090094014	0	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	2.76552878985e-06	4.14829318477e-06	0.0	5.53105757969e-06	6.91382197462e-06	6.91382197462e-05	7.46692773258e-05	0	0	0	
g__Oceanimonas	0	0	0	0	0	0	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	0	0	0	0	0	0	0	0	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	0	0	0	0	0	0	0	0	0	0	0	
g__Shimia	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	2.76552878985e-06	1.24448795543e-05	3.87174030578e-05	9.40279788548e-05	0.000200500837264	0.000607033569371	0.000557254051154	0.00130256406002	0.00227879572283	0.0100236590988	0	2.76552878985e-06	1.52104083442e-05	3.87174030578e-05	8.29658636954e-05	0.000183907664525	0.00035675321389	0.00080062058466	0.00127214324333	0.002177853922	0.0090156238549	2.76552878985e-06	2.76552878985e-06	0	
g__Providencia	0	0	0	0	0	0	1.38276439492e-06	0.0	0	0	0	0	0	0	0	0	0	1.38276439492e-06	0.0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0	6.91382197462e-06	2.07414659238e-05	3.73346386629e-05	6.36071621665e-05	9.26452144598e-05	0.000135510910702	0.000164548962996	0.000206031894844	0.000107855622804	0	0	8.29658636954e-06	1.52104083442e-05	3.45691098731e-05	6.08416333766e-05	8.15830993005e-05	0.000143807497072	0.000160400669811	0.000222625067583	0.00017975937134	0.000214328481213	5.66933401918e-05	0	
g__Enterobacter	0	0	0	0	0	0	6.91382197462e-06	6.91382197462e-06	1.38276439492e-06	1.38276439492e-06	0	0	0	0	0	0	0	6.91382197462e-06	6.91382197462e-06	1.38276439492e-06	0.0	0	0	0	0	0	0	0	0	0	0	
g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38276439492e-06	0	
Other	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	2.76552878985e-06	0	0	0	0	0	0	0	0	0	0	0	
g__Streptococcus	0.0735049897053	0.0735049897053	0.0735049897053	0.0735049897053	0.0735049897053	0.0735008414121	0.0737677149404	0.0737677149404	0.073766332176	0.0737580355896	0.0737483562388	0.0736294385009	0.0735699796319	0.0734676550667	0.0733445890355	0.0732436472347	0.0568966065579	0.0737677149404	0.0737677149404	0.0737677149404	0.0737608011184	0.0737497390032	0.0736487972024	0.0735727451607	0.0734773344174	0.0733929857893	0.0732491782923	0.0570445623482	0.0734980758833	0.0734800999462	0.142780992	
Other	0	0	0	0	0	0	0	1.38276439492e-06	0	0	0	0	0	1.38276439492e-06	0	1.38276439492e-06	6.91382197462e-06	0	1.38276439492e-06	0	0	0	0	0	0	0	1.38276439492e-06	2.76552878985e-06	0	0	0	
g__Bacteroides	0.0438322485547	0.0438322485547	0.0438322485547	0.0438322485547	0.0438322485547	0.0438322485547	0.0438128898531	0.0438128898531	0.0438128898531	0.0438128898531	0.0438128898531	0.0438101243243	0.04380874156	0.0438004449736	0.0437893828584	0.0436842927644	0.041774695135	0.0438156553819	0.0438156553819	0.0438156553819	0.0438156553819	0.0438156553819	0.0438101243243	0.04380874156	0.0438032105024	0.0437866173296	0.0437243929319	0.0421010275322	0.0438322485547	0.0437686413925	0.000214316	
g__	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0	1.38276439492e-06	2.35069947137e-05	4.14829318477e-05	6.77554553512e-05	8.987968567e-05	0.000106472858409	8.84969212751e-05	5.66933401918e-05	1.65931727391e-05	0	0.0	1.38276439492e-06	1.24448795543e-05	4.01001674528e-05	6.63726909563e-05	0.000100941800829	9.54107432497e-05	9.40279788548e-05	5.53105757969e-05	1.52104083442e-05	1.38276439492e-06	0.0	0	
g__	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Erwinia	0	0	0	0	0	0	4.14829318477e-06	2.76552878985e-06	0.0	0.0	0.0	0	0	0	0	0	0	4.14829318477e-06	1.38276439492e-06	0.0	0.0	0	0.0	0	0	0	0	0	0	1.38276439492e-06	0	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	
Other	0	0	0	0	0	0	0	1.38276439492e-06	0	0	0.0	0.0	0	0	0	0	0	0	1.38276439492e-06	1.38276439492e-06	0	0.0	0.0	0	0	0	0	0	0	0	0	
g__	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	
g__	0	0	0	0	0	0	1.38276439492e-06	0	0	0	0	0	0	0	0	0	0	1.38276439492e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.63726909563e-05	0	
g__Spongiibacter	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Desulfobulbus	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	
g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76552878985e-06	0	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76552878985e-06	0	0	0	0	0	0	0	0	0	0	2.76552878985e-06	0	0	0	
