Taxon	Even1
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Acidimicrobiales;f__Microthrixaceae	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Acidimicrobiales;f__ZA3409c	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Acidimicrobiales;f__wb1_P06	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;Other	6.47598488937e-05
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__ACK-M1	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinospicaceae	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinosynnemataceae	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Catenulisporaceae	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermabacteraceae	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dietziaceae	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Gordoniaceae	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae	6.47598488937e-05
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nakamurellaceae	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiopsaceae	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptosporangiaceae	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;Other	0.000798704803022
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	0.0662709120345
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;Other	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__MC47;f__	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Rubrobacterales;f__Rubrobacteraceae	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales;Other	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales;f__	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales;f__Patulibacteraceae	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales;f__Solirubrobacteraceae	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__WCHB1-81;f__At425_EubF1	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__koll13;f__	0.0
Root;k__Bacteria;p__Armatimonadetes;Other;Other;Other	0.0
Root;k__Bacteria;p__Armatimonadetes;c__5B-18;o__;f__	0.0
Root;k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;Other	0.0
Root;k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae	0.0
Root;k__Bacteria;p__Armatimonadetes;c__CH21;o__;f__	0.0
Root;k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__	0.0
Root;k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae	0.0
Root;k__Bacteria;p__Armatimonadetes;c__S1a-1H;o__;f__	0.0
Root;k__Bacteria;p__Armatimonadetes;c__SJA-176;o__;f__	0.0
Root;k__Bacteria;p__BRC1;c__;o__;f__	0.0
Root;k__Bacteria;p__BRC1;c__PRR-11;o__;f__	0.0
Root;k__Bacteria;p__Bacteroidetes;Other;Other;Other	0.00133837021047
Root;k__Bacteria;p__Bacteroidetes;c__;o__;f__	0.0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;Other	0.024997301673
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__	0.0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	0.231063140853
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae	0.0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	0.0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	0.0250836481382
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	0.0109660010793
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteria;Other;Other	2.15866162979e-05
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__;f__	0.0
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__Flavobacteriales;Other	0.0
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__Flavobacteriales;f__	0.0
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__Flavobacteriales;f__Cryomorphaceae	0.0
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__Flavobacteriales;f__Flavobacteriaceae	0.0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;Other	0.0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__	0.0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Balneolaceae	0.0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Cyclobacteriaceae	0.0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Flammeovirgaceae	0.0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Flexibacteraceae	0.0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Rhodothermaceae	0.0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Saprospiraceae	4.31732325958e-05
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Sphingobacteriaceae	0.0
Root;k__Bacteria;p__CCM11b;c__;o__;f__	0.0
Root;k__Bacteria;p__Caldithrix;c__Caldithrixae;o__Caldithrixales;f__	0.0
Root;k__Bacteria;p__Chlamydiae;c__Chlamydiae;o__Chlamydiales;Other	0.0
Root;k__Bacteria;p__Chlamydiae;c__Chlamydiae;o__Chlamydiales;f__	0.0
Root;k__Bacteria;p__Chlamydiae;c__Chlamydiae;o__Chlamydiales;f__Parachlamydiaceae	2.15866162979e-05
Root;k__Bacteria;p__Chlamydiae;c__Chlamydiae;o__Chlamydiales;f__Rhabdochlamydiaceae	0.0
Root;k__Bacteria;p__Chlamydiae;c__Chlamydiae;o__Chlamydiales;f__Simkaniaceae	0.0
Root;k__Bacteria;p__Chlorobi;Other;Other;Other	0.0
Root;k__Bacteria;p__Chlorobi;c__BSV19;o__;f__	4.31732325958e-05
Root;k__Bacteria;p__Chlorobi;c__Ignavibacteria;Other;Other	0.0
Root;k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae	0.0
Root;k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__ZB1;f__	0.0
Root;k__Bacteria;p__Chlorobi;c__OPB56;o__;f__	0.0
Root;k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__	0.0
Root;k__Bacteria;p__Chlorobi;c__SM1B09;o__;f__	0.0
Root;k__Bacteria;p__Chloroflexi;Other;Other;Other	0.0
Root;k__Bacteria;p__Chloroflexi;c__;o__;f__	0.0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;Other;Other	2.15866162979e-05
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__;f__	0.0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__A31;Other	0.0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__A31;f__KNA6-EB22	0.0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__A31;f__S47	0.0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__A4b;f__	0.0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae	0.0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__CFB-26;f__	0.0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;Other	0.0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae	0.0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__DRC31;f__	0.0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__GCA004;f__	0.0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__GN14;f__	0.0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__H39;f__	0.0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__O4D2Z37;f__	0.0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__OPB11;f__	0.0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__S0208;f__	0.0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SB-34;f__	0.0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SJA-101;f__H5	0.0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SJA-101;f__SHA-31	0.0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SJA-15;f__	0.0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__WCHB1-50;f__	0.0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__envOPS12;f__	0.0
Root;k__Bacteria;p__Chloroflexi;c__Bljii12;o__AKYG885;f__5B-12	0.0
Root;k__Bacteria;p__Chloroflexi;c__Bljii12;o__AKYG885;f__Dolo_23	0.0
Root;k__Bacteria;p__Chloroflexi;c__Bljii12;o__B07_WMSP1;f__AKYH910	0.0
Root;k__Bacteria;p__Chloroflexi;c__Bljii12;o__B07_WMSP1;f__FFCH4570	0.0
Root;k__Bacteria;p__Chloroflexi;c__Chloroflexi;Other;Other	0.0
Root;k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Chloroflexales;Other	0.0
Root;k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Chloroflexales;f__	0.0
Root;k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Chloroflexales;f__Oscillochloridaceae	0.0
Root;k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Roseiflexales;f__	0.0
Root;k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Roseiflexales;f__Kouleothrixaceae	0.0
Root;k__Bacteria;p__Chloroflexi;c__Chloroflexi-4;o__;f__	0.0
Root;k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__Dehalococcoidales;f__Dehalococcoidaceae	0.0
Root;k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__NT-B4;f__	0.0
Root;k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__;f__	0.0
Root;k__Bacteria;p__Chloroflexi;c__SOGA31;o__;f__	4.31732325958e-05
Root;k__Bacteria;p__Chloroflexi;c__TK-SH13;o__;f__	0.0
Root;k__Bacteria;p__Chloroflexi;c__TK17;o__;f__	0.0
Root;k__Bacteria;p__Chloroflexi;c__TK17;o__S085;f__	0.0
Root;k__Bacteria;p__Chloroflexi;c__TK17;o__mle1-48;f__	0.0
Root;k__Bacteria;p__Chloroflexi;c__Thermomicrobia;Other;Other	0.0
Root;k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__HN1-15;f__	0.0
Root;k__Bacteria;p__Cyanobacteria;Other;Other;Other	2.15866162979e-05
Root;k__Bacteria;p__Cyanobacteria;c__4C0d-2;Other;Other	0.0
Root;k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__;f__	0.0
Root;k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__SM1D11;f__	0.0
Root;k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__	2.15866162979e-05
Root;k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__mle1-12;f__	0.0
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;Other;Other	0.0
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__;f__	0.0
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Cercozoa;f__Chlorarachniophyceae	0.0
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;Other	0.0
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__Mamiellaceae	0.0
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__Trebouxiophyceae	0.0
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Cryptophyta;f__	0.0
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Euglenozoa;f__	0.0
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Glaucocystophyceae;f__	0.0
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Haptophyceae;f__	0.0
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles;f__	0.00131678359417
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__	0.0
Root;k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;Other;Other	0.0
Root;k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Nostocales;Other	0.0
Root;k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Nostocales;f__Nostocaceae	2.15866162979e-05
Root;k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Nostocales;f__Scytonemataceae	0.0
Root;k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;Other;Other	0.0
Root;k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;Other	0.0
Root;k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;f__Cyanobacteriaceae	0.0
Root;k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;f__Gomphosphaeriaceae	0.0
Root;k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;f__Microcystaceae	0.0
Root;k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;f__Xenococcaceae	0.0
Root;k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Oscillatoriales;f__Gomontiellaceae	0.0
Root;k__Bacteria;p__Cyanobacteria;c__S15B-MN24;o__;f__	0.0
Root;k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;Other;Other	0.0
Root;k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Pseudanabaenales;f__Pseudanabaenaceae	0.0
Root;k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Synechococcales;Other	0.0
Root;k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Synechococcales;f__Synechococcaceae	2.15866162979e-05
Root;k__Bacteria;p__Elusimicrobia;Other;Other;Other	0.0
Root;k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;Other;Other	0.0
Root;k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__	0.0
Root;k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__FAC88;f__	0.0
Root;k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__MVP-88;f__	0.0
Root;k__Bacteria;p__Elusimicrobia;c__Endomicrobia;o__;f__	0.0
Root;k__Bacteria;p__Fibrobacteres;c__Fibrobacteres;o__Fibrobacterales;f__Fibrobacteraceae	0.0
Root;k__Bacteria;p__Firmicutes;Other;Other;Other	0.0282137075013
Root;k__Bacteria;p__Firmicutes;c__Bacilli;Other;Other	2.15866162979e-05
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;Other	0.0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae	0.0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	0.0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae	0.0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Sporolactobacillaceae	4.31732325958e-05
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	0.0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae	0.0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae	0.0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;Other	0.0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae	0.0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	0.0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	0.0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae	0.0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	0.0285375067458
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae	0.0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;Other;Other	0.00338909875877
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other	0.0742795466811
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__	0.0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Catabacteriaceae	0.0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	0.018909875877
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XI. Incertae Sedis	0.0263356718834
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XII. Incertae Sedis	0.0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XIII. Incertae Sedis	0.0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae	0.0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae	0.0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	0.233070696168
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	0.0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	0.0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	0.00671343766865
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Syntrophomonadaceae	0.0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae	0.00420939017809
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Desulfitobacterales;f__Desulfitobacteraceae	0.0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__OPB54;f__	0.0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermodesulfobiaceae	0.0
