#Taxon	pc0	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10	pc11	pc12	pc13	pc14	pc15	pc16	pc17	pc18	pc19	pc20	pc21	pc22	pc23	pc24	pc25	pc26	pc27	pc28	pc29	pc30
HMPMockV1.1.Even2;k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus	-0.0146415993079	0.0171704834876	0.000762850105357	-6.00803941465e-05	-7.25265467087e-05	3.51131566367e-05	1.48917878654e-06	1.89961006502e-06	2.4695429017e-06	5.71218197085e-06	-1.10023829936e-06	-3.40746982435e-07	2.24032115658e-07	-3.63604075706e-08	1.50877217634e-07	4.39164969128e-08	-2.83587513016e-09	4.48672008496e-08	2.41513169233e-08	9.36683251074e-10	-1.93057488885e-08	1.16744402242e-08	4.97315869396e-09	4.71763936581e-10	3.05045372232e-09	7.22114957444e-11	2.64218905717e-12	4.58220924655e-10	-3.74982037394e-10	-8.0032877792e-10	4.48268630741e-10
HMPMockV1.1.Even2;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	0.0120837163507	-0.0252848604742	-0.000467230546218	-0.000268580995916	-1.52554644604e-05	3.93451147473e-05	7.1511301324e-05	-2.9124849717e-06	-9.07163782756e-06	-9.02823413451e-06	4.66464061581e-07	2.25980518706e-07	5.50883951512e-08	-5.19859521181e-08	-9.47737421027e-09	2.63821545375e-08	-8.74417292701e-09	-3.76277088325e-08	-5.41613221262e-09	7.74318388917e-09	9.48283637871e-09	-1.05240523235e-09	-3.53548457695e-10	1.52952559754e-10	-2.40051754688e-10	-4.21897742687e-11	2.571678431e-12	4.58220924297e-10	-3.74982037413e-10	-8.00328777999e-10	4.48268630744e-10
HMPMockV1.2.Staggered1;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter	-0.00390907396267	0.00380150210597	0.000221115588064	-2.02405737805e-05	-7.99466115535e-07	7.91871414702e-06	-1.51626671783e-06	1.19906560785e-06	-4.11031481193e-10	2.42933992127e-06	-2.21023129361e-07	-1.93249888602e-07	8.5406179466e-08	-2.17375467628e-08	3.15654179692e-09	2.21223907967e-09	-1.13829129199e-08	-7.63687915127e-09	-1.24049524372e-09	-5.53335448004e-10	5.50289419483e-09	-1.72393799476e-09	-2.10873102245e-09	-9.65880665346e-12	-1.97612118977e-10	-1.45918644403e-11	2.57197821457e-12	4.58220924298e-10	-3.74982037413e-10	-8.00328777999e-10	4.48268630744e-10
HMPMockV1.1.Even1;k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus	-0.0145747604125	0.0172247105955	0.000751764567515	-6.01877795357e-05	-7.69357398577e-05	3.57654115054e-05	2.20454930665e-06	1.77087046245e-06	2.26138957231e-06	5.34456399405e-06	-1.09316627842e-06	-3.48746857827e-07	2.02082665294e-07	-3.47803979257e-08	1.25426670833e-07	4.08517044374e-08	-1.26860053648e-09	3.47119295764e-08	1.53902888203e-08	1.51467918074e-09	-1.62045926197e-08	9.72845370413e-09	3.69779702739e-09	2.10161003278e-10	2.53495503391e-09	6.02208623943e-11	2.63182797408e-12	4.58220924603e-10	-3.74982037396e-10	-8.00328777931e-10	4.48268630742e-10
HMPMockV1.2.Staggered2;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__	-0.0423563411218	-0.00506250481366	0.00531627172219	0.000586630557977	0.00152770493556	-0.000448824880268	0.000752016669383	-3.2640656714e-05	-0.000101009817314	-0.00013814620783	-3.47069307236e-06	5.72598109569e-07	1.27081018451e-06	-1.01147456772e-06	-4.27975622081e-07	-2.25974798037e-07	3.52590272103e-08	-2.40823402436e-07	9.11955850585e-08	-5.79960978688e-08	8.93966155672e-08	-3.62100719329e-08	-1.8319086201e-08	5.43351041851e-09	-7.37537203641e-09	-3.86883642215e-10	2.45266270086e-12	4.5822092369e-10	-3.74982037446e-10	-8.00328778133e-10	4.48268630749e-10
HMPMockV1.1.Even2;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	-0.014956040515	0.0167871718479	0.000761665006835	-0.000121475067855	-0.000123193647993	4.58582683671e-05	2.43958789994e-05	2.12222197129e-06	4.42367576016e-07	3.39752377026e-06	-1.19692206369e-06	-3.85051845656e-07	1.09722856427e-07	-2.38281786172e-09	4.9936767794e-09	-2.20297082726e-09	-2.30908027716e-09	-3.57457348411e-09	2.4187026481e-09	-2.19884950909e-09	1.13931654713e-09	-9.88274737444e-10	-1.12447346275e-09	-1.15842431879e-10	-2.99333601674e-10	-4.43321155083e-12	2.57580303493e-12	4.58220924318e-10	-3.74982037412e-10	-8.00328777995e-10	4.48268630744e-10
HMPMockV1.2.Staggered2;k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter	-0.0193342556012	-0.0216006491546	0.0014621112235	-0.00147325885206	-0.000544804467812	0.00027427061413	0.000361956237519	-2.77998485096e-06	-2.12749629973e-05	-1.72550178087e-05	-3.48160729783e-06	-5.03961281987e-07	1.45861572032e-07	-8.13100608085e-07	-6.89216852861e-07	-1.83800748297e-07	4.01504006225e-08	2.64895195232e-07	2.48932804468e-07	-1.74397534957e-08	-4.65213703402e-08	1.53310171698e-08	6.69567413799e-08	1.36832716051e-08	-8.04722277717e-11	2.29539534357e-10	2.42364803689e-12	4.58220923545e-10	-3.74982037454e-10	-8.00328778169e-10	4.48268630753e-10
HMPMockV1.1.Even1;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	-0.0148995611141	0.0168234716244	0.000757411783157	-0.000121340716472	-0.0001240981196	4.56445660753e-05	2.39588390447e-05	2.20836644841e-06	2.1525129754e-07	3.39453522527e-06	-1.1876756225e-06	-3.98439649697e-07	9.93685534491e-08	-9.01188882021e-09	-1.63627764069e-09	-1.58784575908e-09	-2.37584926617e-09	-1.98291170637e-09	3.21542597304e-09	-1.44685006904e-09	3.10003889375e-10	-1.33456441833e-09	-5.82016587533e-10	1.39479249457e-10	-2.66088317042e-10	2.89849721413e-11	2.57504686528e-12	4.58220924314e-10	-3.74982037412e-10	-8.00328777996e-10	4.48268630744e-10
HMPMockV1.2.Staggered1;k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter	-0.0187649716695	-0.0222104521111	0.00142309411675	-0.00147350544764	-0.000551597903012	0.000275066041919	0.000362968998275	-3.09111495185e-06	-2.19924618043e-05	-1.77785171826e-05	-3.50940138106e-06	-3.99682878997e-07	1.83569888532e-07	-7.61398720131e-07	-6.48105468269e-07	-1.7227890158e-07	3.09160590028e-08	2.48460100377e-07	2.32844552024e-07	-1.35496833555e-08	-4.05420370057e-08	1.30701546245e-08	6.31473917839e-08	1.29551342608e-08	-3.93068154944e-10	2.03425209033e-10	2.43322132984e-12	4.58220923594e-10	-3.74982037452e-10	-8.00328778158e-10	4.48268630752e-10
HMPMockV1.2.Staggered1;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__	-0.0423400410756	-0.00504699414403	0.00530983320452	0.00059037427707	0.00151975052647	-0.000448229676328	0.000761793546725	-3.20504323863e-05	-9.92647988022e-05	-0.000139691769652	-3.35441844499e-06	4.24728237345e-07	1.2982631221e-06	-1.05130709423e-06	-4.519578778e-07	-2.41411916727e-07	3.90050245784e-08	-2.27114922982e-07	1.04714074311e-07	-5.85818188616e-08	8.88372041771e-08	-3.4235455233e-08	-1.50315632851e-08	6.32405913189e-09	-6.69766304892e-09	-3.8352793813e-10	2.44873687613e-12	4.5822092367e-10	-3.74982037447e-10	-8.00328778137e-10	4.48268630749e-10
HMPMockV1.1.Even2;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	-0.00205941614471	0.00118845502788	0.000160920977282	1.23185574434e-05	8.67474308162e-06	3.14869288405e-05	-1.18640204277e-06	1.22363038284e-06	-1.26227137549e-07	-7.26678926773e-07	-2.41598849063e-07	-3.3563748196e-07	2.30952933131e-07	-1.07925533325e-07	-2.46239451447e-08	9.78019935803e-09	-7.0331735963e-10	-4.39377682239e-08	3.32129945299e-09	1.64327546019e-09	1.06870025876e-08	-2.55648457759e-09	-3.22010726093e-09	2.01417465953e-10	-1.77722085316e-10	-5.05844056551e-11	2.55172487423e-12	4.58220924195e-10	-3.74982037419e-10	-8.00328778022e-10	4.48268630745e-10
HMPMockV1.1.Even1;k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter	-0.0140844408566	0.0146811778519	0.00080267474392	-0.000120523437748	-8.18567634765e-05	4.02978609796e-05	2.71905181361e-05	1.0854920774e-06	1.06856883052e-06	3.04469340883e-06	-1.23044633883e-06	-4.31848620113e-07	2.57891810286e-07	-4.82554545518e-08	1.47395754004e-08	1.63616068949e-11	7.65083176141e-10	-3.05389718047e-08	8.58850672176e-09	-5.47186167438e-09	8.28449832496e-09	-1.83001092073e-09	-5.167134635e-09	-4.29072790477e-10	-3.62614010517e-10	-6.37067365749e-11	2.5681700456e-12	4.58220924279e-10	-3.74982037414e-10	-8.00328778003e-10	4.48268630744e-10
HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	-0.000416173244965	-0.000746126492177	7.54007570949e-05	1.29022756304e-05	2.25191113099e-05	2.67228559884e-05	-1.99459652128e-06	3.30072391243e-07	-7.59763682361e-07	-1.07333686941e-06	-7.41695199392e-08	-2.54310817925e-07	2.1687619981e-07	-1.03804427034e-07	-1.50174254492e-08	2.31386102514e-08	-3.98508119674e-09	-4.49006273931e-08	-9.22485638839e-10	4.57113389609e-09	1.21379819606e-08	-1.16383641288e-09	-3.07764819727e-09	1.76721924958e-11	-2.65326007837e-10	-5.28248825623e-11	2.55416354634e-12	4.58220924207e-10	-3.74982037418e-10	-8.00328778019e-10	4.48268630745e-10
HMPMockV1.1.Even2;k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter	-0.0140669424252	0.0146777094277	0.000803105158638	-0.000124810254019	-8.22796925474e-05	4.1692518805e-05	2.51036298386e-05	8.05283354724e-07	7.87805790749e-07	3.560872065e-06	-1.25403767064e-06	-4.02684450712e-07	2.5142242678e-07	-7.72959674914e-08	-1.82946066528e-08	-7.67984167158e-09	2.86902333541e-09	-2.31085844661e-08	1.84803357099e-08	3.46236464724e-10	8.27863311932e-09	-1.034420962e-09	-5.12013641187e-10	4.99830602463e-10	-2.71691150536e-10	-3.47406190932e-11	2.55414943303e-12	4.58220924207e-10	-3.74982037418e-10	-8.00328778019e-10	4.48268630745e-10
HMPMockV1.2.Staggered1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;Other;Other	0.467136884364	0.285727814914	0.025662730162	-0.00228278030131	-0.0022142637997	-0.00291222752864	-0.00107216197884	9.11342716341e-05	-3.37843563653e-05	-0.000224884056874	-4.08882968124e-05	-2.6088097857e-05	7.7146305595e-06	-3.8201663104e-06	6.83375517948e-08	-5.56162780376e-07	4.16845478095e-07	-1.18954644134e-06	2.09527710308e-07	-1.11894997577e-07	2.5633093223e-07	-2.5027372128e-08	-7.95988173025e-08	4.14690281915e-09	-4.92802807476e-09	-1.16760348577e-09	2.22290161679e-12	4.5822092252e-10	-3.7498203751e-10	-8.00328778389e-10	4.48268630757e-10
HMPMockV1.2.Staggered2;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;Other;Other	0.462229043146	0.283098439224	0.0252863501479	-0.00226693893616	-0.00229807003308	-0.00286590795036	-0.000996682436113	8.90413374166e-05	-2.66036170935e-05	-0.000230304274931	-3.99028854575e-05	-2.67720171523e-05	7.85018945057e-06	-3.94676137576e-06	1.77187376454e-07	-5.7799530523e-07	4.28409704357e-07	-1.23664283676e-06	1.9956472112e-07	-9.944742039e-08	2.64303129099e-07	-3.76605404997e-08	-7.81504986801e-08	5.06283792707e-09	-6.66940568695e-09	-1.22246659396e-09	2.21276464124e-12	4.58220922469e-10	-3.74982037513e-10	-8.00328778401e-10	4.48268630757e-10
HMPMockV1.1.Even2;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria	-0.0127667176944	0.0152425613604	0.000640884150764	-6.62470978337e-05	-7.46161503112e-05	2.42101153821e-05	-1.00598484764e-06	2.01327950404e-06	7.60534520947e-07	5.50099781547e-06	-9.49645549423e-07	-3.51463180787e-07	9.71821966917e-08	-3.39091230152e-09	-1.68251971401e-08	-1.21008892636e-08	-1.3712963704e-08	-2.19664021491e-08	1.47119121555e-08	-6.7905852901e-09	8.8385603355e-09	-4.35366774092e-09	-3.82350220851e-09	2.95842904799e-11	-1.09560202191e-09	-3.4686279674e-11	2.55311030937e-12	4.58220924202e-10	-3.74982037418e-10	-8.0032877802e-10	4.48268630745e-10
HMPMockV1.1.Even2;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__	-0.0405100330959	-0.00701645817194	0.00518882681832	0.000610441730274	0.00150488066633	-0.000446766662422	0.000784684828516	-2.01669364473e-05	-0.000105939249403	-0.000151485066193	-2.75647946752e-06	-1.25769807804e-06	1.34871080268e-06	-1.06672291574e-06	-1.71652124981e-07	-1.37813111426e-07	-2.02479129225e-08	-1.90471153607e-07	-8.19083679648e-08	-1.05356053636e-07	6.62916838893e-08	-6.41050831768e-08	-5.95395209024e-08	-3.49989986446e-09	-1.14175163506e-08	-3.17932575851e-10	2.64097135637e-12	4.58220924647e-10	-3.74982037394e-10	-8.00328777919e-10	4.4826863074e-10
HMPMockV1.1.Even2;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;Other;Other	0.378143706918	0.238837877731	0.0171234875167	-0.00451712110506	-0.00549947699296	-0.00147182461801	-0.000302176392506	0.000137590687479	0.000196304541981	-0.000153131837152	-2.49990517594e-05	-3.11639129956e-05	7.37070889168e-06	-3.60435821513e-06	-6.05317859599e-07	-3.49595880224e-07	8.23765054189e-07	-1.41598700476e-06	3.8783346326e-07	1.30051223556e-08	1.53441604241e-07	8.73763974404e-08	-5.90468246394e-09	6.40545533915e-09	1.9998174975e-08	-8.06462157998e-10	2.29749325809e-12	4.58220922901e-10	-3.74982037489e-10	-8.00328778306e-10	4.48268630755e-10
HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;Other;Other	0.381951613657	0.240847352852	0.0174614807876	-0.00448054748722	-0.0054045211289	-0.00153235969075	-0.000331862769047	0.000145269532083	0.00018790058517	-0.000154013511403	-2.47234276766e-05	-3.20919842676e-05	7.14538516201e-06	-3.51029130877e-06	-5.18878622369e-07	-3.25998611198e-07	7.83878547774e-07	-1.41817508895e-06	3.59858479575e-07	1.1947271277e-08	1.55332586575e-07	8.75465717095e-08	-8.67824436697e-09	6.55013330081e-09	1.8274365577e-08	-8.01446095879e-10	2.28104336954e-12	4.58220922818e-10	-3.74982037494e-10	-8.00328778325e-10	4.48268630756e-10
HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__	-0.0404170419317	-0.00708899927518	0.00517633044655	0.000609268728076	0.0014994419993	-0.000452113099946	0.000794824918684	-2.22378529986e-05	-0.000104216504685	-0.000151798235021	-2.74739919079e-06	-1.06253215489e-06	1.38988444272e-06	-1.03535549961e-06	-1.77018491859e-07	-1.68838639462e-07	-1.02562445746e-08	-1.89746026027e-07	-7.35563923048e-08	-9.30873203972e-08	7.48092118259e-08	-5.95598918959e-08	-5.438527663e-08	-2.39192790146e-09	-1.04754480352e-08	-3.45831767195e-10	2.62471931395e-12	4.58220924565e-10	-3.74982037399e-10	-8.00328777938e-10	4.48268630741e-10
HMPMockV1.2.Staggered2;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	0.024674149029	-0.0323583843422	-0.00111430352436	0.000115590104863	0.00021117649591	-2.57815542828e-05	-1.53234659619e-05	-3.10805577351e-06	-3.68605587707e-06	-8.44901177525e-06	1.8663233364e-06	4.18947516313e-07	8.6989252847e-08	-1.08351193325e-07	-1.17867987866e-08	2.35539460533e-08	-5.41394068107e-09	-5.27661290489e-08	1.56631971716e-08	5.46103508122e-11	8.49359261472e-09	5.44920089248e-11	-2.94375811656e-09	6.03947117434e-10	4.80007163412e-10	-4.53634824833e-11	2.56219755177e-12	4.58220924248e-10	-3.74982037416e-10	-8.0032877801e-10	4.48268630745e-10
HMPMockV1.2.Staggered1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	0.0248816815518	-0.0324973328041	-0.00112982526479	0.000110359385276	0.000211415530336	-3.57352365055e-05	-1.45823791655e-05	-3.54953634997e-06	-3.99392183692e-06	-8.29529139666e-06	1.96636763866e-06	4.91378153933e-07	1.96976852984e-08	-9.06543313481e-08	-1.01654069396e-08	2.078300983e-08	2.0740276165e-10	-3.47042231228e-08	9.68537128335e-10	3.19874071262e-09	6.39165591872e-09	3.44080380615e-10	-1.78586733802e-09	2.667972525e-10	3.72689209096e-10	-3.27125058497e-11	2.57010954316e-12	4.58220924289e-10	-3.74982037414e-10	-8.00328778001e-10	4.48268630744e-10
HMPMockV1.1.Even1;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria	-0.0125953005607	0.0150976380794	0.000631720705228	-6.26354449813e-05	-7.3680841763e-05	2.50435363528e-05	-1.46095578758e-06	2.01275689702e-06	4.83895068064e-07	5.3752927572e-06	-9.73747754677e-07	-4.01606439426e-07	1.00457221527e-07	-7.89741559052e-09	-9.97151570374e-09	-3.80587760242e-09	-1.37571286649e-08	-2.19329452225e-08	8.23329065904e-09	-3.16172796773e-09	8.47305323847e-09	-3.54834935947e-09	-3.02348994943e-09	-6.52161185067e-11	-9.22304209177e-10	-3.3279898087e-11	2.55622945932e-12	4.58220924218e-10	-3.74982037417e-10	-8.00328778017e-10	4.48268630745e-10
HMPMockV1.1.Even2;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	-0.0200303417525	-0.0360640014942	0.00827285485418	0.00730181431746	-0.00225967292979	0.00283182427271	0.000297699401619	7.83774155101e-05	0.000365577033621	0.000413255769113	-7.3253156167e-06	-4.91022604174e-06	-2.13626659615e-06	4.40377849307e-06	1.30126071952e-06	3.56403722296e-07	7.12272144732e-08	4.19508185536e-07	-3.54764618978e-07	-3.83610722362e-08	-2.37397997847e-07	4.39549544339e-08	-6.59005507731e-08	-2.96290903144e-08	1.28902739659e-08	9.80659044304e-10	3.13280018109e-12	4.58220927154e-10	-3.74982037257e-10	-8.00328777366e-10	4.4826863072e-10
