#NodeID	NodeType	Abundance	Color	Size	Shape
230	otu	0.00955384224804	p__Firmicutes	0.00955384224804	f__Peptostreptococcaceae_g__
231	otu	0.321157862879	p__Bacteroidetes	0.321157862879	f__Porphyromonadaceae_g__Parabacteroides
232	otu	2.67240342602e-05	p__WS2	2.67240342602e-05	f___g__
233	otu	0.0	p__Firmicutes	0.0	f__Clostridiaceae_g__Caldanaerocella
1	otu	0.000240516308342	p__Proteobacteria	0.000240516308342	f__[Marinicellaceae]_g__
614	otu	0.000230326975718	p__Proteobacteria	0.000230326975718	f__Oxalobacteraceae_g__
155	otu	0.000628014805114	p__Proteobacteria	0.000628014805114	f__Pasteurellaceae_g__Bibersteinia
146	otu	0.00120258154171	p__Verrucomicrobia	0.00120258154171	f__Verrucomicrobiaceae_g__Akkermansia
147	otu	0.0	p__Proteobacteria	0.0	f__Xanthomonadaceae_g__Thermomonas
618	otu	4.10931833049	p__Bacteroidetes	4.10931833049	f__Bacteroidaceae_g__Bacteroides
145	otu	0.000641376822245	p__Bacteroidetes	0.000641376822245	f__Porphyromonadaceae_g__Dysgonomonas
142	otu	0.000507756650944	p__Bacteroidetes	0.000507756650944	f__Rikenellaceae_Other
143	otu	0.000962065233367	p__Proteobacteria	0.000962065233367	f__Enterobacteriaceae_g__Salmonella
140	otu	0.0717673940058	p__Proteobacteria	0.0717673940058	f__Enterobacteriaceae_g__Erwinia
141	otu	0.000240516308342	p__Firmicutes	0.000240516308342	f__JTB215_g__
612	otu	0.0153821221973	p__Proteobacteria	0.0153821221973	f__Enterobacteriaceae_g__Enterobacter
613	otu	7.08698386826e-05	p__Actinobacteria	7.08698386826e-05	f__Microbacteriaceae_g__Candidatus Aquiluna
610	otu	0.000194892056377	p__Actinobacteria	0.000194892056377	f__Microbacteriaceae_g__Salinibacterium
611	otu	0.401956007548	p__Firmicutes	0.401956007548	f__Clostridiaceae_Other
616	otu	0.0	p__Firmicutes	0.0	f__Veillonellaceae_g__Phascolarctobacterium
617	otu	0.00347262209544	p__Actinobacteria	0.00347262209544	Other_Other
148	otu	0.651841062815	p__Proteobacteria	0.651841062815	f__Enterobacteriaceae_g__Proteus
149	otu	0.0	p__Proteobacteria	0.0	f__Burkholderiaceae_Other
154	otu	0.0	p__Chrysiogenetes	0.0	f__Chrysiogenaceae_g__Desulfurispirillum
689	otu	1.77174596706e-05	p__Proteobacteria	1.77174596706e-05	Other_Other
688	otu	0.000159457137035	p__Firmicutes	0.000159457137035	f__Lachnospiraceae_g__Pseudobutyrivibrio
685	otu	0.000558099979625	p__Bacteroidetes	0.000558099979625	f___g__
684	otu	4.42936491766e-05	p__Actinobacteria	4.42936491766e-05	f__Thermomonosporaceae_g__
687	otu	0.069943039253	p__Proteobacteria	0.069943039253	f__Enterobacteriaceae_g__Citrobacter
686	otu	0.000106304758024	p__Actinobacteria	0.000106304758024	f__Coriobacteriaceae_Other
681	otu	0.347283294208	p__Bacteroidetes	0.347283294208	f__Rikenellaceae_g__
680	otu	5.31523790119e-05	p__Actinobacteria	5.31523790119e-05	f__Actinopolysporaceae_g__
683	otu	0.000292338084566	p__Firmicutes	0.000292338084566	f__Veillonellaceae_g__
682	otu	5.31523790119e-05	p__Bacteroidetes	5.31523790119e-05	f__Porphyromonadaceae_g__Tannerella
623	otu	0.000141739677365	p__Actinobacteria	0.000141739677365	f___g__
622	otu	0.00212609516048	p__Firmicutes	0.00212609516048	f__Erysipelotrichaceae_g__Coprobacillus
133	otu	0.146983969588	p__Firmicutes	0.146983969588	f__Veillonellaceae_g__Mitsuokella
132	otu	4.13708716445	p__Bacteroidetes	4.13708716445	f__Bacteroidaceae_g__Bacteroides
131	otu	0.00283274763158	p__Actinobacteria	0.00283274763158	Other_Other
130	otu	0.0	p__Firmicutes	0.0	f__Veillonellaceae_g__Phascolarctobacterium
137	otu	0.000106896137041	p__Actinobacteria	0.000106896137041	f___g__
136	otu	0.00134956373014	p__Firmicutes	0.00134956373014	f__Erysipelotrichaceae_g__Coprobacillus
135	otu	1.33620171301e-05	p__Proteobacteria	1.33620171301e-05	f__Neisseriaceae_Other
134	otu	0.0614519167814	p__Firmicutes	0.0614519167814	f__Lachnospiraceae_g__Lachnospira
494	otu	0.0	p__Firmicutes	0.0	f__Christensenellaceae_g__
495	otu	3.89316407962	p__Actinobacteria	3.89316407962	f__Bifidobacteriaceae_g__Bifidobacterium
139	otu	0.000120258154171	p__Firmicutes	0.000120258154171	f__Erysipelotrichaceae_g__Bulleidia
138	otu	1.25892916795	p__Firmicutes	1.25892916795	f__[Tissierellaceae]_g__Anaerococcus
490	otu	2.82111178122	p__Firmicutes	2.82111178122	f__Clostridiaceae_g__Clostridium
491	otu	0.000655546007813	p__Firmicutes	0.000655546007813	f__Streptococcaceae_Other
492	otu	0.101760229618	p__Proteobacteria	0.101760229618	f__Aeromonadaceae_g__
493	otu	1.77174596706e-05	p__Proteobacteria	1.77174596706e-05	f__Halomonadaceae_Other
24	otu	0.000106896137041	p__Proteobacteria	0.000106896137041	f__Cardiobacteriaceae_g__
25	otu	2.67240342602e-05	p__Proteobacteria	2.67240342602e-05	Other_Other
26	otu	0.000106896137041	p__Proteobacteria	0.000106896137041	f__Enterobacteriaceae_g__Morganella
27	otu	0.000106896137041	p__Firmicutes	0.000106896137041	f__Bacillaceae_g__Virgibacillus
20	otu	4.00860513903e-05	p__Firmicutes	4.00860513903e-05	f__Bacillaceae_g__Salimicrobium
21	otu	0.000534480685204	p__Firmicutes	0.000534480685204	f__Peptostreptococcaceae_Other
22	otu	6.68100856505e-05	p__Proteobacteria	6.68100856505e-05	f__Rhodospirillaceae_g__
23	otu	0.713264474405	p__Firmicutes	0.713264474405	f__Lachnospiraceae_g__
28	otu	8.01721027806e-05	p__Actinobacteria	8.01721027806e-05	f__Intrasporangiaceae_g__Knoellia
29	otu	9.35341199107e-05	p__Proteobacteria	9.35341199107e-05	f__Enterobacteriaceae_g__Plesiomonas
407	otu	0.000155499834781	p__Proteobacteria	0.000155499834781	f___g__
406	otu	0.0	p__Proteobacteria	0.0	f__Enterobacteriaceae_g__Yersinia
405	otu	0.0828619744591	p__Firmicutes	0.0828619744591	f__Ruminococcaceae_Other
404	otu	0.362868583202	p__Firmicutes	0.362868583202	f__Clostridiaceae_g__SMB53
403	otu	0.00155499834781	p__Firmicutes	0.00155499834781	f__Lachnospiraceae_g__Moryella
402	otu	0.000155499834782	p__Proteobacteria	0.000155499834782	f__Alteromonadaceae_g__Spongiibacter
401	otu	3.88749586954e-05	p__Proteobacteria	3.88749586954e-05	f__Desulfobulbaceae_g__Desulfobulbus
400	otu	2.91562190215e-05	p__Firmicutes	2.91562190215e-05	f__Bacillaceae_Other
629	otu	0.00119592852777	p__Proteobacteria	0.00119592852777	f__Enterobacteriaceae_g__Salmonella
409	otu	0.000233249752172	p__Firmicutes	0.000233249752172	f__Clostridiaceae_g__Alkaliphilus
408	otu	0.109695414699	p__Bacteroidetes	0.109695414699	f__Bacteroidaceae_Other
628	otu	0.000558099979625	p__Bacteroidetes	0.000558099979625	f__Rikenellaceae_Other
183	otu	0.912211547455	p__Firmicutes	0.912211547455	f__Lachnospiraceae_Other
379	otu	0.00128287363695	p__Firmicutes	0.00128287363695	f__Erysipelotrichaceae_g__Coprobacillus
378	otu	1.94374793477e-05	p__Proteobacteria	1.94374793477e-05	f__Neisseriaceae_Other
371	otu	0.000194374793477	p__Proteobacteria	0.000194374793477	f__Oxalobacteraceae_g__
370	otu	0.0	p__Actinobacteria	0.0	f__Microbacteriaceae_g__Candidatus Aquiluna
373	otu	0.000874686570645	p__Firmicutes	0.000874686570645	f__Veillonellaceae_g__Phascolarctobacterium
372	otu	1.2185116897	p__Firmicutes	1.2185116897	f__Streptococcaceae_g__Streptococcus
375	otu	4.13535249675	p__Bacteroidetes	4.13535249675	f__Bacteroidaceae_g__Bacteroides
374	otu	0.00280871576574	p__Actinobacteria	0.00280871576574	Other_Other
377	otu	0.0553773786616	p__Firmicutes	0.0553773786616	f__Lachnospiraceae_g__Lachnospira
376	otu	0.153998695745	p__Firmicutes	0.153998695745	f__Veillonellaceae_g__Mitsuokella
708	otu	0.00263990149093	p__Firmicutes	0.00263990149093	Other_Other
709	otu	0.0	p__Tenericutes	0.0	f___g__
704	otu	0.0	p__Bacteroidetes	0.0	f__Prevotellaceae_g__
705	otu	7.08698386826e-05	p__Bacteroidetes	7.08698386826e-05	f__Bacteroidaceae_g__
706	otu	0.00056695870946	p__Proteobacteria	0.00056695870946	f___g__
707	otu	0.344135077912	p__Firmicutes	0.344135077912	f__Lachnospiraceae_g__Blautia
700	otu	7.08698386826e-05	p__Bacteroidetes	7.08698386826e-05	f__BS11_g__
144	otu	0.000307326393992	p__Proteobacteria	0.000307326393992	f__Pasteurellaceae_Other
702	otu	0.000159457137035	p__Proteobacteria	0.000159457137035	f__Pseudomonadaceae_g__
703	otu	1.77174596706e-05	p__Firmicutes	1.77174596706e-05	f__Paenibacillaceae_Other
393	otu	3.88749586954e-05	p__Proteobacteria	3.88749586954e-05	Other_Other
392	otu	0.0	p__Proteobacteria	0.0	f__Burkholderiaceae_Other
88	otu	0.0	p__Firmicutes	0.0	f__[Acidaminobacteraceae]_g__Fusibacter
89	otu	0.0978233274095	p__Bacteroidetes	0.0978233274095	Other_Other
397	otu	0.0	p__Chrysiogenetes	0.0	f__Chrysiogenaceae_g__Desulfurispirillum
396	otu	0.0625012148424	p__Actinobacteria	0.0625012148424	f__Bifidobacteriaceae_Other
395	otu	0.0294	p__Firmicutes	0.0294	f__Eubacteriaceae_g__Eubacterium
394	otu	0.175972766148	p__Firmicutes	0.175972766148	f__Erysipelotrichaceae_g__Holdemania
82	otu	0.190170008953	p__Firmicutes	0.190170008953	f__Ruminococcaceae_g__Anaerotruncus
83	otu	0.0	p__Thermotogae	0.0	f__Thermotogaceae_g__Thermotoga
80	otu	0.0	p__Actinobacteria	0.0	f__Micrococcaceae_g__Renibacterium
81	otu	0.0	p__Firmicutes	0.0	f__Lachnospiraceae_g__Anaerostipes
86	otu	6.68100856505e-05	p__Actinobacteria	6.68100856505e-05	f__Bifidobacteriaceae_g__Alloscardovia
87	otu	1.77848804233	p__Firmicutes	1.77848804233	f__Erysipelotrichaceae_g__Catenibacterium
84	otu	2.67240342602e-05	p__Proteobacteria	2.67240342602e-05	Other_Other
85	otu	0.00187068239821	p__Proteobacteria	0.00187068239821	f__Xanthomonadaceae_Other
7	otu	0.0	p__Proteobacteria	0.0	f__Halomonadaceae_Other
586	otu	0.0	p__Actinobacteria	0.0	Other_Other
587	otu	7.08698386824e-05	p__Firmicutes	7.08698386824e-05	f__Ruminococcaceae_g__Anaerofilum
584	otu	8.8587298353e-05	p__Firmicutes	8.8587298353e-05	f__Erysipelotrichaceae_g__L7A_E11
585	otu	0.173073004793	p__Firmicutes	0.173073004793	Other_Other
582	otu	0.0	p__Proteobacteria	0.0	f__Acetobacteraceae_g__Acetobacter
583	otu	0.014806304758	p__Firmicutes	0.014806304758	f__Lachnospiraceae_g__Butyrivibrio
580	otu	0.0147	p__Firmicutes	0.0147	f__Clostridiaceae_g__Anaerococcus
581	otu	0.00288794592631	p__Bacteroidetes	0.00288794592631	f__Prevotellaceae_Other
588	otu	0.0	p__Firmicutes	0.0	f__Contubernalisaceae_g__
589	otu	0.0147	p__Firmicutes	0.0147	f__Peptococcaceae_g__
245	otu	4.85936983692e-05	p__Spirochaetes	4.85936983692e-05	f__Spirochaetaceae_g__Treponema
244	otu	0.00058312438043	p__Proteobacteria	0.00058312438043	f__[Marinicellaceae]_g__
