Taxon	blast_100.0	blast_0.0001	blast_1e-06	blast_1.0	blast_1e-10	blast_1e-30	mothur_0.0	mothur_0.1	mothur_0.2	mothur_0.3	mothur_0.4	mothur_0.5	mothur_0.6	mothur_0.7	mothur_0.8	mothur_0.9	mothur_1.0	rdp_0.0	rdp_0.1	rdp_0.2	rdp_0.3	rdp_0.4	rdp_0.5	rdp_0.6	rdp_0.7	rdp_0.8	rdp_0.9	rdp_1.0	rtax_single	rtax_paired	Expected
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	
Other	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.75103748971e-06	0	0	0	0	0	0	0.0	0.0	0.0	0.0	4.11493810082e-05	0	0	0	
g__	0.20512703777	0.20512703777	0.20512703777	0.20512703777	0.20512703777	0.20512703777	4.2900418498e-05	4.2900418498e-05	2.27634873663e-05	2.27634873663e-05	2.18879686214e-05	0.0	0	0	0	0	0	4.2900418498e-05	4.2900418498e-05	2.27634873663e-05	2.27634873663e-05	2.27634873663e-05	0	0	0	0	0	0	2.36390061111e-05	3.15186748148e-05	0	
g__	1.48838186626e-05	1.48838186626e-05	1.48838186626e-05	1.48838186626e-05	1.48838186626e-05	1.48838186626e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48838186626e-05	1.48838186626e-05	0	
g__Carnobacterium	0	0	0	0	0	0	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	0	0	0	0	4.37759372428e-06	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	1.75103748971e-06	1.75103748971e-06	0	0	0	0	0	3.50207497943e-06	0.0	0	
Other	0	0	0	0	0	0	0	1.31327811728e-05	1.40082999177e-05	0	8.75518744856e-07	8.75518744856e-07	0	0	0	0	1.75103748971e-06	0	1.31327811728e-05	1.40082999177e-05	1.31327811728e-05	8.75518744856e-07	8.75518744856e-07	0	0	0	0	1.75103748971e-06	0	0	0	
g__	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	
g__	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	
g__Paenibacillus	0	0	0	0	0	0	3.50207497943e-06	3.50207497943e-06	8.75518744856e-07	0	0	0	0	0	0	0	0	3.50207497943e-06	1.75103748971e-06	8.75518744856e-07	0	0	0	0	0	0	0	0	0	0	0	
g__	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	
g__	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	0	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	0	
Other	0	0	0	0	0	0	0	6.12863121399e-06	1.66348561523e-05	6.21618308848e-05	0.000154091299095	0.000238141098601	0.00315712059395	0.0132150799349	8.75518744856e-07	0	0	0	6.12863121399e-06	1.05062249383e-05	7.52946120576e-05	6.56639058642e-05	0.00315099196274	0.0132597313908	0.0132010716349	0.000117319511811	0	0	0	0.0	0	
g__Tetragenococcus	0	0	0	0	0	0	4.37759372428e-06	3.50207497943e-06	2.62655623457e-06	8.75518744856e-07	0	0	0	0	0	0	0	4.37759372428e-06	4.37759372428e-06	3.50207497943e-06	1.75103748971e-06	0	0	0	0	0	0	0	0	0	0	
g__	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Octadecabacter	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	
g__	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0	4.37759372428e-05	8.40497995062e-05	0.000132203330473	0.000148838186626	0.000316937785638	0.00160395034058	0.00166611217146	0.0274291267576	0.0271200686407	0	0	4.46514559877e-05	0.000115568474321	0.000132203330473	0.000296800854506	0.000358962685391	0.0261027158591	0.0273765956329	0.0274194960514	0.0271226951969	1.2257262428e-05	4.37759372428e-06	0	
g__Corynebacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	
g__Methanobrevibacter	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470241117862	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.00470416221611	0.0046630128351	0.00470416221611	0.00470416221611	0.214316331	
g__Stenotrophomonas	0	0	0	0	0	0	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	0	
Other	0	0	0	0	0	0	0	0.0	0.0	1.75103748971e-06	1.75103748971e-06	2.62655623457e-06	2.62655623457e-06	2.62655623457e-06	2.62655623457e-06	2.01369311317e-05	0.000112941918086	0	0.0	0.0	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	2.62655623457e-06	2.62655623457e-06	2.62655623457e-06	2.01369311317e-05	4.2900418498e-05	0	0	0	
g__Rhodobacter	0.00995727468525	0.00995727468525	0.00995727468525	0.00995727468525	0.00995727468525	0.00995727468525	0.00995114605404	0.00995114605404	0.00995114605404	0.00994939501655	0.0099485194978	0.00994676846031	0.00994501742282	0.00992400497295	0.00990824563554	0.00988198007319	0.00977516678632	0.00995114605404	0.00995114605404	0.00995114605404	0.00994939501655	0.0099485194978	0.0099485194978	0.00994326638533	0.00992575601044	0.00991087219177	0.00988460662943	0.00975765641142	0.00995727468525	0.00995289709153	0.021431633	
g__Anaerobacillus	7.44190933128e-05	7.44190933128e-05	7.44190933128e-05	7.44190933128e-05	7.44190933128e-05	7.44190933128e-05	7.00414995885e-06	7.00414995885e-06	0	0	0	0	0	0	0	0	0	7.00414995885e-06	7.00414995885e-06	7.00414995885e-06	0	0	0	0	0	0	0	0	9.63070619342e-06	1.75103748971e-05	0	
g__Macrococcus	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	8.75518744856e-07	8.75518744856e-07	0	0	0	0	0	0	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	8.75518744856e-07	8.75518744856e-07	0	0	0	0	0	8.75518744856e-07	0	0	
g__	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.75518744856e-07	8.75518744856e-07	0	
g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Azorhizophilus	0	0	0	0	0	0	2.53900436008e-05	2.53900436008e-05	2.10124498766e-05	4.37759372428e-06	0	0	0	0	0	0	0	2.53900436008e-05	2.53900436008e-05	2.01369311317e-05	5.25311246914e-06	0	0	0	0	0	0	0	0	0	0	
g__Smithella	0	0	0	0	0	0	8.75518744856e-07	8.75518744856e-07	0	0	0	0	0	0	0	0	0	8.75518744856e-07	8.75518744856e-07	0	0	0	0	0	0	0	0	0	0	0	0	
g__Deinococcus	0.0597532788177	0.0597532788177	0.0597532788177	0.0597532788177	0.0597532788177	0.0597532788177	0.0597427725928	0.0597427725928	0.0597427725928	0.0597401460365	0.0597392705178	0.0597340174053	0.0597208846241	0.0596884904306	0.0596044406311	0.05936104642	0.0589092787477	0.0597427725928	0.0597427725928	0.0597427725928	0.0597401460365	0.0597340174053	0.0597305153303	0.0597208846241	0.0596779842056	0.0594661086694	0.0593522912326	0.0588935194103	0.0597541543364	0.0597462746677	0	
Other	0	0	0	0	0	0	0	3.50207497943e-06	6.82904620988e-05	0.000127825736749	0.000400987585144	0.000608485527675	0.00139732791679	0.00157418270325	0.0149687439808	0.0149057066312	0.00103661419391	0	5.25311246914e-06	2.71410810905e-05	0.000246020767305	0.000389605841461	0.000850128701255	0.00142534451663	0.00149100842249	0.0152033830044	0.0148190302754	0.039317795794	0.000358962685391	0.000849253182511	0	
g__02d06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	4.37759372428e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62655623457e-06	4.37759372428e-06	0	
Other	0	0	0	0	0	0	0	0	0	0	0	0.0	0	1.75103748971e-06	0.0	8.75518744856e-07	2.62655623457e-06	0	0	0	1.75103748971e-06	0	0	0	8.75518744856e-07	0.0	0.0	1.75103748971e-06	0	0	0	
g__Aminobacter	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0.0	9.63070619342e-06	3.15186748148e-05	0.000277539442119	0.000765203383004	0.00132641089846	0.00240417447338	0.00277276786496	0.00399674307027	0.0432532525521	0	0.0	7.00414995885e-06	3.064315607e-05	0.000246896286049	0.000906161900926	0.00132465986097	0.00240942758584	0.00300127825737	0.00408692150099	0.0223029645065	0.000503423278292	0.000101560174403	0	
g__Acinetobacter	0.00021450209249	0.00021450209249	0.00021450209249	0.00021450209249	0.00021450209249	0.00021450209249	0.20622231172	0.20622231172	0.20622231172	0.206221436201	0.206221436201	0.206219685163	0.206216183088	0.206211805495	0.206188166489	0.206174158189	0.205062249383	0.20622231172	0.20622231172	0.20622231172	0.20622231172	0.206221436201	0.206219685163	0.206216183088	0.206211805495	0.20618729097	0.206171531632	0.204954560577	0.00141133621671	0.000507800872017	0.002143163	
Other	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	2.62655623457e-06	3.50207497943e-06	1.92614123868e-05	4.11493810082e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Deinococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000214316	
g__	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0	0.0	0	8.75518744856e-07	1.75103748971e-06	2.62655623457e-06	6.12863121399e-06	1.05062249383e-05	1.48838186626e-05	1.31327811728e-05	0	0	0	8.75518744856e-07	2.62655623457e-06	1.75103748971e-06	1.75103748971e-06	8.75518744856e-06	5.25311246914e-06	3.23941935597e-05	1.2257262428e-05	0	0	0	
g__Shewanella	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Kurthia	0	0	0	0	0	0	1.75103748971e-06	8.75518744856e-07	0.0	0	0	0	0	0	0	0	0	8.75518744856e-07	8.75518744856e-07	0.0	0	0	0	0	0	0	0	0	0	0	0	
g__Candida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000214316	
g__	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.75518744856e-07	8.75518744856e-07	0	
g__Gracilibacter	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Coprococcus	0	0	0	0	0	0	7.00414995885e-06	7.00414995885e-06	7.00414995885e-06	7.00414995885e-06	0	0	0	0	0	0	0	7.00414995885e-06	7.00414995885e-06	7.00414995885e-06	0	7.00414995885e-06	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	2.62655623457e-06	1.75103748971e-05	0.000405365178868	0.000758199233046	0.000644381796214	0.000615489677634	0.000285419110823	0.000687282214712	0.0041026808384	0.00841723721305	0	0.0	2.36390061111e-05	0.000192614123868	0.000717049852037	0.000585722040309	0.000260029067222	0.000311684673169	0.000347580941708	0.000703917070864	0.00714160640179	4.37759372428e-06	2.01369311317e-05	0	
g__	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	
g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.75518744856e-07	0	
g__Rhodovulum	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	
g__Brenneria	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	
g__Brevibacillus	0	0	0	0	0	0	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	0	0	0	0	0	0	0	0	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	0	0	0	0	0	0	0	0	0	0	0	
g__Syntrophomonas	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62655623457e-06	0	0	0	8.75518744856e-07	0	0	0	0	0	8.75518744856e-07	1.75103748971e-06	0	0	0	
g__Rhodococcus	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	0	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	0	
g__Trabulsiella	0	0	0	0	0	0	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	0	0	0	0	0	0	0	0	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	0	0	0	0	0	0	0	0	0	0	0	
g__Faecalibacterium	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	3.50207497943e-06	0	
g__Planomicrobium	2.62655623457e-06	2.62655623457e-06	2.62655623457e-06	2.62655623457e-06	2.62655623457e-06	2.62655623457e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75103748971e-06	8.75518744856e-07	0	
Other	0	0	0	0	0	0	0	0	0	0	1.75103748971e-06	8.75518744856e-07	0.0	1.75103748971e-06	8.75518744856e-07	6.12863121399e-06	0	0	0	0	0	8.75518744856e-07	2.62655623457e-06	8.75518744856e-07	6.12863121399e-06	4.37759372428e-06	1.2257262428e-05	0	0	0	0	
Other	0	0	0	0	0	0	0	0	0	8.75518744856e-07	1.57593374074e-05	1.66348561523e-05	3.50207497943e-06	7.87966870371e-06	1.40082999177e-05	2.01369311317e-05	7.52946120576e-05	0	0	0	0	3.50207497943e-06	3.50207497943e-06	1.57593374074e-05	6.12863121399e-06	2.62655623457e-05	2.62655623457e-05	8.14232432716e-05	0	0	0	
g__Oscillospira	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	
g__	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Pyrococcus	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	
g__Paracoccus	0	0	0	0	0	0	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	0	0	0	0	0	0	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	8.75518744856e-07	8.75518744856e-07	0	0	0	0	0	0	0	0	
g__	1.05062249383e-05	1.05062249383e-05	1.05062249383e-05	1.05062249383e-05	1.05062249383e-05	1.05062249383e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.00414995885e-06	7.87966870371e-06	0	
g__	0.00553940709871	0.00553940709871	0.00553940709871	0.00553940709871	0.00553940709871	0.00553940709871	2.62655623457e-05	2.62655623457e-05	2.27634873663e-05	1.75103748971e-05	4.37759372428e-06	8.75518744856e-07	0	0	0	0	0	2.53900436008e-05	2.53900436008e-05	2.4514524856e-05	2.01369311317e-05	1.66348561523e-05	2.62655623457e-06	0	0	0	0	0	4.20248997531e-05	1.57593374074e-05	0	
g__	6.65394246091e-05	6.65394246091e-05	6.65394246091e-05	6.65394246091e-05	6.65394246091e-05	6.65394246091e-05	0.00122134864907	0.00122134864907	0.00121171794288	0.00119158101175	0.000961319581852	0.000508676390762	0.000206622423786	6.39128683745e-05	6.12863121399e-05	0.0	0	0.00122134864907	0.00122134864907	0.00121609553661	0.00119508308673	0.000991087219177	0.000512178465741	0.000193489642613	6.12863121399e-05	0.0	0.0	0	0.000140958517922	0.000158468892819	0	
g__Ureibacillus	0.0	0.0	0.0	0.0	0.0	0.0	8.75518744856e-06	8.75518744856e-06	8.75518744856e-06	8.75518744856e-06	7.00414995885e-06	7.00414995885e-06	0	0	0	0	0	8.75518744856e-06	8.75518744856e-06	8.75518744856e-06	7.00414995885e-06	7.00414995885e-06	0.0	0	0	0	0	0	0	0	0	
g__Enterococcus	0.00372007914689	0.00372007914689	0.00372007914689	0.00372007914689	0.00372007914689	0.00372007914689	0.00903622896566	0.00903622896566	0.00903097585319	0.00901434099704	0.00901258995955	0.00900033269712	0.00896881402231	0.00894692605369	0.00854681398729	0.00494580538969	0	0.00903622896566	0.00903622896566	0.00903097585319	0.00901434099704	0.00901434099704	0.00900471029085	0.00899245302842	0.00893641982875	0.008894394929	0.00842161480677	0	0.00919382233974	0.00940744891348	0.000214316	
g__Desulfosporosinus	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	1.75103748971e-06	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	4.37759372428e-06	2.62655623457e-06	0	
g__Serratia	0.0	0.0	0.0	0.0	0.0	0.0	8.75518744856e-06	8.75518744856e-06	8.75518744856e-06	8.75518744856e-06	8.75518744856e-06	8.75518744856e-06	8.75518744856e-06	8.75518744856e-06	8.75518744856e-06	8.75518744856e-06	0	8.75518744856e-06	8.75518744856e-06	8.75518744856e-06	8.75518744856e-06	8.75518744856e-06	8.75518744856e-06	8.75518744856e-06	8.75518744856e-06	8.75518744856e-06	8.75518744856e-06	0	8.75518744856e-06	9.63070619342e-06	0	
g__	0	0	0	0	0	0	2.62655623457e-06	2.62655623457e-06	0	0	0	0	0	0	0	0	0	2.62655623457e-06	8.75518744856e-07	0	0	0	0	0	0	0	0	0	0	0	0	
g__Bacillus	0.00100684655658	0.00100684655658	0.00100684655658	0.00100684655658	0.00100684655658	0.00100684655658	0.000244269729815	0.000244269729815	0.000240767654835	0.000236390061111	0.000232012467387	1.66348561523e-05	7.00414995885e-06	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	0	0.00024339421107	0.00024339421107	0.000239892136091	0.000238141098601	0.000230261429897	1.2257262428e-05	7.00414995885e-06	7.00414995885e-06	8.75518744856e-07	8.75518744856e-07	0	0.000960444063107	0.000949062319424	0.021431633	
g__Helicobacter	0.023958570453	0.023958570453	0.023958570453	0.023958570453	0.023958570453	0.023958570453	0.0239576949342	0.0239576949342	0.0239576949342	0.0239568194155	0.0239576949342	0.0239568194155	0.0239568194155	0.0239506907843	0.0239463131906	0.0239121679595	0.0238114833039	0.0239576949342	0.0239576949342	0.0239576949342	0.0239576949342	0.0239568194155	0.0239568194155	0.0239568194155	0.0239524418218	0.0239226741845	0.0239051638096	0.0238141098601	0.0239725787529	0.0239743297904	0.002143163	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50207497943e-06	0	1.13817436831e-05	0	0	0	0	0	0	0	0	0	0	4.37759372428e-06	0	0	0	
g__	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	
Other	0	0	0	0	0	0	0	8.75518744856e-07	0	8.75518744856e-07	0	0	0	0	0	0	0	0	8.75518744856e-07	0.0	0	0	0	0	0	0	0	0	0	0	0	
g__	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	
g__	0	0	0	0	0	0	8.75518744856e-07	8.75518744856e-07	8.75518744856e-07	0	0	0	0	0	0	0	0	8.75518744856e-07	8.75518744856e-07	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0	0	0	0	0	8.75518744856e-07	8.75518744856e-07	0	8.75518744856e-07	2.01369311317e-05	0	0	0	0	0	0.0	1.75103748971e-06	8.75518744856e-07	3.50207497943e-06	0.0	1.92614123868e-05	0	0	0	
