#NodeID	NodeType	Abundance	mock	k	p	c	o	f	g
97	otu	0.0	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__	f__	g__
98	otu	0.0	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__125ds10	g__
99	otu	3.23941935597e-05	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__Chromatium
100	otu	0.0	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Alteromonadaceae	g__Microbulbifer
101	otu	0.0	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__	g__
102	otu	0.000252149398519	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	Other
103	otu	0.000213626573745	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Flexispira
104	otu	1.66348561523e-05	HMPMockV1.1.Even1	k__Bacteria	p__[Thermi]	c__Deinococci	Other	Other	Other
105	otu	0.0155702253585	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	Other	Other	Other	Other
106	otu	0.0	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfuromonadales	Other	Other
107	otu	1.75103748971e-06	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Gemellales	Other	Other
108	otu	0.0	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Marinilactibacillus
109	otu	1.57593374074e-05	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Nautella
110	otu	6.56639058642e-05	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Caloramator
111	otu	0.0	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bartonellaceae	g__
112	otu	5.25311246914e-06	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Oceanospirillaceae	g__
113	otu	0.0	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Thiotrichaceae	Other
114	otu	4.37759372428e-06	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__
115	otu	2.62655623457e-05	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__
116	otu	7.00414995885e-06	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	Other	Other
117	otu	3.50207497943e-06	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Trichococcus
118	otu	0.0075495981369	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__
119	otu	3.50207497942e-05	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Alcanivoracaceae	g__Alcanivorax
120	otu	1.13817436831e-05	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	Other	Other
121	otu	6.12863121399e-06	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	Other	Other
122	otu	0.0	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	Other
123	otu	0.210102610797	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__
124	otu	2.88921185803e-05	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Acidithiobacillales	f__	g__
125	otu	0.0	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Lysinibacillus
126	otu	0.0116014988881	HMPMockV1.1.Even1	k__Bacteria	Other	Other	Other	Other	Other
127	otu	0.0	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Providencia
128	otu	2.97676373251e-05	HMPMockV1.1.Even1	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Coriobacterium
129	otu	9.63070619341e-06	HMPMockV1.1.Even1	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	g__Salinibacterium
130	otu	0.00129489222364	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	Other
131	otu	2.53900436009e-05	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Enterobacter
132	otu	8.75518744856e-07	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__
133	otu	0.0	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__[Chromatiaceae]	Other
134	otu	5.95352746503e-05	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Alteromonadaceae	g__Umboniibacter
135	otu	1.63157697862	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
136	otu	0.54959715449	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Neisseria
137	otu	0.0	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Phyllobacteriaceae	Other
138	otu	3.85228247737e-05	HMPMockV1.1.Even1	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Other	Other	Other
139	otu	1.11398184826	HMPMockV1.1.Even1	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides
140	otu	0.0	HMPMockV1.1.Even1	k__Bacteria	p__WS3	c__PRR-12	o__PBS-III-9	f__	g__
141	otu	0.00108739428111	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	Other
142	otu	9.10539494648e-05	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__	g__
143	otu	8.75518744856e-07	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Solibacillus
144	otu	1.75103748971e-06	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfuromonadales	f__Geobacteraceae	g__
145	otu	0.0	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium
146	otu	1.75103748971e-06	HMPMockV1.1.Even1	k__Archaea	p__Crenarchaeota	c__Korarchaeota	o__Korarchaeotales	f__Korarchaeotaceae	g__Candidatus Korarchaeum
147	otu	8.31742807613e-05	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Erwinia
148	otu	9.63070619342e-06	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Salmonella
149	otu	3.50207497942e-06	HMPMockV1.1.Even1	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Yaniellaceae	g__
150	otu	0.0	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Other
151	otu	1.75103748971e-06	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Proteus
152	otu	0.0	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	Other	Other
153	otu	0.0	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Phyllobacteriaceae	g__Chelativorans
154	otu	0.0	HMPMockV1.1.Even1	k__Bacteria	p__Bacteroidetes	c__[Saprospirae]	o__[Saprospirales]	f__Chitinophagaceae	Other
155	otu	1.40082999177e-05	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Jeotgalicoccus
156	otu	0.000126950218004	HMPMockV1.1.Even1	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	Other
157	otu	0.00177992960829	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Other
158	otu	0.0	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Thiotrichaceae	g__B46
159	otu	1.75103748971e-06	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	Other	Other
160	otu	0.00015496681784	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Vagococcus
161	otu	0.0	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Phyllobacteriaceae	g__
162	otu	0.336788236048	HMPMockV1.1.Even1	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces
163	otu	3.064315607e-05	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Gemellales	f__Gemellaceae	g__
164	otu	0.0	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	Other
165	otu	2.36390061111e-05	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__	f__	g__
166	otu	0.000198742755082	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Viridibacillus
167	otu	2.36390061111e-05	HMPMockV1.1.Even1	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	Other
168	otu	0.0	HMPMockV1.1.Even1	k__Archaea	p__Euryarchaeota	c__Methanococci	o__Methanococcales	f__Methanocaldococcaceae	g__
169	otu	6.12863121399e-06	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Eikenella
170	otu	0.0	HMPMockV1.1.Even1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Oxobacter
171	otu	0.0	HMPMockV1.1.Even1	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__Thermoproteales	f__Thermoproteaceae	g__Vulcanisaeta
172	otu	1.75103748971e-06	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	Other
173	otu	0.0	HMPMockV1.1.Even1	k__Bacteria	p__AD3	c__	o__	f__	g__
174	otu	0.0	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Thiotrichaceae	g__Thiothrix
175	otu	0.0	HMPMockV1.1.Even1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__
