	blast_100.0	blast_0.0001	blast_1e-06	blast_1.0	blast_1e-10	blast_1e-30	mothur_0.0	mothur_0.1	mothur_0.2	mothur_0.3	mothur_0.4	mothur_0.5	mothur_0.6	mothur_0.7	mothur_0.8	mothur_0.9	mothur_1.0	rdp_0.0	rdp_0.1	rdp_0.2	rdp_0.3	rdp_0.4	rdp_0.5	rdp_0.6	rdp_0.7	rdp_0.8	rdp_0.9	rdp_1.0	rtax_single	rtax_paired	Expected
mothur_0.5	0.118906624777	0.118906624777	0.118906624777	0.118906624777	0.118906624777	0.118906624777	0.00438975859515	0.00435195828605	0.00407659307622	0.00340449959776	0.00204623809535	0.0	0.0048912485966	0.0319262970861	0.0298805725459	0.0673488986993	0.154603334868	0.00438975859524	0.00434776344994	0.00412897530877	0.00320221537119	0.00238315803851	0.00344159581054	0.0127361905357	0.0354514812378	0.0523986397082	0.0659107719186	0.119951914542	0.114928842196	0.116347463095	0.669915492426
mothur_0.6	0.119952059715	0.119952059715	0.119952059715	0.119952059715	0.119952059715	0.119952059715	0.00877237128165	0.00873497473996	0.0084638797122	0.00779314450915	0.00646611550887	0.0048912485966	0.0	0.0278497331128	0.0283447471793	0.06539731181	0.153298606015	0.00877237128174	0.00873077990385	0.00851623338854	0.00758900807662	0.0067947213527	0.00230051594443	0.00953072897368	0.0312553865862	0.050727584895	0.0639144711478	0.118483612116	0.115988742871	0.117059409832	0.670877448502
mothur_0.7	0.143738611956	0.143738611956	0.143738611956	0.143738611956	0.143738611956	0.143738611956	0.0357035242747	0.035666127733	0.0353959424187	0.0348083638405	0.0335813029406	0.0319262970861	0.0278497331128	0.0	0.0166522998601	0.0463364346883	0.134112682629	0.0357035242748	0.0356619328969	0.035448296095	0.0345213980826	0.0339155016698	0.0293829053965	0.0196129088697	0.0365407195864	0.036806912692	0.0449256360807	0.0991352356953	0.139554792682	0.140892159813	0.671966753979
mothur_0.8	0.140602889723	0.140602889723	0.140602889723	0.140602889723	0.140602889723	0.140602889723	0.0336644591026	0.0336325145928	0.0333763559014	0.0327889553532	0.0315011883031	0.0298805725459	0.0283447471793	0.0166522998601	0.0	0.0378316770831	0.135970858172	0.0336644591027	0.0336273919894	0.0334325490054	0.0326046793432	0.0317532580501	0.0298757846919	0.0284810822734	0.0448473643162	0.0234001271616	0.0364482319999	0.0902418634148	0.136611159134	0.137788122039	0.672590905857
mothur_0.9	0.175409731893	0.175409731893	0.175409731893	0.175409731893	0.175409731893	0.175409731893	0.0708248679543	0.0707953609769	0.0705486904783	0.0699592643687	0.0686550461888	0.0673488986993	0.06539731181	0.0463364346883	0.0378316770831	0.0	0.0999557999875	0.0708248679544	0.0707882046085	0.0706050399138	0.0697781241208	0.0688904261431	0.0672149753665	0.0657483345663	0.0428073179132	0.0157793366345	0.00235027025307	0.0541572679966	0.173234414386	0.17440493463	0.695213715919
mothur_1.0	0.258595820088	0.258595820088	0.258595820088	0.258595820088	0.258595820088	0.258595820088	0.158373596518	0.158343304185	0.158095882323	0.157505857192	0.156159601544	0.154603334868	0.153298606015	0.134112682629	0.135970858172	0.0999557999875	0.0	0.158373596518	0.158336147817	0.158152394467	0.157324912198	0.156435742942	0.154611391328	0.15344668156	0.130723656293	0.114739132439	0.101822036367	0.0807181405697	0.257139941342	0.2571370891	0.754656255466
rdp_0.0	0.117336218566	0.117336218566	0.117336218566	0.117336218566	0.117336218566	0.117336218566	4.46570578011e-06	7.33542262749e-05	0.000350848430906	0.000998773232484	0.00241984470155	0.00438975859524	0.00877237128174	0.0357035242748	0.0336644591027	0.0708248679544	0.158373596518	0.0	7.42172498091e-05	0.000302272866706	0.00123086638435	0.00206102933075	0.00666919344113	0.0163212591689	0.0389428423857	0.0558832427113	0.0693852183456	0.123734090306	0.114123965733	0.11543820468	0.669571314066
rdp_0.1	0.117336925572	0.117336925572	0.117336925572	0.117336925572	0.117336925572	0.117336925572	7.66626053513e-05	3.0664370939e-05	0.00027949363009	0.000957238597741	0.00237767104552	0.00434776344994	0.00873077990385	0.0356619328969	0.0336273919894	0.0707882046085	0.158336147817	7.42172498091e-05	0.0	0.000229918694389	0.00115849097404	0.00201903418545	0.00662738956054	0.016279667791	0.0389010882993	0.0558414886249	0.0693485549997	0.123696064762	0.114103330063	0.11542229206	0.66957230265
rdp_0.2	0.11738530579	0.11738530579	0.11738530579	0.11738530579	0.11738530579	0.11738530579	0.000302676634025	0.000234752921035	9.86846001606e-05	0.000738119370353	0.00215978718201	0.00412897530877	0.00851623338854	0.035448296095	0.0334325490054	0.0706050399138	0.158152394467	0.000302272866706	0.000229918694389	0.0	0.00093647909244	0.00180090288606	0.00640860141937	0.0160656823159	0.0386983446318	0.0556381683847	0.069165390305	0.123512311412	0.114032604869	0.115375490699	0.669583385569
rdp_0.3	0.117867665086	0.117867665086	0.117867665086	0.117867665086	0.117867665086	0.117867665086	0.00123127015167	0.00116308957756	0.000886676143274	0.000651553523948	0.00123629733632	0.00320221537119	0.00758900807662	0.0345213980826	0.0326046793432	0.0697781241208	0.157324912198	0.00123086638435	0.00115849097404	0.00093647909244	0.0	0.000908236277213	0.00547947353533	0.0151384199637	0.0378018707137	0.0547471086618	0.068337146306	0.122683892892	0.114203183415	0.11562848279	0.669656241313
rdp_0.4	0.118030890199	0.118030890199	0.118030890199	0.118030890199	0.118030890199	0.118030890199	0.00206102933066	0.00202304413384	0.00174843230593	0.00111735863771	0.000406066807291	0.00238315803851	0.0067947213527	0.0339155016698	0.0317532580501	0.0688904261431	0.156435742942	0.00206102933075	0.00201903418545	0.00180090288606	0.000908236277213	0.0	0.00469101788496	0.0145455097713	0.0371706369556	0.0540837900598	0.0674747443234	0.121792837671	0.114114156914	0.11561884805	0.66969642853
rdp_0.5	0.118668864314	0.118668864314	0.118668864314	0.118668864314	0.118668864314	0.118668864314	0.00666919344104	0.00663139950893	0.00635641045154	0.00569276506167	0.00437737159417	0.00344159581054	0.00230051594443	0.0293829053965	0.0298757846919	0.0672149753665	0.154611391328	0.00666919344113	0.00662738956054	0.00640860141937	0.00547947353533	0.00469101788496	0.0	0.0100587240912	0.0327863409189	0.0523033848583	0.0657743303068	0.119957687131	0.114651665176	0.11594759769	0.669912776755
rdp_0.6	0.125210247007	0.125210247007	0.125210247007	0.125210247007	0.125210247007	0.125210247007	0.0163212591688	0.0162838626271	0.0160133000833	0.0154483469553	0.0142566446353	0.0127361905357	0.00953072897368	0.0196129088697	0.0284810822734	0.0657483345663	0.15344668156	0.0163212591689	0.016279667791	0.0160656823159	0.0151384199637	0.0145455097713	0.0100587240912	0.0	0.0229638214719	0.0506913088755	0.064329478377	0.118558746631	0.120972208295	0.122345216327	0.670081368162
rdp_0.7	0.147294144409	0.147294144409	0.147294144409	0.147294144409	0.147294144409	0.147294144409	0.0389428423856	0.0389052831354	0.0386418621879	0.0380770634052	0.0368858535694	0.0354514812378	0.0312553865862	0.0365407195864	0.0448473643162	0.0428073179132	0.130723656293	0.0389428423857	0.0389010882993	0.0386983446318	0.0378018707137	0.0371706369556	0.0327863409189	0.0229638214719	0.0	0.0278060072588	0.0413867105397	0.0957811892319	0.143111783615	0.144433314247	0.691804507273
rdp_0.8	0.162852354837	0.162852354837	0.162852354837	0.162852354837	0.162852354837	0.162852354837	0.0558832427112	0.055845683461	0.0555814670611	0.054995943165	0.0538493052584	0.0523986397082	0.050727584895	0.036806912692	0.0234001271616	0.0157793366345	0.114739132439	0.0558832427113	0.0558414886249	0.0556381683847	0.0547471086618	0.0540837900598	0.0523033848583	0.0506913088755	0.0278060072588	0.0	0.0143442423009	0.0686672949574	0.158682612875	0.159830707457	0.693699828017
rdp_0.9	0.175685369403	0.175685369403	0.175685369403	0.175685369403	0.175685369403	0.175685369403	0.0693852183455	0.0693557113681	0.0691090408695	0.0685232409573	0.0672714045652	0.0659107719186	0.0639144711478	0.0449256360807	0.0364482319999	0.00235027025307	0.101822036367	0.0693852183456	0.0693485549997	0.069165390305	0.068337146306	0.0674747443234	0.0657743303068	0.064329478377	0.0413867105397	0.0143442423009	0.0	0.0559314222051	0.171776280264	0.172946800508	0.694312858326
rdp_1.0	0.223897195703	0.223897195703	0.223897195703	0.223897195703	0.223897195703	0.223897195703	0.123734090306	0.12370322113	0.123455961977	0.122869043032	0.121522417609	0.119951914542	0.118483612116	0.0991352356953	0.0902418634148	0.0541572679966	0.0807181405697	0.123734090306	0.123696064762	0.123512311412	0.122683892892	0.121792837671	0.119957687131	0.118558746631	0.0957811892319	0.0686672949574	0.0559314222051	0.0	0.222440990296	0.222438138054	0.705773630346
rtax_single	0.105005027654	0.105005027654	0.105005027654	0.105005027654	0.105005027654	0.105005027654	0.114122619338	0.114103536189	0.113995284908	0.113968975072	0.114160932052	0.114928842196	0.115988742871	0.139554792682	0.136611159134	0.173234414386	0.257139941342	0.114123965733	0.114103330063	0.114032604869	0.114203183415	0.114114156914	0.114651665176	0.120972208295	0.143111783615	0.158682612875	0.171776280264	0.222440990296	0.0	0.00227876037269	0.6843316125
rtax_paired	0.105179716356	0.105179716356	0.105179716356	0.105179716356	0.105179716356	0.105179716356	0.115437099343	0.115422687432	0.115345764632	0.115347716108	0.115637214803	0.116347463095	0.117059409832	0.140892159813	0.137788122039	0.17440493463	0.2571370891	0.11543820468	0.11542229206	0.115375490699	0.11562848279	0.11561884805	0.11594759769	0.122345216327	0.144433314247	0.159830707457	0.172946800508	0.222438138054	0.00227876037269	0.0	0.684521293839
Expected	0.686387439773	0.686387439773	0.686387439773	0.686387439773	0.686387439773	0.686387439773	0.669570516071	0.669571504655	0.669581781807	0.669604561092	0.669694295244	0.669915492426	0.670877448502	0.671966753979	0.672590905857	0.695213715919	0.754656255466	0.669571314066	0.66957230265	0.669583385569	0.669656241313	0.66969642853	0.669912776755	0.670081368162	0.691804507273	0.693699828017	0.694312858326	0.705773630346	0.6843316125	0.684521293839	0.0
