Precison-Recall Output 
Values: precision,recall,f-measure,true positive, false positive,false negative
Set	Level_Method	Level	Method	Community	Sample	P	R	F	TP	FP	FN
2 uclust_consensus0.51_similarity1.0_accepts10	2 uclust_consensus0.51_similarity1.0_accepts10	2	uclust_consensus0.51_similarity1.0_accepts10	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus0.75_similarity0.99_accepts1	2 uclust_consensus0.75_similarity0.99_accepts1	2	uclust_consensus0.75_similarity0.99_accepts1	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus1.0_similarity0.93_accepts5	2 uclust_consensus1.0_similarity0.93_accepts5	2	uclust_consensus1.0_similarity0.93_accepts5	S16S-2_4feb2011	MockMiSeq.even	0.555555555555556	1	0.714285714285714	5	4	0
2 uclust_consensus0.51_similarity0.7_accepts5	2 uclust_consensus0.51_similarity0.7_accepts5	2	uclust_consensus0.51_similarity0.7_accepts5	S16S-2_4feb2011	MockMiSeq.even	0.714285714285714	1	0.833333333333333	5	2	0
2 uclust_consensus0.51_similarity1.0_accepts3	2 uclust_consensus0.51_similarity1.0_accepts3	2	uclust_consensus0.51_similarity1.0_accepts3	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus0.75_similarity0.99_accepts10	2 uclust_consensus0.75_similarity0.99_accepts10	2	uclust_consensus0.75_similarity0.99_accepts10	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus1.0_similarity0.95_accepts1	2 uclust_consensus1.0_similarity0.95_accepts1	2	uclust_consensus1.0_similarity0.95_accepts1	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus0.51_similarity0.8_accepts1	2 uclust_consensus0.51_similarity0.8_accepts1	2	uclust_consensus0.51_similarity0.8_accepts1	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus0.51_similarity1.0_accepts5	2 uclust_consensus0.51_similarity1.0_accepts5	2	uclust_consensus0.51_similarity1.0_accepts5	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus0.75_similarity0.99_accepts3	2 uclust_consensus0.75_similarity0.99_accepts3	2	uclust_consensus0.75_similarity0.99_accepts3	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus1.0_similarity0.95_accepts10	2 uclust_consensus1.0_similarity0.95_accepts10	2	uclust_consensus1.0_similarity0.95_accepts10	S16S-2_4feb2011	MockMiSeq.even	0.555555555555556	1	0.714285714285714	5	4	0
2 uclust_consensus0.51_similarity0.8_accepts10	2 uclust_consensus0.51_similarity0.8_accepts10	2	uclust_consensus0.51_similarity0.8_accepts10	S16S-2_4feb2011	MockMiSeq.even	0.555555555555556	1	0.714285714285714	5	4	0
2 uclust_consensus0.75_similarity0.75_accepts1	2 uclust_consensus0.75_similarity0.75_accepts1	2	uclust_consensus0.75_similarity0.75_accepts1	S16S-2_4feb2011	MockMiSeq.even	0.714285714285714	1	0.833333333333333	5	2	0
2 uclust_consensus0.75_similarity0.99_accepts5	2 uclust_consensus0.75_similarity0.99_accepts5	2	uclust_consensus0.75_similarity0.99_accepts5	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus1.0_similarity0.95_accepts3	2 uclust_consensus1.0_similarity0.95_accepts3	2	uclust_consensus1.0_similarity0.95_accepts3	S16S-2_4feb2011	MockMiSeq.even	0.555555555555556	1	0.714285714285714	5	4	0
2 uclust_consensus0.51_similarity0.8_accepts3	2 uclust_consensus0.51_similarity0.8_accepts3	2	uclust_consensus0.51_similarity0.8_accepts3	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus0.75_similarity0.75_accepts10	2 uclust_consensus0.75_similarity0.75_accepts10	2	uclust_consensus0.75_similarity0.75_accepts10	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus0.75_similarity0.9_accepts1	2 uclust_consensus0.75_similarity0.9_accepts1	2	uclust_consensus0.75_similarity0.9_accepts1	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus1.0_similarity0.95_accepts5	2 uclust_consensus1.0_similarity0.95_accepts5	2	uclust_consensus1.0_similarity0.95_accepts5	S16S-2_4feb2011	MockMiSeq.even	0.555555555555556	1	0.714285714285714	5	4	0
2 uclust_consensus0.51_similarity0.8_accepts5	2 uclust_consensus0.51_similarity0.8_accepts5	2	uclust_consensus0.51_similarity0.8_accepts5	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus0.75_similarity0.75_accepts3	2 uclust_consensus0.75_similarity0.75_accepts3	2	uclust_consensus0.75_similarity0.75_accepts3	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus0.75_similarity0.9_accepts10	2 uclust_consensus0.75_similarity0.9_accepts10	2	uclust_consensus0.75_similarity0.9_accepts10	S16S-2_4feb2011	MockMiSeq.even	0.555555555555556	1	0.714285714285714	5	4	0
2 uclust_consensus1.0_similarity0.97_accepts1	2 uclust_consensus1.0_similarity0.97_accepts1	2	uclust_consensus1.0_similarity0.97_accepts1	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus0.51_similarity0.93_accepts1	2 uclust_consensus0.51_similarity0.93_accepts1	2	uclust_consensus0.51_similarity0.93_accepts1	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus0.75_similarity0.75_accepts5	2 uclust_consensus0.75_similarity0.75_accepts5	2	uclust_consensus0.75_similarity0.75_accepts5	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus0.75_similarity0.9_accepts3	2 uclust_consensus0.75_similarity0.9_accepts3	2	uclust_consensus0.75_similarity0.9_accepts3	S16S-2_4feb2011	MockMiSeq.even	0.555555555555556	1	0.714285714285714	5	4	0
2 uclust_consensus1.0_similarity0.97_accepts10	2 uclust_consensus1.0_similarity0.97_accepts10	2	uclust_consensus1.0_similarity0.97_accepts10	S16S-2_4feb2011	MockMiSeq.even	0.555555555555556	1	0.714285714285714	5	4	0
2 uclust_consensus0.51_similarity0.93_accepts10	2 uclust_consensus0.51_similarity0.93_accepts10	2	uclust_consensus0.51_similarity0.93_accepts10	S16S-2_4feb2011	MockMiSeq.even	0.555555555555556	1	0.714285714285714	5	4	0
2 uclust_consensus0.75_similarity0.7_accepts1	2 uclust_consensus0.75_similarity0.7_accepts1	2	uclust_consensus0.75_similarity0.7_accepts1	S16S-2_4feb2011	MockMiSeq.even	0.714285714285714	1	0.833333333333333	5	2	0
2 uclust_consensus0.75_similarity0.9_accepts5	2 uclust_consensus0.75_similarity0.9_accepts5	2	uclust_consensus0.75_similarity0.9_accepts5	S16S-2_4feb2011	MockMiSeq.even	0.555555555555556	1	0.714285714285714	5	4	0
2 uclust_consensus1.0_similarity0.97_accepts3	2 uclust_consensus1.0_similarity0.97_accepts3	2	uclust_consensus1.0_similarity0.97_accepts3	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus0.51_similarity0.93_accepts3	2 uclust_consensus0.51_similarity0.93_accepts3	2	uclust_consensus0.51_similarity0.93_accepts3	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus0.75_similarity0.7_accepts10	2 uclust_consensus0.75_similarity0.7_accepts10	2	uclust_consensus0.75_similarity0.7_accepts10	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus0.75_similarity1.0_accepts1	2 uclust_consensus0.75_similarity1.0_accepts1	2	uclust_consensus0.75_similarity1.0_accepts1	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus1.0_similarity0.97_accepts5	2 uclust_consensus1.0_similarity0.97_accepts5	2	uclust_consensus1.0_similarity0.97_accepts5	S16S-2_4feb2011	MockMiSeq.even	0.555555555555556	1	0.714285714285714	5	4	0
2 uclust_consensus0.51_similarity0.93_accepts5	2 uclust_consensus0.51_similarity0.93_accepts5	2	uclust_consensus0.51_similarity0.93_accepts5	S16S-2_4feb2011	MockMiSeq.even	0.555555555555556	1	0.714285714285714	5	4	0
2 uclust_consensus0.75_similarity0.7_accepts3	2 uclust_consensus0.75_similarity0.7_accepts3	2	uclust_consensus0.75_similarity0.7_accepts3	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus0.75_similarity1.0_accepts10	2 uclust_consensus0.75_similarity1.0_accepts10	2	uclust_consensus0.75_similarity1.0_accepts10	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus1.0_similarity0.99_accepts1	2 uclust_consensus1.0_similarity0.99_accepts1	2	uclust_consensus1.0_similarity0.99_accepts1	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus0.51_similarity0.95_accepts1	2 uclust_consensus0.51_similarity0.95_accepts1	2	uclust_consensus0.51_similarity0.95_accepts1	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus0.75_similarity0.7_accepts5	2 uclust_consensus0.75_similarity0.7_accepts5	2	uclust_consensus0.75_similarity0.7_accepts5	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus0.75_similarity1.0_accepts3	2 uclust_consensus0.75_similarity1.0_accepts3	2	uclust_consensus0.75_similarity1.0_accepts3	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus1.0_similarity0.99_accepts10	2 uclust_consensus1.0_similarity0.99_accepts10	2	uclust_consensus1.0_similarity0.99_accepts10	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus0.51_similarity0.95_accepts10	2 uclust_consensus0.51_similarity0.95_accepts10	2	uclust_consensus0.51_similarity0.95_accepts10	S16S-2_4feb2011	MockMiSeq.even	0.555555555555556	1	0.714285714285714	5	4	0
2 uclust_consensus0.75_similarity0.8_accepts1	2 uclust_consensus0.75_similarity0.8_accepts1	2	uclust_consensus0.75_similarity0.8_accepts1	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus0.75_similarity1.0_accepts5	2 uclust_consensus0.75_similarity1.0_accepts5	2	uclust_consensus0.75_similarity1.0_accepts5	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus1.0_similarity0.99_accepts3	2 uclust_consensus1.0_similarity0.99_accepts3	2	uclust_consensus1.0_similarity0.99_accepts3	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus0.51_similarity0.95_accepts3	2 uclust_consensus0.51_similarity0.95_accepts3	2	uclust_consensus0.51_similarity0.95_accepts3	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus0.75_similarity0.8_accepts10	2 uclust_consensus0.75_similarity0.8_accepts10	2	uclust_consensus0.75_similarity0.8_accepts10	S16S-2_4feb2011	MockMiSeq.even	0.555555555555556	1	0.714285714285714	5	4	0
2 uclust_consensus1.0_similarity0.75_accepts1	2 uclust_consensus1.0_similarity0.75_accepts1	2	uclust_consensus1.0_similarity0.75_accepts1	S16S-2_4feb2011	MockMiSeq.even	0.714285714285714	1	0.833333333333333	5	2	0
2 uclust_consensus1.0_similarity0.99_accepts5	2 uclust_consensus1.0_similarity0.99_accepts5	2	uclust_consensus1.0_similarity0.99_accepts5	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus0.51_similarity0.95_accepts5	2 uclust_consensus0.51_similarity0.95_accepts5	2	uclust_consensus0.51_similarity0.95_accepts5	S16S-2_4feb2011	MockMiSeq.even	0.555555555555556	1	0.714285714285714	5	4	0
2 uclust_consensus0.75_similarity0.8_accepts3	2 uclust_consensus0.75_similarity0.8_accepts3	2	uclust_consensus0.75_similarity0.8_accepts3	S16S-2_4feb2011	MockMiSeq.even	0.555555555555556	1	0.714285714285714	5	4	0
2 uclust_consensus1.0_similarity0.75_accepts10	2 uclust_consensus1.0_similarity0.75_accepts10	2	uclust_consensus1.0_similarity0.75_accepts10	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus1.0_similarity0.9_accepts1	2 uclust_consensus1.0_similarity0.9_accepts1	2	uclust_consensus1.0_similarity0.9_accepts1	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus0.51_similarity0.97_accepts1	2 uclust_consensus0.51_similarity0.97_accepts1	2	uclust_consensus0.51_similarity0.97_accepts1	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus0.75_similarity0.8_accepts5	2 uclust_consensus0.75_similarity0.8_accepts5	2	uclust_consensus0.75_similarity0.8_accepts5	S16S-2_4feb2011	MockMiSeq.even	0.555555555555556	1	0.714285714285714	5	4	0
2 uclust_consensus1.0_similarity0.75_accepts3	2 uclust_consensus1.0_similarity0.75_accepts3	2	uclust_consensus1.0_similarity0.75_accepts3	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus1.0_similarity0.9_accepts10	2 uclust_consensus1.0_similarity0.9_accepts10	2	uclust_consensus1.0_similarity0.9_accepts10	S16S-2_4feb2011	MockMiSeq.even	0.555555555555556	1	0.714285714285714	5	4	0
2 uclust_consensus0.51_similarity0.97_accepts10	2 uclust_consensus0.51_similarity0.97_accepts10	2	uclust_consensus0.51_similarity0.97_accepts10	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus0.75_similarity0.93_accepts1	2 uclust_consensus0.75_similarity0.93_accepts1	2	uclust_consensus0.75_similarity0.93_accepts1	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus1.0_similarity0.75_accepts5	2 uclust_consensus1.0_similarity0.75_accepts5	2	uclust_consensus1.0_similarity0.75_accepts5	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus1.0_similarity0.9_accepts3	2 uclust_consensus1.0_similarity0.9_accepts3	2	uclust_consensus1.0_similarity0.9_accepts3	S16S-2_4feb2011	MockMiSeq.even	0.555555555555556	1	0.714285714285714	5	4	0
2 uclust_consensus0.51_similarity0.97_accepts3	2 uclust_consensus0.51_similarity0.97_accepts3	2	uclust_consensus0.51_similarity0.97_accepts3	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus0.75_similarity0.93_accepts10	2 uclust_consensus0.75_similarity0.93_accepts10	2	uclust_consensus0.75_similarity0.93_accepts10	S16S-2_4feb2011	MockMiSeq.even	0.555555555555556	1	0.714285714285714	5	4	0
2 uclust_consensus1.0_similarity0.7_accepts1	2 uclust_consensus1.0_similarity0.7_accepts1	2	uclust_consensus1.0_similarity0.7_accepts1	S16S-2_4feb2011	MockMiSeq.even	0.714285714285714	1	0.833333333333333	5	2	0
2 uclust_consensus1.0_similarity0.9_accepts5	2 uclust_consensus1.0_similarity0.9_accepts5	2	uclust_consensus1.0_similarity0.9_accepts5	S16S-2_4feb2011	MockMiSeq.even	0.555555555555556	1	0.714285714285714	5	4	0
2 uclust_consensus0.51_similarity0.97_accepts5	2 uclust_consensus0.51_similarity0.97_accepts5	2	uclust_consensus0.51_similarity0.97_accepts5	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus0.75_similarity0.93_accepts3	2 uclust_consensus0.75_similarity0.93_accepts3	2	uclust_consensus0.75_similarity0.93_accepts3	S16S-2_4feb2011	MockMiSeq.even	0.555555555555556	1	0.714285714285714	5	4	0
2 uclust_consensus1.0_similarity0.7_accepts10	2 uclust_consensus1.0_similarity0.7_accepts10	2	uclust_consensus1.0_similarity0.7_accepts10	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus1.0_similarity1.0_accepts1	2 uclust_consensus1.0_similarity1.0_accepts1	2	uclust_consensus1.0_similarity1.0_accepts1	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus0.51_similarity0.99_accepts1	2 uclust_consensus0.51_similarity0.99_accepts1	2	uclust_consensus0.51_similarity0.99_accepts1	S16S-2_4feb2011	MockMiSeq.even	0.625	1	0.769230769230769	5	3	0
2 uclust_consensus0.75_similarity0.93_accepts5	2 uclust_consensus0.75_similarity0.93_accepts5	2	uclust_consensus0.75_similarity0.93_accepts5	S16S-2_4feb2011	MockMiSeq.even	0.555555555555556	1	0.714285714285714	5	4	0
