#Taxon	pc0	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10	pc11	pc12	pc13	pc14	pc15	pc16	pc17	pc18	pc19	pc20	pc21	pc22	pc23	pc24	pc25	pc26	pc27	pc28	pc29
Mock.3;k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;g__Issatchenkia;s__Issatchenkia_sp_YS5	0.0530497470145	-0.169940870427	-0.0404388398805	-0.0147122969258	-0.00912006532565	0.00118469185068	0.00303217457235	0.00156575063724	-0.00264543815445	0.00069404567777	-0.0026215164953	-0.00185586731328	0.00195124437538	-0.000996036137897	0.000602068485928	0.00186931438692	0.000830784810347	0.00170857796465	0.000750411821791	0.000138152434212	5.44509031047e-05	-5.88192051235e-06	-1.31157334102e-06	-1.08363090701e-06	-3.39366216023e-10	-5.70658041507e-10	-2.61255553012e-09	3.05423396578e-11	6.81253768856e-11	2.53932524746e-11
Mock.2;k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Kluyveromyces;s__Kluyveromyces_lactis	-0.00728957220703	-0.0188802033713	0.0112983987117	0.00468324361474	-0.00409145632936	-0.00226675313435	-0.00231111785711	-0.00413095582119	0.000985584690836	0.000846479001377	-0.000453183437356	-0.000384512078174	-0.000119328929855	-0.00016418747981	-6.52705563266e-05	0.000240136570805	0.000283636845705	9.29932474412e-05	-4.28433663423e-05	2.83107202433e-05	-1.98161263147e-05	4.08675330993e-07	-1.81660013055e-07	3.68404091765e-08	-3.39366216022e-10	-5.70658041508e-10	-2.61255553012e-09	3.05423396574e-11	6.81253768857e-11	2.53932524748e-11
Mock.1;k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Kluyveromyces;s__Kluyveromyces_lactis	-0.00731070901092	-0.0188686109313	0.0112867151877	0.00472938811769	-0.00409490318651	-0.00226363208233	-0.00230966757658	-0.00412777701725	0.000985033849168	0.000847720247356	-0.000451768921992	-0.000384004156072	-0.000119458410463	-0.000164436113772	-6.50983482793e-05	0.000239880391625	0.000283049637542	9.29763613568e-05	-4.30077147356e-05	2.83636366007e-05	-1.97280141697e-05	4.08405790314e-07	-1.81218787101e-07	3.6810979938e-08	-3.39366216022e-10	-5.70658041508e-10	-2.61255553012e-09	3.05423396574e-11	6.81253768857e-11	2.53932524748e-11
Mock.1;k__Fungi;p__Ascomycota;Other;Other;Other;Other;Other	0.206823072904	0.0272772012669	0.0434552742183	-0.00281375185068	-0.038709177161	-0.0107135877581	0.00148852340474	0.00156896097835	0.00354018205789	-0.00177438519124	-0.00231512852201	-0.000193825941012	-0.000739160731977	-1.3791679272e-05	0.000205110097495	0.000385059606945	0.000612863605872	0.000147521924025	1.74153452447e-05	-0.000119251284158	-5.52696574043e-05	-2.07013637277e-06	-4.72642863889e-07	-3.42693853212e-07	-3.39366216022e-10	-5.70658041507e-10	-2.61255553012e-09	3.05423396576e-11	6.81253768856e-11	2.53932524751e-11
Mock.3;k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unculturedfungus	-0.395914828944	0.153476279184	0.0871934867551	-0.0352848452512	0.0270165503996	-0.0128618503068	0.00483472228832	-0.00104125999242	0.0104970599186	0.00780997955053	-0.00333898936138	-0.00701089183607	0.00102030313338	-3.98853981712e-05	0.000468637916156	0.00315933014054	0.00203981804351	0.00153539128723	0.000376428426703	7.11882640458e-05	2.54059622374e-06	-1.72080614023e-05	-3.22734005577e-06	-2.62675017205e-06	-3.39366216026e-10	-5.70658041511e-10	-2.61255553012e-09	3.05423396571e-11	6.81253768863e-11	2.5393252475e-11
Mock.1;k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;g__Issatchenkia;s__Issatchenkia_sp_YS5	0.0531214013288	-0.169922738659	-0.0404030738838	-0.014707219372	-0.00911794763634	0.00118865625352	0.00303645768155	0.00157714459117	-0.00264460878642	0.000707557466555	-0.00262887997626	-0.00185583005624	0.00195379025841	-0.000995602391797	0.00060307117015	0.00187276249658	0.000830925851861	0.0017115152039	0.000749202693305	0.000139473086172	5.45213636018e-05	-5.89487761452e-06	-1.31345288006e-06	-1.08592153121e-06	-3.39366216023e-10	-5.70658041507e-10	-2.61255553012e-09	3.05423396578e-11	6.81253768856e-11	2.53932524746e-11
Mock.1;k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unculturedfungus	-0.395461603269	0.153384749107	0.0873985878881	-0.0353778574533	0.0266740535173	-0.0125520918633	0.00475673977916	-0.00104252077219	0.0103833017563	0.00783537011029	-0.00331303640186	-0.00691442181366	0.00100472334941	-3.47965257291e-05	0.000476044003587	0.00311857415747	0.00200642753683	0.00152292559138	0.00037377519223	7.10758555777e-05	3.81871731174e-06	-1.70411527966e-05	-3.18373538093e-06	-2.60011535136e-06	-3.39366216026e-10	-5.70658041511e-10	-2.61255553012e-09	3.05423396571e-11	6.81253768863e-11	2.5393252475e-11
Mock.2;k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;g__Galactomyces;s__Galactomyces_sp_3S_28C	0.0831580378952	-0.148329750588	-0.0227541144963	-0.0110330497111	-0.00243496899255	-0.00560731348728	0.00138567019023	0.00288727166585	0.00506878750782	0.00349029023303	0.000249070381058	-0.000464791392244	0.000743060697302	0.000557337322928	-0.000684947839404	-0.000343316380753	0.000304324288805	-0.000731288674724	-0.000120705525229	-0.000166181387656	-9.6579961303e-05	3.91413348327e-06	2.47060010759e-07	6.42398515847e-07	-3.39366216021e-10	-5.70658041507e-10	-2.61255553012e-09	3.05423396575e-11	6.81253768855e-11	2.53932524746e-11
Mock.2;k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;g__Issatchenkia;s__Issatchenkia_sp_YS5	0.0530841737384	-0.169932750184	-0.0404189028941	-0.0147104609408	-0.00912303420981	0.00118730135997	0.00304581116894	0.00156704046943	-0.00264488102124	0.000698984835686	-0.00262377433157	-0.00185602335519	0.0019523739917	-0.000996400912601	0.000602475665767	0.00187063473441	0.000830926776409	0.00170957728573	0.00074941718912	0.000138704827186	5.45066504908e-05	-5.88563589444e-06	-1.31218704307e-06	-1.08427353143e-06	-3.39366216023e-10	-5.70658041507e-10	-2.61255553012e-09	3.05423396578e-11	6.81253768856e-11	2.53932524746e-11
Mock.2;k__Fungi;p__Ascomycota;Other;Other;Other;Other;Other	0.209581678943	0.028300487035	0.0454382071027	-0.00179115975482	-0.0374590622291	-0.011352791151	0.00106373053425	0.00174563949496	0.00459185113681	-0.00251260027501	-0.00318493256131	6.91895792222e-05	-0.00110529709344	7.91757811698e-05	0.000391758393197	0.000231782773477	0.000528384063529	1.21868204354e-05	-5.77648726434e-05	-0.000128159713445	-6.12639632728e-05	-3.97551143461e-07	-2.61457056523e-07	-1.52558220477e-07	-3.39366216022e-10	-5.70658041507e-10	-2.61255553012e-09	3.05423396576e-11	6.81253768856e-11	2.53932524751e-11
Mock.2;k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unculturedfungus	-0.395504207487	0.153393262554	0.0873792648487	-0.0353691298955	0.0267062976551	-0.0125812774778	0.00476404974763	-0.00104247044271	0.0103941637938	0.00783281594586	-0.00331547494947	-0.0069234571192	0.00100624357691	-3.53428346212e-05	0.000475305890863	0.00312244206094	0.00200953240998	0.00152394225902	0.000374074725879	7.12053761426e-05	3.76753909547e-06	-1.71141136729e-05	-3.19296099604e-06	-2.61034253891e-06	-3.39366216026e-10	-5.70658041511e-10	-2.61255553012e-09	3.05423396571e-11	6.81253768863e-11	2.5393252475e-11
Mock.1;k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;g__Galactomyces;s__Galactomyces_sp_3S_28C	0.0831163546651	-0.148345890882	-0.0227794065682	-0.0110351577129	-0.00242937876741	-0.00560566341947	0.00137477224309	0.00288326095304	0.00506434693288	0.00348627927295	0.000247430852655	-0.000466481351011	0.000742227679452	0.000557336555756	-0.000685983037633	-0.000345148726109	0.000303894706296	-0.000731654522027	-0.000119778892775	-0.00016582806196	-9.66696647029e-05	3.89014961513e-06	2.302330914e-07	6.82410098899e-07	-3.39366216021e-10	-5.70658041507e-10	-2.61255553012e-09	3.05423396575e-11	6.81253768855e-11	2.53932524746e-11
Mock.3;k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;g__Galactomyces;s__Galactomyces_sp_3S_28C	0.0829723816144	-0.148398911449	-0.0228518018509	-0.0110510397584	-0.00245325925032	-0.00560863010903	0.00139204282235	0.0028596305166	0.00505278122692	0.00346122196178	0.000256836023655	-0.000463978897227	0.000740572013967	0.000552564706913	-0.00068403837326	-0.000345350001982	0.000304555354797	-0.000732630834281	-0.000120133850167	-0.000167784190455	-9.63205651303e-05	3.92185464709e-06	2.48801070942e-07	6.44043599947e-07	-3.39366216021e-10	-5.70658041507e-10	-2.61255553012e-09	3.05423396575e-11	6.81253768855e-11	2.53932524746e-11
Mock.3;k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Kluyveromyces;s__Kluyveromyces_lactis	-0.0104415788994	-0.0171514912866	0.0095561037956	0.0115645007271	-0.00460546577211	-0.00180132908426	-0.00209484608994	-0.00365691956907	0.00090344092711	0.00103157868131	-0.00024224511776	-0.000308768655908	-0.00013863760801	-0.000201264793623	-3.95901876011e-05	0.000201934083069	0.000196069961393	9.04751254256e-05	-6.73516712983e-05	3.62018239956e-05	-6.67648267482e-06	3.68480321931e-07	-1.15862593218e-07	3.24518007043e-08	-3.39366216022e-10	-5.70658041508e-10	-2.61255553012e-09	3.05423396574e-11	6.81253768857e-11	2.53932524748e-11
Mock.1;k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;g__Pichia;s__Pichia_burtonii	0.0826560453191	-0.0932466401635	0.00194771401302	0.0176830908118	-0.00684479484514	0.00157551911155	-0.00243099757046	0.000529471193867	-0.00387748535111	-0.00265055004665	0.0014674580983	0.00238295547593	-0.000581670468139	-8.30832747419e-05	-0.000367995272537	-0.000766161710317	-0.000954586509785	-0.000491846051686	-0.000248198558954	1.12072814205e-06	-4.7422620759e-06	6.41951110166e-06	1.15930678128e-06	9.53673193829e-07	-3.39366216021e-10	-5.70658041506e-10	-2.61255553012e-09	3.05423396574e-11	6.81253768855e-11	2.53932524747e-11
Mock.3;k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;g__Pichia;s__Pichia_burtonii	0.0812575484749	-0.0923721653789	0.00142824938604	0.0198374640289	-0.00699806928085	0.00170851402874	-0.00236101905028	0.000661720151578	-0.00388299322928	-0.00257608652749	0.00152696422552	0.00239540344141	-0.000585887490009	-9.53402220323e-05	-0.000358447536875	-0.000774112153324	-0.000977396622554	-0.000490144300592	-0.000255188805183	3.7719751289e-06	-5.86672892367e-07	6.38079820693e-06	1.17468375457e-06	9.48327933602e-07	-3.39366216021e-10	-5.70658041506e-10	-2.61255553012e-09	3.05423396574e-11	6.81253768855e-11	2.53932524747e-11
Mock.2;k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;g__Pichia;s__Pichia_burtonii	0.0811415280787	-0.0922996182642	0.00138515419274	0.0200161925225	-0.00701078504838	0.00171954739149	-0.00235521357731	0.000672691628942	-0.00388345016717	-0.00256990897548	0.00153190090055	0.0023964361344	-0.000586237337454	-9.63570680028e-05	-0.000357655449228	-0.000774771728318	-0.000979288967418	-0.000490003121986	-0.000255768721499	3.9919246605e-06	-2.41921951031e-07	6.37758655478e-06	1.17595944034e-06	9.47884486617e-07	-3.39366216021e-10	-5.70658041506e-10	-2.61255553012e-09	3.05423396574e-11	6.81253768855e-11	2.53932524747e-11
Mock.1;k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium_concentricum	-0.18949061541	-0.0396934903932	-0.00999528330551	-0.0350196697142	-0.0197755749332	-0.0134058945608	-0.00333286131288	-0.00296073491654	-0.00261118665582	-0.00639222656718	0.0035516722273	0.0021662613782	-0.000146075519993	-0.00154002359946	-0.000520878461701	-0.0010442899438	-0.000354223213351	-0.000469922858497	-0.000756401074321	0.000182149696323	8.81651367034e-05	1.63501098605e-05	1.86432307177e-06	2.17538642127e-06	-3.39366216021e-10	-5.70658041508e-10	-2.61255553012e-09	3.05423396568e-11	6.81253768856e-11	2.53932524745e-11
Mock.3;k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium_concentricum	-0.189431800163	-0.0397361810255	-0.0100022575857	-0.0350183911063	-0.0197737242882	-0.0133760399375	-0.00333264202476	-0.0029642705188	-0.00261021664353	-0.00639340416891	0.00355674371153	0.00215487527567	-0.000144510244369	-0.00153459788036	-0.000520163140523	-0.00104029965536	-0.000356387647315	-0.000465814065486	-0.000757733318028	0.00018262511269	8.89755703588e-05	1.6330355693e-05	1.86537101986e-06	2.17297610312e-06	-3.39366216021e-10	-5.70658041508e-10	-2.61255553012e-09	3.05423396568e-11	6.81253768856e-11	2.53932524745e-11
Mock.2;k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium_concentricum	-0.189793737599	-0.039472346159	-0.00992413733908	-0.0350456262528	-0.0197866407756	-0.0134519576948	-0.00334636846034	-0.00295181658851	-0.00261022589883	-0.00638640087163	0.00355543292323	0.00217374111654	-0.000144290596421	-0.00154327106664	-0.00052236767193	-0.00104676278414	-0.000357118750707	-0.000468881248528	-0.000757298539618	0.00018360067142	8.85407962375e-05	1.63828619135e-05	1.86860753942e-06	2.17913358025e-06	-3.39366216021e-10	-5.70658041508e-10	-2.61255553012e-09	3.05423396568e-11	6.81253768856e-11	2.53932524745e-11
Mock.2;k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;Other;Other	0.2396233865	-0.0483886173766	0.0757972645929	0.015821324569	0.0304291354425	-0.00593949936334	0.00624598725413	-0.00104951649068	-0.00802345554294	0.00237527670096	-0.000388702016419	-0.002410782428	0.00017505618036	-0.0014075950951	0.00854853033618	0.000721993018222	0.00237578039933	0.000493066293494	0.000793905555085	0.000652950437619	8.0390626031e-05	-2.74252443016e-06	-1.32685778766e-06	-7.34615586809e-07	-3.39366216023e-10	-5.70658041507e-10	-2.61255553012e-09	3.05423396577e-11	6.81253768856e-11	2.53932524751e-11
Mock.3;k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__ascomycete_sp_VTT_D_041022	-0.0530725408863	-0.216417751548	-0.113717680756	-0.0144578753041	0.0531624024988	0.021179852268	-0.026585756516	-0.0290658699954	-0.00561077964262	-0.00505138252834	-0.00676755031015	0.00674281079418	-0.00281213000308	-7.99407510713e-05	-0.000518462434059	-0.00294496672657	-0.000403281984742	-0.00114746412622	-0.00080136394677	0.000129770604761	-0.000138428966678	1.97882647517e-05	2.28377519323e-06	3.07278120579e-06	-3.3936621602e-10	-5.70658041506e-10	-2.61255553012e-09	3.0542339657e-11	6.81253768854e-11	2.53932524738e-11
Mock.1;k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;Other;Other	0.24459578461	-0.0408690400926	0.0790294360026	0.0169107971497	0.0316311698104	-0.0101712362326	0.00536754158756	-0.00155501184183	-0.0084124870632	0.00190904263381	-0.000364579308785	-0.00137097032043	0.000346897954224	-0.00132478784709	0.00818211511908	0.000387477846687	0.00204447102415	0.000376856309361	0.000700198864013	0.000494723725033	0.000198460074327	-1.52126289966e-06	-7.13785458309e-07	-5.80491598096e-07	-3.39366216022e-10	-5.70658041507e-10	-2.61255553012e-09	3.05423396576e-11	6.81253768856e-11	2.53932524751e-11
Mock.2;k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;g__Dipodascus;s__Dipodascus_australiensis	-0.204478181545	0.0662679264252	0.0801644528956	-0.034715252942	-0.011944971059	0.0173912447662	-0.00428918105455	-0.0011599045107	-0.00354915688918	0.00643085863798	0.000130847893545	0.0040398259575	-0.000771603477879	0.000411500898389	0.000796337742353	-0.00147704175211	-0.00164189562086	-0.000182916700139	-7.16866000365e-06	5.15350805474e-05	0.000105869504502	-5.83076545145e-06	8.56800785146e-07	-6.20033336304e-07	-3.39366216023e-10	-5.70658041509e-10	-2.61255553012e-09	3.05423396571e-11	6.81253768859e-11	2.53932524749e-11
Mock.1;k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;g__Dipodascus;s__Dipodascus_australiensis	-0.208420076241	0.0675179431656	0.0792550488065	-0.034278055548	-0.00995302155208	0.0156364502656	-0.00383295839742	-0.00115211182213	-0.00287876884299	0.00632466674744	-2.49709850514e-05	0.00347757226687	-0.000681349928117	0.000383773758915	0.000758481363344	-0.00124031870078	-0.00144839580904	-0.000106028373471	8.52252535428e-06	5.10503057993e-05	9.8129362021e-05	-6.15164703422e-06	6.63148391742e-07	-6.8733713828e-07	-3.39366216023e-10	-5.70658041509e-10	-2.61255553012e-09	3.05423396571e-11	6.81253768859e-11	2.53932524749e-11
Mock.3;k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;Other;Other	0.244439676912	-0.0412319732954	0.0788820145805	0.0168434554382	0.0315244723596	-0.01001909638	0.00538154754642	-0.00144665010382	-0.00837610440055	0.00200479514748	-0.000410329301224	-0.00138351280924	0.000357572998396	-0.00135510292684	0.0081917339643	0.000433602634202	0.00205694892889	0.000373222233802	0.000704540100937	0.000504365682048	0.000186947525621	-1.54305084714e-06	-6.39745707562e-07	-6.07821322471e-07	-3.39366216022e-10	-5.70658041507e-10	-2.61255553012e-09	3.05423396576e-11	6.81253768856e-11	2.53932524751e-11
Mock.1;k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;Other	0.247451694768	-0.0565631769965	0.0761538571977	0.0173258180479	0.0361156297306	0.0107319238439	0.00183868153587	0.00180757771716	0.00300642979701	0.00673164786804	-0.00572578540176	-0.00337351033941	-0.000128660753151	0.00229615931586	6.50647921511e-05	0.00224740326055	0.00054773684619	0.000625549572996	0.00101544073413	-0.000281655339307	-0.000242893036165	-2.02787146874e-05	-2.83275778672e-06	-2.71638175525e-06	-3.39366216024e-10	-5.70658041508e-10	-2.61255553012e-09	3.05423396581e-11	6.81253768857e-11	2.53932524751e-11
Mock.3;k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;g__Dipodascus;s__Dipodascus_australiensis	-0.206585757494	0.066518595039	0.0788714217439	-0.0341379067057	-0.0099694005563	0.0155867391445	-0.0038398693742	-0.00115164587278	-0.0028989920931	0.00627106560086	-1.70373762941e-05	0.00348303734901	-0.000682509359095	0.000382566260814	0.000752286373775	-0.00124236168406	-0.00144836420974	-0.000110044931918	7.18661662792e-06	5.05991055386e-05	9.7437832875e-05	-6.07053235505e-06	6.69240622867e-07	-6.76163118515e-07	-3.39366216023e-10	-5.70658041509e-10	-2.61255553012e-09	3.05423396571e-11	6.81253768859e-11	2.53932524749e-11
Mock.2;k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;Other;Other;Other	0.280046612114	0.00383181356767	0.0910331672407	0.0179253557734	0.0233464223843	-0.0342441929571	-0.00463406392671	0.00595407897675	0.00182918285564	0.00586415388595	-0.0053998400255	0.00516456277245	0.00643661268198	-0.0044119328073	-0.00400094957238	-0.00342585612044	-0.0019065980928	0.00390669437072	0.000490228822579	-0.000660060807164	0.000891987187935	-1.39392709377e-05	1.76972128697e-06	-1.87441755325e-06	-3.39366216022e-10	-5.70658041507e-10	-2.61255553012e-09	3.05423396577e-11	6.81253768856e-11	2.53932524751e-11
