Taxon	blast_100.0	blast_0.0001	blast_1e-06	blast_1.0	blast_1e-10	blast_1e-30	mothur_0.0	mothur_0.1	mothur_0.2	mothur_0.3	mothur_0.4	mothur_0.5	mothur_0.6	mothur_0.7	mothur_0.8	mothur_0.9	mothur_1.0	rdp_0.0	rdp_0.1	rdp_0.2	rdp_0.3	rdp_0.4	rdp_0.5	rdp_0.6	rdp_0.7	rdp_0.8	rdp_0.9	rdp_1.0	rtax_single	rtax_paired	Expected
g__Cloacibacillus	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Burkholderia	0	0	0	0	0	0	1.33620171301e-05	1.33620171301e-05	1.33620171301e-05	0	0	0	0	0	0	0	0	1.33620171301e-05	1.33620171301e-05	1.33620171301e-05	0	0	0	0	0	0	0	0	1.33620171301e-05	1.33620171301e-05	0	
g__BD2-13	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Edwardsiella	0	0	0	0	0	0	0.0181188952284	0.0181188952284	0.0180654471599	0.0180119990914	0.0179051029543	0.000200430256952	0	0	0	0	0	0.0181188952284	0.0181188952284	0.018078809177	0.0179852750571	0.000360774462513	0.000200430256952	0.0	0	0	0	0	0	4.00860513903e-05	0.0147	
g__Catenibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.94	
Other	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Halothiobacillus	0	0	0	0	0	0	4.00860513903e-05	4.00860513903e-05	0	0	0	0	0	0	0	0	0	4.00860513903e-05	4.00860513903e-05	0	0	0	0	0	0	0	0	0	0	0	0	
g__	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	
Other	0	0	0	0	0	0	0	0	0.0	0.0	0.0	2.67240342602e-05	2.67240342602e-05	8.01721027806e-05	9.35341199107e-05	0.000120258154171	0.000467670599554	0	0	0.0	1.33620171301e-05	0.0	2.67240342602e-05	2.67240342602e-05	5.34480685204e-05	0.000146982188431	6.68100856505e-05	1.33620171301e-05	0	0	0	
Other	0	0	0	0	0	0	0	0.0	1.33620171301e-05	2.67240342602e-05	1.33620171301e-05	0	4.00860513903e-05	0	0	0	0	0	0	0.0	0.0	1.33620171301e-05	0.0	0	0	0	0	0	0	0	0	
g__Salimicrobium	0	0	0	0	0	0	1.33620171301e-05	0	0	0	0	0	0	0	0	0	0	1.33620171301e-05	1.33620171301e-05	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	1.33620171301e-05	0.000173706222691	8.01721027806e-05	1.33620171301e-05	1.33620171301e-05	0.0	0	0	0	0	0	1.33620171301e-05	0.000160344205561	5.34480685204e-05	0	1.33620171301e-05	0	0	0	0	0	0	0	0	
g__	1.33620171301e-05	1.33620171301e-05	1.33620171301e-05	1.33620171301e-05	1.33620171301e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__	0.0703242961557	0.0703242961557	0.0703242961557	0.0703242961557	0.0703242961557	0.0702708480872	0.0301313486284	0.0299442803886	0.0139365838667	0.0133085690616	0.0104223733615	0.000240516308342	0.0	0.0	0	0	0	0.0301313486284	0.0297972982001	0.0138831357982	0.0135089993185	0.00638704418819	0.00371464076217	0.0	0	0	0	0	0.04795627948	0.0480097275485	0	
g__	0	0	0	0	0	0	2.67240342602e-05	2.67240342602e-05	0	0	0	0	0	0	0	0	0	2.67240342602e-05	2.67240342602e-05	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	1.33620171301e-05	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	1.33620171301e-05	0.0	0.0	0.0	0	0.0	0	0	0	0	0	0	
g__Morganella	0	0	0	0	0	0	2.67240342602e-05	0	0	0	0	0	0	0	0	0	0	2.67240342602e-05	2.67240342602e-05	0	0	0	0	0	0	0	0	0	1.33620171301e-05	1.33620171301e-05	0	
g__Virgibacillus	0	0	0	0	0	0	2.67240342602e-05	2.67240342602e-05	0	0	0	0	0	0	0	0	0	2.67240342602e-05	2.67240342602e-05	0	0	0	0	0	0	0	0	0	0	0	0	
g__Knoellia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	0	0	0	0	0	0	0	0	0	0	0	
g__Plesiomonas	0	0	0	0	0	0	2.67240342602e-05	2.67240342602e-05	0.0	0	0	0	0	0	0	0	0	2.67240342602e-05	1.33620171301e-05	0.0	0.0	0	0	0	0	0	0	0	0	0	0	
g__BF311	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	
g__Wolbachia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33620171301e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	2.67240342602e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Smithella	0	0	0	0	0	0	1.33620171301e-05	1.33620171301e-05	0	0	0	0	0	0	0	0	0	1.33620171301e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Laceyella	0	0	0	0	0	0	6.68100856505e-05	0	0	0	0	0	0	0	0	0	0	5.34480685204e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0.0	5.34480685204e-05	0	0	0	0	5.34480685204e-05	5.34480685204e-05	5.34480685204e-05	5.34480685204e-05	0	0	2.67240342602e-05	2.67240342602e-05	0	0	0	5.34480685204e-05	5.34480685204e-05	5.34480685204e-05	5.34480685204e-05	0	0	0	
g__02d06	0.000146982188431	0.000146982188431	0.000146982188431	0.000146982188431	0.000146982188431	0.000146982188431	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	0	0	0	0	0	0	0	0	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	0	0	0	0	0	0	0	0	0.000106896137041	0.000106896137041	0	
Other	0	0	0	0	0	0	0	0	0	0	5.34480685204e-05	0	0.0	1.33620171301e-05	1.33620171301e-05	1.33620171301e-05	0	0	0	2.67240342602e-05	0	5.34480685204e-05	0	0.0	0.0	4.00860513903e-05	0.0	0	0	0	0	
g__Acinetobacter	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	0	2.67240342602e-05	2.67240342602e-05	0	
g__p-75-a5	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Collinsella	0.0123064177768	0.0123064177768	0.0123064177768	0.0123064177768	0.0123064177768	0.0122930557597	0.0122796937426	0.0122796937426	0.0122796937426	0.0122796937426	0.0122796937426	0.0122529697083	0.012226245674	0.0121995216398	0.012119349537	0.0118788332287	0.0117318510402	0.0122796937426	0.0122796937426	0.0122796937426	0.0122796937426	0.0122796937426	0.0122396076912	0.012226245674	0.0121861596227	0.0120659014685	0.0119857293657	0.0117318510402	0.0123064177768	0.0122930557597	0	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.00959392829942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Methylocella	0	0	0	0	0	0	1.33620171301e-05	0	0	0	0	0	0	0	0	0	0	1.33620171301e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Coprococcus	1.33620171301e-05	1.33620171301e-05	1.33620171301e-05	1.33620171301e-05	1.33620171301e-05	1.33620171301e-05	4.00860513903e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	0.0	0	0	0	0	0	0	4.00860513903e-05	2.67240342602e-05	2.67240342602e-05	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0147	
g__Klebsiella	0.000387498496773	0.000387498496773	0.000387498496773	0.000387498496773	0.000387498496773	0.000387498496773	0.0011090474218	0.0011090474218	0.0011090474218	0.0011090474218	0.000708186907896	2.67240342602e-05	0.0	0	0	0	0	0.0011090474218	0.0011090474218	0.0011090474218	0.000895255147717	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	0	0	0	2.67240342602e-05	2.67240342602e-05	0	
g__Ignatzschineria	0	0	0	0	0	0	1.33620171301e-05	0	0	0	0	0	0	0	0	0	0	1.33620171301e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__	1.33620171301e-05	1.33620171301e-05	1.33620171301e-05	1.33620171301e-05	1.33620171301e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__G07	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	
g__Peptostreptococcus	0	0	0	0	0	0	0.000106896137041	9.35341199107e-05	9.35341199107e-05	4.00860513903e-05	1.33620171301e-05	0	0	0	0	0	0	0.000106896137041	9.35341199107e-05	9.35341199107e-05	2.67240342602e-05	1.33620171301e-05	0	0	0	0	0	0	0	0	0	
g__Brenneria	0	0	0	0	0	0	4.00860513903e-05	0	0	0	0	0	0	0	0	0	0	4.00860513903e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Ruminococcus	4.00860513903e-05	4.00860513903e-05	4.00860513903e-05	4.00860513903e-05	4.00860513903e-05	1.33620171301e-05	0.0058124774516	0.0058124774516	0.0058124774516	0.0058124774516	0.0058124774516	0.00578575341734	0.00574566736595	0.00574566736595	0.00574566736595	0.00574566736595	0.0	0.0058124774516	0.0058124774516	0.0058124774516	0.0058124774516	0.0058124774516	0.00577239140021	0.00574566736595	0.00574566736595	0.00574566736595	0.0	0.0	0.0	0.0	0.0735	
g__Hahella	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	
g__Desulfonatronovibrio	0	0	0	0	0	0	1.33620171301e-05	1.33620171301e-05	0	0	0	0	0	0	0	0	0	1.33620171301e-05	1.33620171301e-05	0	0	0	0	0	0	0	0	0	0	0	0	
g__Brevibacillus	0	0	0	0	0	0	1.33620171301e-05	0	0	0	0	0	0	0	0	0	0	1.33620171301e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__	0	0	0	0	0	0	1.33620171301e-05	1.33620171301e-05	0	0	0	0	0	0	0	0	0	1.33620171301e-05	1.33620171301e-05	1.33620171301e-05	0	0	0	0	0	0	0	0	0	0	0	
g__Faecalibacterium	0	0	0	0	0	0	0.0128676224963	0.0128676224963	0.0128542604792	0.0128542604792	0.0128542604792	0.0127607263593	0.0116115928861	2.67240342602e-05	0.0	0	0	0.0128676224963	0.0128676224963	0.0128542604792	0.0128542604792	0.0128542604792	0.0128275364449	0.0124667619824	0.0113577145606	0.0	0	0	0	0	0	
g__Trabulsiella	0.0	0.0	0.0	0.0	0.0	0.0	0.000734910942156	0.000734910942156	0.000721548925026	0.000320688411123	0.000267240342602	0.000267240342602	0.0	0	0	0	0	0.000734910942156	0.000734910942156	0.000734910942156	0.000293964376862	0.000280602359732	0.000267240342602	0.000267240342602	0	0	0	0	0	0	0	
g__Collinsella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0294	
g__	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Actinobacillus	0	0	0	0	0	0	1.33620171301e-05	1.33620171301e-05	0	0	0	0	0	0	0	0	0	1.33620171301e-05	1.33620171301e-05	0	0	0	0	0	0	0	0	0	0	0	0	
g__Oscillospira	0.00249869720333	0.00249869720333	0.00249869720333	0.00249869720333	0.00249869720333	0.00249869720333	0.00244524913481	0.00244524913481	0.00244524913481	0.00244524913481	0.00244524913481	0.00244524913481	0.00241852510055	0.00241852510055	0.00241852510055	0.00241852510055	0	0.00244524913481	0.00244524913481	0.00244524913481	0.00244524913481	0.00244524913481	0.00241852510055	0.00241852510055	0.00241852510055	0.00241852510055	0.00241852510055	0	0.00247197316907	0.00247197316907	0	
g__cc_115	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	
g__	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	1.33620171301e-05	1.33620171301e-05	1.33620171301e-05	0	0	0	0	0	0	0	0	1.33620171301e-05	1.33620171301e-05	1.33620171301e-05	0	0	0	0	0	0	0	0	0	0	0	
g__Kineosporia	0	0	0	0	0	0	2.67240342602e-05	2.67240342602e-05	0	0	0	0	0	0	0	0	0	2.67240342602e-05	2.67240342602e-05	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	2.67240342602e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Nocardioides	0	0	0	0	0	0	2.67240342602e-05	0	0	0	0	0	0	0	0	0	0	2.67240342602e-05	0	0	0	0	0	0	0	0	0	0	2.67240342602e-05	2.67240342602e-05	0	
g__	0.027418859151	0.027418859151	0.027418859151	0.027418859151	0.027418859151	0.027418859151	0.00180387231256	0.00180387231256	0.00172370020978	0.00163016608987	0.000975427250498	0.000801721027806	1.33620171301e-05	0	0	0	0	0.00180387231256	0.00180387231256	0.00169697617552	0.00167025214126	0.000801721027806	0.000788359010676	0	0	0	0	0	0.0212322452197	0.0212322452197	0	
Other	0	0	0	0	0	0	0	0.0	5.34480685204e-05	1.33620171301e-05	1.33620171301e-05	2.67240342602e-05	4.00860513903e-05	2.67240342602e-05	2.67240342602e-05	0.0	0	0	0	5.34480685204e-05	0.0	2.67240342602e-05	2.67240342602e-05	5.34480685204e-05	2.67240342602e-05	0	0.0	0	1.33620171301e-05	1.33620171301e-05	0	
g__Dickeya	0	0	0	0	0	0	4.00860513903e-05	4.00860513903e-05	4.00860513903e-05	4.00860513903e-05	4.00860513903e-05	4.00860513903e-05	0	0	0	0	0	4.00860513903e-05	4.00860513903e-05	4.00860513903e-05	4.00860513903e-05	4.00860513903e-05	4.00860513903e-05	0	0	0	0	0	0	0	0	
g__Allobaculum	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	1.33620171301e-05	1.33620171301e-05	0	0	0	0	0	0	0	0	0	1.33620171301e-05	1.33620171301e-05	0	0	0	0	0	0	0	0	0	2.67240342602e-05	2.67240342602e-05	0	
g__Desulfosporosinus	0.00624006199976	0.00624006199976	0.00624006199976	0.00624006199976	0.00624006199976	0.00622669998263	0.00605299375994	0.00605299375994	0.00605299375994	0.00605299375994	0.00603963174281	0.00598618367429	0.00585256350299	0.00585256350299	0.00585256350299	0	0	0.00605299375994	0.00605299375994	0.00605299375994	0.00605299375994	0.00591937358864	0.00586592552012	0.00585256350299	0.00585256350299	0.00585256350299	0.0	0	0.00624006199976	0.00624006199976	0	
g__Serratia	6.68100856505e-05	6.68100856505e-05	6.68100856505e-05	6.68100856505e-05	6.68100856505e-05	6.68100856505e-05	0.000160344205561	0.000160344205561	0.000120258154171	9.35341199107e-05	9.35341199107e-05	6.68100856505e-05	0	0	0	0	0	0.000160344205561	0.000160344205561	0.000133620171301	9.35341199107e-05	9.35341199107e-05	6.68100856505e-05	0	0	0	0	0	1.33620171301e-05	1.33620171301e-05	0	
Other	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	
g__Bacillus	5.34480685204e-05	5.34480685204e-05	5.34480685204e-05	5.34480685204e-05	5.34480685204e-05	5.34480685204e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.34480685204e-05	5.34480685204e-05	0	
Other	0	0	0	0	0	0	0	0	0	0	0.000120258154171	0.000240516308342	0.000267240342602	0.000400860513903	0.000280602359732	0.000547842702334	0.011504696749	0	0	0.0	5.34480685204e-05	9.35341199107e-05	0.000213792274082	0.000307326393992	0.000146982188431	0.000347412445383	0.000774996993546	0.00338059033392	0	0	0	
g__	1.33620171301e-05	1.33620171301e-05	1.33620171301e-05	1.33620171301e-05	1.33620171301e-05	1.33620171301e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Mesorhizobium	0	0	0	0	0	0	8.01721027806e-05	8.01721027806e-05	0	0	0	0	0	0	0	0	0	8.01721027806e-05	8.01721027806e-05	0	0	0	0	0	0	0	0	0	0	0	0	
g__Sutterella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	
g__	1.33620171301e-05	1.33620171301e-05	1.33620171301e-05	1.33620171301e-05	1.33620171301e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Lactococcus	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	
g__Renibacterium	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Anaerostipes	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	
g__Anaerotruncus	0.00569221929743	0.00569221929743	0.00569221929743	0.00569221929743	0.00569221929743	0.00569221929743	0.0059460976229	0.0059460976229	0.0059460976229	0.0059460976229	0.0059460976229	0.0059460976229	0.0059460976229	0.00593273560577	0.00593273560577	0.00591937358864	0.00561204719464	0.0059460976229	0.0059460976229	0.0059460976229	0.0059460976229	0.0059460976229	0.0059460976229	0.0059460976229	0.00593273560577	0.00593273560577	0.00591937358864	0.00561204719464	0.0056387712289	0.0056387712289	0.0147	
g__Thermotoga	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0	1.33620171301e-05	0	0	0	0	0	0	0	0	0	0	1.33620171301e-05	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.000187068239821	0.000187068239821	0.000187068239821	0.000187068239821	0	0	0	0	0.0	0.0	0.0	0.000187068239821	0.000187068239821	0.000187068239821	0.000187068239821	0.000187068239821	0.000187068239821	0	
g__Alloscardovia	0	0	0	0	0	0	1.33620171301e-05	1.33620171301e-05	1.33620171301e-05	0	0	0	0	0	0	0	0	1.33620171301e-05	1.33620171301e-05	0	0	0	0	0	0	0	0	0	0	0	0	
g__Catenibacterium	0.0588730474752	0.0588730474752	0.0588730474752	0.0588730474752	0.0588730474752	0.0588730474752	0.0589131335266	0.0588864094924	0.0588596854581	0.0588195994067	0.0584989109956	0.0587127032697	0.0582984807387	0.0580579644303	0.057817448122	0.0562941781691	0.0553989230214	0.0589131335266	0.0588596854581	0.0588596854581	0.0588195994067	0.0588195994067	0.0584588249442	0.0583118427558	0.0579510682933	0.0577372760192	0.0574833976937	0.0553454749529	0.0588730474752	0.0588596854581	0	
g__Fusibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	
Other	0	0	0	0	0	0	0	0.000106896137041	0.000173706222691	0.000360774462513	0.000521118668074	0.000561204719464	0.000908617164847	0.00126939162736	0.00142973583292	0.00320688411123	0.0221141383503	0	0.000120258154171	0.000173706222691	0.000267240342602	0.000454308582424	0.000694824890766	0.00114913347319	0.00136292574727	0.00167025214126	0.0026189553575	0.0393110543968	0.0096741004022	0.0096741004022	0	
g__Sporolactobacillus	0	0	0	0	0	0	5.34480685204e-05	5.34480685204e-05	5.34480685204e-05	5.34480685204e-05	5.34480685204e-05	5.34480685204e-05	5.34480685204e-05	0	0	0	0	5.34480685204e-05	5.34480685204e-05	5.34480685204e-05	5.34480685204e-05	5.34480685204e-05	5.34480685204e-05	5.34480685204e-05	0	0	0	0	0	0	0	
g__Terribacillus	0	0	0	0	0	0	2.67240342602e-05	1.33620171301e-05	0	0	0	0	0	0	0	0	0	2.67240342602e-05	1.33620171301e-05	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	5.34480685204e-05	0.000133620171301	0.000481032616684	0.00128275364449	0.00138964978153	0.00219137080934	0.00213792274082	0.00183059634682	0.0502010983578	0.00947367014525	0	9.35341199107e-05	0.000267240342602	0.000400860513903	0.000721548925026	0.00165689012413	0.00223145686073	0.00256550728898	0.00173706222691	0.048170071754	0.00948703216238	0	0	0	
g__	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Anaerococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0147	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000788359010676	0.000748272959286	0.0	1.33620171301e-05	0	0.0	0	0	0	0.0	0.000748272959286	0.000788359010676	0.000788359010676	0.0	0	0	0	0	
g__Acetobacter	0	0	0	0	0	0	2.67240342602e-05	0	0	0	0	0	0	0	0	0	0	2.67240342602e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Butyrivibrio	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0.0147	
g__L7A_E11	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0.000106896137041	0.000106896137041	0.000280602359732	0.000454308582424	0.000534480685204	0.00109568540467	0.0020844746723	0.00227154291212	0.00891246542578	0.112802148612	0	8.01721027806e-05	8.01721027806e-05	0.000227154291212	0.000320688411123	0.000774996993546	0.00120258154171	0.00132283969588	0.0200697497294	0.00837798474058	0.00835126070632	0	0	0	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33620171301e-05	0	0	0	0	0	0	0	0	
g__Anaerofilum	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	
g__	0	0	0	0	0	0	1.33620171301e-05	0	0	0	0	0	0	0	0	0	0	1.33620171301e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0147	
g__	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Caloramator	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	2.67240342602e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33620171301e-05	1.33620171301e-05	0	
g__Paludibacter	0.0	0.0	0.0	0.0	0.0	0.0	4.00860513903e-05	4.00860513903e-05	0	0	0	0	0	0	0	0	0	4.00860513903e-05	4.00860513903e-05	0	0	0	0	0	0	0	0	0	0.0	0.0	0	
