#Taxon	pc0	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10	pc11	pc12	pc13	pc14	pc15	pc16	pc17	pc18	pc19	pc20	pc21	pc22	pc23	pc24	pc25	pc26	pc27	pc28	pc29
Even3;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Anaerococcus	-0.0369392859908	0.00278856788101	-0.0167916000224	0.000104395674723	-0.000701049574861	0.00101838922801	0.000508947569558	0.000594281506745	-0.000468784997818	-3.79339588954e-05	6.54770479809e-05	2.45707643712e-05	5.57405752679e-05	5.77393726919e-06	-2.92994944367e-05	-1.5907116828e-05	4.75668813249e-06	6.4054169476e-06	2.94127517044e-06	2.36826510488e-06	2.97443444352e-07	-1.03442421077e-08	1.94641574713e-08	3.62564239086e-08	2.23636786377e-09	-9.77160913746e-10	-6.64032001992e-10	-3.42705051506e-10	5.23626793428e-10	-2.78982888535e-10
Even4;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	-0.00195852403353	0.00309868820951	-0.00795337589852	-0.00129940756886	-0.000160760841594	6.83930971025e-05	0.00020884722578	7.2318377679e-05	-0.00010725109813	-4.75366355663e-05	1.86343598616e-05	1.75687078611e-05	1.4352091096e-05	3.86712556201e-06	-4.73379584614e-06	-2.18498628562e-06	5.97098966536e-06	8.15812134868e-07	6.93217547572e-07	2.51860215966e-06	2.66497281551e-07	-3.38046937813e-11	1.19570125187e-08	3.8624632198e-08	1.27761032413e-09	-9.77160913746e-10	-6.64032001992e-10	-3.42705051506e-10	5.23626793428e-10	-2.78982888535e-10
Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea	-0.044803845282	-0.00707333541455	-0.0113252932704	-0.00326345604176	0.000901829568727	0.000415673224178	0.000991493977632	-0.000317587714756	-0.000546265133839	0.000129165620328	2.73432485142e-05	7.48050153782e-05	7.66253325362e-05	1.69789395056e-05	1.42824022355e-05	2.33078234495e-06	-1.5258172836e-05	-1.5037765109e-05	-4.88734329204e-06	-1.26308934163e-05	-7.87686974377e-07	-2.48806840753e-07	-1.41780986361e-07	-1.97414567552e-07	-2.34496456558e-08	-9.77160913746e-10	-6.64032001992e-10	-3.42705051506e-10	5.23626793428e-10	-2.78982888535e-10
Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;Other	0.116258112063	-0.0198997612517	-0.0290854682114	0.00477845915371	-0.00171895922545	-0.00249965358968	-0.00193747002152	0.000613941428406	0.00143097554673	-0.000505364488206	-6.05727553417e-05	-0.000138643224058	-1.55988434104e-05	-7.9798370795e-05	-0.000106794198489	-6.21273066069e-05	5.6318071078e-05	5.75503414795e-05	-1.38963621535e-05	-5.04677768139e-06	-5.96441942778e-07	1.44061018375e-07	3.94937328846e-07	1.10385641169e-07	3.05992318922e-08	-9.77160913746e-10	-6.64032001992e-10	-3.42705051506e-10	5.23626793428e-10	-2.78982888535e-10
Even1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	-0.00208868584782	0.00226532099781	-0.00774332423163	-0.00128081106422	-0.000172733850637	4.54756501361e-05	0.0002054944252	7.01363593379e-05	-0.000100959601103	-4.46477101713e-05	1.94193920831e-05	1.90794986688e-05	1.40877517505e-05	3.61855458139e-06	-5.853996856e-06	-1.98205774635e-06	6.51015201485e-06	7.83088035489e-07	5.76210368717e-07	2.59371731984e-06	2.52379763284e-07	-1.27451843748e-08	1.76326853864e-08	3.56295419239e-08	7.95137118328e-10	-9.77160913746e-10	-6.64032001992e-10	-3.42705051506e-10	5.23626793428e-10	-2.78982888535e-10
Even4;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Anaerococcus	-0.0369331798916	0.00280952276745	-0.0167630111951	0.000102855087157	-0.000698446746571	0.00101198870373	0.000520765134815	0.000600015021561	-0.000474703305889	-4.15729377778e-05	7.42283674873e-05	2.36139130789e-05	5.54504358738e-05	3.31545957945e-06	-2.98815034383e-05	-1.55277805369e-05	4.17549710519e-06	7.04998753729e-06	3.42616260731e-06	2.43264057221e-06	3.0426220655e-07	-8.83604715989e-09	1.47146977443e-08	4.1652181106e-08	1.08747035603e-09	-9.77160913746e-10	-6.64032001992e-10	-3.42705051506e-10	5.23626793428e-10	-2.78982888535e-10
Even4;k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium]	-0.0168017955139	0.00594837431668	-0.0143704228156	-0.000959522842076	-0.00108510098496	-0.00158883738932	0.000218857565659	0.000169249028796	-0.000136880451263	-5.71112129521e-05	3.41675234515e-05	9.97617216273e-06	1.74607290954e-05	2.99459311993e-06	-5.15116133943e-06	1.97147171213e-06	7.11961776368e-06	-2.4209576477e-06	-4.17899526338e-07	3.20277153316e-06	3.5486285965e-07	-2.43300737492e-08	3.32089368348e-08	4.64425146731e-08	2.13973062255e-09	-9.77160913746e-10	-6.64032001992e-10	-3.42705051506e-10	5.23626793428e-10	-2.78982888535e-10
Even4;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea	-0.045607767552	-0.00800208580441	-0.0109237933894	-0.00350614425951	0.00119861005928	0.000333918238356	0.00103537170054	-0.000352279939348	-0.000477358585262	0.000134269878999	-5.39818734998e-06	8.48623981472e-05	6.74200476104e-05	4.30850395193e-05	1.69984821606e-05	4.45962957511e-06	-1.8846355485e-05	-1.4539678985e-05	-6.85716804634e-06	-1.04624039572e-05	-7.50238465767e-07	-3.21811453508e-07	-1.08155046802e-07	-2.03003634011e-07	-2.67639159564e-08	-9.77160913746e-10	-6.64032001992e-10	-3.42705051506e-10	5.23626793428e-10	-2.78982888535e-10
Even4;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;Other	0.118453699087	-0.0197412055124	-0.0289660448096	0.0048529070687	-0.00199286794811	-0.00247314612891	-0.00194810806782	0.000547839863945	0.00133851071992	-0.000499536575567	-1.87968884156e-05	-0.000137933821753	1.22650989013e-06	-0.000108746792685	-0.000106063007931	-6.98336003405e-05	5.87405764781e-05	5.91559970865e-05	-1.57381757629e-05	-9.13346425368e-06	-7.91129809717e-07	1.22873178033e-07	3.79601880239e-07	5.8181503941e-08	2.6183123972e-08	-9.77160913746e-10	-6.64032001992e-10	-3.42705051506e-10	5.23626793428e-10	-2.78982888535e-10
Even3;k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium]	-0.0202087313361	0.00545985053333	-0.0149957771259	-0.000680630894019	-0.00129885589912	-0.0019440677952	0.000197194303065	0.000193746184003	-0.000153988936003	-4.7658139892e-05	4.78822577082e-05	6.51350609618e-06	2.07760071053e-05	8.31087371129e-07	-6.24816045977e-06	1.29049304562e-06	6.95497341682e-06	-2.94302218524e-06	-5.9086667202e-07	3.32676069588e-06	3.68166589142e-07	-9.84115909886e-08	7.95959297985e-08	4.94329940455e-08	-7.20650748208e-10	-9.77160913746e-10	-6.64032001992e-10	-3.42705051506e-10	5.23626793428e-10	-2.78982888535e-10
Even3;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;Other	0.125795833773	-0.0172706075714	-0.0279411032659	0.00533551491252	-0.0017038381217	-0.00255170124924	-0.00174206666456	0.000505348635762	0.00124458654747	-0.000352801140423	-0.000102429552516	-0.000147533045019	-2.78703089566e-05	-7.98796557716e-05	-0.000125870794636	-7.38606825472e-05	4.06716368591e-05	6.01645133127e-05	-1.74493470359e-05	-1.41958355979e-05	-1.32418160151e-06	1.83545997114e-08	3.69166014051e-07	-5.65496096126e-08	1.58615930158e-08	-9.77160913746e-10	-6.64032001992e-10	-3.42705051506e-10	5.23626793428e-10	-2.78982888535e-10
Even1;k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium]	-0.0204008138054	0.00546088007482	-0.0149718107502	-0.000703891918976	-0.00128528396916	-0.00191154506057	0.000203852301538	0.000192319609197	-0.000149071097411	-5.27512968407e-05	4.40385460231e-05	9.64726901638e-06	2.04637583675e-05	1.41003792199e-06	-4.47720788611e-06	2.31382381156e-06	6.49711584738e-06	-3.03078637642e-06	-6.12220978144e-07	3.40872533336e-06	2.91514173525e-07	-6.43431564448e-08	3.24267040453e-08	5.93092818474e-08	-6.02555439607e-09	-9.77160913746e-10	-6.64032001992e-10	-3.42705051506e-10	5.23626793428e-10	-2.78982888535e-10
Even3;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea	-0.0456238452403	-0.00734383105248	-0.0100707417758	-0.00310277699146	0.000939634183173	0.00044127140513	0.000875361437031	-0.000366007134012	-0.000470817345119	8.80740826455e-05	5.0902245678e-05	7.67503673226e-05	7.59200925949e-05	1.70793422688e-05	1.98822268726e-05	1.23150140555e-05	-2.11793717655e-05	-1.95598250774e-05	-6.73740973967e-06	-1.16952703668e-05	-6.71610261751e-07	-2.71442667597e-07	-1.12337919738e-07	-1.78856086706e-07	-2.30908177572e-08	-9.77160913746e-10	-6.64032001992e-10	-3.42705051506e-10	5.23626793428e-10	-2.78982888535e-10
Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	-0.00301880686143	-0.0436713319877	-0.0021791013493	-0.00446824242319	-0.000393893772589	5.80398316746e-05	5.49766816258e-05	-0.000335004262469	0.000183504008763	-0.000112892992893	8.81422574588e-05	0.00011392356179	3.54547173839e-05	6.95522747564e-06	7.47885241376e-06	4.97443909294e-06	2.08891931107e-05	-6.00839372997e-07	-5.82553006356e-06	8.14649120761e-06	9.37531648713e-07	-1.15084249225e-07	5.59986506001e-08	1.19893806491e-07	-1.409089798e-09	-9.77160913746e-10	-6.64032001992e-10	-3.42705051506e-10	5.23626793428e-10	-2.78982888535e-10
Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__	-0.106944052042	0.0932392600322	0.0236952917157	-0.000441348290032	-0.00100343839154	0.000881793228907	0.00152617058744	-0.000214904909596	-0.00168685411561	0.000443673852193	6.96738536871e-05	7.41148542584e-05	-3.20657884146e-05	3.23040022258e-05	0.00010258875534	2.46006104968e-05	-9.47038055889e-05	-4.12957017024e-05	2.61299088404e-06	8.81435228545e-06	-7.9026747827e-08	-5.78114170569e-07	-1.82604200393e-07	-2.52998878197e-07	-5.1483453222e-08	-9.77160913745e-10	-6.64032001992e-10	-3.42705051507e-10	5.23626793427e-10	-2.78982888535e-10
Even3;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	-0.00358286551474	-0.0460902015881	-0.00246435995571	-0.00471771495117	-0.000137753956189	1.64700668786e-05	2.54572686682e-05	-0.000441484615073	0.000238404130275	-0.000140303701987	0.000114870142303	0.000118613822543	4.62650532172e-05	5.36081178757e-06	1.62934204917e-05	1.38157215096e-05	1.84938062149e-05	-4.89959366796e-06	-7.73676460414e-06	7.46315369136e-06	9.13666549907e-07	-1.38303645891e-07	7.11064215774e-08	1.17153256554e-07	-1.90233915308e-09	-9.77160913746e-10	-6.64032001992e-10	-3.42705051506e-10	5.23626793428e-10	-2.78982888535e-10
Even4;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__	-0.10654986075	0.0920277012294	0.0233431636839	-0.000646197818336	-0.000939753814189	0.00085724991237	0.00153739755383	-0.000185323531762	-0.00164297402415	0.000433210778133	6.61701787868e-05	7.74779102093e-05	-3.80928369285e-05	3.63985340778e-05	9.79270677259e-05	2.84407384238e-05	-9.10021931128e-05	-4.22541922577e-05	5.82606951316e-06	1.15629850028e-05	1.53919073514e-07	-5.02123182982e-07	-1.95590535229e-07	-1.90373957001e-07	-4.47639865514e-08	-9.77160913745e-10	-6.64032001992e-10	-3.42705051507e-10	5.23626793427e-10	-2.78982888535e-10
Even3;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__	-0.106865513377	0.0944295147941	0.023847222308	-0.000121948877351	-0.00117858483564	0.000975691476726	0.00132274692183	-1.01204587046e-05	-0.00152791019983	0.000343204925141	5.57682005567e-05	6.84608107982e-05	-1.52357600215e-05	2.75795304479e-05	0.00011731135441	1.30563313678e-05	-7.71987165021e-05	-3.42246378311e-05	8.09166550886e-06	1.4710479233e-05	2.87438432508e-07	-4.33951096214e-07	-2.08468398965e-07	-1.24467782347e-07	-3.70824439899e-08	-9.77160913745e-10	-6.64032001992e-10	-3.42705051507e-10	5.23626793427e-10	-2.78982888535e-10
