SH097880.07FU_DQ404354_reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales
SH126793.07FU_HQ599396_reps	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Pyrenulales
SH085712.07FU_AF224419_reps	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Teloschistales
SH094807.07FU_JQ801402_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH093044.07FU_AY228112_reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales
SH104674.07FU_JN685284_reps	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales
SH091727.07FU_KC791050_reps	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales
SH089202.07FU_JX287357_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales
SH130998.07FU_UDB003193_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH129371.07FU_HE687135_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales
SH077057.07FU_JF896230_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH113413.07FU_FN547487_refs	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales
SH132332.07FU_GU573959_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH092578.07FU_KC011060_refs	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Peltigerales
SH128259.07FU_EF619545_reps	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales
SH119590.07FU_HQ392492_reps	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales
SH094155.07FU_AF132502_reps	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales
SH092566.07FU_KC710069_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH100544.07FU_HE605243_reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
SH088626.07FU_EU035311_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales
SH087221.07FU_UDB017684_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH134539.07FU_EF445989_reps	k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales
SH104847.07FU_HQ446341_reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
SH537802.07FU_LN810810_reps	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Acarosporales
SH102278.07FU_AY069991_refs	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales
SH117874.07FU_HM635723_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales
SH476483.07FU_KJ783296_refs	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
SH080925.07FU_UDB017846_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales
SH085141.07FU_UDB002450_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales
SH132227.07FU_UDB011108_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales
SH131647.07FU_JX178633_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH079697.07FU_KF732366_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH132203.07FU_UDB025145_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales
SH132806.07FU_FJ899614_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH088037.07FU_KF816169_reps	k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis
SH100741.07FU_KC866431_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales
SH128018.07FU_EU118648_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales
SH099960.07FU_HF546244_reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
SH080461.07FU_UDB015664_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH107819.07FU_HE963789_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales
SH076858.07FU_AY190298_reps	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales
SH122646.07FU_DQ103550_refs	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales
SH094306.07FU_UDB001006_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH096267.07FU_AB054103_refs	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales
SH126568.07FU_HF968856_reps	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales
SH125771.07FU_KJ701295_reps	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Hysteriales
SH128922.07FU_JX241668_reps	k__Fungi;p__Zygomycota;c__Mucoromycotina_cls_Incertae_sedis;o__Mucorales
SH080003.07FU_KJ706604_reps	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales
SH132527.07FU_EU819480_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales
SH121934.07FU_AB570314_reps	k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis
SH111771.07FU_KC305883_reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
SH109752.07FU_AY999118_refs	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
SH102405.07FU_GU322456_reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales
SH094016.07FU_KC867379_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales
SH121950.07FU_AY762623_refs	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales
SH116359.07FU_JF773666_reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales
SH129522.07FU_JF832617_refs	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
SH115738.07FU_HM538491_reps	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Teloschistales
SH124632.07FU_KM231842_refs	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
SH105904.07FU_AF444514_refs	k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales
SH078675.07FU_X83897_reps	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales
SH105789.07FU_UDB002222_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH109590.07FU_KC343127_reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales
SH133970.07FU_KF306333_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH544543.07FU_KT358869_reps	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales
SH124394.07FU_KJ162314_reps	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecideales
SH109104.07FU_KC774584_refs	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales
SH130072.07FU_HM562198_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH111469.07FU_EU722412_refs	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales
SH103096.07FU_GQ169315_refs	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales
SH101596.07FU_AY373015_reps	k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Olpidiales
SH114281.07FU_JF433009_reps	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
SH121997.07FU_GQ344602_reps	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Verrucariales
SH539171.07FU_KP183975_reps	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
SH080600.07FU_AB221440_reps	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales
SH102321.07FU_HM595551_reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales
SH102910.07FU_DQ093196_refs	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales
SH134896.07FU_AB747653_refs	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales
SH135176.07FU_KC571751_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales
SH114606.07FU_HQ696883_reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
SH119508.07FU_KJ729486_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales
SH111411.07FU_GU054133_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH133520.07FU_AY217136_reps	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales
SH120615.07FU_KJ608090_reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
SH125196.07FU_JQ358816_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales
SH127315.07FU_UDB015725_refs	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales
SH094329.07FU_UDB017791_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH087574.07FU_UDB019745_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales
SH124397.07FU_KJ162271_reps	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecideales
SH098268.07FU_LT000159_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH098499.07FU_AY219351_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales
SH551645.07FU_KM056664_reps	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales
SH132832.07FU_DQ389700_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH135229.07FU_KF732347_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH102534.07FU_KC774575_refs	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales
SH090224.07FU_UDB000897_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales
SH125850.07FU_UDB018082_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH125027.07FU_KF385328_reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
SH127836.07FU_FJ441044_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH080133.07FU_UDB011365_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales
SH085508.07FU_AF486131_refs	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales
SH539166.07FU_KP943773_reps	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales
SH099240.07FU_KJ210535_reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales
SH079799.07FU_KF826814_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH093633.07FU_GU207282_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales
SH132836.07FU_GU227707_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH098359.07FU_GU053960_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales
SH086183.07FU_KF955295_reps	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales
SH104066.07FU_UDB017838_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales
SH549483.07FU_KR058783_reps	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales
SH127131.07FU_KF732472_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH114573.07FU_JN617685_refs	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales
SH545412.07FU_LN810849_reps	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Acarosporales
SH104601.07FU_KC437621_reps	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Peltigerales
SH539300.07FU_KF774139_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH092903.07FU_FJ664824_reps	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Verrucariales
SH089225.07FU_DQ482017_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales
SH084187.07FU_JF923609_reps	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales
SH131690.07FU_JF907959_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH076379.07FU_JF414846_reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Magnaporthales
SH091234.07FU_UDB015365_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH117820.07FU_JQ837939_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales
SH100815.07FU_AF444530_refs	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales
SH133122.07FU_UDB025111_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH105188.07FU_JQ700296_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales
SH088033.07FU_UDB018253_reps	k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis
SH094251.07FU_UDB011495_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales
SH111969.07FU_AF133774_reps	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales
SH088183.07FU_JN206279_refs	k__Fungi;p__Zygomycota;c__Mucoromycotina_cls_Incertae_sedis;o__Mucorales
SH116199.07FU_KJ706428_reps	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales
SH089047.07FU_EU684534_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH101734.07FU_JN197701_reps	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales
SH097804.07FU_EU645651_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales
SH132446.07FU_AJ496625_reps	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
SH106612.07FU_FM999672_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales
SH092883.07FU_UDB002420_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales
SH086273.07FU_GQ165677_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH091123.07FU_EU913704_reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Ophiostomatales
SH079873.07FU_HM562105_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH105792.07FU_KJ206508_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH136204.07FU_JQ397058_reps	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales
SH097209.07FU_FJ860743_refs	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
SH539253.07FU_KP132463_reps	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales
SH135498.07FU_U56074_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH086147.07FU_AF385450_refs	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales
SH132810.07FU_DQ389712_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH077321.07FU_JX905543_refs	k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Chytridiales
SH119235.07FU_KF777192_refs	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
SH094313.07FU_UDB000090_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH107465.07FU_DQ238741_reps	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryales
SH093580.07FU_JQ972064_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales
SH100700.07FU_DQ001271_reps	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales
SH120358.07FU_AY170775_reps	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales
SH127888.07FU_EF507250_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales
SH129222.07FU_KF264643_reps	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Teloschistales
SH106973.07FU_JQ762008_reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales
SH101109.07FU_AF444329_refs	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales
SH123591.07FU_AF117364_reps	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales
SH132226.07FU_DQ777981_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales
SH091582.07FU_JN182198_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH086042.07FU_JF680900_refs	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales
SH112278.07FU_FJ534886_refs	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales
SH115295.07FU_AM882929_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH099096.07FU_HM161488_reps	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Umbilicariales
SH079629.07FU_JF495076_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH135208.07FU_KF732321_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH096548.07FU_UDB000358_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales
SH093102.07FU_JN580852_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH119855.07FU_AF193369_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH125815.07FU_KC791080_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales
SH092537.07FU_EU644705_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH117782.07FU_AB807630_reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
SH118439.07FU_UDB015180_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH078083.07FU_FM865575_refs	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales
SH099213.07FU_KC862286_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales
SH108091.07FU_AB046984_refs	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales
SH133779.07FU_HQ435661_reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales
SH079577.07FU_AB284447_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales
SH552987.07FU_KJ654549_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales
SH135382.07FU_KF732554_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH127325.07FU_KF981370_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales
SH081529.07FU_UDB017909_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH098895.07FU_KC166996_reps	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales
SH124388.07FU_KJ778839_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH089011.07FU_UDB002131_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH135362.07FU_GU222270_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH123504.07FU_AY587917_reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
SH098658.07FU_KC437645_reps	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Peltigerales
SH100705.07FU_AF404127_reps	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales
SH115072.07FU_KP131521_refs	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
SH081553.07FU_JX310412_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Gomphales
SH087947.07FU_EF568083_refs	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales
SH081823.07FU_FR731392_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales
SH129115.07FU_UDB016264_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH115122.07FU_UDB003309_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales
SH537721.07FU_KP814278_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales
SH538043.07FU_KP814559_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales
SH121126.07FU_HQ604261_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH092051.07FU_KJ140551_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales
SH087757.07FU_AF321489_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH125740.07FU_AM279464_reps	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales
SH120603.07FU_FN706540_refs	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
SH077981.07FU_UDB003227_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH476791.07FU_GU187532_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales
SH134265.07FU_DQ873606_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales
SH134482.07FU_UDB014602_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH102232.07FU_JQ014007_reps	k__Fungi;p__Zygomycota;c__Mucoromycotina_cls_Incertae_sedis;o__Mucorales
SH120283.07FU_AJ247551_reps	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales
SH537061.07FU_AB205356_reps	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales
SH123802.07FU_KR873260_refs	k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis
SH539139.07FU_KP943758_reps	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales
SH110234.07FU_HQ212340_reps	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales
SH102308.07FU_KF689877_reps	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales
SH089206.07FU_AF126878_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales
SH111281.07FU_UDB005834_reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales
SH541633.07FU_KP744436_refs	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales
SH114792.07FU_KJ707210_reps	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales
SH083644.07FU_EU484297_reps	k__Fungi;p__Zygomycota;c__Mortierellomycotina_cls_Incertae_sedis;o__Mortierellales
SH116832.07FU_AY864822_reps	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
SH097957.07FU_JN367289_reps	k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales
SH107396.07FU_GU225948_refs	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales
SH116342.07FU_KR873256_refs	k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis
SH086458.07FU_EF493296_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales
SH467565.07FU_KC122820_reps	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales
SH134668.07FU_AY313282_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH117175.07FU_AB970973_reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetidae_ord_Incertae_sedis
SH134664.07FU_AY313271_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH114416.07FU_FM178254_reps	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales
SH092392.07FU_AF250821_reps	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
SH135293.07FU_FJ717554_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH077315.07FU_KF732296_refs	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
SH113373.07FU_AY526287_reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales
SH080550.07FU_EF392532_reps	k__Fungi;p__Zygomycota;c__Zygomycota_cls_Incertae_sedis;o__Basidiobolales
