#OTU ID	taxonomy	confidence	num hits
DQ100460	Root;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Aspergillus	1.00	2
FJ167650	Unassigned	1.00	1
EU086434	Unassigned	1.00	1
FN550895	Unassigned	1.00	1
HM992502	Root;Ascomycota;Sordariomycetes;Sordariales;Cephalothecaceae;Phialemonium	1.00	3
AF357062	Root;Basidiomycota;Agaricomycetes;Agaricales	1.00	2
FJ431258	Root;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;Marasmius;Marasmius_micraster	1.00	1
AY042923	Root;Ascomycota;Dothideomycetes;Botryosphaeriales;Botryosphaeriaceae;Phyllosticta;Phyllosticta_hypoglossi	1.00	1
JN675345	Root;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora	1.00	2
FJ903322	Root;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Stereum;Stereum_sanguinolentum	1.00	1
FJ717531	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius	1.00	3
HM135673	Root;Basidiomycota;Agaricomycetes;Boletales;Coniophoraceae;Serpula;Serpula_himantioides	1.00	1
FM878024	Root;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Psathyrella	1.00	3
AM882870	Unassigned	1.00	1
AF402140	Root;Basidiomycota;Agaricomycetes;Boletales;Boletaceae;Boletus	1.00	3
JF439159	Root;Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;Glomus;Glomus_aggregatum	1.00	2
EF540753	Root;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Chaetomium;Chaetomium_funicola	1.00	1
FJ441621	Root;Ascomycota;Dothideomycetes;Botryosphaeriales;Botryosphaeriaceae;Pseudofusicoccum;Pseudofusicoccum_adansoniae	1.00	1
EF540754	Root;Ascomycota;Dothideomycetes;Pleosporales;Montagnulaceae;Paraconiothyrium;Paraconiothyrium_sporulosum	1.00	1
EU862218	Root;Basidiomycota;Agaricomycetes;Cantharellales;Clavulinaceae;Clavulina	1.00	2
EU551179	Root;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Penicillium	1.00	3
AB458893	Root;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Lactarius	1.00	3
AY498676	Root;Ascomycota;Lecanoromycetes;Teloschistales;Physciaceae;Phaeophyscia	1.00	3
EU484271	Root;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Trichaptum	1.00	2
HQ667593	Root;Basidiomycota;Agaricomycetes;Agaricales;Tulostomataceae;Tulostoma	1.00	2
JN865201	Root;Ascomycota;Dothideomycetes;Pleosporales;Tubeufiaceae;Chlamydotubeufia_khunkornensis;Chlamydotubeufia_khunkornensis	1.00	1
HQ589148	Unassigned	1.00	1
EU709777	Root;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium_sporotrichioides	1.00	3
JN943430	Root;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Cochliobolus	1.00	2
AY672918	Root;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Amylostereum	1.00	2
EU263923	Root;Ascomycota;Lecanoromycetes;Lecideales;Porpidiaceae;Porpidia;Porpidia_macrocarpa	1.00	1
AF516581	Root;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Polyporus;Polyporus_virgatus	1.00	1
GU593041	Root;Ascomycota;Lecanoromycetes;Lecanorales;Ramalinaceae;Ramalina	1.00	3
EF452492	Root;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Pyrenophora	1.00	2
AY525773	Root;Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeriaceae	1.00	2
AJ271577	Unassigned	1.00	1
EU520137	Root;Basidiomycota;Agaricomycetes;Polyporales;Ganodermataceae;Ganoderma	1.00	3
EU520134	Root;Basidiomycota;Agaricomycetes;Agaricales	1.00	3
U63471	Root	1.00	2
FJ169667	Root;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae	1.00	3
UDB001146	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius	1.00	3
FJ527300	Unassigned	1.00	1
DQ114744	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius	1.00	3
GU934506	Root;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Byssochlamys	1.00	3
DQ001278	Unassigned	1.00	1
HQ713776	Root;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Phialophora;Phialophora_cyclaminis	1.00	1
AY373293	Unassigned	1.00	1
FJ238111	Root;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Gibberella	1.00	3
AY450338	Root;Basidiomycota;Agaricomycetes;Agaricales;Pleurotaceae;Pleurotus;Pleurotus_calyptratus	1.00	2
FJ861396	Root;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae	1.00	3
AY220814	Unassigned	1.00	1
FJ609264	Root;Basidiomycota;Agaricomycetes;Agaricales;Lyophyllaceae;Hypsizygus;Hypsizygus_marmoreus	1.00	1
AY471638	Root;Basidiomycota;Pucciniomycetes;Pucciniales;Melampsoraceae;Melampsora	1.00	2
FJ157002	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius	1.00	3
GU229820	Root;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;Russula_compacta	1.00	1
FR750143	Root;Glomeromycota;Glomeromycetes;Diversisporales;Gigasporaceae	1.00	3
AB329690	Root;Ascomycota;Leotiomycetes;Erysiphales;Erysiphaceae;Arthrocladiella;Arthrocladiella_mougeotii	1.00	1
AF200240	Unassigned	1.00	1
EU520226	Root;Ascomycota;Sordariomycetes	1.00	3
GQ229074	Root;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Paecilomyces;Paecilomyces_lilacinus	1.00	2
FJ884745	Root;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Hypocrea;Hypocrea_virens	1.00	3
EU520187	Root;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria	1.00	3
AF444645	Unassigned	1.00	1
AM182921	Root;Ascomycota;Eurotiomycetes;Onygenales;Arthrodermataceae;Arthroderma;Arthroderma_multifidum	1.00	1
AF309623	Root;Ascomycota;Dothideomycetes;Capnodiales	1.00	3
AJ229076	Root;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Vanderwaltozyma;Vanderwaltozyma_polyspora	1.00	1
AF134711	Root;Basidiomycota;Agaricomycetes;Agaricales;Typhulaceae;Typhula;Typhula_ishikariensis	1.00	3
AY789478	Root;Ascomycota;Leotiomycetes;Erysiphales;Erysiphaceae;Erysiphe;Erysiphe_australiana	1.00	1
EF202593	Root;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae;Tuber;Tuber_lyonii	1.00	1
FJ039672	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius	1.00	3
GU479900	Root;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Pseudonectria;Pseudonectria_pachysandricola	1.00	1
EU266083	Root;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Xanthoparmelia	1.00	2
HQ533007	Root;Basidiomycota;Agaricomycetes;Polyporales;Fomitopsidaceae;Postia;Postia_subcaesia	1.00	2
DQ836790	Root;Ascomycota;Dothideomycetes;Pleosporales;Leptosphaeriaceae;Leptosphaeria;Leptosphaeria_tompkinsii	1.00	1
EU819501	Root;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Tomentella;Tomentella_stuposa	1.00	2
FJ479631	Root;Ascomycota;Eurotiomycetes;Verrucariales;Verrucariaceae	1.00	2
GQ221448	Root;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae;Tuber;Tuber_separans	1.00	2
JF907837	Root;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Coprinopsis	1.00	2
U04207	Unassigned	1.00	1
EF452453	Root;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Pyrenophora;Pyrenophora_avenae	1.00	1
DQ491509	Unassigned	1.00	1
AM749938	Unassigned	1.00	1
AB525921	Root;Ascomycota;Leotiomycetes;Erysiphales;Erysiphaceae;Podosphaera	1.00	2
AF352322	Root;Ascomycota;Lecanoromycetes;Teloschistales;Physciaceae;Diploicia;Diploicia_subcanescens	1.00	1
JN198397	Root;Ascomycota	1.00	2
FR750036	Unassigned	1.00	1
GU136220	Unassigned	1.00	1
FJ459948	Root;Ascomycota;Sordariomycetes;Xylariales;Amphisphaeriaceae;Pestalotiopsis	1.00	3
HQ153422	Root;Basidiomycota;Agaricomycetes;Polyporales;Meruliaceae;Phlebia;Phlebia_livida_subsp_tuberculata	1.00	2
FJ380944	Unassigned	1.00	1
UDB011790	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius_spilomeus	1.00	1
DQ914740	Root;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Cosmospora;Cosmospora_consors	1.00	3
FJ380941	Root;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae	1.00	2
EU257803	Root;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Agaricus	1.00	3
EU639633	Root;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Caloplaca	1.00	3
GU066837	Root;Basidiomycota;Agaricomycetes;Boletales;Sclerodermataceae;Scleroderma	1.00	2
EU639637	Root;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Caloplaca	1.00	3
DQ218290	Root;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Genea;Genea_harknessii	1.00	2
AB369939	Root;Basidiomycota;Agaricomycetes;Cantharellales;Tulasnellaceae;Tulasnella;Tulasnella_calospora	1.00	1
GQ369959	Unassigned	1.00	1
EU846253	Unassigned	1.00	1
FJ515002	Root;Ascomycota;Sordariomycetes	1.00	2
EU525963	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius	1.00	3
GU062319	Root;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Mycena;Mycena_romagnesiana	1.00	1
AB566287	Root;Ascomycota;Eurotiomycetes;Onygenales;Gymnoascaceae;Gymnoascus;Gymnoascus_aurantiacus	1.00	1
GU327635	Root;Ascomycota;Sordariomycetes;Sordariales;Sordariaceae	1.00	3
AY004783	Unassigned	1.00	1
EU715604	Root;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae	1.00	2
HM538488	Root;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Caloplaca	1.00	3
JN049830	Unassigned	1.00	1
EU681321	Root;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Xanthoria	1.00	3
FJ596777	Root;Basidiomycota;Agaricomycetes;Agaricales;Strophariaceae;Hypholoma;Hypholoma_fasciculare	1.00	3
AF062936	Root;Basidiomycota;Agaricomycetes;Boletales;Rhizopogonaceae;Rhizopogon	1.00	2
GQ852764	Root;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Pseudocercospora	1.00	3
AF410474	Root;Basidiomycota;Tremellomycetes;Tremellales;Tremellaceae;Tremella;Tremella_encephala	1.00	2
AF218400	Root;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Acanthophysium;Acanthophysium_lividocaeruleum	1.00	1
GQ292453	Root;Ascomycota;Lecanoromycetes;Peltigerales;Peltigeraceae;Peltigera	1.00	2
JN943323	Root;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Elaphocordyceps	1.00	2
UDB003329	Root;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Tomentella;Tomentella_coerulea	1.00	2
U56030	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius	1.00	3
JF820469	Root;Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;Glomus;Glomus_intraradices	1.00	3
AM882929	Unassigned	1.00	1
HQ604178	Unassigned	1.00	1
JF923608	Root;Ascomycota;Lecanoromycetes;Lecanorales;Ramalinaceae;Ramalina	1.00	3
JQ711864	Root;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Lactarius	1.00	2
JN692271	Unassigned	1.00	1
EU232219	Unassigned	1.00	1
AB284446	Root;Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus;Suillus_bovinus	1.00	3
EU035404	Root;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;Cladophialophora_chaetospira	1.00	2
FJ441616	Root;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Penicillium	1.00	3
AY035657	Root;Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;Glomus	1.00	3
DQ923539	Root;Ascomycota;Sordariomycetes;Diaporthales;Valsaceae;Cytospora	1.00	3
EU851932	Root;Ascomycota;Dothideomycetes;Capnodiales	1.00	2
AB027231	Root;Ascomycota;Leotiomycetes;Erysiphales;Erysiphaceae;Podosphaera	1.00	2
U66451	Root;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Omphalina;Omphalina_pyxidata	1.00	1
AJ309341	Root;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Cordyceps;Cordyceps_gunnii	1.00	2
FJ176718	Root;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita	1.00	3
EU254889	Root;Ascomycota;Sordariomycetes;Diaporthales	1.00	3
FJ602965	Root;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Gibberella	1.00	3
HM161487	Root;Ascomycota;Lecanoromycetes;Umbilicariales;Umbilicariaceae;Umbilicaria	1.00	3
DQ401567	Root;Ascomycota;Lecanoromycetes;Lecanorales;Hymeneliaceae;Aspicilia;Aspicilia_desertorum	1.00	1
AY139789	Unassigned	1.00	1
AY789077	Root;Basidiomycota;Agaricostilbomycetes;Agaricostilbales;Agaricostilbaceae	1.00	2
EU523562	Unassigned	1.00	1
HQ882200	Root;Basidiomycota;Agaricomycetes;Boletales;Boletaceae;Boletus;Boletus_subappendiculatus	1.00	1
FR717911	Root;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Penicillium	1.00	2
Z96988	Root;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae	1.00	2
GU944808	Root;Ascomycota;Dothideomycetes;Botryosphaeriales;Botryosphaeriaceae;Neofusicoccum;Neofusicoccum_parvum	1.00	3
AF319427	Unassigned	1.00	1
FJ871071	Root;Ascomycota;Lecanoromycetes;Lecanorales;Ramalinaceae;Ramalina	1.00	3
AF422977	Root;Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae;Hydropisphaera;Hydropisphaera_erubescens	1.00	1
FJ431268	Root;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;Marasmius	1.00	3
FJ871078	Root;Ascomycota;Lecanoromycetes;Lecanorales;Ramalinaceae;Ramalina	1.00	2
EU249467	Root;Ascomycota;Eurotiomycetes;Verrucariales;Verrucariaceae;Verrucaria;Verrucaria_anziana	1.00	1
EU149807	Root;Basidiomycota;Microbotryomycetes;Glaciozyma_martinii;Glaciozyma_martinii;Glaciozyma_martinii;Glaciozyma_martinii	1.00	1
EU186278	Root;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Tricholoma;Tricholoma_flavovirens	1.00	3
EU552140	Root;Ascomycota;Dothideomycetes;Pleosporales;Lophiostomataceae;Lophiostoma;Lophiostoma_fuckelii	1.00	1
EU863579	Root;Basidiomycota;Tremellomycetes;Tremellales;Trichosporonaceae;Trichosporon	1.00	2
UDB000775	Root;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae	1.00	3
DQ144611	Root;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Amylocorticium;Amylocorticium_subsulphureum	1.00	1
AY571031	Root;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;Calyptella;Calyptella_capula	1.00	2
HM562117	Root;Basidiomycota;Agaricomycetes;Agaricales;Pluteaceae;Pluteus	1.00	2
AF192317	Root;Ascomycota;Sordariomycetes;Diaporthales;Valsaceae;Cytospora	1.00	3
EU041805	Root;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Rhinocladiella;Rhinocladiella_anceps	1.00	1
GQ479835	Root;Basidiomycota;Pucciniomycetes;Pucciniales;Melampsoraceae;Melampsora	1.00	2
FJ627253	Root;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Coprinellus;Coprinellus_disseminatus	1.00	1
EU598153	Root;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;Russula_crustosa	1.00	1
GU949592	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Inocybe;Inocybe_melanopus	1.00	1
EU070925	Root;Basidiomycota;Tremellomycetes;Tremellales;Tremellaceae;Dioszegia	1.00	2
FJ872071	Root;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae	1.00	3
FJ039604	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius	1.00	2
AF133178	Root;Ascomycota;Pezizomycetes;Pezizales;Pezizaceae;Peziza;Peziza_echinispora	1.00	1
GU207229	Root;Ascomycota;Lecanoromycetes;Lecanorales;Cladoniaceae;Cladonia	1.00	3
AY218419	Root;Basidiomycota;Agaricomycetes;Polyporales	1.00	3
EF585663	Unassigned	1.00	1
EU977545	Root;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Arthrobotrys	1.00	3
GU074010	Root;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Gibberella	1.00	3
FJ717558	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius	1.00	2
AY083179	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius	1.00	3
FJ791141	Root;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Penicillium	1.00	2
EU365855	Root;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Caloplaca	1.00	3
AB481263	Root;Ascomycota;Leotiomycetes;Helotiales;Hyaloscyphaceae;Lachnum;Lachnum_rhytismatis	1.00	1
AJ537397	Root;Basidiomycota	1.00	2
FJ897712	Unassigned	1.00	1
GU248327	Root	1.00	2
EU623771	Root;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;Megacollybia;Megacollybia_rodmani	1.00	1
EU673370	Root;Ascomycota;Sordariomycetes;Hypocreales	1.00	3
EF394866	Root;Ascomycota;Dothideomycetes;Capnodiales;Teratosphaeriaceae	1.00	2
AB378736	Root;Ascomycota;Leotiomycetes;Erysiphales;Erysiphaceae;Erysiphe	1.00	2
EF685092	Root;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Lactarius;Lactarius_quieticolor	1.00	2
AY195573	Root;Basidiomycota;Agaricomycetes;Cantharellales;Cantharellaceae;Craterellus;Craterellus_tubaeformis	1.00	1
DQ449942	Root;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;Tetrapyrgos;Tetrapyrgos_subcinerea	1.00	2
AY176458	Root;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Cystolepiota;Cystolepiota_bucknallii	1.00	1
HM161506	Root;Ascomycota;Lecanoromycetes;Umbilicariales;Umbilicariaceae;Umbilicaria;Umbilicaria_calvescens	1.00	3
FJ711635	Root;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;Armillaria	1.00	2
EU417853	Root;Basidiomycota;Agaricomycetes;Boletales;Boletaceae;Boletus;Boletus_edulis	1.00	1
DQ322098	Root;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Annulohypoxylon;Annulohypoxylon_moriforme	1.00	1
AF225442	Root;Ascomycota;Eurotiomycetes;Mycocaliciales;Mycocaliciaceae;Mycocalicium;Mycocalicium_subtile	1.00	2
HQ604553	Unassigned	1.00	1
AF482831	Root;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Agaricus	1.00	3
DQ337381	Root;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Cochliobolus;Cochliobolus_lunatus	1.00	2
UDB000251	Root;Basidiomycota;Agaricomycetes	1.00	2
AF201704	Root;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Nemania	1.00	2
AY498667	Root;Ascomycota;Lecanoromycetes;Teloschistales;Physciaceae;Phaeophyscia	1.00	2
DQ481942	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius	1.00	3
AY498663	Root;Ascomycota;Lecanoromycetes;Teloschistales;Physciaceae;Phaeophyscia	1.00	3
AY498661	Root;Ascomycota;Lecanoromycetes;Teloschistales;Physciaceae;Phaeophyscia	1.00	2
JF300129	Root;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae;Labyrinthomyces;Labyrinthomyces_varius	1.00	1
