# Constructed from biom file
#OTU ID	MockHiSeq.even	taxonomy
c21b2df50ac1a409561531a73d61bb28	6519.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; F; i; r; m; i; c; u; t; e; s; ;; c; _; _; C; l; o; s; t; r; i; d; i; a; ;; o; _; _; C; l; o; s; t; r; i; d; i; a; l; e; s; ;; f; _; _; L; a; c; h; n; o; s; p; i; r; a; c; e; a; e; ;; g; _; _; R; u; m; i; n; o; c; o; c; c; u; s; ;; s; _; _; t; o; r; q; u; e; s
c555555429c1755561922342687d5c38	6061.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; P; r; o; t; e; o; b; a; c; t; e; r; i; a; ;; c; _; _; G; a; m; m; a; p; r; o; t; e; o; b; a; c; t; e; r; i; a; ;; o; _; _; E; n; t; e; r; o; b; a; c; t; e; r; i; a; l; e; s; ;; f; _; _; E; n; t; e; r; o; b; a; c; t; e; r; i; a; c; e; a; e; ;; g; _; _; E; r; w; i; n; i; a; ;; s; _; _; c; h; r; y; s; a; n; t; h; e; m; i
9380cc18a1a5bc2912b765c5d9217228	4970.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; F; i; r; m; i; c; u; t; e; s; ;; c; _; _; C; l; o; s; t; r; i; d; i; a; ;; o; _; _; C; l; o; s; t; r; i; d; i; a; l; e; s; ;; f; _; _; L; a; c; h; n; o; s; p; i; r; a; c; e; a; e; ;; g; _; _; D; o; r; e; a; ;; s; _; _; f; o; r; m; i; c; i; g; e; n; e; r; a; n; s
e1422f9cbb27723f9b51e306eea4fa80	4683.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; F; i; r; m; i; c; u; t; e; s; ;; c; _; _; C; l; o; s; t; r; i; d; i; a; ;; o; _; _; H; a; l; a; n; a; e; r; o; b; i; a; l; e; s; ;; f; _; _; H; a; l; o; b; a; c; t; e; r; o; i; d; a; c; e; a; e; ;; g; _; _; O; r; e; n; i; a; ;; s; _; _; s; i; v; a; s; h; e; n; s; i; s
0dba84d8f8e46d4836265d85320c2804	4091.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; B; a; c; t; e; r; o; i; d; e; t; e; s; ;; c; _; _; B; a; c; t; e; r; o; i; d; i; a; ;; o; _; _; B; a; c; t; e; r; o; i; d; a; l; e; s; ;; f; _; _; B; a; c; t; e; r; o; i; d; a; c; e; a; e; ;; g; _; _; B; a; c; t; e; r; o; i; d; e; s; ;; s; _; _; e; g; g; e; r; t; h; i; i
672d66003027cc8866b20555b9a9bc08	3999.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; F; i; r; m; i; c; u; t; e; s; ;; c; _; _; C; l; o; s; t; r; i; d; i; a; ;; o; _; _; C; l; o; s; t; r; i; d; i; a; l; e; s; ;; f; _; _; L; a; c; h; n; o; s; p; i; r; a; c; e; a; e; ;; g; _; _; D; o; r; e; a; ;; s; _; _; f; o; r; m; i; c; i; g; e; n; e; r; a; n; s
fbbc2e6803c8d581b22c44868563cd3e	3015.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; F; i; r; m; i; c; u; t; e; s; ;; c; _; _; C; l; o; s; t; r; i; d; i; a; ;; o; _; _; C; l; o; s; t; r; i; d; i; a; l; e; s; ;; f; _; _; L; a; c; h; n; o; s; p; i; r; a; c; e; a; e; ;; g; _; _; B; l; a; u; t; i; a; ;; s; _; _; p; r; o; d; u; c; t; a
7180d5481f0c1705a082248593f8cff2	2763.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; F; i; r; m; i; c; u; t; e; s; ;; c; _; _; C; l; o; s; t; r; i; d; i; a; ;; o; _; _; C; l; o; s; t; r; i; d; i; a; l; e; s; ;; f; _; _; L; a; c; h; n; o; s; p; i; r; a; c; e; a; e; ;; g; _; _; R; u; m; i; n; o; c; o; c; c; u; s; ;; s; _; _; l; a; c; t; a; r; i; s
a9a1c30204696db9c655c27f3f38eaf8	2535.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; F; i; r; m; i; c; u; t; e; s; ;; c; _; _; C; l; o; s; t; r; i; d; i; a; ;; o; _; _; C; l; o; s; t; r; i; d; i; a; l; e; s; ;; f; _; _; L; a; c; h; n; o; s; p; i; r; a; c; e; a; e; ;; g; _; _; R; o; s; e; b; u; r; i; a; ;; s; _; _; i; n; u; l; i; n; i; v; o; r; a; n; s
71e83b88aa4df1b015781696b2dd31ce	2431.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; F; i; r; m; i; c; u; t; e; s; ;; c; _; _; C; l; o; s; t; r; i; d; i; a; ;; o; _; _; C; l; o; s; t; r; i; d; i; a; l; e; s; ;; f; _; _; L; a; c; h; n; o; s; p; i; r; a; c; e; a; e; ;; g; _; _; R; u; m; i; n; o; c; o; c; c; u; s; ;; s; _; _; t; o; r; q; u; e; s
31f836306dcdc796651d1da148f32114	2082.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; B; a; c; t; e; r; o; i; d; e; t; e; s; ;; c; _; _; B; a; c; t; e; r; o; i; d; i; a; ;; o; _; _; B; a; c; t; e; r; o; i; d; a; l; e; s; ;; f; _; _; B; a; c; t; e; r; o; i; d; a; c; e; a; e; ;; g; _; _; B; a; c; t; e; r; o; i; d; e; s; ;; s; _; _; c; a; c; c; a; e
33cb5642b8acbab338bad1511d361531	2064.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; F; i; r; m; i; c; u; t; e; s; ;; c; _; _; C; l; o; s; t; r; i; d; i; a; ;; o; _; _; C; l; o; s; t; r; i; d; i; a; l; e; s; ;; f; _; _; R; u; m; i; n; o; c; o; c; c; a; c; e; a; e; ;; g; _; _; C; l; o; s; t; r; i; d; i; u; m; ;; s; _; _; m; e; t; h; y; l; p; e; n; t; o; s; u; m
8d256a3f0213cdd567c7a44e149bddd3	1906.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; F; i; r; m; i; c; u; t; e; s; ;; c; _; _; C; l; o; s; t; r; i; d; i; a; ;; o; _; _; C; l; o; s; t; r; i; d; i; a; l; e; s; ;; f; _; _; L; a; c; h; n; o; s; p; i; r; a; c; e; a; e; ;; g; _; _; C; l; o; s; t; r; i; d; i; u; m; ;; s; _; _; h; a; t; h; e; w; a; y; i
b14250b2bbb639ed0b6e0b390f7a88e1	1816.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; F; i; r; m; i; c; u; t; e; s; ;; c; _; _; C; l; o; s; t; r; i; d; i; a; ;; o; _; _; C; l; o; s; t; r; i; d; i; a; l; e; s; ;; f; _; _; L; a; c; h; n; o; s; p; i; r; a; c; e; a; e; ;; g; _; _; L; a; c; h; n; o; s; p; i; r; a; ;; s; _; _; p; e; c; t; i; n; o; s; c; h; i; z; a
0784f8383a88372c6c496ab5dc554064	1774.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; F; i; r; m; i; c; u; t; e; s; ;; c; _; _; C; l; o; s; t; r; i; d; i; a; ;; o; _; _; C; l; o; s; t; r; i; d; i; a; l; e; s; ;; f; _; _; L; a; c; h; n; o; s; p; i; r; a; c; e; a; e; ;; g; _; _; R; o; s; e; b; u; r; i; a; ;; s; _; _; f; a; e; c; i; s
a0d14fe04e3334b38f983e8c330d7e9e	1668.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; F; i; r; m; i; c; u; t; e; s; ;; c; _; _; C; l; o; s; t; r; i; d; i; a; ;; o; _; _; H; a; l; a; n; a; e; r; o; b; i; a; l; e; s; ;; f; _; _; H; a; l; o; b; a; c; t; e; r; o; i; d; a; c; e; a; e; ;; g; _; _; S; e; l; e; n; i; h; a; l; a; n; a; e; r; o; b; a; c; t; e; r; ;; s; _; _; s; h; r; i; f; t; i; i
ccab85ff5cd8c004b61dd0700ffae1c5	1535.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; B; a; c; t; e; r; o; i; d; e; t; e; s; ;; c; _; _; B; a; c; t; e; r; o; i; d; i; a; ;; o; _; _; B; a; c; t; e; r; o; i; d; a; l; e; s; ;; f; _; _; R; i; k; e; n; e; l; l; a; c; e; a; e; ;; g; _; _; A; l; i; s; t; i; p; e; s; ;; s; _; _; i; n; d; i; s; t; i; n; c; t; u; s
9d36bf52fd89c2ea09c7f8ad79c868ae	1388.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; F; i; r; m; i; c; u; t; e; s; ;; c; _; _; C; l; o; s; t; r; i; d; i; a; ;; o; _; _; C; l; o; s; t; r; i; d; i; a; l; e; s; ;; f; _; _; R; u; m; i; n; o; c; o; c; c; a; c; e; a; e; ;; g; _; _; F; a; e; c; a; l; i; b; a; c; t; e; r; i; u; m; ;; s; _; _; p; r; a; u; s; n; i; t; z; i; i
e3338a6d212a227ebed5fef419540db4	1226.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; F; i; r; m; i; c; u; t; e; s; ;; c; _; _; E; r; y; s; i; p; e; l; o; t; r; i; c; h; i; ;; o; _; _; E; r; y; s; i; p; e; l; o; t; r; i; c; h; a; l; e; s; ;; f; _; _; E; r; y; s; i; p; e; l; o; t; r; i; c; h; a; c; e; a; e; ;; g; _; _; E; u; b; a; c; t; e; r; i; u; m; ;; s; _; _; b; i; f; o; r; m; e
3f3bff5295b6bb9f06c10b47eac13335	1115.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; F; i; r; m; i; c; u; t; e; s; ;; c; _; _; B; a; c; i; l; l; i; ;; o; _; _; L; a; c; t; o; b; a; c; i; l; l; a; l; e; s; ;; f; _; _; L; a; c; t; o; b; a; c; i; l; l; a; c; e; a; e; ;; g; _; _; L; a; c; t; o; b; a; c; i; l; l; u; s; ;; s; _; _; r; u; m; i; n; i; s
1d283e3dc7097f1a592fd8dabb780465	1065.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; B; a; c; t; e; r; o; i; d; e; t; e; s; ;; c; _; _; B; a; c; t; e; r; o; i; d; i; a; ;; o; _; _; B; a; c; t; e; r; o; i; d; a; l; e; s; ;; f; _; _; B; a; c; t; e; r; o; i; d; a; c; e; a; e; ;; g; _; _; B; a; c; t; e; r; o; i; d; e; s; ;; s; _; _; e; g; g; e; r; t; h; i; i
f7a26c1dd9c8372f6b82b00611d085b8	1016.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; F; i; r; m; i; c; u; t; e; s; ;; c; _; _; C; l; o; s; t; r; i; d; i; a; ;; o; _; _; C; l; o; s; t; r; i; d; i; a; l; e; s; ;; f; _; _; L; a; c; h; n; o; s; p; i; r; a; c; e; a; e; ;; g; _; _; C; l; o; s; t; r; i; d; i; u; m; ;; s; _; _; l; a; v; a; l; e; n; s; e
ded73d99a8ef24dadc2e2ef82c6e41a9	682.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; V; e; r; r; u; c; o; m; i; c; r; o; b; i; a; ;; c; _; _; V; e; r; r; u; c; o; m; i; c; r; o; b; i; a; e; ;; o; _; _; V; e; r; r; u; c; o; m; i; c; r; o; b; i; a; l; e; s; ;; f; _; _; V; e; r; r; u; c; o; m; i; c; r; o; b; i; a; c; e; a; e; ;; g; _; _; A; k; k; e; r; m; a; n; s; i; a; ;; s; _; _; m; u; c; i; n; i; p; h; i; l; a
c2df82b0dda444f77639a81c5adde8aa	499.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; B; a; c; t; e; r; o; i; d; e; t; e; s; ;; c; _; _; B; a; c; t; e; r; o; i; d; i; a; ;; o; _; _; B; a; c; t; e; r; o; i; d; a; l; e; s; ;; f; _; _; B; a; c; t; e; r; o; i; d; a; c; e; a; e; ;; g; _; _; B; a; c; t; e; r; o; i; d; e; s; ;; s; _; _; u; n; i; f; o; r; m; i; s
d4150f79c5a50bf146ec8e92b2847e29	257.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; F; i; r; m; i; c; u; t; e; s; ;; c; _; _; C; l; o; s; t; r; i; d; i; a; ;; o; _; _; C; l; o; s; t; r; i; d; i; a; l; e; s; ;; f; _; _; R; u; m; i; n; o; c; o; c; c; a; c; e; a; e; ;; g; _; _; F; a; e; c; a; l; i; b; a; c; t; e; r; i; u; m; ;; s; _; _; p; r; a; u; s; n; i; t; z; i; i
aa31d21b81190b84a66ad5932eaa4a7f	231.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; F; i; r; m; i; c; u; t; e; s; ;; c; _; _; C; l; o; s; t; r; i; d; i; a; ;; o; _; _; C; l; o; s; t; r; i; d; i; a; l; e; s; ;; f; _; _; R; u; m; i; n; o; c; o; c; c; a; c; e; a; e; ;; g; _; _; F; a; e; c; a; l; i; b; a; c; t; e; r; i; u; m; ;; s; _; _; p; r; a; u; s; n; i; t; z; i; i
8d7906aaedba210b3557e46178edf7b6	223.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; A; c; t; i; n; o; b; a; c; t; e; r; i; a; ;; c; _; _; A; c; t; i; n; o; b; a; c; t; e; r; i; a; ;; o; _; _; B; i; f; i; d; o; b; a; c; t; e; r; i; a; l; e; s; ;; f; _; _; B; i; f; i; d; o; b; a; c; t; e; r; i; a; c; e; a; e; ;; g; _; _; B; i; f; i; d; o; b; a; c; t; e; r; i; u; m; ;; s; _; _; b; i; f; i; d; u; m
17f6385198e1538440b2a7fa0958b634	167.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; P; r; o; t; e; o; b; a; c; t; e; r; i; a; ;; c; _; _; G; a; m; m; a; p; r; o; t; e; o; b; a; c; t; e; r; i; a; ;; o; _; _; E; n; t; e; r; o; b; a; c; t; e; r; i; a; l; e; s; ;; f; _; _; E; n; t; e; r; o; b; a; c; t; e; r; i; a; c; e; a; e; ;; g; _; _; P; r; o; t; e; u; s; ;; s; _; _; m; y; x; o; f; a; c; i; e; n; s
401393ccc59ff136f641aa1446a546c1	147.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; B; a; c; t; e; r; o; i; d; e; t; e; s; ;; c; _; _; B; a; c; t; e; r; o; i; d; i; a; ;; o; _; _; B; a; c; t; e; r; o; i; d; a; l; e; s; ;; f; _; _; P; o; r; p; h; y; r; o; m; o; n; a; d; a; c; e; a; e; ;; g; _; _; P; a; r; a; b; a; c; t; e; r; o; i; d; e; s; ;; s; _; _; d; i; s; t; a; s; o; n; i; s
cf1b2275183b5e241f602660c32084a0	121.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; F; i; r; m; i; c; u; t; e; s; ;; c; _; _; B; a; c; i; l; l; i; ;; o; _; _; L; a; c; t; o; b; a; c; i; l; l; a; l; e; s; ;; f; _; _; L; a; c; t; o; b; a; c; i; l; l; a; c; e; a; e; ;; g; _; _; L; a; c; t; o; b; a; c; i; l; l; u; s; ;; s; _; _; r; u; m; i; n; i; s
5e6588f4e24d999e71ba87a60183ce62	108.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; P; r; o; t; e; o; b; a; c; t; e; r; i; a; ;; c; _; _; G; a; m; m; a; p; r; o; t; e; o; b; a; c; t; e; r; i; a; ;; o; _; _; P; s; e; u; d; o; m; o; n; a; d; a; l; e; s; ;; f; _; _; M; o; r; a; x; e; l; l; a; c; e; a; e; ;; g; _; _; A; c; i; n; e; t; o; b; a; c; t; e; r; ;; s; _; _; g; u; i; l; l; o; u; i; a; e
79116b416c8dc7bdc72c68ae05a06b0b	61.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; L; e; n; t; i; s; p; h; a; e; r; a; e; ;; c; _; _; L; e; n; t; i; s; p; h; a; e; r; i; a; ;; o; _; _; V; i; c; t; i; v; a; l; l; a; l; e; s; ;; f; _; _; V; i; c; t; i; v; a; l; l; a; c; e; a; e; ;; g; _; _; V; i; c; t; i; v; a; l; l; i; s; ;; s; _; _; v; a; d; e; n; s; i; s
3db5bd5d40f91507d4ac0ec5af0aeedd	37.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; F; i; r; m; i; c; u; t; e; s; ;; c; _; _; C; l; o; s; t; r; i; d; i; a; ;; o; _; _; C; l; o; s; t; r; i; d; i; a; l; e; s; ;; f; _; _; L; a; c; h; n; o; s; p; i; r; a; c; e; a; e; ;; g; _; _; C; l; o; s; t; r; i; d; i; u; m; ;; s; _; _; f; i; m; e; t; a; r; i; u; m
1ac3a5250619587bf49aa4c9ec992982	35.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; P; r; o; t; e; o; b; a; c; t; e; r; i; a; ;; c; _; _; G; a; m; m; a; p; r; o; t; e; o; b; a; c; t; e; r; i; a; ;; o; _; _; E; n; t; e; r; o; b; a; c; t; e; r; i; a; l; e; s; ;; f; _; _; E; n; t; e; r; o; b; a; c; t; e; r; i; a; c; e; a; e; ;; g; _; _; P; r; o; v; i; d; e; n; c; i; a; ;; s; _; _; s; t; u; a; r; t; i; i
764da292321733abac7b8cb8a3edbf9d	23.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; A; c; t; i; n; o; b; a; c; t; e; r; i; a; ;; c; _; _; C; o; r; i; o; b; a; c; t; e; r; i; i; a; ;; o; _; _; C; o; r; i; o; b; a; c; t; e; r; i; a; l; e; s; ;; f; _; _; C; o; r; i; o; b; a; c; t; e; r; i; a; c; e; a; e; ;; g; _; _; C; o; l; l; i; n; s; e; l; l; a; ;; s; _; _; s; t; e; r; c; o; r; i; s
eb8cc7bdabeb5e7dd1ed8af57f5b0daf	12.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; P; r; o; t; e; o; b; a; c; t; e; r; i; a; ;; c; _; _; B; e; t; a; p; r; o; t; e; o; b; a; c; t; e; r; i; a; ;; o; _; _; B; u; r; k; h; o; l; d; e; r; i; a; l; e; s; ;; f; _; _; C; o; m; a; m; o; n; a; d; a; c; e; a; e; ;; g; _; _; R; u; b; r; i; v; i; v; a; x; ;; s; _; _; g; e; l; a; t; i; n; o; s; u; s
30e570d4cfd1ff589e3013b60a2ad35a	10.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; B; a; c; t; e; r; o; i; d; e; t; e; s; ;; c; _; _; B; a; c; t; e; r; o; i; d; i; a; ;; o; _; _; B; a; c; t; e; r; o; i; d; a; l; e; s; ;; f; _; _; P; r; e; v; o; t; e; l; l; a; c; e; a; e; ;; g; _; _; P; r; e; v; o; t; e; l; l; a; ;; s; _; _; c; o; p; r; i
d576931ccf5a703f450ace9f143ee8b4	6.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; B; a; c; t; e; r; o; i; d; e; t; e; s; ;; c; _; _; F; l; a; v; o; b; a; c; t; e; r; i; i; a; ;; o; _; _; F; l; a; v; o; b; a; c; t; e; r; i; a; l; e; s; ;; f; _; _; W; e; e; k; s; e; l; l; a; c; e; a; e; ;; g; _; _; W; e; e; k; s; e; l; l; a; ;; s; _; _; v; i; r; o; s; a
df5654cd5f1d6c8a8cb0fcea7633f1dc	5.0	k; _; _; B; a; c; t; e; r; i; a; ;; p; _; _; P; r; o; t; e; o; b; a; c; t; e; r; i; a; ;; c; _; _; D; e; l; t; a; p; r; o; t; e; o; b; a; c; t; e; r; i; a; ;; o; _; _; D; e; s; u; l; f; u; r; o; m; o; n; a; d; a; l; e; s; ;; f; _; _; D; e; s; u; l; f; u; r; o; m; o; n; a; d; a; c; e; a; e; ;; g; _; _; D; e; s; u; l; f; u; r; o; m; u; s; a; ;; s; _; _; f; e; r; r; i; r; e; d; u; c; e; n; s
