#Sample	OTU	Abundance
blast_0.0001	3	0.068122724909
blast_0.0001	4	0.0166406656266
blast_0.0001	6	0.000520020800832
blast_0.0001	9	0.0239209568383
blast_0.0001	11	0.00884035361414
blast_0.0001	12	0.0015600624025
blast_0.0001	13	0.0270410816433
blast_0.0001	15	0.101404056162
blast_0.0001	20	0.0015600624025
blast_0.0001	24	0.0104004160166
blast_0.0001	25	0.0114404576183
blast_0.0001	27	0.626105044202
blast_0.0001	29	0.0499219968799
blast_0.0001	32	0.00260010400416
blast_0.0001	39	0.000520020800832
blast_0.0001	42	0.0473218928757
blast_0.0001	48	0.00293255131965
blast_0.0001	49	0.0505865102639
blast_0.0001	55	0.0175953079179
blast_0.0001	57	0.0469208211144
blast_0.0001	58	0.00439882697947
blast_0.0001	59	0.00146627565982
blast_0.0001	61	0.0124633431085
blast_0.0001	63	0.000733137829912
blast_0.0001	70	0.0769794721408
blast_0.0001	73	0.744868035191
blast_0.0001	75	0.0293255131965
blast_0.0001	85	0.00879765395894
blast_0.0001	88	0.00219941348974
blast_0.0001	91	0.000733137829912
blast_0.0001	94	0.00123915737299
blast_0.0001	95	0.0762081784387
blast_0.0001	96	0.000619578686493
blast_0.0001	98	0.00185873605948
blast_0.0001	101	0.0105328376704
blast_0.0001	103	0.043990086741
blast_0.0001	104	0.00185873605948
blast_0.0001	105	0.00309789343247
blast_0.0001	107	0.00309789343247
blast_0.0001	116	0.0830235439901
blast_0.0001	117	0.000619578686493
blast_0.0001	119	0.721809169765
blast_0.0001	121	0.0402726146221
blast_0.0001	131	0.0092936802974
blast_0.0001	134	0.00247831474597
blast_0.0001	139	0.000847218299915
blast_0.0001	140	0.000564812199944
blast_0.0001	141	0.0646709968935
blast_0.0001	142	0.0183563964982
blast_0.0001	144	0.000564812199944
blast_0.0001	147	0.0192036147981
blast_0.0001	149	0.00677774639932
blast_0.0001	150	0.00141203049986
blast_0.0001	151	0.0225924879977
blast_0.0001	153	0.0963004800904
blast_0.0001	155	0.000282406099972
blast_0.0001	158	0.000282406099972
blast_0.0001	162	0.00818977689918
blast_0.0001	163	0.0124258683988
blast_0.0001	165	0.654334933635
blast_0.0001	167	0.0429257271957
blast_0.0001	170	0.00367127929963
blast_0.0001	177	0.000564812199944
blast_0.0001	179	0.000564812199944
blast_0.0001	180	0.0451849759955
blast_0.0001	183	0.000282406099972
blast_1e-06	1	0.00104004160166
blast_1e-06	2	0.00104004160166
blast_1e-06	3	0.068122724909
blast_1e-06	4	0.0166406656266
blast_1e-06	6	0.000520020800832
blast_1e-06	9	0.0239209568383
blast_1e-06	11	0.00884035361414
blast_1e-06	12	0.0015600624025
blast_1e-06	13	0.0270410816433
blast_1e-06	15	0.101404056162
blast_1e-06	20	0.0015600624025
blast_1e-06	24	0.0104004160166
blast_1e-06	25	0.0114404576183
blast_1e-06	27	0.626105044202
blast_1e-06	29	0.0499219968799
blast_1e-06	32	0.00260010400416
blast_1e-06	39	0.000520020800832
blast_1e-06	42	0.0473218928757
blast_1e-06	48	0.00293255131965
blast_1e-06	49	0.0505865102639
blast_1e-06	55	0.0175953079179
blast_1e-06	57	0.0469208211144
blast_1e-06	58	0.00439882697947
blast_1e-06	59	0.00146627565982
blast_1e-06	61	0.0124633431085
blast_1e-06	63	0.000733137829912
blast_1e-06	70	0.0769794721408
blast_1e-06	73	0.744868035191
blast_1e-06	75	0.0293255131965
blast_1e-06	85	0.00879765395894
blast_1e-06	88	0.00219941348974
blast_1e-06	91	0.000733137829912
blast_1e-06	94	0.00123915737299
blast_1e-06	95	0.0762081784387
blast_1e-06	96	0.000619578686493
blast_1e-06	98	0.00185873605948
blast_1e-06	101	0.0105328376704
blast_1e-06	103	0.043990086741
blast_1e-06	104	0.00185873605948
blast_1e-06	105	0.00309789343247
blast_1e-06	107	0.00309789343247
blast_1e-06	116	0.0830235439901
blast_1e-06	117	0.000619578686493
blast_1e-06	119	0.721809169765
blast_1e-06	121	0.0402726146221
blast_1e-06	131	0.0092936802974
blast_1e-06	134	0.00247831474597
blast_1e-06	139	0.000847218299915
blast_1e-06	140	0.000564812199944
blast_1e-06	141	0.0646709968935
blast_1e-06	142	0.0183563964982
blast_1e-06	144	0.000564812199944
blast_1e-06	147	0.0192036147981
blast_1e-06	149	0.00677774639932
blast_1e-06	150	0.00141203049986
blast_1e-06	151	0.0225924879977
blast_1e-06	153	0.0963004800904
blast_1e-06	155	0.000282406099972
blast_1e-06	158	0.000282406099972
blast_1e-06	162	0.00818977689918
blast_1e-06	163	0.0124258683988
blast_1e-06	165	0.654334933635
blast_1e-06	167	0.0429257271957
blast_1e-06	170	0.00367127929963
blast_1e-06	177	0.000564812199944
blast_1e-06	179	0.000564812199944
blast_1e-06	180	0.0451849759955
blast_1e-06	183	0.000282406099972
blast_1.0	1	0.00104004160166
blast_1.0	2	0.00104004160166
blast_1.0	3	0.068122724909
blast_1.0	4	0.0166406656266
blast_1.0	6	0.000520020800832
blast_1.0	9	0.0239209568383
blast_1.0	11	0.00884035361414
blast_1.0	12	0.0015600624025
blast_1.0	13	0.0270410816433
blast_1.0	15	0.101404056162
blast_1.0	20	0.0015600624025
blast_1.0	24	0.0104004160166
blast_1.0	25	0.0114404576183
blast_1.0	27	0.626105044202
blast_1.0	29	0.0499219968799
blast_1.0	32	0.00260010400416
blast_1.0	39	0.000520020800832
blast_1.0	42	0.0473218928757
blast_1.0	48	0.00293255131965
blast_1.0	49	0.0505865102639
blast_1.0	55	0.0175953079179
blast_1.0	57	0.0469208211144
blast_1.0	58	0.00439882697947
blast_1.0	59	0.00146627565982
blast_1.0	61	0.0124633431085
blast_1.0	63	0.000733137829912
blast_1.0	70	0.0769794721408
blast_1.0	73	0.744868035191
blast_1.0	75	0.0293255131965
blast_1.0	85	0.00879765395894
blast_1.0	88	0.00219941348974
blast_1.0	91	0.000733137829912
blast_1.0	94	0.00123915737299
blast_1.0	95	0.0762081784387
blast_1.0	96	0.000619578686493
blast_1.0	98	0.00185873605948
blast_1.0	101	0.0105328376704
blast_1.0	103	0.043990086741
blast_1.0	104	0.00185873605948
blast_1.0	105	0.00309789343247
blast_1.0	107	0.00309789343247
blast_1.0	116	0.0830235439901
blast_1.0	117	0.000619578686493
blast_1.0	119	0.721809169765
blast_1.0	121	0.0402726146221
blast_1.0	131	0.0092936802974
blast_1.0	134	0.00247831474597
blast_1.0	139	0.000847218299915
blast_1.0	140	0.000564812199944
blast_1.0	141	0.0646709968935
blast_1.0	142	0.0183563964982
blast_1.0	144	0.000564812199944
blast_1.0	147	0.0192036147981
blast_1.0	149	0.00677774639932
blast_1.0	150	0.00141203049986
blast_1.0	151	0.0225924879977
blast_1.0	153	0.0963004800904
blast_1.0	155	0.000282406099972
blast_1.0	158	0.000282406099972
blast_1.0	162	0.00818977689918
blast_1.0	163	0.0124258683988
blast_1.0	165	0.654334933635
blast_1.0	167	0.0429257271957
blast_1.0	170	0.00367127929963
blast_1.0	177	0.000564812199944
blast_1.0	179	0.000564812199944
blast_1.0	180	0.0451849759955
blast_1.0	183	0.000282406099972
blast_1e-10	1	0.00104004160166
blast_1e-10	2	0.00104004160166
blast_1e-10	3	0.068122724909
blast_1e-10	4	0.0166406656266
blast_1e-10	6	0.000520020800832
blast_1e-10	9	0.0239209568383
blast_1e-10	11	0.00884035361414
blast_1e-10	12	0.0015600624025
blast_1e-10	13	0.0270410816433
blast_1e-10	15	0.101404056162
blast_1e-10	20	0.0015600624025
blast_1e-10	24	0.0104004160166
blast_1e-10	25	0.0114404576183
blast_1e-10	27	0.626105044202
blast_1e-10	29	0.0499219968799
blast_1e-10	32	0.00260010400416
blast_1e-10	39	0.000520020800832
blast_1e-10	42	0.0473218928757
blast_1e-10	48	0.00293255131965
blast_1e-10	49	0.0505865102639
blast_1e-10	55	0.0175953079179
blast_1e-10	57	0.0469208211144
blast_1e-10	58	0.00439882697947
blast_1e-10	59	0.00146627565982
blast_1e-10	61	0.0124633431085
blast_1e-10	63	0.000733137829912
blast_1e-10	70	0.0769794721408
blast_1e-10	73	0.744868035191
blast_1e-10	75	0.0293255131965
blast_1e-10	85	0.00879765395894
blast_1e-10	88	0.00219941348974
blast_1e-10	91	0.000733137829912
blast_1e-10	94	0.00123915737299
blast_1e-10	95	0.0762081784387
blast_1e-10	96	0.000619578686493
blast_1e-10	98	0.00185873605948
blast_1e-10	101	0.0105328376704
blast_1e-10	103	0.043990086741
blast_1e-10	104	0.00185873605948
blast_1e-10	105	0.00309789343247
blast_1e-10	107	0.00309789343247
blast_1e-10	116	0.0830235439901
blast_1e-10	117	0.000619578686493
blast_1e-10	119	0.721809169765
blast_1e-10	121	0.0402726146221
blast_1e-10	131	0.0092936802974
blast_1e-10	134	0.00247831474597
blast_1e-10	139	0.000847218299915
blast_1e-10	140	0.000564812199944
blast_1e-10	141	0.0646709968935
blast_1e-10	142	0.0183563964982
blast_1e-10	144	0.000564812199944
blast_1e-10	147	0.0192036147981
blast_1e-10	149	0.00677774639932
blast_1e-10	150	0.00141203049986
blast_1e-10	151	0.0225924879977
blast_1e-10	153	0.0963004800904
blast_1e-10	155	0.000282406099972
blast_1e-10	158	0.000282406099972
blast_1e-10	162	0.00818977689918
blast_1e-10	163	0.0124258683988
blast_1e-10	165	0.654334933635
blast_1e-10	167	0.0429257271957
blast_1e-10	170	0.00367127929963
blast_1e-10	177	0.000564812199944
blast_1e-10	179	0.000564812199944
blast_1e-10	180	0.0451849759955
blast_1e-10	183	0.000282406099972
blast_1e-30	1	0.00104004160166
blast_1e-30	2	0.00104004160166
blast_1e-30	3	0.068122724909
blast_1e-30	4	0.0166406656266
blast_1e-30	6	0.000520020800832
blast_1e-30	9	0.0239209568383
blast_1e-30	11	0.00884035361414
blast_1e-30	12	0.0015600624025
blast_1e-30	13	0.0270410816433
blast_1e-30	15	0.101404056162
blast_1e-30	20	0.0015600624025
blast_1e-30	24	0.0104004160166
blast_1e-30	25	0.0114404576183
blast_1e-30	27	0.626105044202
blast_1e-30	29	0.0499219968799
blast_1e-30	32	0.00260010400416
blast_1e-30	39	0.000520020800832
blast_1e-30	42	0.0473218928757
blast_1e-30	48	0.00293255131965
blast_1e-30	49	0.0505865102639
blast_1e-30	55	0.0175953079179
blast_1e-30	57	0.0469208211144
blast_1e-30	58	0.00439882697947
blast_1e-30	59	0.00146627565982
blast_1e-30	61	0.0124633431085
blast_1e-30	63	0.000733137829912
blast_1e-30	70	0.0769794721408
blast_1e-30	73	0.744868035191
blast_1e-30	75	0.0293255131965
blast_1e-30	85	0.00879765395894
blast_1e-30	88	0.00219941348974
blast_1e-30	91	0.000733137829912
blast_1e-30	94	0.00123915737299
blast_1e-30	95	0.0762081784387
blast_1e-30	96	0.000619578686493
blast_1e-30	98	0.00185873605948
blast_1e-30	101	0.0105328376704
blast_1e-30	103	0.043990086741
blast_1e-30	104	0.00185873605948
blast_1e-30	105	0.00309789343247
blast_1e-30	107	0.00309789343247
blast_1e-30	116	0.0830235439901
blast_1e-30	117	0.000619578686493
blast_1e-30	119	0.721809169765
blast_1e-30	121	0.0402726146221
blast_1e-30	131	0.0092936802974
blast_1e-30	134	0.00247831474597
blast_1e-30	139	0.000847218299915
blast_1e-30	140	0.000564812199944
blast_1e-30	141	0.0646709968935
blast_1e-30	142	0.0183563964982
blast_1e-30	144	0.000564812199944
blast_1e-30	147	0.0192036147981
blast_1e-30	149	0.00677774639932
blast_1e-30	150	0.00141203049986
blast_1e-30	151	0.0225924879977
blast_1e-30	153	0.0963004800904
blast_1e-30	155	0.000282406099972
blast_1e-30	158	0.000282406099972
blast_1e-30	162	0.00818977689918
blast_1e-30	163	0.0124258683988
blast_1e-30	165	0.654334933635
blast_1e-30	167	0.0429257271957
blast_1e-30	170	0.00367127929963
blast_1e-30	177	0.000564812199944
blast_1e-30	179	0.000564812199944
blast_1e-30	180	0.0451849759955
blast_1e-30	183	0.000282406099972
mothur_0.0	2	0.0254810192408
mothur_0.0	3	0.068122724909
mothur_0.0	6	0.00104004160166
mothur_0.0	8	0.0166406656266
mothur_0.0	11	0.00884035361414
mothur_0.0	13	0.0270410816433
mothur_0.0	16	0.000520020800832
mothur_0.0	19	0.049401976079
mothur_0.0	20	0.0015600624025
mothur_0.0	24	0.0104004160166
mothur_0.0	25	0.0114404576183
mothur_0.0	27	0.627145085803
mothur_0.0	29	0.000520020800832
mothur_0.0	30	0.101404056162
mothur_0.0	32	0.00260010400416
mothur_0.0	39	0.000520020800832
mothur_0.0	42	0.0473218928757
mothur_0.0	47	0.000733137829912
mothur_0.0	48	0.0197947214076
mothur_0.0	49	0.0505865102639
mothur_0.0	52	0.00293255131965
mothur_0.0	57	0.0469208211144
mothur_0.0	59	0.00146627565982
mothur_0.0	62	0.000733137829912
mothur_0.0	63	0.000733137829912
mothur_0.0	65	0.0293255131965
mothur_0.0	70	0.0769794721408
mothur_0.0	73	0.745601173021
mothur_0.0	76	0.0124633431085
mothur_0.0	85	0.00879765395894
mothur_0.0	88	0.00219941348974
mothur_0.0	91	0.000733137829912
mothur_0.0	94	0.00991325898389
mothur_0.0	95	0.0762081784387
mothur_0.0	100	0.000619578686493
mothur_0.0	103	0.043990086741
mothur_0.0	105	0.00309789343247
mothur_0.0	111	0.0402726146221
mothur_0.0	116	0.0830235439901
mothur_0.0	117	0.000619578686493
mothur_0.0	119	0.727385377943
mothur_0.0	122	0.00309789343247
mothur_0.0	131	0.0092936802974
mothur_0.0	134	0.00247831474597
mothur_0.0	139	0.000282406099972
mothur_0.0	140	0.019768426998
mothur_0.0	141	0.0646709968935
mothur_0.0	144	0.000564812199944
mothur_0.0	146	0.0177915842982
mothur_0.0	149	0.00677774639932
mothur_0.0	151	0.0225924879977
mothur_0.0	154	0.000282406099972
mothur_0.0	155	0.000282406099972
mothur_0.0	157	0.0426433210957
mothur_0.0	158	0.000282406099972
mothur_0.0	162	0.00818977689918
mothur_0.0	163	0.0124258683988
mothur_0.0	165	0.656029370234
mothur_0.0	167	0.000282406099972
mothur_0.0	168	0.0963004800904
mothur_0.0	170	0.00367127929963
mothur_0.0	177	0.000564812199944
mothur_0.0	179	0.000564812199944
mothur_0.0	180	0.0451849759955
mothur_0.0	183	0.000847218299915
mothur_0.1	2	0.0249609984399
mothur_0.1	3	0.068122724909
mothur_0.1	6	0.00104004160166
mothur_0.1	8	0.0166406656266
mothur_0.1	11	0.00884035361414
mothur_0.1	13	0.0270410816433
mothur_0.1	16	0.000520020800832
mothur_0.1	19	0.049401976079
mothur_0.1	20	0.0015600624025
mothur_0.1	24	0.0104004160166
mothur_0.1	25	0.0114404576183
mothur_0.1	26	0.000520020800832
mothur_0.1	27	0.627145085803
mothur_0.1	29	0.000520020800832
mothur_0.1	30	0.101404056162
mothur_0.1	32	0.00260010400416
mothur_0.1	39	0.000520020800832
mothur_0.1	42	0.0473218928757
mothur_0.1	47	0.000733137829912
mothur_0.1	48	0.0175953079179
mothur_0.1	49	0.0505865102639
mothur_0.1	52	0.00293255131965
mothur_0.1	57	0.0469208211144
mothur_0.1	59	0.00146627565982
mothur_0.1	62	0.000733137829912
mothur_0.1	63	0.000733137829912
mothur_0.1	65	0.0293255131965
mothur_0.1	70	0.0769794721408
mothur_0.1	72	0.00219941348974
mothur_0.1	73	0.745601173021
mothur_0.1	76	0.0124633431085
mothur_0.1	85	0.00879765395894
mothur_0.1	88	0.00219941348974
mothur_0.1	91	0.000733137829912
mothur_0.1	94	0.00991325898389
mothur_0.1	95	0.0762081784387
mothur_0.1	100	0.000619578686493
mothur_0.1	103	0.043990086741
mothur_0.1	105	0.00309789343247
mothur_0.1	111	0.0402726146221
mothur_0.1	116	0.0830235439901
mothur_0.1	117	0.000619578686493
mothur_0.1	119	0.727385377943
mothur_0.1	122	0.00309789343247
mothur_0.1	131	0.0092936802974
mothur_0.1	134	0.00247831474597
mothur_0.1	139	0.000282406099972
mothur_0.1	140	0.019768426998
mothur_0.1	141	0.0646709968935
mothur_0.1	144	0.000564812199944
mothur_0.1	146	0.0177915842982
mothur_0.1	149	0.00677774639932
mothur_0.1	151	0.0225924879977
mothur_0.1	154	0.000282406099972
mothur_0.1	155	0.000282406099972
mothur_0.1	157	0.0426433210957
mothur_0.1	158	0.000282406099972
mothur_0.1	162	0.00818977689918
mothur_0.1	163	0.0124258683988
mothur_0.1	165	0.656029370234
mothur_0.1	167	0.000282406099972
mothur_0.1	168	0.0963004800904
mothur_0.1	170	0.00367127929963
mothur_0.1	177	0.000564812199944
mothur_0.1	179	0.000564812199944
mothur_0.1	180	0.0451849759955
mothur_0.1	183	0.000847218299915
mothur_0.2	2	0.0244409776391
mothur_0.2	3	0.068122724909
mothur_0.2	6	0.000520020800832
mothur_0.2	8	0.0166406656266
mothur_0.2	11	0.00884035361414
mothur_0.2	13	0.0270410816433
mothur_0.2	16	0.000520020800832
mothur_0.2	19	0.049401976079
mothur_0.2	20	0.0015600624025
mothur_0.2	21	0.000520020800832
mothur_0.2	24	0.0104004160166
mothur_0.2	25	0.0114404576183
mothur_0.2	26	0.000520020800832
mothur_0.2	27	0.627145085803
mothur_0.2	29	0.000520020800832
mothur_0.2	30	0.101404056162
mothur_0.2	31	0.000520020800832
mothur_0.2	32	0.00260010400416
mothur_0.2	39	0.000520020800832
mothur_0.2	42	0.0473218928757
mothur_0.2	48	0.0175953079179
mothur_0.2	49	0.0505865102639
mothur_0.2	52	0.00293255131965
mothur_0.2	57	0.0469208211144
mothur_0.2	59	0.00146627565982
mothur_0.2	62	0.000733137829912
mothur_0.2	63	0.000733137829912
mothur_0.2	65	0.0293255131965
mothur_0.2	70	0.0769794721408
mothur_0.2	72	0.00219941348974
mothur_0.2	73	0.745601173021
mothur_0.2	76	0.0124633431085
mothur_0.2	82	0.000733137829912
mothur_0.2	85	0.00879765395894
mothur_0.2	88	0.00219941348974
mothur_0.2	91	0.000733137829912
mothur_0.2	94	0.00991325898389
mothur_0.2	95	0.0762081784387
mothur_0.2	100	0.000619578686493
mothur_0.2	103	0.043990086741
mothur_0.2	105	0.00309789343247
mothur_0.2	111	0.0402726146221
mothur_0.2	116	0.0830235439901
mothur_0.2	117	0.000619578686493
mothur_0.2	119	0.727385377943
mothur_0.2	122	0.00309789343247
mothur_0.2	131	0.0092936802974
mothur_0.2	134	0.00247831474597
mothur_0.2	140	0.0194860208981
mothur_0.2	141	0.0646709968935
mothur_0.2	144	0.000282406099972
mothur_0.2	146	0.0177915842982
mothur_0.2	149	0.00677774639932
mothur_0.2	151	0.0225924879977
mothur_0.2	154	0.000282406099972
mothur_0.2	155	0.000282406099972
mothur_0.2	157	0.0426433210957
mothur_0.2	158	0.000282406099972
mothur_0.2	159	0.000282406099972
mothur_0.2	162	0.00818977689918
mothur_0.2	163	0.0124258683988
mothur_0.2	165	0.656029370234
mothur_0.2	167	0.000282406099972
mothur_0.2	168	0.0963004800904
mothur_0.2	169	0.000282406099972
mothur_0.2	170	0.00367127929963
mothur_0.2	174	0.000282406099972
mothur_0.2	177	0.000564812199944
mothur_0.2	179	0.000564812199944
mothur_0.2	180	0.0451849759955
mothur_0.2	183	0.000847218299915
mothur_0.3	2	0.0166406656266
mothur_0.3	3	0.068122724909
mothur_0.3	8	0.0166406656266
mothur_0.3	11	0.00884035361414
mothur_0.3	13	0.0270410816433
mothur_0.3	16	0.000520020800832
mothur_0.3	19	0.049401976079
mothur_0.3	20	0.0015600624025
mothur_0.3	21	0.00832033281331
mothur_0.3	24	0.0104004160166
mothur_0.3	25	0.0114404576183
mothur_0.3	26	0.000520020800832
mothur_0.3	27	0.627145085803
mothur_0.3	29	0.000520020800832
mothur_0.3	30	0.101404056162
mothur_0.3	31	0.00104004160166
mothur_0.3	32	0.00260010400416
mothur_0.3	39	0.000520020800832
mothur_0.3	42	0.0473218928757
mothur_0.3	48	0.0117302052786
mothur_0.3	49	0.0505865102639
mothur_0.3	57	0.0469208211144
mothur_0.3	59	0.00146627565982
mothur_0.3	62	0.000733137829912
mothur_0.3	63	0.000733137829912
mothur_0.3	65	0.0293255131965
mothur_0.3	67	0.0058651026393
mothur_0.3	70	0.0769794721408
mothur_0.3	72	0.00219941348974
mothur_0.3	73	0.745601173021
mothur_0.3	76	0.0124633431085
mothur_0.3	77	0.00293255131965
mothur_0.3	82	0.000733137829912
mothur_0.3	85	0.00879765395894
mothur_0.3	88	0.00219941348974
mothur_0.3	91	0.000733137829912
mothur_0.3	94	0.00619578686493
mothur_0.3	95	0.0762081784387
mothur_0.3	100	0.000619578686493
mothur_0.3	103	0.043990086741
mothur_0.3	105	0.00309789343247
mothur_0.3	111	0.0402726146221
mothur_0.3	113	0.00371747211896
mothur_0.3	116	0.0830235439901
mothur_0.3	117	0.000619578686493
mothur_0.3	119	0.727385377943
mothur_0.3	122	0.00309789343247
mothur_0.3	131	0.0092936802974
mothur_0.3	134	0.00247831474597
mothur_0.3	140	0.0135554927986
mothur_0.3	141	0.0646709968935
mothur_0.3	146	0.0177915842982
mothur_0.3	149	0.00677774639932
mothur_0.3	151	0.0225924879977
mothur_0.3	154	0.000282406099972
mothur_0.3	155	0.000282406099972
mothur_0.3	157	0.0426433210957
mothur_0.3	158	0.000282406099972
mothur_0.3	159	0.00621293419938
mothur_0.3	162	0.00818977689918
mothur_0.3	163	0.0124258683988
mothur_0.3	165	0.656029370234
mothur_0.3	167	0.000282406099972
mothur_0.3	168	0.0963004800904
mothur_0.3	169	0.000564812199944
mothur_0.3	170	0.00367127929963
mothur_0.3	174	0.000282406099972
mothur_0.3	177	0.000564812199944
mothur_0.3	179	0.000564812199944
mothur_0.3	180	0.0451849759955
mothur_0.3	183	0.000847218299915
mothur_0.4	3	0.068122724909
mothur_0.4	8	0.0166406656266
mothur_0.4	11	0.00884035361414
mothur_0.4	13	0.0270410816433
mothur_0.4	16	0.000520020800832
mothur_0.4	19	0.049401976079
mothur_0.4	20	0.0015600624025
mothur_0.4	21	0.0234009360374
mothur_0.4	24	0.0104004160166
mothur_0.4	25	0.0114404576183
mothur_0.4	26	0.00208008320333
mothur_0.4	27	0.627145085803
mothur_0.4	29	0.000520020800832
mothur_0.4	30	0.101404056162
mothur_0.4	31	0.00104004160166
mothur_0.4	32	0.00260010400416
mothur_0.4	39	0.000520020800832
mothur_0.4	42	0.0473218928757
mothur_0.4	49	0.0505865102639
mothur_0.4	57	0.0469208211144
mothur_0.4	59	0.00146627565982
mothur_0.4	62	0.000733137829912
mothur_0.4	63	0.000733137829912
mothur_0.4	65	0.0293255131965
mothur_0.4	67	0.016862170088
mothur_0.4	70	0.0769794721408
mothur_0.4	72	0.00293255131965
mothur_0.4	73	0.745601173021
mothur_0.4	76	0.0124633431085
mothur_0.4	77	0.00293255131965
mothur_0.4	82	0.000733137829912
mothur_0.4	85	0.00879765395894
mothur_0.4	88	0.00219941348974
mothur_0.4	91	0.000733137829912
mothur_0.4	95	0.0762081784387
mothur_0.4	100	0.000619578686493
mothur_0.4	103	0.043990086741
mothur_0.4	105	0.00309789343247
mothur_0.4	111	0.0402726146221
mothur_0.4	113	0.00991325898389
mothur_0.4	116	0.0830235439901
mothur_0.4	117	0.000619578686493
mothur_0.4	119	0.727385377943
mothur_0.4	122	0.00309789343247
mothur_0.4	131	0.0092936802974
mothur_0.4	134	0.00247831474597
mothur_0.4	141	0.0646709968935
mothur_0.4	146	0.0177915842982
mothur_0.4	149	0.00677774639932
mothur_0.4	151	0.0225924879977
mothur_0.4	154	0.000282406099972
mothur_0.4	155	0.000282406099972
mothur_0.4	157	0.0426433210957
mothur_0.4	158	0.000282406099972
mothur_0.4	159	0.0189212086981
mothur_0.4	162	0.00818977689918
mothur_0.4	163	0.0124258683988
mothur_0.4	164	0.000847218299915
mothur_0.4	165	0.656029370234
mothur_0.4	167	0.000282406099972
mothur_0.4	168	0.0963004800904
mothur_0.4	169	0.000564812199944
mothur_0.4	170	0.00367127929963
mothur_0.4	174	0.000282406099972
mothur_0.4	177	0.000564812199944
mothur_0.4	179	0.000564812199944
mothur_0.4	180	0.0451849759955
mothur_0.4	183	0.000847218299915
mothur_0.5	3	0.068122724909
mothur_0.5	8	0.0166406656266
mothur_0.5	11	0.00884035361414
mothur_0.5	13	0.0270410816433
mothur_0.5	16	0.000520020800832
mothur_0.5	19	0.049401976079
mothur_0.5	20	0.0015600624025
mothur_0.5	24	0.0104004160166
mothur_0.5	25	0.0114404576183
mothur_0.5	26	0.0260010400416
mothur_0.5	27	0.626625065003
mothur_0.5	29	0.000520020800832
mothur_0.5	30	0.101404056162
mothur_0.5	31	0.00104004160166
mothur_0.5	32	0.00260010400416
mothur_0.5	39	0.000520020800832
mothur_0.5	42	0.0473218928757
mothur_0.5	49	0.0505865102639
mothur_0.5	57	0.0469208211144
mothur_0.5	59	0.00146627565982
mothur_0.5	62	0.000733137829912
mothur_0.5	63	0.000733137829912
mothur_0.5	65	0.0293255131965
mothur_0.5	70	0.0769794721408
mothur_0.5	72	0.0197947214076
mothur_0.5	73	0.745601173021
mothur_0.5	76	0.0124633431085
mothur_0.5	77	0.00293255131965
mothur_0.5	82	0.00146627565982
mothur_0.5	85	0.00879765395894
mothur_0.5	88	0.00219941348974
mothur_0.5	95	0.0762081784387
mothur_0.5	100	0.000619578686493
mothur_0.5	103	0.043990086741
mothur_0.5	105	0.00309789343247
mothur_0.5	111	0.0402726146221
mothur_0.5	116	0.0830235439901
mothur_0.5	117	0.000619578686493
